   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 9.2489e+007 2.8808e+008 3.6536e+008 2.4554e+008 9.4863e+007 2.1231e+007 2.6059e+006 1.5006e+005 2.5261e+003 7.0635e-001 2.2735e+000 1.1898e+000 9.5791e-001 6.6466e-004 2.8220e-001 3.5538e-002 1.8602e-002 3.8535e-002 6.6026e-003
           1 1.8128e+008 2.1311e+008 1.3873e+007 1.0106e+008 2.8189e+008 2.1584e+008 7.3941e+007 1.1979e+007 7.9336e+005 1.1255e+004 7.0474e+001 1.2337e+001 3.0048e+000 3.2509e+000 1.0588e-001 8.5801e-001 4.5698e-001 4.4193e-002 7.0359e-004
           2 2.1335e+008 5.9521e+007 5.8195e+007 1.4685e+008 1.8919e+006 1.4537e+008 2.7304e+008 1.4664e+008 3.0940e+007 2.2556e+006 2.0736e+004 9.0090e+002 1.6648e+001 2.4284e+000 6.6447e+000 1.4754e+000 4.1666e-001 8.1045e-001 1.2283e-001
           3 1.9831e+008 8.9918e+005 1.2319e+008 1.3835e+007 9.6216e+007 7.8758e+007 2.5695e+007 2.4532e+008 2.1779e+008 5.9141e+007 4.4628e+006 1.2627e+004 4.7064e+003 2.1563e+001 4.3849e-002 1.0170e+001 3.6550e+000 1.9442e-001 4.2493e-004
           4 1.6159e+008 1.6512e+007 8.8637e+007 1.7608e+007 9.0668e+007 8.1319e+006 1.2473e+008 2.5624e+006 1.6864e+008 2.7119e+008 9.3293e+007 6.6075e+006 3.0915e+003 1.2209e+004 8.5346e+002 6.2119e+001 2.4995e+000 9.9664e+000 1.6051e+000
           5 1.2170e+008 5.1054e+007 3.1676e+007 6.7176e+007 1.4734e+007 7.7054e+007 1.5167e+007 8.7671e+007 4.2704e+007 8.9746e+007 3.0347e+008 1.2845e+008 7.1589e+006 1.6864e+005 8.6988e+003 4.9477e+003 1.1619e+003 1.8760e+002 1.2889e+001
           6 8.7408e+007 7.5208e+007 2.7520e+006 7.5369e+007 3.8635e+006 6.5200e+007 1.6739e+007 6.2782e+007 2.8524e+007 8.6263e+007 3.5791e+007 3.2284e+008 1.5868e+008 4.7107e+006 8.4589e+005 9.7484e+003 2.9180e+003 2.8426e+003 3.8635e+002
           7 6.1061e+007 8.3252e+007 2.6062e+006 5.0112e+007 3.2356e+007 1.7127e+007 5.8507e+007 1.9607e+006 7.6048e+007 7.0475e+005 1.0160e+008 9.9678e+006 3.4389e+008 1.7566e+008 5.4834e+005 1.7338e+006 2.8516e+005 3.2263e+004 1.8438e+003
           8 4.2026e+007 7.9385e+007 1.5609e+007 2.1538e+007 5.1055e+007 1.7232e+004 5.0934e+007 1.6480e+007 2.9956e+007 4.8988e+007 8.6384e+006 8.9759e+007 2.0611e+006 3.8322e+008 1.6435e+008 3.4120e+006 6.9175e+005 5.9547e+005 7.5338e+004
           9 2.8738e+007 6.9295e+007 2.9325e+007 4.6717e+006 4.8346e+007 1.1058e+007 2.0590e+007 4.2175e+007 2.2400e+005 5.1420e+007 1.5582e+007 2.9473e+007 6.5751e+007 1.3919e+006 4.5430e+008 1.0400e+008 2.3928e+007 1.9049e+006 6.9885e+004
          10 1.9633e+007 5.7192e+007 3.8207e+007 1.7210e+003 3.4034e+007 2.6299e+007 2.3029e+006 4.0710e+007 1.1195e+007 1.6853e+007 4.3842e+007 5.2073e+005 4.3296e+007 4.1620e+007 8.3229e+006 5.4061e+008 1.4178e+007 2.6501e+007 3.4046e+006
          11 1.3436e+007 4.5447e+007 4.1362e+007 2.4742e+006 1.8933e+007 3.3099e+007 1.0228e+006 2.3655e+007 2.7199e+007 2.8936e+005 3.4235e+007 2.0960e+007 3.5703e+006 4.4535e+007 2.1504e+007 5.0535e+007 5.2359e+008 3.9600e+007 8.0278e+005
          12 9.2147e+006 3.5108e+007 3.9932e+007 7.1474e+006 8.2342e+006 3.1038e+007 7.4483e+006 8.5303e+006 3.0058e+007 4.5904e+006 1.2795e+007 3.1661e+007 4.0404e+006 1.2412e+007 3.7304e+007 4.7055e+006 2.0152e+008 1.8454e+008 3.2135e+007
          13 6.3096e+006 2.6426e+007 3.5467e+007 1.0958e+007 2.5348e+006 2.4310e+007 1.3315e+007 1.3282e+006 2.3004e+007 1.3013e+007 1.4955e+006 2.3882e+007 1.5937e+007 8.1670e+004 1.7080e+007 3.0338e+007 8.3673e+006 3.7591e+008 1.0363e+007
          14 4.2644e+006 1.9232e+007 2.9198e+007 1.2549e+007 3.7688e+005 1.6724e+007 1.5340e+007 2.5527e+004 1.3865e+007 1.6355e+007 2.7874e+005 1.1985e+007 1.9207e+007 3.2327e+006 3.3131e+006 1.5123e+007 3.6333e+007 1.5796e+008 1.8826e+007
          15 2.7549e+006 1.3132e+007 2.1798e+007 1.1568e+007 9.4286e+002 1.0246e+007 1.3551e+007 8.6344e+005 6.9351e+006 1.4210e+007 2.2096e+006 4.3063e+006 1.4759e+007 7.0165e+006 2.4139e+004 5.7595e+006 7.6721e+006 1.3405e+008 1.0371e+008
          16 1.5063e+006 7.4521e+006 1.3114e+007 7.9106e+006 1.0572e+005 5.1831e+006 8.8159e+006 1.2727e+006 2.8108e+006 8.8320e+006 2.7245e+006 1.1013e+006 8.0434e+006 6.1709e+006 3.8901e+005 1.5055e+006 4.2169e+006 1.3776e+006 3.8664e+008
