   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37
           0 1.7359e+007 1.5904e-001 3.3253e-001 4.4727e+005 5.4532e+001 2.2087e+001 1.1601e+003 6.7937e+000 1.3571e+001 6.0526e+001 1.1622e+001 3.5147e-001 1.2864e-001 1.8675e-001 3.3149e-002 6.3407e-005 5.1462e-003 2.9803e-003 3.4753e-004 1.5290e-005 8.8537e-005 3.5996e-005 2.9632e-006 2.2474e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.6246e+005 1.8503e+000 6.3158e+001 1.6415e+007 1.1052e+003 2.7374e+002 6.8253e+005 3.2370e+004 1.1307e+004 1.6192e+004 9.6864e+002 1.0055e+002 2.9707e+002 1.1081e+002 8.1692e+000 1.0124e+000 3.2683e+000 1.2807e+000 7.6674e-002 4.4838e-002 1.0256e-001 5.0602e-002 8.4458e-003 2.3669e-005 6.1088e-004 3.8820e-004 3.9636e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.5201e+004 1.7584e+001 2.3944e+002 7.4228e+005 3.7723e+003 4.2181e+004 1.5308e+007 4.1614e+005 1.8402e-002 2.8978e+005 2.5320e+005 1.1909e+005 4.4338e+004 4.4505e+003 1.0105e+002 8.9821e+002 5.2312e+002 8.4707e+001 2.4285e-001 1.8310e+001 1.6392e+001 5.0184e+000 2.5946e-001 2.3931e-001 6.0471e-001 4.1490e-001 1.4042e-001 2.1080e-002 2.7769e-004 5.4914e-004 2.5854e-004 4.8608e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.6876e+003 1.6561e+002 1.7190e+003 7.1706e+004 9.2508e+003 4.0352e+004 4.7653e+005 4.3158e+005 2.1342e+006 9.9045e+006 2.4688e+006 1.2927e+005 7.9627e+004 2.6817e+005 1.9418e+005 7.1762e+004 1.0795e+004 7.8317e-003 1.6361e+003 1.6407e+003 5.9175e+002 5.6298e+001 1.0419e+001 5.3050e+001 4.6855e+001 1.9799e+001 3.6227e+000 7.0643e-003 6.9671e-001 1.1117e+000 7.8033e-001 3.3815e-001 9.4439e-002 1.5443e-002 1.0216e-003 1.1422e-006 3.1036e-006 0.0000e+000
           4 8.2974e+001 1.0051e+003 8.0358e+003 6.3531e+003 3.5728e+004 1.1721e+005 1.9507e+005 1.8801e+005 3.5000e+005 1.2218e+005 2.2438e+006 4.3065e+006 4.4347e+006 1.6298e+006 1.4184e+005 4.1499e+004 2.0084e+005 1.8797e+005 8.7306e+004 2.0268e+004 8.1078e+002 1.0533e+003 2.5109e+003 1.8022e+003 6.4821e+002 8.4716e+001 3.6130e+000 5.3247e+001 6.9830e+001 4.8302e+001 2.1627e+001 6.0193e+000 6.7161e-001 2.7472e-002 3.8310e-001 5.1997e-001 4.0303e-001 2.1092e-001
           5 1.2646e+001 3.9028e+003 2.3468e+004 5.4582e+002 7.4855e+004 1.6397e+005 3.2370e+003 2.9772e+005 3.1027e+005 1.0055e+004 1.0860e+005 1.7370e+004 1.2327e+006 3.1846e+006 3.3381e+006 2.0644e+006 6.5279e+005 4.1258e+004 3.9628e+004 1.3897e+005 1.3966e+005 7.8580e+004 2.6113e+004 3.6726e+003 3.2962e+001 1.4482e+003 2.0486e+003 1.4480e+003 6.3875e+002 1.6023e+002 8.9833e+000 9.1133e+000 3.4390e+001 4.2052e+001 3.3956e+001 2.1489e+001 1.1337e+001 4.7834e+000
           6 3.2243e-001 9.6145e+003 3.9539e+004 1.6659e+001 8.2575e+004 1.0622e+005 1.7288e+003 7.0061e+004 7.9968e+002 1.6950e+005 3.4689e+004 4.5926e+004 7.2230e+004 4.9753e+004 8.8055e+005 2.2958e+006 2.8768e+006 2.1102e+006 9.4339e+005 2.0655e+005 1.3241e+003 4.9674e+004 1.0696e+005 1.0128e+005 6.1421e+004 2.5079e+004 5.9700e+003 3.0636e+002 3.4612e+002 1.2150e+003 1.3977e+003 1.0337e+003 5.6532e+002 2.3388e+002 6.8352e+001 1.0704e+001 6.9167e-002 9.9199e-001
           7 1.3569e-001 1.5211e+004 3.4503e+004 3.9040e+001 3.4024e+004 1.0571e+004 1.1782e+003 1.7166e+003 4.5280e+004 4.0161e+003 1.1112e+005 1.4486e+005 6.1771e+003 6.4683e+004 4.4454e+004 5.3213e+004 7.1702e+005 1.7732e+006 2.2907e+006 1.9265e+006 1.0966e+006 3.8718e+005 5.3104e+004 3.4877e+003 5.1753e+004 8.4111e+004 7.7055e+004 4.9905e+004 2.3944e+004 8.0740e+003 1.4576e+003 6.0899e+000 3.4386e+002 7.9011e+002 8.9378e+002 7.3685e+002 4.8998e+002 2.4932e+002
           8 6.0957e-003 1.6208e+004 1.0897e+004 4.3566e+000 5.1861e+002 7.4527e+003 2.8888e+002 2.7156e+004 1.7220e+004 1.2407e+004 1.3579e+004 2.4737e+004 1.3072e+005 4.7718e+004 9.4936e+003 7.4894e+004 1.7529e+004 8.3380e+004 6.3494e+005 1.4330e+006 1.8794e+006 1.6879e+006 1.0914e+006 4.9573e+005 1.3306e+005 7.2024e+003 1.1942e+004 4.7078e+004 6.4296e+004 5.8093e+004 4.0363e+004 2.2596e+004 1.0183e+004 3.5156e+003 7.8296e+002 4.9590e+001 2.2945e+001 7.5969e+001
           9 1.2066e-001 1.3904e+004 1.5697e+002 4.0815e+000 6.2557e+003 9.5802e+003 3.9259e+001 1.7819e+003 5.2423e+003 4.6655e+003 1.7851e+004 2.7552e+004 2.5824e+003 8.4672e+004 8.3170e+004 4.4229e+003 3.3257e+004 5.9604e+004 1.9493e+003 1.1774e+005 5.9391e+005 1.2021e+006 1.5373e+006 1.4271e+006 1.0101e+006 5.4210e+005 2.0398e+005 3.9398e+004 1.1513e+001 1.5880e+004 3.8255e+004 4.7608e+004 4.3538e+004 3.2711e+004 2.1161e+004 1.2096e+004 6.1321e+003 2.5611e+003
          10 5.7503e-002 1.4188e+004 1.5789e+004 1.1480e+000 2.0636e+003 9.4780e+001 2.7701e+002 4.2176e+003 3.9915e+003 3.4518e+003 2.8557e+003 8.8608e+003 2.5129e+004 2.5514e-003 4.8267e+004 8.7615e+004 2.6239e+004 5.2977e+003 5.1819e+004 3.5449e+004 2.5248e+003 1.6346e+005 5.7310e+005 1.0268e+006 1.2666e+006 1.1926e+006 8.9252e+005 5.3351e+005 2.4587e+005 7.7051e+004 9.5999e+003 1.1481e+003 1.4064e+004 2.6568e+004 3.1131e+004 2.8361e+004 2.1283e+004 1.2083e+004
          11 1.7653e-002 1.8781e+004 5.0478e+004 2.8840e+000 1.4175e+004 2.4133e+003 8.1234e+000 7.9514e+002 1.0199e+003 1.0307e+002 6.0229e+003 2.6804e+003 6.7148e+003 2.1131e+004 1.0067e+003 2.6061e+004 7.2640e+004 4.0827e+004 1.8555e+002 2.7272e+004 4.7855e+004 1.0438e+004 2.2884e+004 2.1362e+005 5.5701e+005 8.8749e+005 1.0435e+006 9.7745e+005 7.5521e+005 4.8656e+005 2.5815e+005 1.0700e+005 2.9607e+004 2.6792e+003 1.0369e+003 6.7812e+003 1.0523e+004 8.6942e+003
          12 2.7193e-002 1.6289e+004 8.7387e+004 3.6958e+000 1.1883e+005 2.0141e+004 2.3607e+001 1.6622e+002 1.3721e+003 5.5609e+002 1.9335e+002 4.8091e+003 1.2310e+003 6.9598e+003 1.8095e+004 1.9443e+003 1.5719e+004 5.6999e+004 4.4973e+004 4.4732e+003 1.0846e+004 4.0044e+004 2.6846e+004 2.9221e+000 6.1946e+004 2.6245e+005 5.3735e+005 7.6309e+005 8.4876e+005 7.8254e+005 6.1585e+005 4.1878e+005 2.4589e+005 1.2304e+005 5.0467e+004 1.5641e+004 2.9884e+003 1.9140e+002
          13 6.2225e-002 2.9472e+003 6.2224e+004 2.0699e+001 2.3430e+005 2.6717e+005 3.9234e+003 5.5096e+004 3.8555e+003 1.2851e+003 2.9756e+003 1.5236e+003 3.6060e+003 2.1678e+002 7.7885e+003 1.4977e+004 1.4755e+003 1.1878e+004 4.5704e+004 4.1902e+004 8.0941e+003 3.8962e+003 2.8970e+004 3.1544e+004 5.4021e+003 1.3122e+004 1.1471e+005 3.0224e+005 5.0477e+005 6.4231e+005 6.7357e+005 6.0618e+005 4.7893e+005 3.3728e+005 2.1294e+005 1.2098e+005 6.1217e+004 2.5446e+004
          14 8.7044e-002 2.7623e+002 2.9470e+003 3.3981e-001 1.0763e+005 4.5429e+005 2.0792e+004 5.6923e+005 2.0954e+005 4.2042e+004 3.4481e+004 1.6163e+004 1.1460e+004 3.3296e+002 4.5819e+001 1.0222e+004 1.0593e+004 4.9068e+002 1.1446e+004 3.8140e+004 3.4710e+004 8.1673e+003 1.7884e+003 2.1042e+004 2.8682e+004 1.0389e+004 1.6702e+003 5.0612e+004 1.6905e+005 3.2102e+005 4.5094e+005 5.1743e+005 5.0921e+005 4.4276e+005 3.4545e+005 2.4407e+005 1.5410e+005 7.8082e+004
          15 7.9761e-002 1.0407e+002 3.7819e+003 6.2023e-001 1.5865e+003 6.2921e+004 1.1682e+004 5.4595e+005 9.5577e+005 3.9554e+005 5.4373e+005 2.8095e+005 1.2686e+005 9.3347e+004 1.6107e+004 3.3317e+003 2.1873e+004 3.0384e+003 1.0496e+002 1.4504e+004 3.0910e+004 2.6358e+004 5.5771e+003 1.6605e+003 1.6258e+004 2.3527e+004 1.0848e+004 9.2297e+001 2.5591e+004 1.0028e+005 2.0633e+005 3.0775e+005 3.7176e+005 3.8478e+005 3.5102e+005 2.8620e+005 2.0538e+005 1.1509e+005
