   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
           0 1.4257e+007 5.6815e+007 9.6069e+007 9.0554e+007 5.2422e+007 1.9286e+007 4.4913e+006 6.3504e+005 4.9274e+004 1.6314e+003 6.3154e+000 2.0957e+000 2.3270e+000 1.4138e+000 6.6913e-003 4.7406e-001 5.7915e-005 1.6870e-001 1.0131e-001 1.0679e-002 1.6673e-004
           1 3.4875e+007 6.7558e+007 2.6801e+007 1.9827e+006 4.9812e+007 7.7955e+007 5.0567e+007 1.7197e+007 3.1594e+006 2.8779e+005 9.6196e+003 1.6265e+001 9.3373e+000 4.3488e+000 3.3402e+000 1.0254e-001 1.0449e+000 3.7696e-005 3.2059e-001 2.3689e-001 6.4096e-002
           2 4.9707e+007 3.8448e+007 5.0400e+005 3.9504e+007 2.3560e+007 2.8883e+006 5.3775e+007 7.1523e+007 3.6494e+007 8.6750e+006 9.0527e+005 2.8024e+004 1.1408e-001 2.6747e+001 8.4648e-001 1.7967e+000 3.2962e-001 5.5221e-001 7.5498e-003 1.8249e-001 1.1700e-001
           3 5.4514e+007 1.0614e+007 1.9215e+007 2.5379e+007 2.4085e+006 3.7824e+007 9.0555e+006 1.6929e+007 7.0131e+007 5.6590e+007 1.7385e+007 2.0135e+006 4.9880e+004 3.7766e+002 7.1538e+001 5.5348e-002 4.2732e+000 7.8004e-002 1.3598e+000 3.0737e-001 2.7891e-003
           4 5.1259e+007 2.0222e+005 3.0345e+007 2.0880e+006 2.4472e+007 9.7912e+006 1.4642e+007 3.0201e+007 2.6669e+005 5.1402e+007 7.1804e+007 2.8472e+007 3.4981e+006 5.1797e+004 3.4377e+003 3.8854e+001 1.1876e+001 1.1202e+001 4.5308e-001 5.6149e-001 5.1835e-001
           5 4.3699e+007 3.1014e+006 2.3680e+007 3.3849e+006 2.2009e+007 1.9807e+006 2.5622e+007 4.5732e+004 3.1850e+007 6.2699e+006 2.8248e+007 7.9756e+007 4.0557e+007 4.9255e+006 1.7472e+004 1.2805e+004 1.3025e+002 1.3300e+001 3.5377e+001 1.2609e+001 1.8863e+000
           6 3.4926e+007 1.0734e+007 1.1200e+007 1.4417e+007 6.1223e+006 1.6300e+007 5.3142e+006 1.7407e+007 8.1048e+006 1.7030e+007 2.0039e+007 1.0794e+007 8.1825e+007 5.2272e+007 5.5665e+006 1.1458e+004 2.2207e+004 2.9982e+003 1.2211e+002 4.6581e+000 1.3145e+001
           7 2.6744e+007 1.7434e+007 2.5638e+006 1.9447e+007 6.7253e+003 1.8423e+007 1.1957e+006 1.7812e+007 2.7794e+006 1.9811e+007 3.4269e+006 2.8566e+007 2.1390e+006 8.1717e+007 6.2395e+007 4.6338e+006 2.4996e+005 7.9412e+003 9.6586e+003 2.7207e+003 5.4696e+002
           8 1.9910e+007 2.1147e+007 5.8712e+000 1.6454e+007 4.3281e+006 9.0768e+006 1.0590e+007 3.8001e+006 1.5659e+007 1.1152e+006 2.0367e+007 1.6661e+005 2.8358e+007 9.7663e+003 8.3830e+007 6.9214e+007 2.0010e+006 9.0260e+005 3.0705e+004 1.4281e+003 3.0516e+003
           9 1.4559e+007 2.1965e+007 1.6553e+006 1.0000e+007 1.0524e+007 1.3878e+006 1.4660e+007 4.3233e+005 1.3207e+007 4.7542e+006 9.1328e+006 1.1943e+007 4.6935e+006 2.2586e+007 4.3422e+005 9.2573e+007 6.8799e+007 3.4771e+003 1.1755e+006 3.6709e+005 6.6239e+004
          10 1.0535e+007 2.0762e+007 4.9742e+006 4.2521e+006 1.3282e+007 2.9587e+005 1.0462e+007 6.1785e+006 3.5067e+006 1.2776e+007 7.3303e+003 1.4728e+007 3.5102e+006 1.0534e+007 1.5587e+007 4.7937e+005 1.1219e+008 5.3433e+007 4.6676e+006 3.9103e+004 2.3860e+005
          11 7.5844e+006 1.8457e+007 8.1681e+006 9.4657e+005 1.2157e+007 3.3639e+006 4.2066e+006 1.0643e+007 1.6740e+004 1.0506e+007 4.8565e+006 3.9106e+006 1.2981e+007 8.5004e+004 1.3704e+007 9.7572e+006 3.9832e+004 1.4168e+008 2.0301e+007 1.4184e+007 2.7304e+006
          12 5.4541e+006 1.5742e+007 1.0399e+007 2.0092e+002 8.9330e+006 6.8561e+006 5.4996e+005 1.0074e+007 2.8187e+006 3.8324e+006 9.9389e+006 9.6572e+004 9.1995e+006 7.2474e+006 9.1444e+005 1.3773e+007 5.3827e+006 5.1116e+006 1.5892e+008 6.7678e+005 3.9217e+006
          13 3.9289e+006 1.3048e+007 1.1491e+007 5.8260e+005 5.4277e+006 8.7357e+006 1.7071e+005 6.5047e+006 6.5231e+006 2.0647e+005 8.7291e+006 3.8572e+006 1.8823e+006 1.0259e+007 2.3591e+006 3.0654e+006 1.2113e+007 1.7515e+006 3.2270e+007 1.0251e+008 3.3112e+007
          14 2.8407e+006 1.0601e+007 1.1609e+007 1.8244e+006 2.6783e+006 8.7409e+006 1.6596e+006 2.8772e+006 7.9235e+006 6.7136e+005 4.4072e+006 7.2877e+006 1.1280e+005 5.7989e+006 7.4066e+006 2.3250e+005 4.3786e+006 1.0875e+007 3.8999e+005 8.5093e+007 2.5009e+006
          15 2.0637e+006 8.4919e+006 1.1026e+007 3.1045e+006 9.7847e+005 7.4896e+006 3.4675e+006 6.8699e+005 6.9536e+006 2.8360e+006 1.0761e+006 7.1529e+006 2.4272e+006 1.2285e+006 7.3150e+006 3.6908e+006 8.3813e+004 4.1088e+006 1.3407e+007 1.8085e+007 5.0787e+007
          16 1.5065e+006 6.7292e+006 1.0010e+007 4.0835e+006 1.8598e+005 5.7341e+006 4.7060e+006 5.6242e+003 4.8782e+006 4.5642e+006 3.9088e+003 4.7910e+006 4.7332e+006 1.5746e+004 3.9705e+006 5.8758e+006 1.2220e+006 5.1055e+005 2.1945e+006 3.1979e+007 4.5043e+007
          17 1.1041e+006 5.2830e+006 8.7699e+006 4.6346e+006 3.3435e+002 4.0170e+006 5.1396e+006 2.5927e+005 2.8330e+006 5.1019e+006 4.6914e+005 2.3075e+006 5.2675e+006 1.0452e+006 1.1353e+006 5.0301e+006 3.3901e+006 2.2489e+005 8.0654e+005 1.6335e+005 8.5271e+007
          18 8.1027e+005 4.1061e+006 7.4486e+006 4.7586e+006 1.2665e+005 2.6124e+006 4.9038e+006 8.3415e+005 1.3580e+006 4.6507e+006 1.3742e+006 7.3314e+005 4.3895e+006 2.3484e+006 5.1012e+004 2.9588e+006 4.0107e+006 1.4531e+006 1.3113e+004 1.8758e+006 3.1098e+007
          19 5.9258e+005 3.1483e+006 6.1336e+006 4.5173e+006 3.4376e+005 1.5922e+006 4.2532e+006 1.3265e+006 5.1352e+005 3.7072e+006 2.0315e+006 9.3241e+004 3.0290e+006 2.9591e+006 1.5433e+005 1.2578e+006 3.2930e+006 2.2860e+006 4.8674e+005 3.9646e+004 2.1372e+007
          20 4.2802e+005 2.3625e+006 4.8701e+006 3.9918e+006 5.1545e+005 9.1592e+005 3.4179e+006 1.5586e+006 1.3370e+005 2.6807e+006 2.2266e+006 8.5214e+003 1.8209e+006 2.8351e+006 5.8842e+005 3.5894e+005 2.1774e+006 2.3185e+006 9.7981e+005 1.0758e+005 5.9642e+006
          21 3.0006e+005 1.7061e+006 3.6729e+006 3.2583e+006 5.7627e+005 4.9940e+005 2.5508e+006 1.5046e+006 1.4360e+004 1.7889e+006 2.0165e+006 1.1113e+005 9.8274e+005 2.2817e+006 8.5807e+005 4.7104e+004 1.2394e+006 1.8518e+006 1.1238e+006 3.4111e+005 7.6860e+005
          22 1.9633e+005 1.1408e+006 2.5342e+006 2.3770e+006 5.1060e+005 2.5610e+005 1.7258e+006 1.2120e+006 6.6645e+002 1.0919e+006 1.5400e+006 1.8575e+005 4.8259e+005 1.5802e+006 8.3151e+005 1.7750e+002 6.2639e+005 1.2411e+006 9.3868e+005 3.8040e+005 4.0394e+005
          23 1.0727e+005 6.3210e+005 1.4325e+006 1.3914e+006 3.3455e+005 1.1526e+005 9.5780e+005 7.4930e+005 6.6525e+003 5.6049e+005 9.1678e+005 1.5832e+005 2.0616e+005 8.7747e+005 5.5932e+005 1.1072e+004 2.7143e+005 6.6617e+005 5.7503e+005 2.6992e+005 6.6109e+004
          24 3.8066e+004 2.2580e+005 5.1658e+005 5.1002e+005 1.2899e+005 3.6819e+004 3.4182e+005 2.8121e+005 4.4780e+003 1.9203e+005 3.3761e+005 6.7491e+004 6.3649e+004 3.1196e+005 2.1682e+005 8.1721e+003 8.4272e+004 2.3216e+005 2.1318e+005 1.0681e+005 2.7800e+004
