   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 1.1922e+007 5.2210e+007 9.6804e+007 9.9626e+007 6.2440e+007 2.4476e+007 5.8942e+006 8.1091e+005 5.2668e+004 7.8586e+002 1.6316e+001 4.3159e+000 8.3091e-002 1.3755e-002 8.3422e-003 4.7200e-003 4.7734e-003 6.6753e-004 2.0450e-005
           1 3.0713e+007 7.5324e+007 4.9547e+007 1.4935e+006 2.3743e+007 6.0059e+007 4.7750e+007 1.8040e+007 3.3303e+006 2.4383e+005 1.9215e+003 4.4027e+002 4.2816e+001 1.8532e-001 1.6313e-001 1.4268e-002 1.0826e-002 2.8644e-005 8.5493e-005
           2 4.5969e+007 5.7823e+007 3.8797e+006 2.3517e+007 4.0788e+007 3.6064e+006 1.5085e+007 4.1482e+007 2.7538e+007 6.9772e+006 5.4211e+005 8.6672e+001 4.6207e+003 2.1207e+002 7.5132e+000 5.6887e-001 3.1285e-002 8.8987e-002 9.8275e-003
           3 5.2559e+007 2.9340e+007 4.3039e+006 3.6802e+007 4.6208e+006 1.6994e+007 2.7731e+007 5.9917e+005 1.6131e+007 2.5756e+007 9.4374e+006 6.7894e+005 2.2061e+004 2.9342e+004 6.2210e+002 4.3468e+001 1.0421e+000 7.2665e-001 1.0251e-001
           4 5.0722e+007 9.6052e+006 1.7935e+007 1.9770e+007 3.6820e+006 2.5984e+007 9.3796e+005 1.7476e+007 1.4282e+007 5.5554e+005 1.3802e+007 8.2835e+006 3.3804e+005 3.0627e+005 1.4580e+005 1.3594e+003 1.2108e+002 1.1486e+001 1.6175e+000
           5 4.2606e+007 1.4231e+006 2.2740e+007 4.4961e+006 1.4595e+007 9.9638e+006 6.1637e+006 1.5794e+007 2.0282e+005 1.4743e+007 3.9143e+006 2.2521e+006 3.5915e+006 5.3739e+004 2.1662e+006 7.4642e+005 7.6073e+003 9.5769e+001 1.8774e+000
           6 2.9134e+007 6.9800e+002 1.7099e+007 1.2256e+005 1.4083e+007 9.6160e+005 1.1065e+007 3.1995e+006 6.5029e+006 6.5210e+006 1.3738e+006 6.9629e+006 4.7654e+005 4.3876e+004 3.5996e+006 1.3278e+007 6.3788e+006 3.2752e+005 2.5987e+003
           7 5.6924e+006 5.4661e+004 3.3146e+006 2.6254e+004 2.8355e+006 9.9721e+002 2.5077e+006 1.0884e+005 1.9655e+006 4.7546e+005 1.0417e+006 9.2534e+005 8.5471e+004 2.8308e+005 7.7394e+004 4.2802e+006 3.9135e+007 1.1026e+008 4.4475e+007
           8 4.5415e+006 6.2502e+004 2.6283e+006 4.1344e+004 2.2523e+006 2.2299e+003 2.0222e+006 4.1778e+004 1.6482e+006 2.7021e+005 9.6592e+005 6.1951e+005 1.3815e+005 2.7089e+005 1.0443e+005 3.1932e+006 1.3768e+007 2.4050e+005 2.4393e+008
           9 2.8055e+006 5.0090e+004 1.6132e+006 3.9438e+004 1.3823e+006 7.5911e+003 1.2541e+006 1.0043e+004 1.0520e+006 1.1738e+005 6.6289e+005 3.1893e+005 1.3143e+005 1.8344e+005 7.6299e+004 1.6521e+006 3.2027e+006 7.4090e+006 5.8227e+007
          10 1.7284e+006 3.6070e+004 9.8902e+005 3.0997e+004 8.4665e+005 8.9196e+003 7.7260e+005 2.2068e+003 6.5936e+005 5.4646e+004 4.3369e+005 1.7053e+005 1.0223e+005 1.1678e+005 4.7755e+004 8.5603e+005 7.9352e+005 6.8432e+006 1.6060e+007
          11 9.7821e+005 2.2410e+004 5.5788e+005 2.0192e+004 4.7713e+005 6.9728e+003 4.3681e+005 4.0589e+002 3.7660e+005 2.5229e+004 2.5406e+005 8.7334e+004 6.5958e+004 6.6730e+004 2.6375e+004 4.2419e+005 2.0255e+005 4.2324e+006 8.0971e+005
