   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23
           0 8.4539e+005 9.5486e+003 2.9735e+002 1.6524e+001 1.5224e+000 5.9943e-005 1.2508e-001 2.1066e-002 5.2726e-003 8.3443e-004 7.2583e-007 3.9891e-004 2.4498e-005 6.6912e-005 8.1271e-005 2.5517e-005 3.4759e-006 1.1408e-007 2.0212e-008 1.5879e-008 5.9396e-013 0.0000e+000 0.0000e+000 0.0000e+000
           1 7.0654e+003 8.8384e+005 2.9015e+004 2.0143e+003 1.8694e+002 6.7868e+000 3.2497e+000 1.7411e+000 5.4773e-002 2.0528e-001 2.9134e-002 1.4763e-002 1.5820e-002 2.7767e-004 1.8987e-003 1.3508e-003 8.2413e-005 5.6837e-005 9.4874e-005 3.3432e-005 4.0963e-006 5.3224e-008 3.9798e-008 2.1668e-008
           2 9.4470e+002 9.4934e+003 9.7239e+005 7.4699e+004 9.1168e+003 7.2375e+002 7.5543e+000 6.4081e+001 2.0788e-001 7.5762e+000 5.1510e-002 1.1914e+000 2.8633e-001 4.1806e-002 1.2692e-001 2.5178e-002 9.0281e-004 8.8058e-003 5.5802e-003 1.2467e-003 4.6807e-005 3.7610e-005 8.2815e-005 5.8208e-005
           3 1.4720e+001 3.6884e+003 6.6688e+003 1.1412e+006 1.7694e+005 2.6150e+004 6.0757e+002 5.5034e+002 1.1438e+002 6.7421e+001 7.9001e+000 1.7869e+001 2.1693e-001 2.7036e+000 1.5796e+000 3.2624e-002 1.8363e-001 2.2920e-001 7.7207e-002 5.4257e-003 1.9678e-003 7.0750e-003 6.4997e-003 3.6670e-003
           4 2.5063e+000 5.4273e+001 8.7916e+003 3.1506e+003 1.3491e+006 3.3275e+005 4.0880e+004 7.7959e+001 1.7564e+003 1.9562e+001 2.2287e+002 4.2030e+001 1.4704e+001 2.4067e+001 1.9798e+000 1.5365e+000 3.0397e+000 1.0922e+000 4.2660e-002 8.7352e-002 1.9902e-001 1.5748e-001 8.0795e-002 3.1531e-002
           5 2.2407e+000 3.9133e-001 6.2135e+002 9.6163e+003 6.9766e+003 1.4172e+006 4.5368e+005 4.0144e+004 1.9614e+003 1.3205e+003 5.1016e+002 4.9719e+001 1.6832e+002 1.5061e+001 1.1629e+001 2.0247e+001 5.0232e+000 1.7820e-002 1.6737e+000 1.8818e+000 9.1044e-001 2.3757e-001 2.5452e-002 3.4492e-005
           6 3.0386e-001 2.5017e+001 8.6182e+001 5.5199e+003 1.6077e+003 3.7902e+004 1.3027e+006 5.2631e+005 3.7174e+004 4.1966e+003 5.0221e+002 9.4574e+002 2.3663e+001 1.2238e+002 9.3606e+001 4.8731e+000 8.6350e+000 1.5928e+001 7.0664e+000 8.1976e-001 9.0235e-002 6.9407e-001 8.2350e-001 5.5310e-001
           7 9.4920e-002 7.6295e-001 2.6068e+001 1.3691e+002 1.4624e+004 7.3347e+002 1.0181e+005 1.1580e+006 5.9047e+005 3.3856e+004 6.4054e+003 3.4512e+001 1.0165e+003 2.6538e+002 1.4356e+001 1.1481e+002 5.9407e+001 3.9825e+000 3.9801e+000 1.1164e+001 8.7860e+000 3.9595e+000 1.1821e+000 2.3529e-001
           8 2.4527e-001 2.2319e+000 8.7979e+001 2.6551e+002 1.1880e+003 1.0054e+004 1.2797e+003 1.7286e+005 1.0086e+006 6.3878e+005 3.0036e+004 7.9743e+003 1.0609e+002 7.0567e+002 5.4648e+002 3.2952e+001 4.0565e+001 8.7383e+001 4.4183e+001 6.6500e+000 1.8811e-001 3.6016e+000 4.9255e+000 3.5719e+000
           9 7.7562e-002 4.3086e-002 9.2417e-002 1.5045e+002 1.2155e+003 9.3824e+003 1.8654e+003 6.1284e+001 2.4380e+005 8.6407e+005 6.7767e+005 2.5829e+004 9.1383e+003 6.3350e+002 2.9525e+002 6.5789e+002 2.0997e+002 1.8012e+000 3.9701e+001 6.4010e+001 4.0271e+001 1.4711e+001 3.1642e+000 2.9508e-001
          10 2.0440e-002 9.1094e-001 2.3358e+001 2.6859e+002 3.7349e+002 7.7644e+000 1.2158e+004 9.7702e+000 1.7756e+003 3.0015e+005 7.3328e+005 7.0708e+005 2.1377e+004 9.8919e+003 1.3913e+003 3.0701e+001 5.1483e+002 3.8910e+002 9.2670e+001 2.5076e-001 2.1217e+001 3.7387e+001 3.1094e+001 1.7554e+001
          11 4.1454e-003 4.9408e-001 4.5548e+000 9.4241e-001 3.0192e+002 1.8459e+003 3.4644e+003 7.9531e+003 1.0113e+003 1.0598e+004 3.4078e+005 6.1827e+005 7.2767e+005 1.6200e+004 1.0452e+004 2.2448e+003 4.7121e+001 2.4334e+002 4.1201e+002 2.4388e+002 6.8345e+001 4.9869e+000 1.5592e+000 6.0022e+000
          12 4.8344e-002 6.0797e-003 4.2414e+000 9.0149e+001 6.0758e+002 4.3110e+002 2.8413e+002 8.4608e+003 2.5251e+003 1.3419e+003 2.7443e+004 3.6231e+005 5.2031e+005 7.3953e+005 1.0741e+004 1.0772e+004 3.0744e+003 3.5207e+002 3.0433e+001 2.5719e+002 2.8982e+002 1.7911e+002 7.7599e+001 2.5634e+001
          13 6.8937e-002 2.6794e-001 9.1817e+000 5.2855e+001 5.5237e+001 2.4229e+002 1.7147e+003 7.8331e+002 9.2718e+003 1.2267e+002 4.6111e+002 5.0522e+004 3.6629e+005 4.3854e+005 7.4202e+005 5.4647e+003 1.0788e+004 3.7952e+003 8.7288e+002 3.5744e+001 5.7044e+001 1.6572e+002 1.6829e+002 1.0762e+002
