   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
           0 1.0553e+006 1.0084e+007 4.5004e+007 1.2488e+008 2.4096e+008 3.4241e+008 3.6917e+008 3.0601e+008 1.9501e+008 9.4297e+007 3.3571e+007 8.3044e+006 1.2749e+006 9.3824e+004 1.2066e+003 8.6166e+001 1.5748e+001 2.1351e+000 6.4055e-002 8.7947e-001 6.1370e-001
           1 5.1487e+006 3.8532e+007 1.2552e+008 2.2756e+008 2.3640e+008 1.1696e+008 5.5956e+006 5.0343e+007 2.0251e+008 2.8681e+008 2.3138e+008 1.1667e+008 3.5921e+007 5.9073e+006 3.4363e+005 6.5364e+001 1.0009e+003 5.2845e-001 2.6811e+000 1.3641e+000 4.6241e-002
           2 1.4052e+007 8.1347e+007 1.8597e+008 1.9515e+008 6.6694e+007 3.0793e+006 1.1133e+008 1.6970e+008 5.7434e+007 7.2963e+006 1.4805e+008 2.6690e+008 2.0704e+008 7.9829e+007 1.3172e+007 4.2588e+005 1.5862e+004 1.1247e+003 3.6130e+002 6.9140e+001 1.1617e+001
           3 2.8293e+007 1.2475e+008 1.8869e+008 8.7504e+007 4.7344e+005 9.7564e+007 1.2735e+008 1.2991e+007 5.1282e+007 1.5103e+008 5.5328e+007 1.5809e+007 1.9212e+008 2.6043e+008 1.2447e+008 1.8078e+007 6.9653e+004 1.0357e+005 2.7409e+003 9.6280e+001 2.0063e+002
           4 4.6848e+007 1.5424e+008 1.4027e+008 1.0951e+007 5.4219e+007 1.2118e+008 1.6915e+007 4.6253e+007 1.1885e+008 1.4596e+007 5.6905e+007 1.3308e+008 1.1505e+007 9.7722e+007 2.7704e+008 1.5541e+008 1.4673e+007 4.4560e+005 7.9188e+004 4.6211e+004 1.0082e+004
           5 6.7602e+007 1.6204e+008 7.4328e+007 5.7274e+006 1.0599e+008 4.8090e+007 1.6567e+007 1.0561e+008 1.8818e+007 4.7937e+007 9.7534e+007 1.4500e+005 1.0462e+008 6.3274e+007 4.0305e+007 2.8521e+008 1.6118e+008 3.4662e+006 2.7285e+006 1.7079e+005 3.6294e+002
           6 8.8027e+007 1.4858e+008 2.2878e+007 4.4113e+007 9.3655e+007 6.9675e+005 7.8010e+007 4.7184e+007 1.8132e+007 9.2297e+007 2.3366e+006 8.0432e+007 4.1217e+007 4.0855e+007 9.5958e+007 1.9918e+007 3.1143e+008 1.2384e+008 2.8651e+006 1.3127e+006 9.1779e+005
           7 1.0589e+008 1.2031e+008 8.8619e+005 8.0854e+007 4.3975e+007 2.1194e+007 8.2257e+007 1.6493e+005 7.7070e+007 2.1889e+007 4.5014e+007 5.6334e+007 1.7348e+007 8.0835e+007 6.4537e+006 9.7175e+007 2.4355e+007 3.5289e+008 3.9839e+007 2.3840e+007 3.1522e+006
           8 1.1963e+008 8.5831e+007 6.0650e+006 9.0266e+007 6.2424e+006 6.2221e+007 3.4823e+007 2.7931e+007 6.1809e+007 6.1359e+006 7.4433e+007 3.6862e+004 7.6564e+007 8.4686e+005 7.9762e+007 4.5772e+003 7.8553e+007 6.6376e+007 3.3412e+008 6.7923e+006 4.4989e+006
           9 1.2844e+008 5.2853e+007 2.6695e+007 7.2665e+007 2.5072e+006 7.5107e+007 1.5645e+006 6.5609e+007 1.1413e+007 5.2237e+007 2.2257e+007 4.2969e+007 2.6761e+007 4.3934e+007 1.9197e+007 5.9818e+007 1.3957e+006 4.4861e+007 1.8702e+008 1.2409e+008 7.3240e+007
