   v'->v''           0           1           2           3           4           5           6           7           8           9          10
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 8.0007e+002 2.3610e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 7.4310e+004 1.4999e+001 1.0291e+003 6.7075e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 6.7092e+005 8.6668e+003 2.7626e+003 3.7388e+003 1.8693e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.4786e+006 3.0811e+004 1.6260e+005 4.8979e+003 6.9103e+003 3.8024e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 3.3514e+005 1.5651e+004 7.7438e+005 4.1139e+005 4.1304e+004 2.2053e+003 2.2739e+002 6.1563e+001 0.0000e+000 0.0000e+000 0.0000e+000
           6 1.7333e+005 2.8334e+003 2.8569e+004 1.6332e+005 5.2273e+005 1.5059e+005 2.9303e+003 1.6216e+001 1.6054e+002 0.0000e+000 0.0000e+000
           7 5.3317e+003 1.0009e+000 3.6339e+004 4.9250e+004 3.1820e+004 5.4270e+003 3.2096e+004 8.3930e+003 8.8606e+002 5.3389e+001 0.0000e+000
           8 1.9032e+003 8.2231e+000 3.2195e+004 3.6928e+004 1.4417e+004 1.1665e+004 3.0844e+004 5.1562e+003 1.9859e+002 1.2425e+001 0.0000e+000
           9 4.0990e+002 2.0988e+001 2.0885e+004 2.0892e+004 4.5329e+003 1.2110e+004 2.0303e+004 2.0101e+003 2.9762e-001 4.1271e-001 0.0000e+000
          10 7.6338e+001 2.2422e+001 1.3055e+004 1.1918e+004 1.4882e+003 9.6340e+003 1.2506e+004 7.5635e+002 2.9837e+001 5.4869e+000 0.0000e+000
          11 1.0346e+001 1.6667e+001 7.4047e+003 6.3721e+003 4.9272e+002 6.2435e+003 6.9583e+003 2.7513e+002 4.8159e+001 6.5246e+000 8.9761e-003
