   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15
           0 5.1201e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.3142e+003 3.0005e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 9.5669e+001 2.0144e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 5.3191e+001 6.9504e+002 2.4277e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.6745e+001 5.5996e+001 2.6602e+001 5.9375e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.2044e+002 1.6914e+003 5.2201e+003 1.4862e+003 8.3541e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 1.4515e+001 1.6610e+002 2.9407e+002 2.0681e+001 3.7566e+002 7.4187e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 7.4358e+001 1.4067e+003 7.0949e+003 9.2676e+003 1.1863e+003 5.8762e+002 6.7817e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.0567e+002 2.0379e+003 9.1318e+003 9.9017e+003 9.6489e+002 4.5694e+001 2.4693e+003 2.5006e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 3.4317e+001 6.6642e+002 2.2767e+003 1.4063e+003 2.0607e+001 2.4231e+002 5.2591e+002 4.5254e+003 1.4786e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 2.0516e+000 5.2714e+001 8.2866e+002 2.7910e+003 2.0592e+003 1.5078e+001 6.9838e+000 9.0845e+002 4.3066e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 6.0917e+001 1.3206e+003 8.5044e+003 1.4877e+004 4.4011e+003 4.2848e+002 3.0731e+002 6.4993e+001 3.3396e+003 5.2004e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 1.1888e+002 2.4915e+003 1.3841e+004 2.0423e+004 3.7033e+003 1.7566e+003 8.2151e+002 1.4375e-001 6.3488e+002 4.4847e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 1.1140e+002 2.2264e+003 1.1178e+004 1.4262e+004 1.3922e+003 2.4479e+003 6.4273e+002 4.9295e+001 1.1005e+002 3.0012e+003 8.5901e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 6.4224e+001 1.1846e+003 5.2679e+003 5.3304e+003 8.2543e+001 1.8915e+003 1.5398e+002 1.3946e+002 6.9826e+001 7.6051e+002 3.0803e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 2.3628e+001 3.7324e+002 1.3196e+003 6.9375e+002 1.7795e+002 9.2348e+002 2.5885e+000 1.5166e+002 5.7916e+001 1.0104e+002 2.5502e+003 2.5484e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 5.1351e+000 5.4375e+001 8.2471e+001 3.9640e+001 6.4304e+002 2.9779e+002 1.1808e+002 9.1246e+001 2.9699e+001 8.0800e+000 1.2330e+003 9.0178e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 4.5582e-001 2.1500e-001 3.1306e+001 4.6829e+002 7.7099e+002 6.4411e+001 1.9928e+002 3.7400e+001 9.6642e+000 4.0751e-001 4.8329e+002 9.4967e+002 1.4181e-001 0.0000e+000 0.0000e+000 0.0000e+000
          18 5.2533e-003 6.2906e+000 1.2481e+002 6.6327e+002 6.5944e+002 9.6682e+000 1.9444e+002 1.3692e+001 2.5230e+000 8.0177e-003 1.9891e+002 7.1409e+002 6.7469e+000 1.4446e+000 0.0000e+000 0.0000e+000
          19 1.4981e-001 1.2712e+001 1.5865e+002 6.4015e+002 5.0870e+002 4.7895e-001 1.6037e+002 5.0454e+000 5.5019e-001 1.4060e-003 9.2351e+001 4.9741e+002 1.4500e+001 3.7854e+000 1.3949e-002 0.0000e+000
          20 2.0517e-001 1.1893e+001 1.2712e+002 4.5585e+002 3.2248e+002 1.3881e-001 1.0546e+002 1.7153e+000 7.9971e-002 2.9013e-003 4.1663e+001 2.9355e+002 1.4407e+001 3.7806e+000 1.3525e-001 0.0000e+000
