   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19
           0 5.0764e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.2906e+005 1.1876e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.3961e+005 1.9913e+005 2.4323e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 4.5640e+004 2.4269e+005 1.5692e+005 3.7316e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.1782e+005 4.3836e+004 2.3434e+005 1.4235e+005 5.1026e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 5.0919e+005 4.0469e+004 1.1714e+005 2.4087e+005 1.2384e+005 6.7152e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 5.3870e+005 2.5028e+005 2.2112e+003 1.7452e+005 2.1252e+005 1.0064e+005 8.4360e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 2.1917e+005 3.3099e+005 6.2820e+004 3.4344e+004 1.7989e+005 1.7384e+005 7.9572e+004 1.0030e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 6.0118e+003 2.0839e+005 1.9287e+005 9.6288e+003 6.4279e+004 1.6729e+005 1.4159e+005 6.1509e+004 1.1329e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 8.0763e+004 5.3089e+004 2.4278e+005 1.0717e+005 6.3496e+002 9.0504e+004 1.5149e+005 1.1456e+005 4.4911e+004 1.2167e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 2.7700e+005 9.7115e+001 1.8782e+005 2.1041e+005 3.2995e+004 1.9135e+004 1.0873e+005 1.3013e+005 8.9010e+004 2.8988e+004 1.2090e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 3.9208e+005 3.9182e+004 9.6943e+004 2.3610e+005 1.0278e+005 4.0550e+002 4.9550e+004 1.0912e+005 1.0157e+005 6.4594e+004 1.4062e+004 1.0423e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 3.6932e+005 9.2675e+004 3.2026e+004 1.8969e+005 1.4228e+005 1.8870e+004 1.2400e+004 6.8252e+004 9.0639e+004 6.9734e+004 4.1731e+004 3.0724e+003 6.7441e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 2.7392e+005 1.1270e+005 5.4032e+003 1.2356e+005 1.3632e+005 3.9212e+004 5.3703e+002 3.4676e+004 6.4961e+004 6.1954e+004 4.2431e+004 2.0979e+004 1.1374e+002 2.3701e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
