   v'->v''           0           1           2           3           4           5           6           7           8           9
           0 7.1350e+006 2.6411e+005 3.0646e+003 2.9396e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 3.3739e+005 5.8867e+006 4.3195e+005 1.2142e+004 3.2216e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.6216e+004 1.0340e+006 4.9267e+006 6.5887e+005 3.9668e+004 8.3615e+002 1.7202e-001 0.0000e+000 0.0000e+000 0.0000e+000
           3 9.5104e+004 1.6436e+004 1.6039e+006 4.2372e+006 9.1607e+005 9.0847e+004 4.7330e+003 5.9886e+001 0.0000e+000 0.0000e+000
           4 3.7855e+004 7.0502e+004 1.3181e+001 2.1318e+006 3.4502e+006 1.1419e+006 1.6922e+005 1.6731e+004 9.9846e+002 2.5828e+001
           5 7.6234e+002 1.2850e+004 4.2013e+004 1.0504e+004 2.7824e+006 2.5376e+006 1.3293e+006 2.8890e+005 4.8146e+004 7.0082e+003
           6 4.4594e+004 6.9540e+003 1.0456e+004 4.7481e+004 4.1388e+004 3.4699e+006 1.5919e+006 1.4431e+006 4.5641e+005 1.1446e+005
           7 7.6803e+004 4.8471e+004 6.1352e+002 1.9743e+004 6.1055e+004 1.2729e+005 4.0622e+006 6.8186e+005 1.3442e+006 6.1221e+005
           8 4.9283e+004 6.3346e+004 1.5934e+004 1.6804e+003 2.2368e+004 7.4608e+004 3.3516e+005 4.3905e+006 5.1139e+004 7.9860e+005
           9 9.2783e+003 3.4837e+004 2.9751e+004 3.9919e+003 4.0042e+003 1.6793e+004 1.0937e+005 7.6990e+005 3.9905e+006 2.9075e+005
          10 1.7499e+003 5.3089e+003 2.4838e+004 1.8936e+004 1.4501e+003 4.7465e+003 9.1876e+003 2.1748e+005 1.5545e+006 2.0774e+006
          11 2.2685e+004 1.9175e+003 1.1055e+004 2.6768e+004 1.3692e+004 3.0642e+002 6.0001e+003 1.1392e+003 5.5457e+005 2.2885e+006
          12 4.4296e+004 1.7695e+004 1.4525e+003 2.2938e+004 2.4759e+004 7.5243e+003 3.4812e+001 8.8696e+003 1.2509e+004 1.4564e+006
          13 4.9106e+004 3.3051e+004 6.2182e+002 1.2969e+004 2.6711e+004 1.6328e+004 2.5306e+003 7.2755e+002 1.7554e+004 2.2574e+005
          14 3.8697e+004 3.6813e+004 5.0523e+003 4.3545e+003 2.0495e+004 2.0106e+004 7.3805e+003 2.9961e+002 1.2217e+003 7.5106e+004
          15 2.3592e+004 3.0471e+004 9.1483e+003 4.9400e+002 1.2020e+004 1.7864e+004 1.0492e+004 2.0552e+003 3.1148e+001 3.0826e+001
          16 1.1847e+004 2.1023e+004 1.0448e+004 8.8333e+001 5.7350e+003 1.3028e+004 1.0556e+004 3.7870e+003 2.2361e+002 2.1488e-002
          17 5.2423e+003 1.3426e+004 9.8444e+003 8.3858e+002 2.3643e+003 8.7430e+003 9.1128e+003 4.5426e+003 8.6581e+002 1.1868e+002
          18 2.0287e+003 8.3610e+003 8.5957e+003 1.6395e+003 8.1273e+002 5.7150e+003 7.4419e+003 4.6060e+003 1.4047e+003 9.2403e+001
          19 6.0726e+002 4.9780e+003 6.9727e+003 2.1072e+003 1.8846e+002 3.5710e+003 5.7220e+003 4.1649e+003 1.6459e+003 2.7288e+002
          20 1.1040e+002 2.7681e+003 5.1173e+003 2.0798e+003 1.4244e+001 2.0801e+003 4.0242e+003 3.3200e+003 1.5419e+003 3.5051e+002
          21 5.5082e+000 1.3646e+003 3.1507e+003 1.5429e+003 2.2397e+000 1.0666e+003 2.4021e+003 2.1667e+003 1.1113e+003 3.0752e+002
          22 3.3769e-001 4.9086e+002 1.2957e+003 6.9833e+002 6.4556e+000 3.9332e+002 9.7078e+002 9.2001e+002 4.9621e+002 1.5119e+002
