   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.2166e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.5880e+003 2.6145e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 5.3426e+002 3.3000e+003 2.2129e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.4507e+002 1.5515e+003 4.5105e+003 1.5725e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 4.1459e+001 5.4051e+002 2.7860e+003 5.0536e+003 9.7082e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 9.7671e+000 1.8205e+002 1.2012e+003 3.9641e+003 5.0017e+003 5.1742e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 2.9077e+000 5.2543e+001 4.6305e+002 2.0458e+003 4.8869e+003 4.5219e+003 2.2871e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.2512e+000 1.7780e+001 1.6135e+002 9.0844e+002 2.9560e+003 5.4314e+003 3.7930e+003 7.5849e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 2.6609e-001 7.1327e+000 6.0820e+001 3.6341e+002 1.5024e+003 3.8197e+003 5.5799e+003 2.9741e+003 1.4332e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 1.4316e-002 1.8448e+000 2.3232e+001 1.5080e+002 6.7076e+002 2.1705e+003 4.5103e+003 5.3658e+003 2.1833e+003 4.0328e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.4688e-002 3.6510e-001 7.6858e+000 6.1948e+001 3.0613e+002 1.0945e+003 2.8651e+003 4.9501e+003 4.8639e+003 1.4956e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 5.2486e-002 2.6306e-001 2.9331e+000 2.3541e+001 1.3934e+002 5.4283e+002 1.5942e+003 3.5017e+003 5.1090e+003 4.1711e+003 9.4755e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 2.8683e-002 2.8530e-001 1.5864e+000 1.0080e+001 5.7974e+001 2.6147e+002 8.5900e+002 2.1302e+003 3.9965e+003 4.9832e+003 3.3876e+003 5.4741e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 1.8027e-004 1.0144e-001 7.4529e-001 5.2311e+000 2.5969e+001 1.2249e+002 4.4777e+002 1.2448e+003 2.6542e+003 4.2887e+003 4.6031e+003 2.5995e+003 2.8109e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 1.7984e-002 1.5523e-004 1.9062e-001 2.4734e+000 1.4139e+001 6.0990e+001 2.2767e+002 7.0179e+002 1.6689e+003 3.1053e+003 4.3606e+003 4.0329e+003 1.8741e+003 1.2294e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 1.1515e-002 1.6272e-002 2.9200e-002 8.9294e-001 7.5082e+000 3.2357e+001 1.2078e+002 3.8089e+002 1.0071e+003 2.0950e+003 3.4148e+003 4.1835e+003 3.3377e+003 1.2604e+003 4.2259e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 1.3370e-004 2.7739e-003 1.8114e-002 3.1692e-001 3.1669e+000 1.6692e+001 6.7025e+001 2.1232e+002 5.8685e+002 1.3463e+003 2.4652e+003 3.5441e+003 3.7927e+003 2.5881e+003 7.8081e+002 9.4895e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 1.4874e-002 1.1561e-002 4.5002e-002 1.9242e-001 1.1782e+000 8.2745e+000 3.6679e+001 1.2464e+002 3.4842e+002 8.4032e+002 1.6901e+003 2.7340e+003 3.4701e+003 3.2496e+003 1.8757e+003 4.4030e+002 7.5004e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          19 2.7008e-002 4.6428e-002 6.9916e-002 1.8378e-001 5.8691e-001 4.3524e+000 1.9586e+001 7.3443e+001 2.1462e+002 5.2846e+002 1.1183e+003 1.9873e+003 2.8487e+003 3.1827e+003 2.5818e+003 1.2643e+003 2.1999e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          20 1.8804e-002 4.8205e-002 5.6134e-002 1.6023e-001 4.8043e-001 2.6280e+000 1.0793e+001 4.2082e+001 1.3226e+002 3.3662e+002 7.3511e+002 1.3855e+003 2.1748e+003 2.7547e+003 2.7173e+003 1.8896e+003 7.7278e+002 9.2245e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          21 5.4003e-003 2.1953e-002 2.4256e-002 1.0100e-001 4.6149e-001 1.7598e+000 6.5378e+000 2.4395e+001 8.0584e+001 2.1582e+002 4.9095e+002 9.5822e+002 1.5980e+003 2.2232e+003 2.4888e+003 2.1195e+003 1.2735e+003 4.1759e+002 3.1000e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          22 5.9290e-005 2.9260e-003 4.5905e-003 4.3624e-002 3.8242e-001 1.1726e+000 4.2666e+000 1.4839e+001 4.8886e+001 1.3723e+002 3.2717e+002 6.5796e+002 1.1429e+003 1.6902e+003 2.0686e+003 2.0244e+003 1.4915e+003 7.5227e+002 1.9090e+002 7.6073e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
