   v'->v''           0           1           2           3           4           5           6           7           8           9
           0 4.2341e+006 3.4942e+004 4.8774e+002 6.1524e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.7979e+005 4.1139e+006 6.6543e+004 1.7110e+003 1.1280e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.6763e+003 3.1939e+005 4.0028e+006 9.3280e+004 3.8410e+003 6.8972e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 4.0417e+001 9.0551e+003 4.1510e+005 3.8967e+006 1.1341e+005 7.0204e+003 2.5393e+002 6.0096e-001 0.0000e+000 0.0000e+000
           4 1.7176e+000 1.8357e+002 2.0955e+004 4.6068e+005 3.7932e+006 1.2137e+005 1.1339e+004 6.8992e+002 2.0010e+001 0.0000e+000
