   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
           0 3.4428e+006 4.8024e+003 4.3342e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.4227e+003 3.4134e+006 1.2017e+004 2.1443e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 7.7549e+000 1.2739e+004 3.3639e+006 2.3120e+004 1.2429e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 4.8913e+000 7.9892e+000 2.8687e+004 3.2733e+006 4.0834e+004 1.4197e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.4234e+000 9.1820e+000 5.6616e+000 6.1557e+004 3.1005e+006 7.0103e+004 9.9584e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 7.3989e-002 1.1397e+001 8.6106e+000 6.0046e-001 1.3566e+005 2.7542e+006 1.1815e+005 5.1595e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 3.0160e-001 1.1015e-002 2.0899e+001 2.4490e+000 5.0268e+001 3.1238e+005 2.1087e+006 1.8042e+005 1.8172e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.2897e-001 1.0593e+000 2.1652e+000 2.1894e+001 3.3651e+000 2.5462e+003 6.5758e+005 1.2150e+006 2.1613e+005 3.8436e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 6.5661e-002 1.2697e+000 2.4068e+000 1.2762e+001 1.0993e+000 1.3281e+002 3.6686e+004 1.0388e+006 4.6860e+005 1.9016e+005 4.7466e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.4774e-001 2.9568e-004 2.7233e+000 7.6429e+000 1.2103e+001 2.6227e-002 3.6310e+001 1.8907e+005 1.0738e+006 1.0727e+005 1.3821e+005 4.6035e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 3.1198e-003 4.8037e-001 4.2060e-001 4.5815e+000 2.6646e+001 9.8558e+000 2.4816e+002 5.9455e+003 4.6981e+005 7.4815e+005 6.1519e+003 8.9854e+004 4.0037e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 8.4647e-002 2.3659e-001 5.1120e-002 1.1677e+000 2.2277e+001 4.6573e+000 5.5593e+000 5.8159e+002 7.3848e+004 6.4591e+005 3.6333e+005 5.2108e+003 5.3740e+004 3.3867e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 1.6310e-001 7.9644e-003 1.1036e-001 7.3425e-002 7.5761e+000 3.7260e+001 3.8119e+001 3.7804e+002 2.1157e+003 2.4612e+005 5.6088e+005 1.1208e+005 2.1586e+004 2.8990e+004 2.8476e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 9.8660e-002 2.3056e-001 3.2635e-004 5.3956e-003 7.9567e-001 3.8727e+001 2.5948e+000 2.6534e+000 6.0621e+002 5.2049e+004 3.8119e+005 3.0649e+005 1.2662e+004 2.7490e+004 1.3009e+004 2.3343e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 2.5722e-002 3.0472e-001 6.3365e-002 4.0439e-002 1.4525e-003 1.9912e+001 5.7247e+000 3.5067e+001 8.0704e+002 6.0259e+003 1.6996e+005 3.0540e+005 8.6444e+004 1.2024e+003 2.0618e+004 3.7283e+003 1.7058e+003 9.1008e-004 0.0000e+000 0.0000e+000 0.0000e+000
          15 2.1579e-003 1.7987e-001 9.6783e-002 8.5467e-002 5.4036e-002 6.9990e+000 1.1896e+001 3.4861e+001 2.9644e+002 2.5422e+002 5.8023e+004 1.7913e+005 1.0071e+005 3.9430e+003 8.1629e+003 7.9381e+003 1.6199e+002 7.8560e+002 2.1185e-001 0.0000e+000 0.0000e+000
          16 1.5664e-005 4.6651e-002 3.5570e-002 3.8325e-002 1.8894e-002 1.4508e+000 4.6421e+000 9.8819e+000 5.4935e+001 1.7582e-001 1.2052e+004 4.8936e+004 3.5996e+004 3.5406e+003 1.3656e+003 2.8003e+003 4.3431e+002 1.2846e+002 4.7231e+001 1.4188e-001 0.0000e+000
