   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
           0 6.9324e+006 3.5228e+007 7.7748e+007 9.8255e+007 7.8721e+007 4.1688e+007 1.4715e+007 3.3943e+006 4.8330e+005 3.7248e+004 1.0572e+003 6.4064e-004 3.2787e+000 8.5388e-001 2.7737e-001 1.4732e-003 9.0409e-002 2.5001e-003 2.2529e-002 2.4369e-002 8.6922e-003
           1 2.0563e+007 6.3675e+007 6.3197e+007 1.3964e+007 5.0271e+006 4.3629e+007 5.8324e+007 3.5993e+007 1.2184e+007 2.2674e+006 2.0289e+005 5.0707e+003 3.7428e+001 3.0507e+001 6.7358e-001 2.4795e-004 8.5604e-003 9.1840e-003 7.7532e-004 2.6350e-003 3.4723e-003
           2 3.4839e+007 6.1864e+007 1.6666e+007 6.9363e+006 4.1778e+007 2.0208e+007 9.1038e+005 2.9219e+007 4.1077e+007 2.2009e+007 5.4638e+006 5.5516e+005 9.3080e+003 9.5125e+002 2.2458e+002 3.1513e-001 6.3401e-001 1.0688e-001 3.0272e-004 2.6830e-002 1.4037e-002
           3 4.4519e+007 4.1367e+007 4.3471e+003 3.0775e+007 1.9081e+007 2.7005e+006 3.0805e+007 1.3341e+007 2.1057e+006 2.5013e+007 2.5287e+007 8.7341e+006 9.7054e+005 3.9607e+003 9.0422e+003 1.1111e+003 5.9762e-001 2.4935e+000 3.5652e-001 2.3323e-002 4.3376e-002
           4 4.7741e+007 2.0007e+007 7.7820e+006 2.9127e+007 2.0424e+005 2.2921e+007 1.2097e+007 4.4967e+006 2.4004e+007 4.7441e+006 5.6052e+006 1.8778e+007 9.8437e+006 1.0974e+006 1.0449e+004 5.4710e+004 4.3101e+003 1.8530e+001 2.6613e+000 1.0849e+000 3.4181e-001
           5 4.5131e+007 6.4778e+006 1.7958e+007 1.3632e+007 6.2610e+006 2.0069e+007 1.2931e+005 1.9619e+007 4.4099e+006 8.1684e+006 1.5204e+007 2.4616e+005 7.4041e+006 7.3859e+006 6.1449e+005 2.6886e+005 2.7030e+005 1.6433e+004 6.4856e+001 3.1037e+000 5.7039e+000
           6 3.8074e+007 9.4885e+005 2.0452e+007 2.9576e+006 1.4116e+007 6.6847e+006 7.7908e+006 1.1553e+007 1.8068e+006 1.4277e+007 3.6314e+005 9.4488e+006 5.9294e+006 3.8189e+005 2.6640e+006 3.8294e+002 2.0152e+006 1.3340e+006 9.2654e+004 3.1734e+000 1.2375e+001
           7 2.7024e+007 3.0387e+003 1.5588e+007 6.1139e+004 1.2884e+007 5.7852e+005 1.0640e+007 2.0782e+006 7.4080e+006 4.7275e+006 3.1931e+006 7.1966e+006 1.3550e+005 5.5304e+006 1.1537e+006 1.6238e+004 1.7698e+006 1.0724e+007 8.5501e+006 1.3494e+006 1.5132e+004
           8 7.6823e+006 8.3612e+004 4.3807e+006 5.3852e+004 3.7207e+006 2.7400e+003 3.3655e+006 5.5871e+004 2.8777e+006 3.7092e+005 2.0194e+006 9.8486e+005 8.2989e+005 1.4109e+006 1.2784e+004 3.6129e+005 5.3043e+004 2.0643e+006 2.3164e+007 6.3837e+007 7.5435e+007
           9 4.1751e+006 6.4149e+004 2.3642e+006 5.1557e+004 2.0075e+006 1.2046e+004 1.8355e+006 7.8887e+003 1.6143e+006 1.2531e+005 1.2048e+006 4.1054e+005 5.8104e+005 6.7599e+005 3.9764e+004 2.4569e+005 5.1171e+004 1.1828e+006 7.1374e+006 2.0056e+006 5.9333e+007
          10 2.8426e+006 5.6637e+004 1.5976e+006 5.1853e+004 1.3540e+006 2.0138e+004 1.2469e+006 1.2577e+002 1.1204e+006 4.9232e+004 8.7623e+005 2.1048e+005 4.7367e+005 3.9781e+005 6.0930e+004 1.8960e+005 4.1396e+004 7.2207e+005 2.3493e+006 7.3988e+005 3.1161e+007
          11 1.9203e+006 4.5213e+004 1.0727e+006 4.4433e+004 9.0696e+005 2.1521e+004 8.3854e+005 7.4481e+002 7.6359e+005 1.9762e+004 6.1531e+005 1.1176e+005 3.5676e+005 2.3663e+005 6.2393e+004 1.3509e+005 2.7732e+004 4.1810e+005 7.7750e+005 2.0870e+006 1.2333e+007
          12 1.3184e+006 3.4519e+004 7.3314e+005 3.5327e+004 6.1860e+005 1.9171e+004 5.7311e+005 1.8662e+003 5.2624e+005 8.6004e+003 4.3207e+005 6.3640e+004 2.6155e+005 1.4714e+005 5.4132e+004 9.4614e+004 1.7886e+004 2.4951e+005 2.8189e+005 2.1553e+006 5.0883e+006
