   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
           0 4.6605e+003 3.0655e+003 2.1243e+003 2.5700e+000 1.1477e+004 6.1244e+004 9.8538e+004 5.3970e+004 6.6945e+003 2.2890e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 7.0313e+006 3.0439e+005 5.0266e+003 3.8187e+001 3.1599e-001 4.0019e+001 2.2784e+002 2.5461e+002 6.8358e+001 1.7700e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.6392e+005 5.6895e+005 2.3848e+005 4.9034e+004 6.9660e+002 5.5014e+003 4.8131e+000 2.9248e+004 5.5104e+004 1.5805e+004 2.8798e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 4.6942e+005 4.2652e+006 4.1801e+005 2.1326e+003 3.8156e+002 1.5946e+003 2.4885e+003 2.0036e+003 1.8644e+004 1.2079e+004 7.9538e+002 2.6072e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 3.3606e+004 1.2768e+006 5.5258e+005 3.5912e+005 3.1221e+004 7.0400e+002 7.4093e+003 1.2041e+004 2.2193e+003 3.9206e+004 2.1008e+004 7.0671e+002 5.3963e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 9.2841e+003 6.8110e+005 2.4339e+006 1.5593e+005 2.0260e+004 5.9397e+003 1.8658e+002 8.9040e+003 1.1026e+004 5.1777e+003 3.6480e+004 1.0449e+004 7.3833e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 1.5817e+003 1.1475e+005 1.8556e+006 3.3502e+005 2.2919e+005 2.6473e+003 2.3362e+001 8.2882e+002 8.0544e+003 1.4763e+004 6.2635e+003 3.9085e+004 7.6069e+003 1.1566e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 4.6862e+002 1.9428e+004 8.1884e+005 1.6718e+006 4.2561e+004 5.8478e+004 6.7787e+003 1.9954e+003 4.0653e+003 5.3226e+003 1.5593e+004 6.1761e+003 3.4221e+004 4.5548e+003 5.6967e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.1096e+002 4.1666e+003 1.9006e+005 1.7630e+006 2.3246e+005 1.4189e+005 1.0100e+003 8.6411e+002 1.8065e+003 8.4073e+003 2.7623e+003 1.7150e+004 5.4762e+003 3.0538e+004 2.9530e+003 1.7816e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.5827e+001 1.6160e+003 3.1002e+004 9.4432e+005 1.0326e+006 1.5295e+004 5.9217e+004 2.9032e+003 6.9283e+002 1.4072e+002 1.1022e+004 5.4118e+002 1.8044e+004 3.2728e+003 2.5434e+004 2.0837e+003 4.3088e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 1.0937e+000 7.1053e+002 5.8092e+003 3.2219e+005 1.3275e+006 1.0207e+005 9.0598e+004 2.7245e+003 1.3625e+003 2.7054e+003 9.1547e+002 1.0267e+004 1.0742e+002 1.7653e+004 9.8172e+002 1.9572e+004 1.6043e+003 1.5359e-002 0.0000e+000 0.0000e+000 0.0000e+000
          11 6.1928e-002 2.3883e+002 2.2470e+003 7.8766e+004 9.6633e+005 4.3418e+005 2.4791e+004 3.0245e+004 1.4805e+003 2.9545e+002 1.2705e+003 4.6377e+003 5.9677e+003 2.2404e+003 1.4552e+004 1.8553e+001 1.2930e+004 1.3735e+003 6.9691e-001 0.0000e+000 0.0000e+000
          12 5.6252e-002 5.7000e+001 1.4327e+003 1.6472e+004 5.0725e+005 5.8864e+005 2.1897e+003 4.4406e+004 1.2309e+002 3.7749e+002 2.0060e+003 1.3220e+002 6.6811e+003 9.6302e+002 6.2531e+003 7.4449e+003 1.8685e+003 5.7570e+003 1.1464e+003 3.5364e+000 0.0000e+000
          13 8.1018e-002 9.4798e+000 7.9548e+002 3.4005e+003 2.0117e+005 4.2268e+005 2.6453e+004 2.6755e+004 2.3391e+003 6.8385e+002 7.0354e+002 2.5793e+002 2.5225e+003 2.6929e+003 5.9560e+002 6.1934e+003 5.7590e+002 3.5760e+003 6.7957e+002 5.8305e+002 8.3915e+000
