   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 6.5036e+006 1.4714e+003 1.0115e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.7159e+003 6.4595e+006 3.3244e+003 1.2268e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.4845e+001 6.7347e+003 6.4140e+006 4.9590e+003 9.3635e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 8.2091e+000 1.0427e+001 9.2107e+003 6.4255e+006 5.3352e+003 3.7810e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 3.7643e+000 8.4837e+001 1.4557e+002 6.4094e+003 6.4555e+006 6.7653e+003 6.1206e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.9312e-002 4.9564e+000 1.7445e+002 4.5718e+002 9.4846e+003 6.3524e+006 1.0569e+004 1.3030e+002 2.3050e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 5.0404e+000 3.0727e+000 1.6284e+002 3.0241e+001 3.2218e+001 2.5338e+004 6.2682e+006 9.2220e+003 3.8859e+002 1.0229e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 4.6720e-001 4.8592e+000 1.9553e+000 3.2130e+002 1.8603e+002 5.8375e+000 2.1248e+004 6.2752e+006 7.5099e+003 7.5051e+002 8.8495e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.6297e+000 4.3726e+000 7.4273e+000 2.2279e+002 6.2058e+001 2.3697e+002 8.0460e+002 1.9112e+004 6.2341e+006 4.0792e+003 1.3755e+003 4.7608e+001 3.0949e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.0844e+000 2.5209e-001 1.1238e+000 1.3880e+001 1.5180e+002 2.0298e+001 9.2371e+001 1.2266e+003 1.3553e+004 6.2114e+006 7.5403e+002 2.2114e+003 1.7443e+002 7.7154e+000 1.1009e-001 0.0000e+000 0.0000e+000 0.0000e+000
          10 6.2526e-005 2.5829e-004 1.5580e+000 4.8429e+001 4.3901e+002 1.0417e+002 9.9939e+001 3.6894e+001 2.4553e+003 7.2380e+003 6.1872e+006 1.4759e+003 2.6811e+003 5.1133e+002 6.5380e+001 7.8058e+000 1.0807e+000 1.4344e-001
          11 1.8056e-001 1.3132e-002 9.5691e+000 6.9930e+001 1.5136e+002 4.6523e+000 1.1115e-001 1.3932e+002 1.1161e+001 4.1804e+003 3.4020e+002 6.1407e+006 1.8526e+004 1.8834e+003 1.0397e+003 2.8796e+002 7.0989e+001 1.2360e+001
          12 2.4992e-002 2.3317e-001 9.2618e+000 9.7320e+000 2.3133e-001 1.2325e+002 7.2376e-001 2.1522e+001 5.7253e+001 9.8668e+001 5.6275e+003 5.8746e+003 6.0472e+006 7.5147e+004 2.2970e+001 8.7617e+002 4.5826e+002 9.9859e+001
          13 7.0083e-002 7.5324e-001 2.3475e+000 4.4866e+000 4.3478e+001 1.7878e+002 7.7066e-003 2.4233e+000 5.7397e+001 3.7352e+001 4.0886e+002 7.2544e+003 4.4776e+004 5.8319e+006 2.0918e+005 7.9361e+003 1.6034e+002 1.0150e-001
          14 2.5504e-001 1.0080e+000 1.6357e-002 2.0215e+001 7.4318e+001 1.3256e+002 4.5553e+000 1.1184e+000 4.3287e+001 6.7157e+001 2.6394e-001 1.1032e+003 8.2464e+003 1.6458e+005 5.3661e+006 4.3725e+005 5.6226e+004 7.5115e+003
          15 2.7510e-001 7.9541e-001 1.2853e+000 2.0551e+001 5.8758e+001 6.3191e+001 1.7274e+001 4.1214e+000 1.7816e+001 6.0356e+001 1.7286e+001 9.5942e+001 2.0091e+003 7.1029e+003 4.5271e+005 4.4663e+006 6.1807e+005 9.0585e+004
          16 1.7491e-001 4.3988e-001 1.9378e+000 1.2459e+001 3.1534e+001 2.0714e+001 2.3307e+001 2.1038e+000 5.1110e+000 3.3686e+001 2.7344e+001 9.6604e+000 3.9750e+002 2.7916e+003 2.8771e+003 1.0443e+006 2.9078e+006 3.7201e+005
          17 7.0787e-002 1.6724e-001 1.1776e+000 4.9635e+000 1.1651e+001 4.7914e+000 1.4477e+001 4.0083e-001 1.2411e+000 1.2630e+001 1.5708e+001 1.0760e-001 9.3644e+001 6.7011e+002 2.1075e+003 7.7203e+002 2.1231e+006 1.2945e+006
