0 8.50297e+007
1 9.5531e+007
2 1.05171e+008
3 1.13945e+008
4 1.21979e+008
5 1.29855e+008
6 1.37639e+008
7 1.45773e+008
8 1.54527e+008
9 1.64344e+008
10 1.75995e+008
11 1.90236e+008
12 2.07391e+008
13 2.46712e+008
14 2.12031e+008
15 1.32712e+008
16 2.50352e+008
17 1.36344e+009
18 5.38783e+007
19 5.85904e+007
20 6.39958e+007
21 4.8731e+007
