   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30
           0 1.0912e+007 1.2726e+005 3.4984e+002 1.9306e+000 8.0053e-002 2.1693e-002 4.1289e-003 4.8806e-002 8.7625e-003 3.6830e-005 2.3815e-004 1.5502e-004 2.1179e-003 1.6735e-003 2.5448e-004 1.0853e-006 2.6540e-005 1.3259e-005 3.7981e-006 1.3200e-006 4.8574e-007 8.2879e-008 2.3712e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.4587e+005 1.0150e+007 2.7637e+005 1.1114e+003 1.4210e+001 1.2888e-001 1.8229e-001 2.9636e-002 2.2473e-002 1.9929e-004 4.0196e-006 1.1035e-004 1.7882e-003 2.1745e-003 7.6213e-004 1.1303e-004 6.9409e-006 5.3556e-007 6.7648e-006 1.1668e-005 1.0168e-005 5.6513e-006 2.2232e-006 6.6835e-007 1.5951e-007 3.0984e-008 5.0963e-009 7.9756e-010 1.4646e-010 3.6330e-011 1.1637e-011
           2 2.9209e+003 5.5840e+005 9.2404e+006 4.3781e+005 2.2632e+003 7.2585e+001 1.3550e+000 4.5282e-001 8.9006e-003 1.8518e-002 2.2063e-003 5.5284e-003 1.9423e-004 7.2283e-005 3.7800e-004 3.0685e-004 1.6441e-004 1.0959e-004 5.0068e-005 2.8134e-006 1.1133e-005 3.6252e-005 4.0128e-005 2.8277e-005 1.5514e-005 7.4372e-006 3.3460e-006 1.4674e-006 6.5388e-007 3.0944e-007 1.5033e-007
           3 1.7065e+001 1.2332e+004 9.3584e+005 8.1872e+006 5.9568e+005 3.4105e+003 2.6021e+002 1.1888e+001 1.2999e+000 2.3898e-002 6.8082e-003 1.0580e-002 2.5635e-003 3.3181e-003 1.5689e-003 5.9857e-004 5.4046e-006 4.7620e-004 4.7220e-004 1.1182e-004 1.1428e-007 1.8803e-005 2.1835e-005 1.0492e-005 2.8442e-006 3.8157e-007 3.6350e-009 2.1540e-008 3.2128e-008 2.4178e-008 1.4547e-008
           4 1.2008e+000 1.3978e+002 3.3402e+004 1.3704e+006 6.9802e+006 7.3504e+005 3.8103e+003 8.8546e+002 8.2329e+001 9.1045e+000 2.3322e-001 6.3216e-003 3.7018e-002 4.2229e-003 1.6946e-003 5.3682e-003 3.5173e-004 2.4625e-003 2.0743e-004 2.7562e-004 4.1858e-004 1.2906e-004 1.0539e-005 5.3625e-008 5.4949e-007 9.2584e-008 1.0515e-008 7.0706e-008 7.2724e-008 4.9691e-008 2.8805e-008
           5 2.9702e-002 1.1362e+000 6.8963e+002 7.3289e+004 1.8619e+006 5.6168e+006 8.2850e+005 2.5012e+003 3.2701e+003 4.8536e+002 5.5408e+001 1.7821e+000 1.1509e-002 3.5792e-001 6.5324e-002 4.3081e-005 3.6610e-002 7.1091e-005 7.1227e-003 6.7039e-004 1.0793e-003 1.2364e-003 1.1110e-004 8.6025e-005 2.6318e-004 2.2229e-004 1.2035e-004 5.3844e-005 2.3278e-005 1.0683e-005 5.0835e-006
           6 4.8877e-001 1.1766e+000 8.2057e-002 2.5817e+003 1.4406e+005 2.3977e+006 4.1147e+006 8.2861e+005 4.9577e+001 1.2666e+004 2.6689e+003 3.6211e+002 1.4974e+001 1.7615e-001 1.6928e+000 2.6186e-001 4.0201e-004 9.3333e-002 3.3763e-007 1.5314e-002 3.4856e-004 3.9618e-003 3.0328e-003 1.9574e-004 2.3686e-004 6.3404e-004 5.4660e-004 3.1894e-004 1.6089e-004 8.0458e-005 4.0110e-005
           7 2.0947e-001 1.4989e+000 4.9933e+000 2.2267e+001 8.0462e+003 2.6201e+005 2.9397e+006 2.5279e+006 6.7945e+005 9.8114e+003 5.2216e+004 1.4876e+004 2.3463e+003 1.1016e+002 1.1604e+000 3.2154e+000 1.1687e-002 3.2955e-003 4.2174e-002 5.5416e-003 2.5885e-002 3.4127e-002 4.7722e-003 7.8689e-004 3.7523e-003 3.0504e-003 1.4919e-003 6.0282e-004 2.4160e-004 1.0572e-004 4.8955e-005
           8 2.4198e-002 7.1076e-001 3.4510e+000 4.6844e+000 2.5827e+002 2.1943e+004 4.5317e+005 3.3770e+006 1.0171e+006 3.4904e+005 1.1179e+005 2.2997e+005 8.5754e+004 1.5566e+004 7.2550e+002 1.1516e+001 3.9532e+000 2.7255e+000 4.5904e-001 6.8224e-001 4.1998e-001 6.5871e-003 1.1987e-001 6.5002e-002 1.2631e-002 8.4607e-004 8.4480e-006 1.0940e-004 9.7989e-005 6.0914e-005 3.3498e-005
           9 3.3977e-002 1.4648e-001 1.1176e+000 4.9119e+000 4.2544e-002 1.5297e+003 5.4973e+004 7.7090e+005 3.3641e+006 6.1699e+004 1.5249e+004 6.5090e+005 1.0271e+006 4.9360e+005 1.0668e+005 6.2064e+003 2.2784e+000 3.5275e-001 9.9773e+000 9.7843e+000 1.5424e-001 1.5344e+000 5.2362e-001 8.5105e-002 5.1906e-003 1.9516e-003 9.1913e-003 1.0249e-002 7.1627e-003 4.2351e-003 2.3021e-003
