   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21
           0 1.5907e+006 9.0428e+004 1.1239e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 6.1183e+005 1.4167e+006 9.8497e+004 1.8604e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 4.7846e+005 4.4612e+005 1.4071e+006 5.2606e+004 6.8253e+003 7.9739e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 4.8378e+004 5.5377e+005 7.5427e+004 8.2431e+005 6.4673e+003 1.0398e+004 5.5158e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.3710e+004 1.3607e+004 1.0601e+006 4.7049e+004 4.1505e+005 4.8277e+003 5.8436e+003 4.1133e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.6811e+005 1.1282e+004 1.1678e+005 8.3203e+005 6.5156e+004 3.8960e+005 2.8182e+003 5.9139e+003 1.5395e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.0124e+005 2.9973e+004 6.5347e+004 9.0759e+005 2.0561e+005 9.6052e+004 2.6241e+005 2.8414e+003 3.3499e+003 2.6265e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 8.0159e+004 9.1471e+004 3.9278e+004 1.6049e+004 7.0644e+005 9.3389e+004 9.4630e+004 2.4166e+005 2.0907e+003 2.6526e+003 4.9603e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.8181e+003 1.3158e+005 8.0565e+001 2.4890e+005 3.6488e+005 5.5593e+005 5.4241e+003 1.0729e+005 1.8777e+005 4.4223e+003 1.9738e+003 5.8773e+002 2.0073e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 2.3728e+004 6.2612e+004 4.5281e+002 2.6000e+005 4.4097e+003 4.7721e+005 2.3047e+005 6.9997e+002 7.9152e+004 1.4929e+005 4.9835e+003 9.4255e+002 5.7353e+002 2.8984e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 6.7209e+004 1.3210e+003 4.5312e+004 3.8353e+004 1.2150e+005 9.4769e+004 4.2287e+005 1.0920e+005 7.6261e+003 7.6485e+004 1.2501e+005 6.3740e+003 5.3414e+002 5.4406e+002 1.0269e+002 1.2825e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 7.2703e+004 1.8676e+004 1.0820e+005 2.7798e+003 2.0935e+005 3.9132e+003 2.8300e+005 2.6196e+005 1.6011e+004 2.2537e+004 6.8405e+004 7.3231e+004 9.3282e+003 2.5620e+002 2.8382e+002 1.7343e+002 2.3036e+001 7.5917e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 1.8082e+003 7.6055e+002 2.9828e+003 2.1615e+002 5.2459e+003 5.1869e+002 5.7732e+003 7.2784e+003 8.5815e+002 3.2498e+002 1.3200e+003 2.1599e+003 4.3976e+000 8.1396e+001 1.8745e+001 2.6739e-001 2.8957e+001 1.5990e+002 1.5325e+001 0.0000e+000 0.0000e+000 0.0000e+000
          13 4.4999e+003 2.4665e+003 7.7782e+003 8.0870e+002 1.2834e+004 2.3963e+003 1.2175e+004 1.9194e+004 3.1941e+003 4.6811e+002 2.7652e+003 5.3962e+003 1.9355e+002 4.4686e+002 3.9352e+001 3.1882e+001 1.4527e+002 1.6995e+002 2.4362e+002 1.5118e+001 0.0000e+000 0.0000e+000
          14 3.6163e+003 2.2309e+003 6.3519e+003 7.5066e+002 1.0153e+004 2.4563e+003 8.8893e+003 1.5800e+004 3.0713e+003 2.5740e+002 2.0364e+003 4.2307e+003 4.1953e+002 4.4771e+002 2.3657e+001 1.1451e+001 7.9428e+001 2.8141e+001 1.7293e+000 3.2985e+001 2.7864e+000 0.0000e+000
