   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22
           0 9.7485e+006 9.4523e+005 1.3409e+004 9.1471e+000 1.2619e+002 7.4187e+001 4.6937e-001 1.0489e+001 1.6178e-001 2.0752e+000 1.2228e-001 1.3522e-001 1.0293e-001 8.2634e-003 9.1748e-005 7.2363e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 9.5242e+005 7.7150e+006 1.7540e+006 2.5531e+004 5.0820e+003 4.6931e+003 1.6162e+002 5.9386e+002 3.1319e+001 1.4473e+002 4.7785e+000 1.6342e+001 1.2477e+001 1.1125e+000 1.4958e-001 3.9704e-001 1.7151e-001 4.0704e-002 8.1169e-003 1.8399e-003 7.4543e-004 4.5322e-004 2.5130e-004
           2 8.9298e+004 1.7306e+006 5.5685e+006 1.9789e+006 1.6651e+002 8.1985e+004 8.4127e+003 7.4502e+003 1.3619e+003 2.3197e+003 8.1739e+000 4.3930e+002 2.5861e+002 1.3763e+001 1.2473e+001 2.4011e+001 1.3494e+001 4.8513e+000 1.4655e+000 4.3532e-001 2.0238e-001 1.3647e-001 8.1769e-002
           3 1.1005e+004 2.1467e+005 2.6878e+006 2.6980e+006 1.0529e+006 1.6642e+005 1.2609e+005 1.4743e+004 1.5540e+004 8.0746e+003 3.3275e+002 2.9763e+003 9.9789e+002 7.0771e-001 1.9929e+002 2.2762e+002 1.1205e+002 3.7413e+001 1.0541e+001 2.9697e+000 1.3399e+000 8.8220e-001 5.1881e-001
           4 8.7249e+002 5.4583e+004 2.6101e+005 4.3455e+006 4.8045e+005 3.8095e+005 1.9402e+005 2.2275e+004 2.9859e+004 1.6403e+002 4.8256e+003 2.5422e+003 3.0446e+001 3.8243e+002 4.8626e+002 2.1181e+002 4.5006e+001 3.8657e+000 4.0487e-003 1.0870e-001 1.2477e-001 1.3708e-001 1.1116e-001
           5 1.3620e+002 6.3681e+003 9.9115e+004 5.3331e+005 4.1778e+006 1.1282e+005 3.9247e+005 1.8329e+005 2.4289e+004 3.1763e+004 1.0664e+003 3.7286e+003 3.7011e+003 5.2871e+002 5.5305e+001 3.7010e+002 3.4674e+002 1.8626e+002 7.5251e+001 2.6180e+001 1.3098e+001 9.3094e+000 5.7939e+000
           6 7.3942e+001 3.7626e+000 6.6467e+004 1.1100e+004 2.0173e+006 2.1511e+006 1.1098e+004 1.8426e+005 2.0720e+005 3.0216e+003 2.2384e+004 9.4027e+003 3.6023e+001 1.7199e+003 2.0156e+003 8.7131e+002 1.8231e+002 1.3379e+001 8.2560e-002 1.0002e+000 9.6508e-001 9.9058e-001 7.7594e-001
           7 6.9323e+000 6.5774e+001 4.5140e+003 6.1913e+004 9.6778e+004 2.3655e+006 1.4468e+006 6.9872e+003 1.6014e+005 2.2231e+005 4.0197e+003 2.0598e+004 1.2897e+004 9.0968e+002 6.5252e+002 1.8205e+003 1.4320e+003 7.0450e+002 2.6898e+002 9.0696e+001 4.4702e+001 3.1426e+001 1.9403e+001
           8 6.2370e+000 7.5571e+002 4.3329e+003 1.2795e+005 1.4595e+004 7.8504e+005 2.2307e+006 5.9970e+005 4.3860e+004 6.7763e+004 2.1996e+005 1.7045e+003 6.9584e+003 1.0705e+004 3.5597e+003 2.9388e+002 4.9064e+001 2.3127e+002 1.9565e+002 9.2884e+001 5.2967e+001 4.1166e+001 2.7274e+001
           9 7.6206e+000 4.3263e+002 2.7856e+003 3.4505e+004 2.6139e+003 5.4268e+004 1.1629e+006 1.5749e+006 2.8519e+005 6.3420e+004 3.1505e+004 2.8957e+005 1.6913e+003 2.2220e+003 1.1204e+004 7.0825e+003 2.5631e+003 6.4516e+002 1.2670e+002 2.5662e+001 9.3560e+000 5.1028e+000 2.5552e+000
          10 1.8935e-003 9.1844e-001 6.2454e+002 3.4226e+003 9.2376e+004 4.1100e+003 2.3952e+005 1.4559e+006 1.0812e+006 8.0377e+004 1.1061e+005 5.7096e+003 3.6246e+005 1.0964e+004 1.4052e+001 7.8666e+003 5.9866e+003 3.0474e+003 1.2544e+003 4.4364e+002 2.2375e+002 1.5995e+002 9.9964e+001
          11 4.8130e+000 2.5536e+002 5.3486e+003 3.0603e+004 1.2116e+005 3.2836e+003 9.2222e+003 7.0535e+005 1.2702e+006 4.9493e+005 4.9570e+003 1.1937e+005 8.7998e+003 5.4203e+005 5.8507e+004 1.0003e+004 4.6175e+003 2.2738e+003 1.3602e+003 5.9738e+002 3.3063e+002 2.5174e+002 1.6437e+002
          12 4.0769e+000 1.8572e+002 2.9727e+003 1.4281e+004 3.2444e+004 1.1471e+003 8.3631e+002 1.3254e+005 5.3065e+005 4.4716e+005 9.1453e+004 3.5436e+003 6.4035e+004 6.5771e+004 9.2616e+005 7.2369e+005 1.0249e+006 1.7669e+006 1.3688e+006 1.5557e+003 2.7448e+003 4.8191e+003 3.9800e+003
          13 1.5788e+000 7.1104e+001 1.1188e+003 5.2715e+003 1.1462e+004 6.4513e+002 4.0110e+002 4.6454e+004 2.0025e+005 1.7843e+005 4.0183e+004 6.8786e+002 2.5085e+004 1.7510e+004 2.0369e+005 1.7458e+003 4.8194e+005 5.0699e+006 1.0307e+007 8.6460e+004 1.2197e+005 1.0099e+005 6.2761e+004
          14 4.4115e-001 1.9228e+001 2.8846e+002 1.2793e+003 2.4409e+003 4.0179e+002 1.6222e+002 9.9127e+003 5.3084e+004 5.5079e+004 1.5713e+004 4.1070e+000 6.6875e+003 7.0290e+002 3.6815e+003 1.7349e+005 1.0378e+006 1.2088e+006 3.6413e+006 1.1583e+007 1.1865e+006 2.6510e+005 5.9245e+004
          15 2.0259e-001 8.6642e+000 1.2653e+002 5.3988e+002 9.5026e+002 2.6277e+002 8.3165e+001 3.9365e+003 2.3963e+004 2.6997e+004 8.6377e+003 5.5677e+001 2.8784e+003 3.3240e+000 5.5019e+001 1.2517e+005 4.1203e+005 1.2207e+005 6.3024e+005 4.4626e+006 7.6404e+006 6.2609e+005 5.1675e+005
