   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
           0 2.4929e+007 6.0844e+006 3.7019e+005 6.4654e+003 2.9765e+001 3.9271e-003 5.9651e-004 1.4045e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 8.9398e+006 1.0651e+007 8.9109e+006 9.7458e+005 2.5870e+004 1.7278e+002 1.5032e-001 1.3014e-004 3.0192e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.3745e+006 1.0807e+007 3.2784e+006 9.4395e+006 1.6909e+006 6.4878e+004 6.1416e+002 1.1938e+000 3.2821e-004 4.9987e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 5.8809e+005 4.8301e+006 9.0681e+006 3.7730e+005 8.4508e+006 2.4077e+006 1.3033e+005 1.7326e+003 5.4127e+000 1.1146e-002 6.6505e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.4212e+005 1.7018e+006 6.2659e+006 5.9936e+006 1.1532e+005 6.5929e+006 3.0200e+006 2.2867e+005 4.2824e+003 2.1098e+001 4.3816e-002 1.7431e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 3.5627e+004 5.4805e+005 2.9817e+006 6.3684e+006 3.0152e+006 1.1212e+006 4.4025e+006 3.4269e+006 3.6552e+005 9.6784e+003 7.6638e+001 2.4648e-001 1.4772e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 9.2251e+003 1.7347e+005 1.2199e+006 3.9867e+006 5.3069e+006 9.2740e+005 2.3840e+006 2.3392e+006 3.5268e+006 5.4248e+005 2.0730e+004 2.5817e+002 1.5280e+000 6.6571e-004 2.6681e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 2.3475e+003 5.4892e+004 4.7441e+005 2.0303e+006 4.3763e+006 3.5451e+006 3.7558e+004 3.1956e+006 7.9004e+005 3.2315e+006 7.4930e+005 4.2775e+004 8.6493e+002 8.4664e+000 2.6326e-002 1.0133e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 6.0471e+002 1.7478e+004 1.8164e+005 9.4747e+005 2.7281e+006 3.9563e+006 1.6818e+006 2.5649e+005 3.1276e+006 4.4503e+004 2.4918e+006 9.4933e+005 8.5210e+004 2.9296e+003 4.9668e+001 2.9994e-001 9.1641e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.7609e+002 5.7487e+003 6.9453e+004 4.2667e+005 1.5004e+006 2.9922e+006 2.7699e+006 3.4575e+005 1.1097e+006 2.1099e+006 1.9315e+005 1.3828e+006 1.0438e+006 1.6086e+005 9.8826e+003 3.0453e+002 3.8714e+000 1.3060e-002 1.2997e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 5.9947e+001 1.9948e+003 2.7042e+004 1.8987e+005 7.7117e+005 1.8803e+006 2.5260e+006 1.2223e+006 2.6064e+004 1.7272e+006 6.6568e+005 8.4265e+005 3.1089e+005 8.3794e+005 2.5867e+005 3.1189e+004 2.0029e+003 6.5841e+001 7.5818e-001 1.8592e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
