   v'->v''           0           1           2           3           4           5           6           7           8
          13 1.4889e+001 5.1046e+002 1.8923e+003 7.9729e+000 1.6517e+003 1.7929e+004 8.4805e+003 3.0681e+004 5.7257e+002
          14 1.9318e-009 5.9049e-008 1.9498e-007 5.0893e-009 2.4874e-007 2.3818e-001 5.8002e+003 2.1548e+004 5.8975e+003
          15 5.6191e-009 1.2494e-007 2.7399e-007 8.4246e-008 7.2816e-007 8.0463e-001 9.3214e+003 2.6561e+004 5.2658e+002
          16 1.2236e-007 2.0997e-006 2.8405e-006 3.6559e-006 1.0286e-005 2.3705e+000 1.4438e+004 2.7426e+004 1.3838e+004
          17 9.7471e-006 1.3117e-004 8.9177e-005 4.4698e-004 3.7776e-004 6.3777e+000 2.1808e+004 2.9608e+004 5.4890e+003
          18 2.2767e+003 2.6095e+004 8.7023e+003 1.2947e+005 4.2250e+004 4.2304e+004 2.4223e+005 2.9562e+005 1.9561e+005
          19 4.4506e-004 4.6300e-003 8.1162e-004 2.8294e-002 4.6788e-003 1.5167e+001 3.2200e+004 2.8124e+004 2.3138e+004
          20 5.7778e-004 4.4222e-003 8.3176e-005 4.8944e-002 9.9508e-005 3.8737e+001 4.7226e+004 2.5918e+004 1.4088e+004
          21 5.2588e-003 2.6467e-002 2.8950e-002 5.9121e-001 2.9441e-002 1.0810e+002 6.9444e+004 2.0337e+004 3.0271e+004
          22 3.0027e-001 7.5390e-001 6.9720e+000 4.5981e+001 8.9042e+000 6.5595e+002 1.0969e+005 1.1258e+004 1.9092e+004
          23 6.8793e+002 1.0804e+003 2.5272e+004 1.2116e+005 3.2827e+004 3.1181e+005 3.9836e+005 2.7001e+005 1.1140e+005
          24 8.1682e-001 3.4589e-001 5.6544e+001 1.8160e+002 7.3838e+001 1.5680e+001 1.3828e+005 7.8559e+003 3.3167e+004
          25 8.5991e-001 6.8366e-001 1.7109e+002 3.1507e+002 2.2232e+002 5.6820e+002 2.4116e+005 2.1215e+001 1.6949e+004
          26 3.7527e+000 6.1164e+001 2.5201e+003 2.9081e+003 3.2727e+003 4.7026e+003 5.4716e+005 3.6993e+004 3.1167e+003
          27 1.3790e+001 1.2053e+003 2.9015e+004 2.5001e+004 3.7849e+004 2.8589e+004 8.6303e+005 3.3155e+005 6.9521e+004
          28 1.0733e+000 9.6024e+002 1.6278e+004 1.0677e+004 2.1392e+004 8.4069e+003 4.2262e+003 7.6780e+004 6.3865e+004
          29 1.3048e+000 1.0008e+003 1.1384e+004 4.7781e+003 1.5211e+004 2.4479e+003 7.4669e+004 1.0077e+003 2.2222e+004
          30 1.1107e+001 1.7233e+003 1.4510e+004 3.6663e+003 1.9796e+004 2.1027e+003 1.0907e+005 1.0143e+004 9.3326e+002
          31 3.2140e+001 2.5863e+003 1.7094e+004 2.3258e+003 2.3863e+004 2.8693e+003 6.4515e+004 2.5239e+004 2.4608e+003
          32 5.8157e+001 3.1242e+003 1.6641e+004 9.1765e+002 2.3811e+004 4.2497e+003 1.7335e+004 2.0850e+004 9.7588e+003
          33 8.5626e+001 3.4411e+003 1.4959e+004 1.3307e+002 2.1971e+004 6.1426e+003 1.5107e+003 9.5770e+003 7.7495e+003
          34 1.1490e+002 3.6861e+003 1.3163e+004 4.2209e+001 1.9864e+004 8.3761e+003 6.3633e+001 2.7398e+003 4.8841e+003
          35 1.4407e+002 3.8395e+003 1.1264e+004 5.6409e+002 1.7488e+004 1.0559e+004 3.8604e+002 4.4392e+002 1.3926e+003
          36 1.6998e+002 3.8572e+003 9.2282e+003 1.5991e+003 1.4777e+004 1.2294e+004 1.2335e+002 4.0708e+001 5.2036e+002
          37 1.9029e+002 3.7336e+003 7.1665e+003 3.0116e+003 1.1893e+004 1.3377e+004 2.7091e+001 2.4536e+001 9.0538e+001
          38 2.0401e+002 3.4921e+003 5.2280e+003 4.6527e+003 9.0676e+003 1.3798e+004 4.5638e+002 1.2720e+002 1.0981e+002
          39 2.1092e+002 3.1623e+003 3.5249e+003 6.3811e+003 6.4872e+003 1.3642e+004 1.1327e+003 4.1764e+002 1.1962e+002
          40 2.1083e+002 2.7677e+003 2.1247e+003 8.0568e+003 4.2671e+003 1.3001e+004 1.6936e+003 8.4941e+002 3.3896e+002
          41 2.0415e+002 2.3364e+003 1.0719e+003 9.5593e+003 2.4897e+003 1.1988e+004 1.9714e+003 1.2719e+003 5.5010e+002
          42 1.9200e+002 1.8982e+003 3.8294e+002 1.0808e+004 1.1963e+003 1.0732e+004 1.9824e+003 1.5602e+003 8.0793e+002
          43 1.7553e+002 1.4766e+003 4.5913e+001 1.1749e+004 3.8533e+002 9.3363e+003 1.8195e+003 1.6747e+003 9.2708e+002
          44 1.5600e+002 1.0909e+003 2.9885e+001 1.2353e+004 2.7305e+001 7.8896e+003 1.5765e+003 1.6381e+003 9.6253e+002
          45 1.3468e+002 7.5527e+002 2.8960e+002 1.2617e+004 7.1647e+001 6.4636e+003 1.3176e+003 1.4956e+003 9.7462e+002
          46 1.1272e+002 4.7873e+002 7.7092e+002 1.2553e+004 4.5429e+002 5.1126e+003 1.0758e+003 1.2954e+003 9.0287e+002
          47 9.1185e+001 2.6596e+002 1.4161e+003 1.2196e+004 1.1043e+003 3.8807e+003 8.6325e+002 1.0804e+003 7.9099e+002
          48 7.0887e+001 1.1743e+002 2.1657e+003 1.1579e+004 1.9473e+003 2.7966e+003 6.8099e+002 8.7685e+002 6.5592e+002
          49 5.2582e+001 3.0651e+001 2.9650e+003 1.0758e+004 2.9112e+003 1.8844e+003 5.2692e+002 6.9553e+002 5.1651e+002
          50 3.6756e+001 2.1562e-001 3.7622e+003 9.7818e+003 3.9266e+003 1.1552e+003 3.9748e+002 5.3736e+002 4.0591e+002
          51 2.3783e+001 1.8787e+001 4.5240e+003 8.7238e+003 4.9429e+003 6.1306e+002 2.9035e+002 4.0289e+002 3.1840e+002
          52 1.3710e+001 7.7993e+001 5.2130e+003 7.6166e+003 5.9062e+003 2.4918e+002 2.0234e+002 2.9103e+002 2.3871e+002
          53 6.5266e+000 1.6896e+002 5.8053e+003 6.5064e+003 6.7773e+003 5.1202e+001 1.3179e+002 2.0110e+002 1.6995e+002
          54 2.0849e+000 2.8306e+002 6.2886e+003 5.4329e+003 7.5314e+003 1.1347e+000 7.7448e+001 1.3090e+002 1.1478e+002
          55 1.4283e-001 4.1197e+002 6.6506e+003 4.4214e+003 8.1450e+003 7.7972e+001 3.8232e+001 7.7592e+001 7.1118e+001
          56 4.0344e-001 5.4776e+002 6.8848e+003 3.4933e+003 8.6021e+003 2.5892e+002 1.3239e+001 3.9170e+001 3.9097e+001
          57 2.5274e+000 6.8412e+002 6.9992e+003 2.6681e+003 8.9055e+003 5.2103e+002 1.3996e+000 1.4374e+001 1.8453e+001
          58 6.1581e+000 8.1534e+002 6.9990e+003 1.9547e+003 9.0565e+003 8.4200e+002 1.3629e+000 2.0268e+000 6.3431e+000
          59 1.0935e+001 9.3662e+002 6.8930e+003 1.3576e+003 9.0616e+003 1.2007e+003 1.1538e+001 6.7611e-001 5.9868e-001
          60 1.6531e+001 1.0455e+003 6.7005e+003 8.7807e+002 8.9426e+003 1.5798e+003 3.0205e+001 8.6290e+000 9.7425e-001
          61 2.2623e+001 1.1389e+003 6.4298e+003 5.1104e+002 8.7077e+003 1.9622e+003 5.5583e+001 2.4241e+001 7.2258e+000
          62 2.8943e+001 1.2158e+003 6.0976e+003 2.5000e+002 8.3772e+003 2.3352e+003 8.5980e+001 4.6082e+001 1.8138e+001
          63 3.5245e+001 1.2753e+003 5.7171e+003 8.6169e+001 7.9675e+003 2.6873e+003 1.1977e+002 7.2821e+001 3.2449e+001
          64 4.1340e+001 1.3178e+003 5.3036e+003 9.2789e+000 7.4986e+003 3.0107e+003 1.5551e+002 1.0315e+002 4.9344e+001
          65 4.7022e+001 1.3423e+003 4.8640e+003 8.2906e+000 6.9792e+003 3.2959e+003 1.9170e+002 1.3556e+002 6.7922e+001
          66 5.2217e+001 1.3516e+003 4.4161e+003 7.1872e+001 6.4341e+003 3.5422e+003 2.2738e+002 1.6884e+002 8.7291e+001
          67 5.6770e+001 1.3451e+003 3.9643e+003 1.8862e+002 5.8691e+003 3.7427e+003 2.6126e+002 2.0160e+002 1.0675e+002
          68 6.0604e+001 1.3243e+003 3.5179e+003 3.4727e+002 5.2974e+003 3.8955e+003 2.9246e+002 2.3288e+002 1.2617e+002
          69 6.3637e+001 1.2900e+003 3.0834e+003 5.3651e+002 4.7285e+003 3.9983e+003 3.2007e+002 2.6180e+002 1.4532e+002
          70 6.5576e+001 1.2393e+003 2.6587e+003 7.4208e+002 4.1580e+003 4.0358e+003 3.4211e+002 2.8655e+002 1.6281e+002
          71 6.5924e+001 1.1666e+003 2.2405e+003 9.4276e+002 3.5791e+003 3.9813e+003 3.5532e+002 3.0403e+002 1.7602e+002
