   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
           0 7.0692e+006 4.6859e+005 1.2589e+004 8.8846e+000 1.6173e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 5.0846e+005 5.4882e+006 7.0493e+005 3.6521e+004 3.6078e+002 1.0827e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.8727e+003 1.3228e+006 4.2834e+006 9.6591e+005 9.0790e+004 3.7015e+003 1.1845e+001 4.8026e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 4.8796e+004 2.0723e+002 1.9578e+006 3.4291e+006 1.2035e+006 1.6572e+005 1.1918e+004 2.6542e+002 1.7663e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 6.4815e+003 3.5628e+004 1.4644e+004 2.4967e+006 2.5960e+006 1.3533e+006 2.5624e+005 2.8489e+004 1.6027e+003 2.0115e+001 5.3433e-002 0.0000e+000 0.0000e+000 0.0000e+000
           5 8.8120e+003 6.7169e+001 2.4724e+004 5.2711e+004 3.0686e+006 1.8136e+006 1.4397e+006 3.6743e+005 5.8844e+004 6.0846e+003 3.2952e+002 4.2986e+000 1.7570e-003 0.0000e+000
           6 3.2758e+004 2.0168e+004 1.1648e+002 3.3373e+004 1.1248e+005 3.5675e+006 1.1416e+006 1.4626e+006 4.9558e+005 1.0786e+005 1.7167e+004 1.9527e+003 1.4166e+002 5.2137e+000
           7 2.2247e+004 3.3869e+004 9.9368e+003 1.3128e+003 4.3785e+004 2.1893e+005 3.9340e+006 5.9138e+005 1.3950e+006 6.2396e+005 1.7783e+005 3.9986e+004 7.6419e+003 1.2847e+003
           8 1.2733e+003 1.4009e+004 2.0238e+004 4.8691e+003 1.5126e+003 5.3593e+004 3.9112e+005 4.1576e+006 1.8763e+005 1.2079e+006 7.3005e+005 2.6957e+005 8.2126e+004 2.2860e+004
           9 6.7126e+003 1.7517e+000 1.1684e+004 1.7202e+004 3.9273e+003 7.2856e+002 7.2603e+004 6.3407e+005 4.1970e+006 3.3192e+003 8.9873e+005 7.7789e+005 3.7349e+005 1.4540e+005
          10 2.2156e+004 1.0807e+004 5.8476e+002 1.6070e+004 1.7880e+004 3.1891e+003 3.5935e+002 1.1455e+005 9.6927e+005 3.9292e+006 1.2331e+005 4.9026e+005 7.0225e+005 4.3570e+005
          11 2.1843e+004 2.3317e+004 3.3945e+003 4.7014e+003 2.0004e+004 1.4938e+004 1.4103e+003 4.9206e+001 1.9168e+005 1.4211e+006 3.2340e+006 5.9594e+005 1.0198e+005 4.2095e+005
          12 8.3629e+003 1.9895e+004 1.2064e+004 3.2116e+001 8.9290e+003 1.7885e+004 1.0284e+004 3.6796e+002 5.8208e+002 3.3397e+005 1.9653e+006 2.0607e+006 1.2859e+006 4.2847e+004
          13 1.0097e+002 7.0320e+003 1.3966e+004 5.0708e+003 4.1674e+002 9.5604e+003 1.4838e+004 7.4945e+003 1.2650e+001 7.3454e+003 6.0241e+005 2.4387e+006 6.7526e+005 1.5322e+006
          14 4.1738e+003 6.3053e+001 7.8093e+003 1.1793e+004 2.7566e+003 1.4069e+003 1.0247e+004 1.2768e+004 6.0790e+003 2.4818e+002 3.8295e+004 1.0990e+006 2.3802e+006 2.4285e+003
          15 1.2500e+004 3.7347e+003 1.4861e+003 1.2472e+004 1.0472e+004 7.7084e+002 3.3256e+003 1.1324e+004 1.1399e+004 5.4986e+003 3.0410e+003 1.4980e+005 1.8456e+006 1.1993e+006
          16 1.5765e+004 1.1540e+004 1.5798e+002 7.7677e+003 1.4729e+004 6.1345e+003 8.1085e+000 5.7882e+003 1.1841e+004 9.4594e+003 5.6231e+003 1.9534e+004 4.9010e+005 2.2680e+006
          17 1.2323e+004 1.5820e+004 2.8162e+003 2.5025e+003 1.2675e+004 1.1163e+004 2.0099e+003 1.0451e+003 7.7288e+003 1.0790e+004 7.0156e+003 8.5804e+003 9.9972e+004 1.2558e+006
          18 6.1780e+003 1.4126e+004 6.0650e+003 6.8059e+001 7.1388e+003 1.2149e+004 5.8625e+003 1.1538e+002 2.7102e+003 8.0832e+003 8.7606e+003 4.3890e+003 2.5769e+004 4.5792e+005
          19 1.5511e+003 8.8318e+003 7.5172e+003 8.1894e+002 2.2546e+003 9.3106e+003 8.4134e+003 2.0970e+003 2.0009e+002 3.9201e+003 7.5409e+003 6.9657e+003 9.4533e+002 1.4161e+005
