   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16
           0 1.3923e+006 3.4645e+002 9.3027e+003 3.6889e+003 2.0930e+002 1.3996e+002 3.1164e+001 1.6715e+001 3.5981e-001 1.8938e+000 2.3529e-001 2.5661e-003 8.4925e-003 2.9363e-004 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.8882e+005 4.3849e+005 5.3287e+004 1.6956e+005 4.0682e+004 1.8591e+003 5.2871e+003 3.5056e+002 3.7670e+002 1.9978e+002 1.5197e+000 1.2324e+001 7.1520e+000 9.9488e-001 2.4645e-002 9.7095e-004 3.1289e-004
           2 1.0161e+004 7.2180e+005 1.3118e+001 2.1693e+005 2.2497e+005 2.4303e+003 2.6701e+004 2.0074e+002 3.6783e+003 3.9781e+002 1.1095e+002 1.9103e+002 4.5770e+001 1.3726e+000 7.9690e-001 1.0564e+000 4.2734e-001
           3 3.3481e+001 1.9586e+005 5.1847e+005 1.1236e+004 4.4586e+004 6.5868e+004 3.8642e+003 1.4393e+004 2.0905e+003 7.4153e+002 1.0970e+003 1.5591e+002 6.9196e+000 4.8145e+001 3.2184e+001 1.1324e+001 2.8577e+000
           4 4.8907e+002 5.3155e+002 6.9262e+005 5.0564e+004 8.1747e+004 1.0991e+004 3.5969e+004 1.5008e+004 7.5155e+003 6.4350e+003 9.7963e+001 6.8425e+002 6.7403e+002 1.8354e+002 1.1652e+001 2.0610e+000 6.4716e+000
           5 5.0777e+002 2.3323e+003 6.1384e+004 6.1094e+005 1.7554e+004 7.6960e+004 2.0773e+003 1.1151e+004 2.3204e+004 7.6339e+002 6.1484e+003 1.9124e+003 7.6164e+000 2.7312e+002 3.4480e+002 1.9172e+002 7.1359e+001
           6 5.8435e+000 3.2535e+003 2.5486e+004 4.5528e+005 2.0261e+005 1.9045e+004 7.9642e+004 2.1299e+001 2.7258e+003 2.5506e+004 4.2914e+002 3.2294e+003 3.3325e+003 9.2251e+002 4.3189e+001 2.9977e+001 6.7719e+001
           7 1.5785e+002 4.5010e+003 1.3070e+004 1.7858e+004 4.6575e+005 8.6938e+004 2.3937e+004 6.4042e+004 1.5691e+003 1.7467e+001 2.2087e+004 3.4714e+003 4.2384e+002 2.3096e+003 1.8077e+003 7.5517e+002 2.1502e+002
           8 2.6847e+001 5.9610e+001 4.6650e+003 4.6772e+004 2.3261e+005 2.9292e+005 3.4423e+004 2.9494e+004 5.2023e+004 4.3399e+003 1.0712e+003 1.6680e+004 6.8518e+003 3.0161e+002 4.4227e+002 1.0331e+003 7.5999e+002
           9 2.0421e+001 1.3262e+003 1.9158e+004 4.0992e+004 8.5809e+003 3.1040e+005 1.4264e+005 2.0697e+004 3.3566e+004 3.9488e+004 8.4220e+003 4.0672e+003 1.0492e+004 8.0155e+003 2.2264e+003 1.6505e+002 1.4304e+001
          10 6.0239e+001 1.4312e+003 7.2022e+003 4.2071e+002 2.9208e+004 1.1670e+005 2.5339e+005 6.4651e+004 1.6626e+004 3.2892e+004 2.9902e+004 1.3827e+004 8.5424e+003 5.2654e+003 6.4798e+003 3.6240e+003 1.2999e+003
          11 2.7809e+001 2.2031e+002 1.1598e+001 1.5585e+004 4.7716e+004 5.1121e+003 2.0849e+005 1.4695e+005 2.8487e+004 1.6296e+004 2.9197e+004 2.4138e+004 2.2872e+004 1.4785e+004 1.7477e+003 3.4477e+003 2.4108e+003
