   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16
          10 3.9427e-003 1.0354e-001 6.5284e-001 1.4318e+001 1.0228e+002 5.5020e+002 9.5061e+003 4.4401e+004 2.6778e+005 8.1941e+005 1.0999e+007 7.6153e+005 1.1212e+005 4.3827e+003 6.4877e+001 4.9689e-001 5.2015e-001
          11 4.5048e-004 4.6852e-004 1.4099e-001 8.7505e-001 8.3557e+001 3.6208e+001 2.4004e+003 1.1482e+004 6.0592e+004 3.0596e+005 6.1498e+005 1.1342e+007 5.0140e+005 1.9064e+005 1.8821e+004 1.3693e+003 8.8661e+001
          12 2.0648e-002 7.4811e-003 1.4191e-002 1.2368e-001 3.0818e+001 4.6094e+001 2.8670e+002 3.9193e+003 1.6015e+004 7.6406e+004 3.2709e+005 3.4578e+005 1.1849e+007 1.7385e+005 2.6007e+005 5.8927e+004 1.0703e+004
          13 2.1125e-002 8.3697e-002 8.7849e-002 2.1896e-002 1.1076e+000 8.1594e+001 1.5575e+001 1.1584e+003 5.5920e+003 2.1724e+004 8.9098e+004 3.5452e+005 9.0964e+004 1.2276e+007 4.8720e+003 2.0533e+005 1.0190e+005
          14 2.6672e-003 9.3069e-002 2.6078e-001 3.0098e-001 1.5657e+000 5.5103e+001 3.8371e+000 2.8165e+002 2.0033e+003 7.2953e+003 2.8905e+004 9.7926e+004 3.9246e+005 1.6003e+004 1.1934e+007 6.1763e+005 5.3958e+003
          15 2.2717e-003 2.4658e-002 2.3636e-001 8.1844e-001 1.4670e+000 1.6757e+001 1.3618e+001 4.6372e+001 7.4954e+002 2.8765e+003 1.0448e+004 3.5328e+004 9.6295e+004 4.8068e+005 5.4100e+005 9.2963e+006 2.2933e+006
          16 9.8692e-003 1.9690e-004 7.7917e-002 6.3334e-001 7.6306e-002 1.5875e+000 3.0157e+001 3.8625e+000 2.4854e+002 1.3436e+003 4.1792e+003 1.3922e+004 3.9365e+004 7.9515e+004 7.6017e+005 2.2676e+006 3.1510e+006
          17 1.0254e-002 1.4060e-002 2.9969e-003 2.2826e-001 2.4005e-001 2.0544e-001 3.6202e+001 5.2462e-001 6.1328e+001 6.3655e+002 1.9686e+003 5.7883e+003 1.7129e+004 4.0768e+004 3.8868e+004 1.7208e+006 4.1057e+006
          18 5.7014e-003 2.1336e-002 7.8486e-003 3.4736e-002 6.5769e-001 1.4717e+000 2.8268e+001 1.3872e+000 1.1332e+001 2.8454e+002 9.9654e+002 2.7585e+003 7.5246e+003 1.9123e+004 3.8643e+004 2.5909e+003 4.7979e+006
          19 1.9646e-003 1.5874e-002 1.9817e-002 1.2589e-004 6.5497e-001 1.8379e+000 1.6255e+001 3.3716e+000 2.0327e+000 1.2200e+002 5.0852e+002 1.4023e+003 3.7170e+003 8.7929e+003 1.8185e+004 4.0405e+004 7.5960e+005
          20 4.1641e-004 8.0995e-003 1.7739e-002 3.4474e-003 4.3295e-001 1.3654e+000 7.4740e+000 4.1649e+000 5.6480e-001 5.0777e+001 2.5144e+002 7.0030e+002 1.8673e+003 4.3085e+003 8.4125e+003 1.3589e+004 1.9367e+005
          21 5.0902e-005 2.9919e-003 9.0802e-003 3.8520e-003 1.9869e-001 6.6310e-001 2.6798e+000 2.7312e+000 2.2337e-001 1.8339e+001 1.0314e+002 2.9031e+002 7.7636e+002 1.7942e+003 3.4686e+003 5.0320e+003 1.4229e+003
