   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 8.7377e+006 3.0827e+007 4.5075e+007 3.5689e+007 1.6700e+007 4.7012e+006 7.6943e+005 6.5871e+004 2.2160e+003 5.9170e+000 2.0229e+000 1.4875e+000 8.1682e-001 1.7517e-002 2.4404e-001 6.1536e-002 4.6138e-003 2.4437e-002 4.7943e-003
           1 1.8897e+007 2.8926e+007 5.7771e+006 5.6445e+006 3.0682e+007 3.2137e+007 1.4700e+007 3.3131e+006 3.4277e+005 1.1497e+004 5.7950e+000 6.5234e+000 8.3722e-002 2.1465e-001 4.7462e-002 6.5908e-002 5.3102e-007 1.0224e-002 2.3654e-003
           2 2.4299e+007 1.2135e+007 2.7223e+006 1.9670e+007 3.6919e+006 8.6510e+006 3.2533e+007 2.5735e+007 7.9820e+006 9.6820e+005 2.8514e+004 6.2721e+001 3.1596e+001 5.6710e-003 1.2878e+000 3.0344e-003 2.7863e-001 1.5400e-001 1.5539e-002
           3 2.4462e+007 1.6786e+006 1.2513e+007 6.0432e+006 5.9083e+006 1.5323e+007 9.6418e+002 2.1252e+007 3.3168e+007 1.4233e+007 1.9430e+006 3.9954e+004 1.2724e+003 2.7284e+001 1.0013e+001 3.0304e+000 1.4688e-001 1.6188e-002 7.3119e-003
           4 2.1433e+007 2.8444e+005 1.3153e+007 6.2032e+004 1.2841e+007 3.2512e+005 1.3318e+007 5.3533e+006 8.6624e+006 3.5285e+007 2.1069e+007 3.0356e+006 2.3704e+004 6.7972e+003 4.2293e+001 9.4094e+000 1.5764e+001 6.7127e+000 7.1016e-001
           5 1.7252e+007 3.3077e+006 7.4974e+006 4.5461e+006 5.9279e+006 4.9017e+006 7.0550e+006 4.1872e+006 1.2333e+007 1.4498e+006 3.3447e+007 2.7636e+007 3.7593e+006 3.7776e+002 1.4983e+004 1.8206e+003 1.0420e+002 4.9038e-001 1.7028e-001
           6 1.3167e+007 6.7454e+006 2.3130e+006 8.4960e+006 3.2623e+005 9.2320e+006 3.1278e+003 1.0389e+007 9.4556e+003 1.3687e+007 6.7239e+004 3.0438e+007 3.3467e+007 3.4678e+006 1.2163e+005 6.3905e+003 6.6084e+003 1.9522e+003 1.8979e+002
           7 9.7211e+006 8.8913e+006 1.2352e+005 8.1530e+006 1.0515e+006 5.7230e+006 3.5984e+006 3.5919e+006 6.4031e+006 2.2725e+006 1.0215e+007 1.6039e+006 2.8971e+007 3.8042e+007 1.7690e+006 5.7881e+005 2.5823e+004 3.3298e-002 1.0685e+002
           8 7.0365e+006 9.5610e+006 3.6401e+005 5.3494e+006 4.0348e+006 1.2901e+006 6.7285e+006 3.9324e+003 7.2094e+006 1.4225e+006 6.0482e+006 5.6387e+006 3.1020e+006 3.1440e+007 3.9316e+007 1.2558e+004 7.4240e+005 2.5454e+005 2.4624e+004
           9 5.0395e+006 9.1626e+006 1.6948e+006 2.4846e+006 5.7545e+006 1.3025e+004 5.3349e+006 2.2947e+006 2.2319e+006 5.9520e+006 3.8999e+004 7.6522e+006 2.3736e+006 2.9404e+006 4.0575e+007 3.1553e+007 2.9458e+006 6.7223e+003 6.2676e+003
          10 3.5940e+006 8.1766e+006 3.1118e+006 6.8914e+005 5.5470e+006 1.1333e+006 2.3291e+006 4.6729e+006 1.5630e+003 5.0759e+006 2.3734e+006 1.5649e+006 6.8328e+006 7.4290e+005 1.0097e+006 5.7306e+007 1.0512e+007 7.4733e+006 7.8136e+005
          11 2.5627e+006 6.9639e+006 4.1308e+006 2.9867e+004 4.2070e+006 2.7099e+006 3.9347e+005 4.6050e+006 1.1577e+006 1.7591e+006 4.7084e+006 2.0089e+005 3.3684e+006 5.0165e+006 1.1978e+005 3.7982e+005 6.7740e+007 1.9096e+006 9.1137e+003
          12 1.8316e+006 5.7446e+006 4.6333e+006 1.2600e+005 2.6435e+006 3.6223e+006 2.6617e+004 3.0108e+006 2.8336e+006 7.2864e+004 3.7624e+006 2.2920e+006 2.2828e+005 4.0069e+006 3.4285e+006 7.4457e+004 1.1530e+007 2.8093e+007 4.6600e+006
          13 1.3179e+006 4.6476e+006 4.7018e+006 5.5948e+005 1.3864e+006 3.7023e+006 5.6804e+005 1.3662e+006 3.4271e+006 3.4065e+005 1.6634e+006 3.4556e+006 4.3263e+005 1.1415e+006 3.5233e+006 2.8596e+006 3.0404e+006 2.8386e+007 9.1638e+005
          14 9.5487e+005 3.7093e+006 4.4650e+006 1.0395e+006 5.7947e+005 3.2225e+006 1.2910e+006 3.6312e+005 2.9732e+006 1.2814e+006 3.1007e+005 2.8854e+006 1.7312e+006 8.8079e+003 1.7166e+006 2.4781e+006 4.9874e+006 1.8556e+007 1.8230e+005
          15 6.9226e+005 2.9124e+006 4.0160e+006 1.4006e+006 1.6455e+005 2.4990e+006 1.7814e+006 1.4666e+004 2.0658e+006 1.9353e+006 4.6200e+003 1.6511e+006 2.3357e+006 3.8873e+005 3.4193e+005 1.6556e+006 8.2018e+005 2.0870e+007 1.9438e+006
          16 5.0438e+005 2.2658e+006 3.4780e+006 1.5922e+006 1.5593e+004 1.7904e+006 1.9468e+006 5.7897e+004 1.2138e+006 2.0675e+006 2.6117e+005 6.6760e+005 2.0957e+006 1.0418e+006 1.3778e+003 6.0938e+005 1.4167e+006 1.9463e+006 1.0819e+007
