   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
           0 2.2132e+007 2.5852e-003 2.7522e-001 4.0940e+006 5.0564e-001 6.6046e+000 1.6361e+005 7.2664e+001 1.2942e+001 1.6320e+002 7.5756e+001 9.9790e+001 7.6496e+001 3.2767e+000 8.0914e-001 1.6526e+000 4.9347e-001 2.2677e-002 7.1256e-003 1.0053e-002 2.1126e-003 6.1151e-005 1.1383e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.8413e+006 2.7625e-001 6.4711e+000 1.2549e+007 1.6795e+001 6.9715e+002 6.5945e+006 1.1067e+003 2.5906e+003 3.3291e+005 2.1654e+004 6.7824e+003 8.7087e+002 5.4868e+002 1.0025e+003 4.6096e+002 4.8137e+001 1.8403e+000 1.1818e+001 5.8232e+000 7.0935e-001 7.7230e-003 1.0192e-001 4.3348e-002 4.0138e-003 1.1898e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 7.6444e+005 3.2251e+000 4.7086e+001 7.2180e+006 5.6533e+002 4.5284e+003 6.1165e+006 4.7078e+003 1.5914e+005 7.1740e+006 1.9903e+005 5.5374e+003 1.8553e+005 1.2744e+005 4.2528e+004 4.4136e+003 6.2529e+002 2.4351e+003 1.3663e+003 2.3865e+002 9.9582e-003 3.3062e+001 2.8471e+001 7.6911e+000 3.8824e-001 1.1942e-001 1.8669e-001 3.9994e-002 6.6517e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.1188e+005 1.0997e+001 2.5562e+002 1.9845e+006 1.8965e+003 7.9902e+003 7.2512e+006 8.3285e+004 3.4862e+005 2.7663e+006 1.2872e+005 1.8628e+006 3.5021e+006 6.4416e+005 3.7117e+003 1.0345e+005 1.3653e+005 5.5953e+004 6.8984e+003 3.6805e+002 3.0982e+003 2.3317e+003 6.4711e+002 2.9610e+001 2.6065e+001 5.4300e+001 2.8402e+001 5.9704e+000 2.2721e-001 7.3474e-002 6.3306e-002 1.4967e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.5851e+004 6.6638e+001 1.0259e+002 4.4645e+005 3.6475e+003 2.2432e+004 3.1156e+006 3.7500e+004 2.5793e+004 5.0912e+006 1.4283e+006 1.3361e+006 1.3512e+005 6.5313e+005 1.5477e+006 1.1211e+006 2.2208e+005 9.3970e+002 7.6476e+004 8.7612e+004 3.6952e+004 4.9314e+003 1.8530e+002 2.3096e+003 2.1710e+003 8.5137e+002 1.2019e+002 8.8922e-001 3.2751e+001 3.2184e+001 1.3109e+001 2.4253e+000 1.1063e-001 3.0457e-003 1.6501e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 2.3897e+003 9.5126e+003 6.4942e+003 9.3777e+004 2.8365e+002 4.5315e+003 1.0044e+006 3.6859e+004 1.2177e+005 2.9126e+006 1.9886e+005 1.0732e+006 3.2997e+006 1.0568e+006 1.0973e+004 4.8485e+005 1.0338e+006 7.3702e+005 2.2498e+005 7.0811e+003 2.6735e+004 5.8029e+004 4.0372e+004 1.2899e+004 1.0131e+003 3.7448e+002 1.4723e+003 1.2597e+003 5.3046e+002 1.0127e+002 1.1062e+000 1.0402e+001 1.5890e+001 8.8278e+000 2.4774e+000 3.0122e-001 6.4602e-003 2.1342e-011 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 3.9765e+002 2.0657e+005 1.0540e+005 1.9821e+004 4.0723e+004 8.6718e+003 2.9688e+005 5.5916e+003 3.2571e+004 1.3880e+006 6.6181e+004 2.7401e+005 1.8586e+006 2.0382e+006 1.6078e+006 4.9628e+005 1.1456e+004 4.6396e+005 7.4535e+005 4.9433e+005 1.4160e+005 4.3799e+003 1.7057e+004 3.9975e+004 3.1275e+004 1.2421e+004 1.9454e+003 1.3888e+001 7.4095e+002 9.8770e+002 6.1291e+002 2.1506e+002 3.4026e+001 2.5783e-002 5.6641e+000 7.5060e+000 4.1206e+000 1.2053e+000 1.6088e-001 4.0033e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 6.7841e+001 1.6038e+006 4.8354e+004 4.5862e+003 2.9277e+004 6.6346e+002 8.3520e+004 4.9709e+001 2.3343e+003 5.3062e+005 8.0511e+004 1.6843e+005 6.5209e+005 8.3467e+005 1.3657e+006 1.4438e+006 5.6428e+005 1.4652e+004 1.6508e+005 4.4740e+005 4.1538e+005 1.9321e+005 3.5058e+004 2.6615e+002 1.6726e+004 2.4588e+004 1.6542e+004 6.1075e+003 8.9654e+002 1.3590e+001 4.1844e+002 5.7331e+002 3.8793e+002 1.6036e+002 3.7139e+001 2.1810e+000 9.7249e-001 3.1770e+000 2.5667e+000 1.0973e+000 2.5777e-001 2.4057e-002 7.4708e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 7.5431e+000 8.5924e+005 1.1819e+006 7.1656e+002 2.4273e+005 3.6058e+005 1.1361e+004 1.5166e+005 1.0943e+005 1.5523e+005 1.1354e+004 1.7482e+005 5.1123e+004 2.7218e+005 1.7484e+005 6.0599e+005 2.5269e+005 1.4524e+005 2.9309e+003 4.2876e+004 1.4949e+005 8.9857e+004 5.4895e+004 5.5228e+003 3.3747e+000 5.6076e+003 5.7353e+003 5.0588e+003 1.5880e+003 3.8583e+002 9.7373e-001 7.5245e+001 1.5984e+002 1.1029e+002 5.8364e+001 1.6694e+001 2.4174e+000 2.4677e-004 5.2460e-001 6.6331e-001 3.9735e-001 1.4144e-001 2.7579e-002 1.9352e-003 2.8474e-007 0.0000e+000 0.0000e+000
           9 3.3039e+000 4.0738e+005 2.1886e+005 3.3525e+002 2.9111e+003 1.5129e+002 6.9375e+003 4.4566e+004 5.7877e+004 2.3656e+004 1.4791e+005 8.4844e+003 2.3855e+005 4.7911e+001 4.0801e+005 6.5501e+004 4.6622e+005 2.8608e+003 5.2924e+004 1.0809e+005 1.1064e+004 1.4109e+005 4.7238e+003 2.9174e+004 4.6795e+003 1.8878e+002 1.0938e+004 3.1482e+002 3.8539e+003 8.1474e+000 2.9946e+002 2.5990e+002 1.8884e+000 1.7973e+002 7.7422e+000 3.4737e+001 5.1266e-002 1.1993e+000 7.7235e-001 1.1802e-001 3.8937e-001 8.1633e-002 3.1572e-002 3.3092e-003 6.2818e-005 0.0000e+000 0.0000e+000
