   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 4.0271e+006 3.1771e+007 1.1483e+008 2.5289e+008 3.7821e+008 4.0350e+008 3.1273e+008 1.7518e+008 6.8779e+007 1.7635e+007 2.5258e+006 1.3160e+005 1.5192e+001 3.4535e+002 1.0556e+000 2.0722e-001 1.3804e+000 1.4076e-001
           1 1.6225e+007 9.4335e+007 2.2470e+008 2.6587e+008 1.3301e+008 3.1552e+006 8.0692e+007 2.6375e+008 3.0995e+008 1.9254e+008 6.4456e+007 9.6113e+006 2.7859e+005 1.0671e+004 3.6040e+002 1.7864e+002 4.7498e+001 3.5397e+000
           2 3.7306e+007 1.5686e+008 2.2728e+008 1.0084e+008 9.2732e+005 1.2367e+008 1.7694e+008 3.2709e+007 4.3394e+007 2.4624e+008 2.8092e+008 1.2305e+008 1.6647e+007 4.2559e+004 8.0509e+004 5.5662e+003 1.2986e+002 2.5350e-001
           3 6.4329e+007 1.9058e+008 1.4542e+008 3.3620e+006 8.8349e+007 1.3927e+008 8.5363e+006 8.1131e+007 1.5280e+008 1.0634e+007 1.1249e+008 3.0484e+008 1.6787e+008 1.4702e+007 5.9563e+005 2.8538e+004 3.1356e+004 2.7376e+003
           4 9.2515e+007 1.8630e+008 5.4683e+007 2.5716e+007 1.3327e+008 2.4952e+007 5.3113e+007 1.1931e+008 1.2955e+006 1.1204e+008 8.3790e+007 3.1831e+007 3.0499e+008 1.8079e+008 2.6837e+006 2.9878e+006 4.3526e+005 1.9724e+004
           5 1.1738e+008 1.5275e+008 5.6388e+006 8.4686e+007 7.7479e+007 8.7744e+006 1.1181e+008 1.2396e+007 7.4916e+007 6.8344e+007 2.5698e+007 1.2152e+008 7.6269e+006 3.2817e+008 1.3639e+008 6.5633e+006 1.6346e+005 6.7269e+004
           6 1.3592e+008 1.0615e+008 4.4377e+006 1.0871e+008 1.3657e+007 6.6805e+007 5.6317e+007 2.3012e+007 8.8670e+007 2.5792e+006 1.0114e+008 9.0220e+003 1.1148e+008 8.4362e+006 3.7982e+008 2.9695e+007 2.5372e+007 1.8731e+006
           7 1.4682e+008 6.1260e+007 3.0933e+007 8.7275e+007 2.4790e+006 9.1005e+007 2.4162e+006 8.0089e+007 1.3542e+007 6.8418e+007 2.0173e+007 7.0246e+007 1.0300e+007 8.3505e+007 4.3910e+007 3.4152e+008 2.8674e+007 4.1927e+005
           8 1.5030e+008 2.7218e+007 6.1288e+007 4.6259e+007 3.1792e+007 6.0092e+007 1.6222e+007 6.7085e+007 9.9780e+006 6.7105e+007 1.2590e+007 5.5880e+007 3.3828e+007 1.8314e+007 4.5054e+007 1.7634e+008 5.2741e+007 1.0329e+007
           9 1.4745e+008 7.2034e+006 8.0319e+007 1.3054e+007 6.3086e+007 1.7553e+007 5.5169e+007 1.8179e+007 5.4477e+007 1.2139e+007 6.1331e+007 1.1151e+006 6.2921e+007 1.5913e+007 1.7279e+007 1.7410e+006 2.0844e+008 1.4530e+007
          10 1.3982e+008 1.3428e+005 8.3492e+007 1.6295e+005 7.2502e+007 3.5363e+004 6.7741e+007 2.9718e+005 6.2958e+007 4.6733e+006 4.9436e+007 2.4212e+007 1.4997e+007 5.1666e+007 1.2870e+007 2.1133e+007 3.1552e+007 1.2492e+004
          11 1.2902e+008 2.7434e+006 7.3592e+007 5.8344e+006 5.9341e+007 1.0880e+007 4.7753e+007 2.0342e+007 3.1500e+007 3.6894e+007 8.9766e+006 5.2454e+007 3.4870e+006 2.3889e+007 3.7664e+007 2.6866e+007 4.6416e+007 5.1305e+003
          12 1.1646e+008 1.1231e+007 5.6398e+007 2.1398e+007 3.5643e+007 3.3152e+007 1.8498e+007 4.5950e+007 3.6131e+006 5.2830e+007 2.8312e+006 3.3822e+007 3.2560e+007 1.2301e+004 2.1952e+007 1.8279e+007 9.1429e+007 2.7352e+004
          13 1.0328e+008 2.2255e+007 3.7575e+007 3.7884e+007 1.4146e+007 4.9587e+007 1.5190e+006 5.2355e+007 3.3212e+006 3.6645e+007 2.6138e+007 5.0094e+006 4.0571e+007 1.5814e+007 5.5826e+005 1.6423e+007 1.2813e+006 1.0008e+007
          14 9.0290e+007 3.3348e+007 2.1157e+007 4.9399e+007 2.0743e+006 5.2485e+007 2.7304e+006 3.8696e+007 2.1600e+007 1.1312e+007 4.2241e+007 2.6672e+006 1.9592e+007 3.2619e+007 8.1868e+006 1.0052e+004 2.7277e+007 3.5608e+006
          15 7.8038e+007 4.2959e+007 9.2519e+006 5.3702e+007 5.3544e+005 4.3420e+007 1.5620e+007 1.8164e+007 3.8180e+007 4.7059e+004 3.5344e+007 2.0168e+007 1.5255e+006 2.5432e+007 2.2977e+007 5.4575e+006 1.0178e+007 8.9076e+006
          16 6.6835e+007 5.0308e+007 2.3796e+006 5.1294e+007 6.7173e+006 2.8542e+007 3.0080e+007 3.5784e+006 4.1238e+007 6.7054e+006 1.6374e+007 3.3390e+007 3.6296e+006 7.8638e+006 2.2424e+007 1.6463e+007 1.9998e+005 1.5180e+007
          17 5.6830e+007 5.5174e+007 2.5289e+004 4.4129e+007 1.6466e+007 1.4135e+007 3.8836e+007 2.0785e+005 3.1623e+007 2.1041e+007 2.3478e+006 3.0730e+007 1.7223e+007 1.8243e+003 1.0264e+007 1.5267e+007 1.9288e+007 6.2156e+006
          18 4.8053e+007 5.7695e+007 1.1576e+006 3.4540e+007 2.6095e+007 4.2271e+006 3.9474e+007 6.1629e+006 1.7081e+007 3.1474e+007 9.3655e+005 1.7489e+007 2.6642e+007 5.6770e+006 9.7787e+005 7.7773e+006 2.9306e+006 1.9362e+007
          19 4.0458e+007 5.8201e+007 4.6090e+006 2.4565e+007 3.3206e+007 1.5645e+005 3.3417e+007 1.6180e+007 5.2875e+006 3.2643e+007 9.1327e+006 4.8764e+006 2.4958e+007 1.5808e+007 1.4275e+006 1.0308e+006 5.7731e+006 8.2953e+006
          20 3.3955e+007 5.7101e+007 9.3097e+006 1.5649e+007 3.6776e+007 1.2307e+006 2.3869e+007 2.5182e+007 1.7300e+005 2.5792e+007 1.9424e+007 9.6315e+003 1.5534e+007 2.1092e+007 8.1744e+006 5.3747e+005 8.2296e+003 1.4056e+007
