   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
           0 1.4527e+006 6.0696e+003 3.2129e+003 1.6918e+003 4.1522e+002 2.4121e+000 2.8898e+001 2.2302e+000 2.9579e+000 7.9962e-002 4.5641e-001 3.0835e-002 1.7162e-002 1.5575e-002 1.5435e-003 5.5818e-006 2.0394e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.5498e+005 7.6417e+005 7.1512e+002 6.8578e+004 4.3350e+004 4.9043e+003 1.1327e+003 1.0193e+003 1.0794e+002 1.0275e+002 4.4186e+001 1.0841e+000 8.8488e+000 2.0335e+000 2.4782e-003 2.2993e-001 1.1107e-001 1.5161e-002 4.2051e-004 1.6204e-006 0.0000e+000
           2 6.0321e+003 4.8596e+005 2.5290e+004 1.1742e+005 3.4029e+005 1.2763e+005 1.6789e+002 1.7940e+004 4.9786e+001 2.5969e+003 1.2546e+002 2.3718e+002 1.5737e+002 3.5329e+000 1.1734e+001 1.1189e+001 2.5007e+000 8.4042e-002 3.9174e-002 5.5856e-002 2.2293e-002
           3 3.3462e+002 1.4016e+005 6.7857e+005 1.3304e+002 5.9921e+004 1.7796e+005 2.7973e+004 1.3960e+004 7.4982e+003 2.7134e+003 4.5514e+002 9.1989e+002 5.5266e+001 6.2170e+001 8.0092e+001 1.7362e+001 3.0496e-002 2.0130e+000 2.1373e+000 1.0035e+000 3.2593e-001
           4 3.6206e+002 6.4918e+002 5.1702e+005 1.5970e+005 3.3368e+004 2.8843e+003 9.5596e+004 6.5522e+003 2.2933e+004 1.5106e+003 5.1341e+003 1.5221e+002 6.1372e+002 4.8618e+002 3.5633e+001 2.1433e+001 4.8788e+001 2.5781e+001 6.2813e+000 5.6475e-001 5.6806e-003
           5 9.0157e+001 1.0718e+002 2.7182e+004 7.5676e+005 1.2101e+004 7.0384e+004 2.9291e+002 6.0339e+004 1.8695e-004 2.6015e+004 3.7193e+002 4.0014e+003 1.8341e+003 1.6613e-001 4.1499e+002 3.1854e+002 6.1649e+001 3.3625e-004 1.2904e+001 1.7331e+001 1.1570e+001
           6 1.0778e+001 1.8528e+003 4.5046e+003 2.6769e+005 3.9226e+005 1.0272e+004 6.5200e+004 5.0381e+003 3.2584e+004 3.2004e+003 2.0197e+004 3.8423e+003 1.1400e+003 2.6927e+003 6.1588e+002 9.3331e+000 2.3123e+002 2.2223e+002 9.5934e+001 2.2967e+001 2.5321e+000
           7 1.0951e+001 2.9388e+002 2.6858e+002 1.1412e+002 5.6641e+005 1.3608e+005 1.4801e+004 5.6867e+004 1.0582e+004 1.7337e+004 9.7064e+003 1.2293e+004 7.9085e+003 1.1481e+001 1.7032e+003 1.5283e+003 3.3995e+002 1.8113e-001 7.5825e+001 1.1656e+002 8.5993e+001
           8 2.7361e+000 2.0246e+002 6.6373e+003 1.8075e+004 9.7595e+004 4.5820e+005 5.3281e+004 2.2992e+004 4.1821e+004 1.5445e+004 7.7451e+003 1.5739e+004 5.3251e+003 9.4174e+003 1.3723e+003 2.6987e+002 1.2847e+003 9.6166e+002 3.3252e+002 5.0735e+001 3.3999e-001
           9 8.6930e+000 2.0716e+002 1.4393e+003 1.7499e+002 1.0538e+004 3.0653e+005 2.7815e+005 2.3759e+004 2.9763e+004 2.9123e+004 1.8876e+004 2.5956e+003 2.0028e+004 1.1312e+003 7.9884e+003 3.6743e+003 1.8745e+002 2.8663e+002 7.4127e+002 6.3538e+002 3.4923e+002
