   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.1662e+003 1.6788e-001 3.9734e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 7.3322e+002 1.3072e+001 5.8124e+001 8.2033e+002 1.6897e+002 1.4441e+002 4.0836e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 9.7743e+001 4.3732e+002 1.8228e+003 2.9863e+003 3.5640e+003 5.7557e+003 1.4206e+003 3.9284e+003 3.1382e+003 1.8689e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 3.2248e+001 7.4344e+003 2.4557e+004 2.3788e+001 4.4588e+004 5.8374e+004 2.6231e+004 2.4146e+004 2.0808e+004 4.3429e+001 7.1080e+003 2.5338e+003 6.3724e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.1199e+001 7.4348e+004 1.7355e+005 1.7538e+003 2.1900e+005 1.8721e+005 6.4816e+003 1.0057e+005 2.6300e+004 4.4930e+003 1.3328e+004 2.4810e+001 5.5819e+003 4.8003e+003 4.4037e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 1.6715e+000 4.5981e+005 6.3291e+005 8.0942e+002 4.4616e+005 1.6596e+005 2.1473e+003 2.4459e+004 1.8609e+004 5.8745e+004 8.1344e+002 1.6391e+004 1.1648e+004 4.2685e-002 5.5907e+003 5.7152e+003 1.2551e+003 2.7746e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 7.9866e-001 1.7249e+006 9.5811e+005 2.1197e+002 1.6471e+005 7.0258e+003 4.7144e+004 7.0212e+004 1.1314e+005 4.4903e+001 7.1230e+004 2.8941e+004 9.1647e+002 1.6829e+004 7.3107e+003 9.2009e+001 5.1628e+003 5.8059e+003 1.8858e+003 7.7144e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 5.6302e-001 3.6259e+006 1.4015e+005 1.5996e+003 1.9630e+005 3.8200e+005 5.3870e+003 1.5333e+005 1.8685e+001 8.3987e+004 3.9341e+003 4.6383e+004 5.5240e+004 3.9905e+003 8.5441e+003 1.5235e+004 3.6086e+003 5.3983e+002 5.1371e+003 5.3496e+003 2.0714e+003 1.9954e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 2.0176e-001 3.5525e+006 1.2985e+006 1.5576e+003 7.3106e+005 3.3672e+004 5.5789e+004 5.8137e+004 1.7446e+005 3.7535e+002 9.8527e+004 2.0434e+004 2.0911e+004 5.8802e+004 1.6108e+004 1.0882e+003 1.3167e+004 9.5890e+003 7.9911e+002 1.4485e+003 4.9623e+003 4.5117e+003 1.8514e+003 2.5880e+002 8.4585e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
