   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 3.4436e+006 3.3693e+003 4.5667e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.7780e+003 3.4136e+006 8.9819e+003 6.4359e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 4.1731e+001 9.5080e+003 3.3554e+006 1.8569e+004 3.0770e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.0942e+001 8.5646e+001 2.5838e+004 3.2323e+006 3.5600e+004 6.5047e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 7.4410e+000 2.4374e+001 1.5817e+002 6.8941e+004 2.9593e+006 6.6516e+004 6.3584e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.0768e-001 2.2084e+001 2.2364e+001 2.3228e+002 1.9369e+005 2.3721e+006 1.1381e+005 3.2856e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.1872e-001 1.8769e+000 4.3356e+001 2.6858e+001 1.1350e+001 5.0809e+005 1.4402e+006 1.4764e+005 7.7571e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 8.8376e-001 1.6079e+000 1.3812e+001 1.8369e+001 3.6419e+002 1.3569e+004 9.4553e+005 5.9745e+005 1.3269e+005 8.5079e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 9.9596e-002 1.9605e+000 5.8724e+000 3.1974e+001 7.3386e-001 1.0770e+003 1.3122e+005 1.0535e+006 1.6693e+005 9.7402e+004 7.1271e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.6504e-001 4.5374e-001 4.9257e+000 3.2930e+001 4.1070e-001 4.5479e+002 1.1257e+003 4.0475e+005 7.4484e+005 2.4108e+004 6.4625e+004 5.6431e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 3.4732e-001 9.7149e-003 2.4081e+000 2.1666e+001 2.0931e+001 1.6900e+000 1.9846e+003 5.5980e+004 5.8285e+005 3.5882e+005 2.5574e+000 3.9655e+004 4.7776e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.2508e-001 1.3432e-001 4.6194e-001 8.5340e+000 5.2150e+001 3.4833e+001 8.9918e+002 8.8954e+002 2.2194e+005 4.7700e+005 1.0675e+005 7.2211e+003 2.1515e+004 4.3963e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 2.6305e-003 7.1413e-002 2.1290e-002 1.9938e+000 4.3022e+001 5.2412e+000 7.1117e+001 1.0757e+003 5.3771e+004 3.1128e+005 2.1285e+005 1.0770e+004 1.2503e+004 8.6892e+003 3.9357e+002 0.0000e+000 0.0000e+000 0.0000e+000
          13 1.0504e-002 1.0947e-002 3.9393e-004 2.9728e-001 1.9910e+001 4.2594e-001 7.0690e-001 1.1258e+003 9.4953e+003 1.2980e+005 1.5646e+005 3.1187e+004 8.4761e+002 7.7858e+003 1.2971e+003 2.1656e+002 0.0000e+000 0.0000e+000
