   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
           0 1.9069e+001 1.2330e+004 3.1013e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.3397e+001 2.2775e+002 2.6461e+003 1.0529e+004 3.0064e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.4175e+002 4.9668e+002 1.4911e+002 1.7694e+001 4.4853e+003 6.0147e+003 5.9919e+002 6.0088e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.6813e+004 4.4928e+002 1.0945e+004 1.3206e+003 1.9298e+002 5.5036e+002 3.8919e+003 3.6947e+003 5.4936e+002 4.8845e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.0064e+005 3.5109e+001 7.7906e+004 3.5368e+003 1.5596e+004 3.7081e+001 4.8946e+002 1.5432e+003 3.4616e+003 2.5232e+003 6.0181e+002 2.7402e+001 0.0000e+000 0.0000e+000
           5 1.0518e+006 8.3048e+002 1.1050e+005 4.3457e+004 4.2196e+002 1.7415e+004 1.6651e+003 1.0793e+002 5.2804e+002 1.6512e+003 2.6694e+003 2.0276e+003 8.8330e+002 2.5209e+002
           6 2.6506e+006 5.6550e+003 5.8445e+003 2.6325e+004 9.2580e+004 2.7206e+003 2.2930e+004 6.1881e+003 2.6511e-003 2.9846e+002 5.1567e+002 1.0210e+003 1.3128e+003 9.3243e+002
           7 2.9961e+006 1.0606e+004 9.7994e+005 9.5968e+004 1.1195e+005 1.0467e+005 1.6980e+004 1.7064e+004 1.3994e+004 9.7277e+002 8.2405e+001 2.6355e+002 2.8518e+002 2.4578e+002
           8 1.1190e+006 6.8040e+003 2.9098e+006 8.8751e+005 2.3021e+005 9.4102e+004 1.2472e+005 3.7071e+004 9.3264e+003 2.0537e+004 5.2682e+003 2.2623e+002 4.5467e+001 9.6322e+001
           9 1.9315e+004 7.4974e+002 1.9076e+006 1.0812e+006 2.4558e+006 5.0252e+005 1.4381e+005 1.2216e+005 6.7860e+004 9.2879e+002 1.9720e+004 1.2536e+004 3.4152e+003 5.6062e+002
          10 3.8968e+004 9.5487e+001 1.1037e+005 1.9544e+005 2.4293e+006 3.0279e+006 8.0327e+005 1.8890e+005 1.1917e+005 1.0653e+005 3.3639e+003 9.2687e+003 1.4111e+004 7.3663e+003
          11 2.7355e+002 2.9507e+001 4.3694e+004 7.7775e+003 2.0333e+005 1.7074e+006 4.1202e+006 1.0039e+006 2.8513e+005 8.6994e+004 1.4336e+005 2.8071e+004 7.6016e+000 2.9254e+003
          12 6.7424e+003 2.9443e+001 2.2164e+001 2.8440e+003 4.0601e+004 1.1656e+004 1.5935e+006 4.5644e+006 1.1620e+006 4.6548e+005 3.5683e+004 1.5500e+005 7.4634e+004 1.6774e+004
          13 3.0743e+003 2.9612e+000 8.6485e+003 5.0480e+003 4.5797e+002 2.5877e+004 1.7050e+003 1.2399e+006 5.1736e+006 1.0205e+006 7.5514e+005 3.6858e+002 9.3622e+004 7.9224e+004
          14 7.9468e+001 8.7749e+000 4.4023e+003 4.7475e+002 7.0397e+003 1.3852e+004 5.4376e+003 1.2008e+004 1.1083e+006 5.5760e+006 5.9871e+005 1.0959e+006 1.3149e+005 4.3955e+002
          15 1.5291e+003 1.2110e+001 6.9214e-002 4.8841e+002 5.6669e+003 1.0722e+002 1.9463e+004 1.6522e+003 7.7378e+003 1.1975e+006 5.7263e+006 7.4535e+004 1.0543e+006 4.4995e+005
          16 1.0207e+003 7.9315e-001 1.3961e+003 9.7654e+002 4.8546e+002 2.7555e+003 6.2259e+003 8.9708e+003 1.8657e+004 5.9058e+002 1.5884e+006 5.1282e+006 2.8063e+005 1.9244e+005
