   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11
           0 4.3928e+006 4.5784e+004 1.2094e+004 9.7022e-001 1.2211e+000 7.3353e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.4661e+005 5.3368e+006 1.1657e+005 1.0175e+005 1.5161e+003 3.1863e+002 2.4937e+001 2.6983e-001 8.3421e-002 1.9350e-002 5.4577e-003 1.7453e-003
           2 8.4586e-002 3.3846e+004 6.3217e+006 5.0469e+005 2.1243e+004 1.7948e+004 7.2810e+002 2.8364e+000 1.3329e-001 1.0419e-001 2.6695e-001 2.4838e-001
           3 4.2987e+003 4.0958e+004 3.1078e+004 6.0644e+006 1.5297e+005 5.9187e+003 7.7605e+003 1.7410e+003 1.3096e+003 7.5522e+002 4.4035e+002 2.3974e+002
           4 1.9275e+003 2.5736e+004 6.7464e+004 2.3794e+002 6.5069e+006 4.2150e+002 5.4532e+004 3.8132e+003 2.1076e+003 8.9714e+002 4.1411e+002 1.9091e+002
           5 3.8817e+002 1.7435e+001 1.5384e+004 3.5006e+004 1.1984e+005 6.0682e+006 4.9773e+005 5.3571e+003 1.1274e+003 6.4004e+001 5.1070e+000 2.9843e+001
           6 9.0171e+002 1.5096e+004 3.0779e+004 2.9789e+001 2.5171e-001 8.4113e+005 3.2486e+006 6.4208e+005 4.6985e+005 2.6433e+005 1.5147e+005 8.1518e+004
           7 5.3692e+002 1.0234e+003 7.7443e+003 5.7208e+004 1.3123e+004 1.1341e+005 2.0346e+006 4.2782e+002 1.0068e+004 2.3706e+004 2.4980e+004 1.8491e+004
           8 8.4389e+001 5.9661e+003 3.4515e+004 7.1559e+003 4.6670e+004 8.6086e+004 9.0703e+005 1.9897e+005 2.3890e+005 1.8090e+005 1.2102e+005 7.0830e+004
           9 5.7257e+002 6.1598e+003 4.1425e+003 1.6852e+004 2.2162e+004 6.7418e+004 5.7077e+005 4.6882e+005 3.8720e+005 2.1654e+005 1.1727e+005 5.9491e+004
          10 2.3480e+002 1.8301e+002 6.6571e+003 3.4956e+004 3.0239e+002 1.8668e+004 3.3921e+005 7.9943e+005 4.6656e+005 1.8183e+005 7.2257e+004 2.8633e+004
          11 7.8479e-001 1.7814e+003 1.8048e+004 1.0310e+004 2.0368e+004 4.5000e+003 1.0660e+004 1.1668e+006 4.2285e+005 8.3391e+004 1.3160e+004 1.2743e+003
          12 1.3576e+002 3.4623e+003 9.9136e+003 3.6325e+002 2.5101e+004 5.0212e+003 3.5357e+004 9.0027e+005 8.9839e+004 5.9352e+003 3.6827e+004 3.8413e+004
          13 1.9676e+002 2.0972e+003 1.0354e+003 9.5692e+003 1.0135e+004 1.7176e+004 4.5399e+003 8.1708e+005 2.0217e+003 8.7806e+004 1.1100e+005 7.7091e+004
          14 1.2301e+002 5.1535e+002 6.0612e+002 1.4477e+004 7.8761e+002 1.7660e+004 4.2675e+003 4.4179e+005 7.7031e+004 2.1140e+005 1.4343e+005 7.1718e+004
          15 4.3524e+001 6.9302e+000 3.1181e+003 1.1231e+004 7.1447e+002 1.0538e+004 9.6325e+003 8.8834e+004 1.6773e+005 1.3216e+005 4.2192e+004 9.9406e+003
          16 7.6351e+000 9.9557e+001 4.2519e+003 6.1370e+003 3.1782e+003 4.2594e+003 8.8925e+003 3.6315e+003 1.0450e+004 3.2486e+003 8.3872e+002 3.8022e+003
          17 5.9653e-002 2.4688e+002 3.7652e+003 2.6431e+003 4.3187e+003 1.1794e+003 5.9838e+003 2.3128e+004 7.5823e+004 2.1576e+004 9.1165e+003 1.5824e+003
          18 9.9437e-001 2.6113e+002 2.5313e+003 9.3011e+002 3.6716e+003 1.9469e+002 3.3516e+003 1.9994e+003 2.4128e+005 4.8468e+005 1.3382e+004 3.0219e+003
          19 1.2568e+000 1.4548e+002 1.1304e+003 2.5174e+002 1.8578e+003 1.4537e+001 1.3430e+003 4.3316e+002 1.7451e+004 8.6167e+005 7.4023e+005 1.1897e+005
