   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 2.9159e+000 4.0756e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 3.4972e+001 1.3794e-001 4.8992e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 9.5910e+001 5.3014e-002 2.0099e+001 5.9254e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 7.0966e-002 9.0813e-002 6.9295e+001 7.3690e+000 8.2897e+000 4.4917e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 1.1247e+002 4.9745e-001 1.4807e+000 7.2506e+000 5.5494e+001 6.4423e-001 1.4689e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 1.0517e+002 1.5511e-001 6.9559e+001 4.4960e+001 1.4869e+001 2.8263e+001 1.6985e+001 9.7771e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 7.8080e+000 6.8138e-002 1.1606e+002 2.7185e+001 1.6219e+001 8.3409e+001 1.0223e-001 2.5824e+001 7.1172e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 2.0207e+001 3.5946e-001 4.5413e+001 9.7862e-001 8.2330e+001 4.4337e+001 3.5871e+001 2.8190e+001 1.4225e+001 1.5892e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 6.3711e+001 2.8196e-001 6.3422e-001 7.3066e+000 8.4517e+001 2.2560e+000 8.3769e+001 2.0601e+000 4.0891e+001 1.9790e+000 4.7660e-001 0.0000e+000 0.0000e+000 0.0000e+000
          19 6.1468e+001 9.2880e-002 1.3241e+001 2.0137e+001 3.9348e+001 8.4115e+000 7.5363e+001 7.1587e+000 3.6174e+001 1.6219e+001 1.5478e-001 4.0808e-001 0.0000e+000 0.0000e+000
          20 3.4176e+001 1.2904e-002 2.9013e+001 2.0000e+001 8.8071e+000 2.4842e+001 3.8680e+001 2.4354e+001 1.5632e+001 2.4820e+001 8.1041e-001 9.7339e-001 1.8938e-001 0.0000e+000
