   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44
          10 1.9514e-023 9.8031e-022 2.5025e-021 2.1366e-020 5.5651e-020 6.7036e-019 1.1687e-017 6.9111e-017 6.5771e-016 9.4127e-015 1.3786e-013 2.8876e-012 4.0604e-011 5.7979e-010 9.0132e-009 1.4075e-007 2.3712e-006 2.0501e-005 2.4776e-004 2.6807e-003 2.6234e-002 2.0426e-001 1.6265e+000 1.0796e+001 6.6844e+001 3.7068e+002 1.6823e+003 7.1446e+003 2.6299e+004 8.2256e+004 2.2045e+005 4.9183e+005 8.8662e+005 1.2230e+006 1.1630e+006 5.8223e+005 2.9929e+004 2.3395e+005 6.6047e+005 2.0756e+005 2.3294e+005 1.3030e+006 3.3429e+005 9.7785e+004 6.5473e+003
          11 1.2471e-021 2.1296e-019 2.0475e-019 1.7763e-018 1.1253e-020 1.4915e-016 9.8628e-016 3.5147e-015 2.8174e-014 3.5512e-013 4.6086e-012 8.3927e-011 1.0817e-009 1.4149e-008 1.9925e-007 2.8001e-006 4.1462e-005 3.4232e-004 3.7207e-003 3.6158e-002 3.1637e-001 2.2510e+000 1.5874e+001 9.4391e+001 5.1380e+002 2.4687e+003 9.9348e+003 3.5966e+004 1.1097e+005 2.8784e+005 6.1589e+005 1.0481e+006 1.3313e+006 1.1095e+006 4.1886e+005 1.6829e+001 3.6260e+005 6.0312e+005 9.3166e+004 2.1036e+005 3.5434e+005 1.6357e+005 1.3592e+006 1.0218e+002 3.4800e+004
          12 7.9044e-018 1.8460e-016 7.4050e-017 7.3856e-016 1.0478e-015 7.8024e-014 1.7471e-013 1.3025e-013 8.1693e-013 1.0085e-011 1.1188e-010 1.7721e-009 2.0883e-008 2.4964e-007 3.1816e-006 4.0230e-005 5.2486e-004 4.1195e-003 4.0280e-002 3.5175e-001 2.7543e+000 1.7865e+001 1.1169e+002 5.9388e+002 2.8420e+003 1.1856e+004 4.1885e+004 1.2876e+005 3.3104e+005 6.9835e+005 1.1602e+006 1.4223e+006 1.1174e+006 3.6770e+005 3.9986e+003 4.2311e+005 5.9111e+005 6.9785e+004 2.1640e+005 3.7747e+005 9.2711e+003 2.2807e+005 4.2221e+005 5.9119e+005 2.4245e+005
          13 1.1930e-005 1.9345e-004 5.2851e-005 6.1648e-004 1.5568e-003 6.1644e-002 6.8715e-002 2.2723e-004 3.4062e-003 3.9207e-003 4.2308e-004 8.5968e-005 3.0670e-004 1.7195e-004 2.9197e-007 6.3546e-005 2.3121e-003 1.2012e-002 1.2801e-001 1.0417e+000 7.8508e+000 4.8972e+001 2.9205e+002 1.4838e+003 6.7452e+003 2.6601e+004 8.8961e+004 2.5576e+005 6.0963e+005 1.1759e+006 1.7449e+006 1.8269e+006 1.0977e+006 1.5934e+005 1.4735e+005 7.8509e+005 5.2691e+005 1.6417e+003 5.1370e+005 2.3388e+005 1.7072e+005 1.3487e+005 7.1114e+005 3.2508e+004 9.9228e+004
          14 5.1331e-016 5.5206e-015 7.4695e-016 1.3436e-014 5.5974e-014 1.0619e-012 9.5853e-014 5.0834e-012 2.6738e-011 2.0116e-010 2.1567e-009 2.9315e-008 3.1408e-007 3.4263e-006 3.9466e-005 4.4887e-004 5.1712e-003 3.8404e-002 3.3786e-001 2.6519e+000 1.8597e+001 1.0967e+002 6.0836e+002 2.8859e+003 1.2132e+004 4.3951e+004 1.3487e+005 3.4962e+005 7.3985e+005 1.2346e+006 1.5147e+006 1.1901e+006 3.9251e+005 3.6731e+003 4.3740e+005 6.2148e+005 8.6388e+004 1.8944e+005 4.0973e+005 6.4375e+001 3.4419e+005 9.4416e+003 3.5651e+004 7.5714e+005 6.0729e+004
          15 8.6114e-015 5.5930e-014 7.4940e-016 1.0471e-013 6.0274e-013 3.5820e-012 8.8026e-012 1.5537e-010 5.5347e-010 3.6724e-009 3.3962e-008 3.9740e-007 3.8621e-006 3.8307e-005 3.9824e-004 4.0720e-003 4.1507e-002 2.9024e-001 2.2973e+000 1.6209e+001 1.0185e+002 5.4455e+002 2.6806e+003 1.1313e+004 4.1699e+004 1.3090e+005 3.4491e+005 7.4534e+005 1.2707e+006 1.6048e+006 1.3177e+006 4.8304e+005 3.6979e+000 4.0968e+005 6.7843e+005 1.4058e+005 1.3595e+005 4.5618e+005 2.3126e+004 2.8829e+005 7.9737e+004 2.4243e+005 3.8915e+004 5.4577e+004 4.1636e+004
          16 4.7345e-013 2.0304e-012 5.3669e-014 3.5374e-012 2.0577e-011 2.1858e-011 9.7377e-010 5.6332e-009 1.0693e-008 5.6141e-008 4.6142e-007 4.5792e-006 4.0180e-005 3.6125e-004 3.3830e-003 3.1073e-002 2.8074e-001 1.8389e+000 1.3092e+001 8.3026e+001 4.6746e+002 2.2590e+003 9.8634e+003 3.6906e+004 1.1888e+005 3.2176e+005 7.1803e+005 1.2702e+006 1.6829e+006 1.4856e+006 6.4088e+005 1.1142e+004 3.3950e+005 7.3812e+005 2.4219e+005 6.7493e+004 4.8402e+005 9.9504e+004 1.9091e+005 2.1986e+005 9.3336e+004 1.2048e+005 2.5377e+005 1.0206e+005 9.2218e+003
          17 1.5688e-010 4.4921e-010 1.1755e-010 8.2989e-010 4.4675e-009 1.0722e-010 3.1412e-007 6.9730e-007 2.0678e-007 6.5066e-007 6.0063e-006 4.5665e-005 3.6309e-004 2.9527e-003 2.4817e-002 2.0459e-001 1.6406e+000 1.0013e+001 6.4085e+001 3.6507e+002 1.8410e+003 8.0122e+003 3.0988e+004 1.0233e+005 2.8657e+005 6.6307e+005 1.2311e+006 1.7315e+006 1.6738e+006 8.6608e+005 6.5261e+004 2.3307e+005 7.6807e+005 3.9593e+005 1.1101e+004 4.6128e+005 2.3301e+005 7.7542e+004 3.4424e+005 2.8293e+003 2.6740e+005 2.1432e+004 5.3928e+004 4.5632e+005 3.4199e+002
          18 9.2117e+000 2.2663e+001 1.0036e+001 4.3724e+001 2.3171e+002 6.3626e+001 1.6913e+004 2.4108e+004 2.8802e+001 5.5541e+002 1.2053e+003 1.6034e+002 5.6544e+000 7.7110e+001 5.7086e+001 5.2023e+000 9.2512e-001 5.9402e+001 6.6938e+001 8.9500e+002 3.3545e+003 1.5241e+004 5.5095e+004 1.7543e+005 4.6430e+005 1.0174e+006 1.7543e+006 2.2589e+006 1.8992e+006 7.4456e+005 2.0950e+003 5.1989e+005 9.6630e+005 2.6193e+005 1.2007e+005 6.3837e+005 1.1638e+005 2.4674e+005 3.1374e+005 7.4250e+004 2.5384e+005 1.1322e+005 1.2458e+004 3.3886e+005 3.0610e+004
          19 1.2287e-009 2.2291e-009 2.3023e-009 4.7804e-009 2.5811e-008 3.1953e-008 1.7926e-006 7.1723e-007 3.0856e-006 1.2292e-005 5.0815e-005 4.2545e-004 2.9200e-003 2.1235e-002 1.6054e-001 1.1845e+000 8.4391e+000 4.7728e+001 2.7437e+002 1.4027e+003 6.3291e+003 2.4707e+004 8.4437e+004 2.4467e+005 5.9114e+005 1.1541e+006 1.7388e+006 1.8522e+006 1.1507e+006 1.9339e+005 1.1267e+005 7.3502e+005 5.8732e+005 8.3323e+003 3.6747e+005 3.9800e+005 4.2953e+003 3.7707e+005 4.8458e+004 2.4031e+005 3.8477e+004 2.1260e+005 6.7464e+003 1.9771e+004 1.5672e+005
          20 5.9583e-009 5.8608e-009 2.1577e-008 1.6114e-008 1.0878e-007 3.3974e-007 5.1992e-006 9.0259e-007 6.1160e-005 1.4170e-004 5.1741e-004 3.5203e-003 2.1194e-002 1.3783e-001 9.3046e-001 6.1366e+000 3.8854e+001 2.0243e+002 1.0438e+003 4.7817e+003 1.9270e+004 6.7157e+004 2.0199e+005 5.0968e+005 1.0506e+006 1.6968e+006 1.9964e+006 1.4709e+006 4.1776e+005 2.0131e+004 6.1948e+005 7.7497e+005 1.0062e+005 2.1642e+005 5.3498e+005 3.3254e+004 2.8941e+005 2.1226e+005 9.5230e+004 2.1588e+005 8.3946e+004 7.7590e+004 1.7102e+005 1.3775e+003 1.1334e+005
          21 1.0952e-007 3.6835e-008 7.0514e-007 1.6841e-007 2.0903e-006 9.2340e-006 4.6006e-005 1.9188e-004 1.6076e-003 1.7981e-003 4.7035e-003 2.7884e-002 1.4109e-001 8.1597e-001 4.9025e+000 2.8797e+001 1.6201e+002 7.7278e+002 3.5671e+003 1.4610e+004 5.2439e+004 1.6223e+005 4.2697e+005 9.2858e+005 1.6068e+006 2.0828e+006 1.7917e+006 7.4204e+005 8.2984e+003 4.3046e+005 8.9767e+005 3.0290e+005 6.5294e+004 5.7177e+005 1.8778e+005 1.2869e+005 3.8262e+005 7.5472e+002 3.1730e+005 1.8169e+003 2.3456e+005 2.3245e+004 5.2387e+004 2.1525e+005 1.7343e+004
          22 1.8604e-005 1.8734e-008 2.1477e-004 8.1001e-006 4.4918e-004 2.1690e-003 2.4595e-003 8.2503e-002 2.5123e-001 4.5429e-002 3.3183e-002 2.8278e-001 8.4198e-001 4.4730e+000 2.3962e+001 1.2368e+002 6.1936e+002 2.6855e+003 1.1065e+004 4.0399e+004 1.2861e+005 3.5075e+005 8.0098e+005 1.4803e+006 2.0989e+006 2.0777e+006 1.1437e+006 1.2352e+005 2.1564e+005 9.0006e+005 5.8133e+005 8.0099e+001 4.7025e+005 4.1727e+005 9.4111e+003 4.2828e+005 7.8589e+004 2.2455e+005 1.3623e+005 1.5549e+005 6.2018e+004 1.7741e+005 1.2907e+004 2.9526e+002 1.8512e+005
          23 3.4619e+003 8.6727e+001 4.7360e+004 7.0507e+002 9.2183e+004 4.4563e+005 2.8215e+005 1.8440e+007 4.2897e+007 1.5805e+006 1.6825e+005 2.0657e+006 1.5234e+005 2.3324e+000 1.0153e+005 7.4118e+004 2.0392e+004 3.0204e-001 1.0282e+004 1.1994e+004 2.0188e+004 1.5501e+003 1.4982e+004 3.1567e+003 1.6293e+004 5.8466e+003 8.9486e+003 3.2391e+002 3.2087e+001 1.1228e+004 1.0678e+002 5.0300e+002 6.4046e+003 2.9156e+002 2.9313e-001 3.3613e+003 9.8181e+000 1.1584e+003 3.9075e+002 1.0712e+003 1.0656e+002 9.7586e+002 2.3892e+002 2.7320e+001 2.7010e+002
          24 2.1643e-005 1.5414e-005 4.9696e-004 2.1960e-006 8.2185e-004 3.9032e-003 7.0411e-005 1.8203e-001 1.7749e-001 1.0697e-001 4.4798e-001 1.0168e+000 5.5126e+000 2.2999e+001 1.0662e+002 4.9640e+002 2.1829e+003 8.5594e+003 3.1375e+004 1.0160e+005 2.8534e+005 6.7976e+005 1.3311e+006 2.0482e+006 2.2907e+006 1.5802e+006 3.8581e+005 4.8319e+004 7.6058e+005 8.5347e+005 9.0675e+004 2.6589e+005 6.0613e+005 4.2773e+004 3.0466e+005 2.8930e+005 5.2765e+004 3.2055e+005 9.1098e+003 2.4673e+005 3.4384e+004 9.3687e+004 1.3198e+005 4.7972e+003 1.2230e+005
          25 3.3226e-005 2.4765e-004 2.0336e-003 2.0594e-004 2.8247e-003 1.3114e-002 5.0249e-003 5.8168e-001 4.4963e-002 2.3072e+000 4.1045e+000 7.8075e+000 3.2283e+001 1.1257e+002 4.5477e+002 1.8553e+003 7.1789e+003 2.5221e+004 8.1785e+004 2.3354e+005 5.7401e+005 1.1804e+006 1.9479e+006 2.4199e+006 1.9979e+006 7.7864e+005 3.6317e+003 5.1698e+005 1.0202e+006 3.4271e+005 6.8119e+004 6.4132e+005 2.4845e+005 1.0541e+005 4.6207e+005 9.5515e+003 3.2632e+005 6.7804e+004 2.2193e+005 4.2832e+004 2.0431e+005 4.0468e+003 6.8209e+004 1.2585e+005 1.6445e+004
          26 7.0079e-005 9.5073e-003 3.4615e-002 1.1626e-002 4.1184e-002 1.9908e-001 2.8427e-001 6.7027e+000 1.8393e+000 6.3380e+001 5.2241e+001 5.8132e+001 2.0810e+002 5.3364e+002 1.8526e+003 6.5833e+003 2.2112e+004 6.9060e+004 1.9658e+005 4.9070e+005 1.0441e+006 1.8228e+006 2.4697e+006 2.3532e+006 1.2526e+006 1.2495e+005 2.5110e+005 1.0188e+006 6.8068e+005 2.1301e+003 4.9357e+005 5.2216e+005 2.3270e+002 4.4779e+005 1.7388e+005 1.5095e+005 2.8053e+005 4.6260e+004 2.3977e+005 5.3828e+004 1.1891e+005 1.3476e+005 2.3708e+003 7.0517e+003 1.5919e+005
          27 2.5176e-001 5.9967e+001 1.1701e+002 8.8604e+001 1.1758e+002 6.6263e+002 1.6777e+003 1.3339e+004 3.3547e+004 2.2345e+005 4.4220e+004 3.2201e+003 2.5130e+004 2.7754e+003 9.6929e+003 3.0925e+004 5.8346e+004 1.8647e+005 4.3625e+005 9.2948e+005 1.7195e+006 2.4330e+006 2.6358e+006 1.7225e+006 4.0775e+005 5.9741e+004 8.4747e+005 9.8258e+005 1.2991e+005 2.4595e+005 7.0315e+005 9.6271e+004 2.5566e+005 4.1525e+005 6.7136e+003 3.8329e+005 2.0378e+004 2.7797e+005 2.2528e+004 2.2873e+005 1.2241e+003 1.2767e+005 9.7769e+004 5.4100e+003 7.1570e+004
          28 6.3197e+001 1.2822e+004 2.4368e+004 1.9071e+004 2.4274e+004 1.3824e+005 3.5627e+005 2.7003e+006 7.3135e+006 4.6272e+007 8.1919e+006 3.0297e+005 3.4971e+006 1.4753e+003 3.8217e+004 1.5788e+005 3.7193e+004 2.6840e+004 6.1453e+002 1.4723e+004 1.2433e+003 4.6888e+004 8.0371e+002 2.6705e+004 3.2510e+002 3.1934e+002 6.8668e+003 2.9138e+003 3.4719e+003 3.5317e+003 9.2147e+002 3.7448e+003 4.1042e+003 4.6475e+002 5.3408e+002 4.1873e+003 4.9223e-002 7.0382e+002 5.0200e+002 1.5643e+003 4.6147e+000 6.9166e+002 4.5779e+002 1.3167e+001 3.3832e+002
          29 5.7810e-002 2.1371e+000 2.4009e+000 3.5639e+000 1.9323e+000 1.4903e+001 4.9741e+001 1.3247e+002 1.4551e+003 3.5209e+003 1.2346e+002 2.1612e+003 2.6589e+003 1.1965e+004 2.7122e+004 6.9249e+004 1.8117e+005 4.1725e+005 8.9220e+005 1.6335e+006 2.4530e+006 2.8385e+006 2.1926e+006 7.9815e+005 7.5286e+002 5.9822e+005 1.1558e+006 4.1981e+005 5.0921e+004 6.9219e+005 3.5707e+005 5.7387e+004 5.2983e+005 6.7277e+004 2.6931e+005 2.0901e+005 1.0952e+005 2.1345e+005 8.4022e+004 1.2340e+005 1.4158e+005 2.7711e+003 9.0630e+004 8.5365e+004 7.9105e+003
          30 6.8384e-001 1.1969e+001 7.8107e+000 2.1830e+001 4.4569e+000 5.9599e+001 2.2464e+002 1.3727e+002 7.5414e+003 6.1146e+003 1.0830e+004 2.4764e+004 2.3541e+004 6.7355e+004 1.1046e+005 2.2750e+005 4.9078e+005 9.3349e+005 1.6739e+006 2.5160e+006 3.0049e+006 2.5815e+006 1.1970e+006 7.5151e+004 3.5590e+005 1.1653e+006 7.5180e+005 3.7787e+003 5.1850e+005 6.2402e+005 4.6020e+003 4.3879e+005 2.9034e+005 7.5620e+004 3.9083e+005 5.8268e+001 3.2034e+005 3.6804e+003 2.5175e+005 2.7200e+003 1.6032e+005 8.4818e+004 8.6541e+002 2.3038e+004 1.1967e+005
          31 3.7476e+001 4.1957e+002 1.5329e+002 8.2237e+002 4.5707e+001 1.6307e+003 6.4055e+003 1.0157e+002 2.1380e+005 2.7123e+004 7.4177e+005 7.4614e+005 3.6666e+005 8.0192e+005 6.4249e+005 9.1024e+005 1.4992e+006 1.9670e+006 2.8473e+006 3.1818e+006 2.6730e+006 1.4189e+006 1.4358e+005 2.0660e+005 1.0890e+006 9.2675e+005 7.6741e+004 3.2383e+005 7.2317e+005 1.0028e+005 2.5778e+005 4.5174e+005 4.7558e+000 3.8572e+005 7.6784e+004 2.0910e+005 1.2768e+005 1.4805e+005 8.1093e+004 1.5892e+005 4.2893e+003 1.2825e+005 6.9369e+004 3.2931e+003 3.3106e+004
          32 1.3084e+003 1.2449e+004 3.3377e+003 2.5161e+004 5.4299e+002 4.3948e+004 1.7373e+005 3.3288e+003 5.5584e+006 6.3449e+004 2.5062e+007 1.6947e+007 4.5036e+006 8.8643e+006 2.1319e+006 1.3598e+006 1.2738e+006 1.7225e+005 1.7417e+005 2.0018e+002 1.0168e+005 1.2729e+005 3.2396e+005 5.7315e+004 3.4242e+003 9.6897e+004 1.0615e+005 2.5809e+004 3.3199e+004 7.3887e+004 1.3638e+004 4.6038e+004 3.5487e+004 1.0525e+003 5.8096e+004 4.0422e-001 3.0614e+004 1.9912e+003 3.3655e+004 6.8616e+002 1.6938e+004 1.0020e+004 3.3486e+001 4.0024e+003 3.0763e+002
          33 1.8661e+002 1.4868e+003 2.5520e+002 3.1175e+003 5.7981e+000 4.7172e+003 1.8715e+004 3.5597e+003 5.4903e+005 2.4815e+004 3.1939e+006 1.1789e+006 3.6069e+004 7.1552e+004 2.8153e+005 7.4347e+005 1.3386e+006 2.6775e+006 2.9968e+006 3.0492e+006 1.9450e+006 4.1096e+005 3.0723e+004 8.9656e+005 1.1450e+006 3.4640e+005 9.4262e+004 7.2597e+005 3.7201e+005 5.2002e+004 5.3106e+005 1.1860e+005 2.1664e+005 2.9039e+005 3.1451e+004 3.1153e+005 5.3303e+003 2.4026e+005 1.1308e+004 1.6045e+005 7.8769e+004 1.5159e+004 8.9594e+004 5.9898e+004 2.0609e+003
          34 2.2395e+002 1.3991e+003 9.1169e+001 3.1044e+003 3.8582e+001 3.8288e+003 1.5332e+004 1.0877e+004 3.6170e+005 2.1310e+005 2.8214e+006 1.8067e+005 3.6839e+005 3.9288e+005 2.1952e+006 2.8598e+006 3.3904e+006 4.1341e+006 2.9565e+006 1.6637e+006 2.8016e+005 1.4011e+005 9.2922e+005 1.3004e+006 3.1994e+005 6.8823e+004 7.5421e+005 4.4130e+005 1.4057e+004 5.2917e+005 2.0565e+005 1.0914e+005 3.9467e+005 9.4310e+001 3.0780e+005 2.5182e+004 2.4023e+005 1.8784e+004 1.9447e+005 5.1002e+001 1.3600e+005 7.0814e+004 2.0234e+002 1.9540e+004 6.9229e+004
          35 5.3824e+002 2.7719e+003 3.5242e+001 6.4701e+003 3.8854e+002 6.7359e+003 2.7685e+004 3.6053e+004 4.8943e+005 9.0593e+005 4.5624e+006 6.4981e+004 2.6951e+006 2.1295e+006 5.7198e+006 4.5882e+006 3.3929e+006 2.4520e+006 4.7578e+005 2.9321e+001 5.6000e+005 1.4210e+006 9.2050e+005 1.5411e+005 2.4696e+005 7.3952e+005 3.5148e+005 4.6519e+004 5.0937e+005 1.9203e+005 1.1515e+005 3.6165e+005 3.1866e+003 2.9924e+005 4.8043e+004 1.7312e+005 7.2768e+004 1.5446e+005 2.5854e+004 1.4422e+005 2.8187e+003 7.0158e+004 7.7357e+004 1.9322e+004 3.1250e+004
          36 7.8424e+002 3.4187e+003 1.8274e+000 8.3737e+003 1.1341e+003 7.4790e+003 3.2317e+004 6.0149e+004 3.9869e+005 1.6824e+006 4.1171e+006 1.2995e+006 5.5324e+006 2.8943e+006 5.2390e+006 1.8738e+006 3.6126e+005 1.0571e+002 8.8339e+005 1.5163e+006 1.5630e+006 6.0860e+005 1.9978e+004 5.4983e+005 9.5037e+005 1.2415e+005 1.6847e+005 6.3482e+005 1.0102e+005 1.8936e+005 4.0182e+005 3.7436e+002 3.1290e+005 6.5382e+004 2.0478e+005 9.0504e+004 1.2394e+005 7.7300e+004 1.4285e+005 9.3558e+003 1.2656e+005 3.2018e+004 7.0364e+003 3.2793e+004 6.7470e+001
          37 7.3634e+002 2.6944e+003 8.7323e+001 6.9733e+003 1.7757e+003 5.2461e+003 2.4888e+004 5.9936e+004 1.8227e+005 1.7605e+006 1.9464e+006 3.1486e+006 5.2907e+006 1.3468e+006 1.5636e+006 3.5145e+003 7.3222e+005 1.5514e+006 2.7037e+006 1.3567e+006 2.2192e+005 1.5187e+005 1.1550e+006 8.3743e+005 9.2179e+004 3.7635e+005 7.0029e+005 1.0320e+005 2.7068e+005 4.5940e+005 6.3790e+002 3.9159e+005 9.9982e+004 1.7057e+005 1.9224e+005 9.9650e+004 1.5401e+005 8.0739e+004 9.2815e+004 1.3605e+005 1.7270e+003 9.8215e+004 6.7078e+004 1.1751e+004 8.4650e+003
