   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68
           0 2.3605e+005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.5370e+003 2.4139e+005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 5.5317e+004 1.2151e+005 1.4448e+005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.8630e+004 4.4966e+005 7.6392e+005 4.3067e+004 3.3896e-027 8.6355e-026 2.1038e-024 1.2710e-023 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 9.1982e+002 4.2336e+003 6.3846e+005 1.3018e+006 1.4727e-026 1.1786e-025 1.3989e-023 2.1252e-022 8.0239e-020 6.9942e-008 6.3780e-018 3.9862e-017 3.6648e-016 2.7825e-015 6.1117e-015 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.1910e+004 1.6312e+005 3.7179e+005 1.4439e+005 1.3233e-024 1.5988e-022 9.1227e-021 4.2985e-019 4.7301e-017 7.2177e-006 7.1088e-017 3.9887e-018 9.3362e-016 1.2778e-014 2.1295e-015 7.0513e-001 7.8268e-012 4.0878e-011 2.9478e-010 2.4958e-009 4.7220e-008 4.7237e+002 1.3461e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.9585e+003 1.2813e+003 1.2056e+005 8.1996e+005 1.7034e-022 1.4402e-020 5.7871e-019 1.5503e-017 3.1816e-016 7.0875e-008 4.4897e-015 6.2610e-014 8.0252e-013 1.1887e-011 6.0666e-010 7.3444e+002 4.1802e-010 2.3071e-011 2.3935e-010 4.5756e-009 6.0720e-008 1.5720e+002 6.7544e-008 8.2144e-007 5.7574e-006 4.5053e-005 7.2520e-004 4.2690e+003 5.8814e-003 4.7090e-004 3.8859e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 2.0862e+003 8.3770e+004 4.0663e+005 1.1718e+005 5.5044e-020 3.9332e-018 1.3007e-016 2.8010e-015 4.2613e-014 3.1607e-006 5.4519e-013 5.3058e-012 4.3887e-011 3.1771e-010 2.0134e-009 1.2922e+000 1.2929e-008 7.4691e-008 4.4961e-007 3.3744e-006 7.5525e-005 1.0528e+006 8.5652e-005 9.2893e-006 1.1465e-007 4.3980e-005 8.1145e-004 3.1389e+003 2.6815e-003 1.6147e-004 4.2455e-003 3.5156e-002 3.8989e-001 2.4705e+003 4.3440e+003 2.1800e+000 1.0875e+000 8.3596e-001 5.7680e-001 4.7961e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 5.6150e+003 7.0428e+004 6.0499e+004 1.3667e+005 2.5080e-017 1.5483e-015 4.4249e-014 8.2322e-013 1.1020e-011 2.1060e-006 1.1272e-010 9.4115e-010 6.5296e-009 3.8913e-008 1.9737e-007 1.6027e+002 9.9224e-007 4.1634e-006 1.6184e-005 5.9021e-005 1.9528e-004 6.5249e+003 7.7546e-004 2.5688e-003 9.3755e-003 4.2512e-002 4.2242e-001 1.8808e+006 2.2973e+000 1.4918e-001 2.3464e-002 6.0434e-003 3.6627e-001 2.0692e+003 3.5955e+003 7.2698e-001 6.7993e-004 1.2217e+000 1.3901e+001 2.8862e+002 4.7045e+003 4.9918e+002 1.5343e+002 1.1922e+002 1.3046e+002 1.7139e+002 2.0483e+002 1.1435e+002 2.0817e+001 7.1126e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.6608e+003 2.8380e+003 5.4627e+004 3.7341e+005 1.5940e-012 6.7986e-011 1.3444e-009 1.7270e-008 1.5898e-007 7.8924e-007 1.1240e-006 6.4464e-006 3.0767e-005 1.2624e-004 4.5370e-004 2.5223e+002 1.4455e-003 4.1912e-003 1.1067e-002 2.7199e-002 6.1804e-002 9.0194e+004 1.3974e-001 2.8979e-001 5.8361e-001 1.1497e+000 2.1929e+000 1.1932e+004 5.2337e+000 9.9610e+000 2.2244e+001 6.0083e+001 2.7125e+002 7.4202e+005 1.2775e+006 2.6758e+002 4.5247e+001 4.2612e+000 1.1179e+001 4.5553e+002 6.9146e+003 5.8122e+002 8.5130e+001 1.2285e+001 4.6566e+000 1.1937e+002 5.9843e+002 1.0911e+003 9.1425e+002 6.6260e+002 5.2279e+002 4.4478e+002 3.8992e+002 3.3295e+002 2.5855e+002 1.6982e+002 8.8354e+001 3.3587e+001 7.6214e+000 4.1525e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
