   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23
           0 1.0536e+007 4.6049e+007 8.6665e+007 9.2568e+007 6.2100e+007 2.7277e+007 7.9112e+006 1.4862e+006 1.7132e+005 1.0762e+004 2.6105e+002 1.3682e-001 4.9756e+000 4.8064e+000 1.1130e+000 3.8531e-001 6.5582e-001 2.1840e-001 1.0230e-001 2.6857e-001 8.7045e-002 2.7027e-003 3.1189e-003 8.5111e-004
           1 2.8197e+007 6.4493e+007 3.7122e+007 7.8523e+004 3.2166e+007 7.2750e+007 6.1000e+007 2.7043e+007 6.8581e+006 9.7610e+005 6.9349e+004 1.7051e+003 1.4547e-001 3.6535e+000 2.5824e+000 1.9192e+000 2.9218e-002 6.3453e-001 2.3779e-003 2.4283e-001 1.0755e-001 3.9265e-003 3.5909e-003 1.0027e-003
           2 4.3423e+007 4.4758e+007 5.1514e+005 2.9867e+007 3.4013e+007 1.8815e+005 3.2936e+007 7.0185e+007 5.0350e+007 1.7402e+007 3.0302e+006 2.3598e+005 5.0211e+003 6.5072e+000 6.7358e+000 9.2105e-001 1.3637e+000 1.8673e-001 3.7013e-001 2.8959e-002 1.9049e-001 7.9366e-002 1.0886e-002 3.9840e-004
           3 5.0884e+007 1.7376e+007 1.1018e+007 3.1559e+007 6.0034e+004 3.0345e+007 2.1894e+007 2.5520e+006 5.1257e+007 6.6870e+007 3.2102e+007 6.7806e+006 5.5824e+005 8.4981e+003 1.5897e+002 1.2998e+001 8.9485e-002 1.9716e+000 1.3549e-001 6.2173e-001 7.7521e-003 9.7469e-002 9.2807e-002 1.0350e-002
           4 5.0629e+007 2.1896e+006 2.6501e+007 7.7171e+006 1.5846e+007 1.9503e+007 3.6517e+006 3.4319e+007 4.8070e+006 2.2979e+007 7.0227e+007 4.8241e+007 1.2230e+007 1.0107e+006 7.1657e+003 1.0228e+003 6.3793e+000 5.8779e-002 5.5706e+000 1.3268e-001 9.2281e-001 5.1976e-001 6.7164e-002 2.1301e-003
           5 4.5292e+007 6.8380e+005 2.6502e+007 2.6831e+005 2.4473e+007 1.2068e+005 2.4528e+007 3.9348e+006 2.0262e+007 2.1749e+007 4.0299e+006 6.1534e+007 6.3032e+007 1.8862e+007 1.4447e+006 5.5151e+002 3.1837e+003 4.4535e+001 1.3352e+000 9.2186e+000 1.5991e+000 5.9010e-003 1.0996e-001 1.4865e-002
           6 3.7705e+007 6.4970e+006 1.6333e+007 8.5948e+006 1.2502e+007 8.8995e+006 1.3408e+007 7.3719e+006 1.8858e+007 3.3461e+006 3.0902e+007 3.5838e+005 4.6645e+007 7.5018e+007 2.5754e+007 1.5947e+006 1.2703e+004 4.8476e+003 6.9985e+002 2.2321e+001 4.9709e+000 5.9935e+000 1.9190e+000 1.5215e-001
           7 2.9874e+007 1.3585e+007 6.0944e+006 1.6928e+007 1.4355e+006 1.8102e+007 3.1835e+005 1.9323e+007 1.9893e+005 2.1806e+007 9.2918e+005 2.6196e+007 7.0121e+006 3.1754e+007 8.4550e+007 3.1671e+007 1.2075e+006 1.0388e+005 1.2929e+003 2.0894e+003 5.6811e+002 7.3429e+001 4.4841e+000 9.5258e-002
           8 2.2874e+007 1.8745e+007 7.4274e+005 1.8002e+007 1.0126e+006 1.4007e+007 4.5869e+006 1.0510e+007 8.2520e+006 8.7358e+006 1.1463e+007 9.4594e+006 1.4628e+007 1.5968e+007 2.0625e+007 9.3378e+007 3.5012e+007 3.7493e+005 2.9944e+005 8.6676e+003 7.0223e+002 1.2775e+003 5.5227e+002 5.0963e+001
           9 1.7115e+007 2.1147e+007 2.9614e+005 1.3443e+007 6.6099e+006 5.0840e+006 1.2462e+007 7.5877e+005 1.5282e+007 1.0250e+005 1.6275e+007 1.6992e+006 1.7422e+007 4.8077e+006 2.1882e+007 1.4321e+007 1.0378e+008 3.3533e+007 8.1522e+004 3.8107e+005 9.7059e+004 1.0430e+004 6.0608e+002 1.3302e+001
