   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21
           0 6.5057e+006 2.4212e+003 1.4576e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 3.9763e+003 6.4680e+006 5.2650e+003 6.2560e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 9.0420e-002 9.1374e+003 6.4205e+006 8.2790e+003 2.4044e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 8.5144e-001 5.3407e-001 1.4775e+004 6.3967e+006 9.7756e+003 8.7341e+001 1.2659e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 3.2944e+000 1.2047e+001 9.4116e+001 1.4712e+004 6.4288e+006 9.6146e+003 1.8903e+002 1.9412e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 7.2144e-002 1.1640e-001 1.0135e+002 8.6369e+002 1.0394e+004 6.4490e+006 1.2062e+004 1.9705e+002 1.9445e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 3.1142e+000 1.6179e-001 4.6907e+000 8.3895e+001 1.2315e+003 1.5451e+004 6.3495e+006 1.8334e+004 2.7283e+002 2.5276e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 9.0706e-003 8.9088e+000 1.1292e+001 1.6916e+002 1.5741e+002 7.2622e+001 3.5088e+004 6.2608e+006 1.7838e+004 6.8369e+002 6.1585e+000 5.0892e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 2.4050e+000 1.6755e-001 2.8958e+000 4.8698e+000 3.1614e+002 5.8495e+002 3.3005e+001 3.4282e+004 6.2657e+006 1.5641e+004 1.1610e+003 1.9427e+001 9.5961e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.1223e-001 1.4622e+000 3.5109e+000 1.8673e+001 1.6482e+002 3.9348e+001 7.2248e-001 1.2977e+003 2.9833e+004 6.2372e+006 1.2321e+004 1.9494e+003 5.9586e+001 8.0901e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 6.5136e-001 5.4865e-002 5.8100e-001 9.6552e-001 2.0676e+000 3.0498e+002 2.4981e+002 2.5044e+001 2.0291e+003 2.5585e+004 6.2248e+006 7.8916e+003 2.8633e+003 1.4707e+002 4.7971e+000 5.2375e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 2.0895e-001 4.8521e-002 8.2795e-002 9.2294e+000 1.0216e+002 3.3814e+002 3.1961e+001 1.9952e-001 1.0711e+000 3.6484e+003 1.9952e+004 6.1998e+006 2.3711e+003 4.0711e+003 3.6826e+002 2.2979e+001 1.0782e+000 2.4769e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 2.0130e-001 1.8688e-001 3.2935e-001 1.3422e+001 2.7531e+001 7.7927e-001 1.5103e+002 6.0149e+001 1.0072e+001 5.5457e+001 4.6655e+003 1.0229e+004 6.1858e+006 6.1425e+001 5.0989e+003 8.1659e+002 8.9125e+001 8.6428e+000 9.8858e-001 1.2890e-001 1.8180e-002 2.8022e-003
          13 6.7411e-001 8.8320e-001 1.8961e+000 9.3721e-001 1.1441e+001 1.0901e+002 2.8006e+002 1.7060e-002 2.9134e+001 2.5827e+001 1.3249e+002 6.6818e+003 2.3058e+003 6.1611e+006 8.3063e+003 4.8521e+003 1.5594e+003 3.0026e+002 5.4454e+001 1.1723e+001 2.8514e+000 6.0291e-001
          14 2.6425e-001 5.0407e-001 1.8680e+000 3.1745e+000 4.3294e+001 1.0410e+002 9.3584e+001 3.9648e+001 2.0627e+001 5.7160e+000 9.6745e+000 4.0306e+002 8.9354e+003 1.0513e+003 6.0988e+006 4.1925e+004 2.6057e+003 2.3081e+003 7.7855e+002 2.3170e+002 6.7061e+001 1.5198e+001
          15 1.8126e-003 1.0478e-002 5.2849e-001 6.9441e+000 2.0981e+001 2.1117e+001 2.1060e-001 9.1901e+001 1.2728e+000 2.1126e-001 5.6417e+000 1.7689e+000 8.0494e+002 1.0543e+004 2.0068e+004 5.9704e+006 1.2378e+005 3.6068e+000 1.8113e+003 1.1883e+003 4.6289e+002 1.1546e+002
          16 2.0620e-001 1.4237e-001 4.2701e-003 3.8483e+000 1.6389e+000 1.1226e+000 5.4304e+001 8.5297e+001 1.7504e+001 1.0811e+001 4.4278e+000 6.4329e+000 2.1054e+001 1.3751e+003 1.2325e+004 8.1221e+004 5.7122e+006 2.8281e+005 9.2408e+003 1.9631e+000 2.6435e+002 1.1054e+002
          17 3.5156e-001 2.8901e-001 7.6957e-002 7.6416e-001 9.7972e-001 2.1375e+001 8.8799e+001 3.3072e+001 6.9117e+001 6.7063e+000 9.7293e-001 1.2734e+001 2.0361e+000 1.0980e+002 2.1912e+003 1.4003e+004 2.2454e+005 5.2262e+006 5.2770e+005 6.1985e+004 8.5492e+003 1.3198e+003
          18 2.7479e-001 2.0669e-001 9.9863e-002 4.2600e-003 3.6609e+000 3.4810e+001 6.6139e+001 2.3922e+000 8.4126e+001 8.7619e-003 7.3550e+000 4.1753e+000 1.6452e+001 8.5014e+000 3.5211e+002 3.1889e+003 1.4786e+004 5.1493e+005 4.3979e+006 7.7497e+005 1.6015e+005 3.1534e+004
          19 1.3608e-001 7.9432e-002 4.4117e-002 1.0317e-001 3.8927e+000 3.0875e+001 3.1841e+001 2.0022e+000 5.8426e+001 4.9539e+000 5.1995e+000 4.9594e-001 1.1219e+001 2.8453e+000 7.3300e+001 7.0414e+002 4.1914e+003 1.3832e+004 1.0417e+006 3.1440e+006 7.4898e+005 1.5659e+005
          20 4.7893e-002 1.7019e-002 8.7339e-003 1.6281e-001 2.6824e+000 1.9412e+001 1.1306e+001 6.8987e+000 2.9104e+001 8.9564e+000 1.5227e+000 1.5948e-002 4.1923e+000 6.6181e+000 7.8860e+000 2.2417e+002 1.1118e+003 4.7915e+003 9.2612e+003 1.9020e+006 1.5259e+006 3.2614e+005
          21 1.2498e-002 1.8517e-003 6.1493e-004 1.0094e-001 1.2677e+000 8.5875e+000 3.0860e+000 5.6263e+000 1.0779e+001 6.4009e+000 2.4565e-001 1.5871e-003 1.2877e+000 3.4832e+000 3.8815e-001 5.9625e+001 3.6582e+002 1.4089e+003 4.1282e+003 1.6297e+003 3.2294e+006 4.8873e+005
