   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 4.4080e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.3059e+005 2.7155e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.3689e+004 8.9559e+004 1.5709e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 7.8707e+004 1.6007e+004 8.3203e+004 1.0633e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 2.6802e+005 3.0573e+004 4.7039e+004 7.7759e+004 6.7374e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 2.1060e+005 1.4696e+005 2.1412e+002 6.8875e+004 6.1914e+004 3.9366e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 3.2771e+004 1.5509e+005 6.2333e+004 5.6394e+003 7.1314e+004 4.6180e+004 2.2771e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 2.4544e+004 5.6536e+004 1.3857e+005 2.6549e+004 1.7175e+004 6.8719e+004 3.4303e+004 1.3244e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.7212e+005 3.1514e+001 1.2804e+005 1.1482e+005 5.2408e+003 3.2393e+004 6.4209e+004 2.4842e+004 7.5160e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 2.7355e+005 4.3466e+004 5.5501e+004 1.6285e+005 6.2675e+004 5.3586e+002 4.6019e+004 5.5635e+004 1.6957e+004 4.1153e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 2.3308e+005 1.1828e+005 4.1397e+003 1.2698e+005 1.2429e+005 1.8740e+004 1.0084e+004 5.1610e+004 4.4119e+004 1.0841e+004 2.2227e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 1.1639e+005 1.4832e+005 9.9134e+003 5.4785e+004 1.3320e+005 6.6650e+004 1.3158e+003 2.2478e+004 4.9485e+004 3.2659e+004 6.5468e+003 1.2594e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 2.4284e+004 1.2052e+005 4.9194e+004 6.8933e+003 9.3162e+004 1.0055e+005 2.5547e+004 1.6639e+003 3.0966e+004 4.2724e+004 2.2821e+004 3.6606e+003 8.2728e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 5.4716e+002 6.7690e+004 8.4302e+004 3.4456e+003 4.2321e+004 1.0027e+005 5.9376e+004 4.7357e+003 9.5339e+003 3.4352e+004 3.3821e+004 1.5026e+004 1.8117e+003 6.6604e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 2.7575e+004 2.3893e+004 9.5587e+004 2.8469e+004 9.2095e+003 7.5609e+004 7.9418e+004 2.4024e+004 1.2084e+002 1.8228e+004 3.2516e+004 2.4563e+004 9.0555e+003 7.4467e+002 7.4372e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 6.7223e+004 2.9973e+003 8.4495e+004 5.6569e+004 3.8539e+000 4.5051e+004 7.9607e+004 4.3415e+004 3.9870e+003 5.3696e+003 2.3259e+004 2.6412e+004 1.6082e+004 4.8513e+003 1.9600e+002 1.2403e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          17 9.1229e+004 5.7523e+002 6.1828e+004 7.0631e+004 5.5742e+003 2.0934e+004 6.5145e+004 5.2286e+004 1.2976e+004 2.8582e+002 1.2486e+004 2.2158e+004 1.8312e+004 9.0707e+003 2.1351e+003 8.0204e+000 2.7558e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          18 8.9668e+004 5.3032e+003 3.8496e+004 6.6205e+004 1.3212e+004 7.2963e+003 4.4901e+004 4.8181e+004 1.8759e+004 5.4325e+002 5.0818e+003 1.4900e+004 1.6040e+004 1.0156e+004 4.0669e+003 6.3170e+002 1.8252e+001 4.9975e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          19 6.5982e+004 7.7197e+003 2.0214e+004 4.7301e+004 1.4387e+004 1.8341e+003 2.5662e+004 3.4102e+004 1.7042e+004 1.7313e+003 1.5794e+003 8.1242e+003 1.0762e+004 8.0842e+003 4.0076e+003 1.2100e+003 3.2601e+001 8.0587e-002 3.4776e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          20 4.5367e+004 7.2668e+003 1.1045e+004 3.1946e+004 1.2083e+004 4.2045e+002 1.4923e+004 2.2903e+004 1.3178e+004 2.0593e+003 4.9150e+002 4.5202e+003 6.9215e+003 5.7841e+003 3.2139e+003 1.1986e+003 1.7401e+002 2.1353e+001 1.8241e+002 4.3156e+001 0.0000e+000 0.0000e+000 0.0000e+000
          21 3.3470e+004 6.4665e+003 6.8589e+003 2.3278e+004 1.0101e+004 7.8133e+001 9.7336e+003 1.6623e+004 1.0498e+004 2.0635e+003 1.5971e+002 2.8355e+003 4.8536e+003 4.3630e+003 2.6097e+003 1.0893e+003 2.5379e+002 3.9988e+000 1.9493e+001 1.5253e+002 7.1291e-001 0.0000e+000 0.0000e+000
          22 2.3263e+004 5.0716e+003 4.1877e+003 1.6037e+004 7.6262e+003 5.0901e+000 6.1759e+003 1.1420e+004 7.6871e+003 1.7359e+003 4.5680e+001 1.7412e+003 3.2475e+003 3.0724e+003 1.9311e+003 8.6392e+002 2.4768e+002 6.4626e-001 3.5443e-002 1.2058e+002 1.5698e+001 9.4459e-006 0.0000e+000
          23 1.4119e+004 3.3163e+003 2.3257e+003 9.6777e+003 4.8750e+003 6.8903e-001 3.5242e+003 6.8778e+003 4.8232e+003 1.1828e+003 1.1139e+001 9.6992e+002 1.9207e+003 1.8788e+003 1.2184e+003 5.6820e+002 1.8056e+002 4.6241e+000 2.4881e+000 6.0344e+001 2.4915e+001 2.4032e-001 0.0000e+000
          24 5.9848e+003 1.4610e+003 9.3874e+002 4.0896e+003 2.1232e+003 2.0695e+000 1.4443e+003 2.9034e+003 2.0806e+003 5.3195e+002 2.2512e+000 3.9202e+002 8.0274e+002 7.9936e+002 5.2694e+002 2.5098e+002 8.3629e+001 3.8542e+000 1.9011e+000 2.1068e+001 1.4676e+001 4.5677e-001 4.1028e-005
