   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16
           0 5.5366e+004 1.7882e+004 2.3314e+003 1.1372e+004 7.9083e+004 9.7692e+004 2.5220e+004 2.8751e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 6.8984e+006 2.2213e+005 1.5157e+003 2.0543e+001 8.1490e+002 2.3856e+003 1.2223e+003 5.8096e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.5458e+005 1.0536e+006 2.7185e+005 1.1180e+004 1.2137e+003 5.6885e+003 5.0226e+004 2.9642e+004 1.0204e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 3.2138e+005 3.7363e+006 1.2255e+005 4.0845e+003 7.8233e+002 1.5693e+003 1.3300e+004 3.6559e+004 6.7353e+003 5.6897e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.2327e+004 1.4163e+006 7.1822e+005 1.8969e+005 3.2680e+003 8.8402e+003 9.0330e+003 1.4483e+004 4.6455e+004 5.6614e+003 2.2933e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 3.3256e+003 4.9061e+005 2.3936e+006 1.4588e+004 3.0666e+004 1.1969e+003 1.0712e+004 1.0828e+004 1.5008e+004 3.6349e+004 2.2250e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 8.0332e+002 6.1155e+004 1.7298e+006 4.4611e+005 9.3895e+004 1.0515e-002 1.0303e+003 8.4283e+003 1.5758e+004 1.3660e+004 3.2435e+004 1.2093e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 3.9936e+002 5.3533e+003 6.7280e+005 1.4132e+006 4.7218e+002 3.4434e+004 2.1955e+003 6.6263e+003 3.0922e+003 1.8875e+004 8.4110e+003 2.5476e+004 7.2535e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.4966e+002 9.9585e+002 1.5180e+005 1.4447e+006 1.8924e+005 5.1859e+004 4.4832e+002 1.8304e+002 1.0672e+004 1.0151e+002 2.0081e+004 3.2012e+003 1.8456e+004 5.0464e+002 0.0000e+000 0.0000e+000 0.0000e+000
           9 3.2105e+001 7.4468e+002 2.1341e+004 8.3591e+005 5.0340e+005 7.5011e+003 1.3035e+004 1.6283e+003 2.3387e+003 6.9927e+003 1.9308e+003 1.6314e+004 3.3480e+001 1.0728e+004 4.3690e+002 0.0000e+000 0.0000e+000
          10 3.8544e+000 5.4989e+002 2.2313e+003 3.3643e+005 4.6860e+005 3.6140e+003 1.6450e+004 2.0768e+002 1.7840e+000 5.2481e+003 4.4043e+002 6.5624e+003 5.3828e+003 1.8210e+003 2.9099e+003 3.1188e+002 5.2512e-004
