   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 7.2680e+006 2.7186e+007 4.1764e+007 3.4223e+007 1.6164e+007 4.3953e+006 6.3582e+005 3.7959e+004 2.2495e+002 6.3996e+001 6.8722e+000 3.1486e-003 2.1336e-002 4.8381e-003 1.6840e-004 2.2354e-003 4.4615e-004 6.9503e-007 8.1396e-006
           1 1.7445e+007 3.2504e+007 1.2094e+007 7.9985e+005 1.7472e+007 2.1987e+007 1.0226e+007 2.0144e+006 1.2533e+005 7.1521e-002 9.7287e+002 5.2593e+001 7.7703e-001 3.8332e-001 2.4035e-002 7.0833e-003 7.4823e-003 9.5357e-003 1.3165e-003
           2 2.4530e+007 1.9129e+007 1.3870e+005 1.6533e+007 9.4355e+006 7.0991e+005 1.2950e+007 1.2139e+007 3.2776e+006 1.7954e+005 6.1364e+003 6.4157e+003 1.4260e+002 1.6583e+001 3.4910e-001 2.3298e-007 2.4301e-003 4.6470e-003 1.7162e-003
           3 2.6671e+007 5.9611e+006 8.0643e+006 1.1972e+007 5.3867e+005 1.2979e+007 3.3597e+006 2.8317e+006 9.1141e+006 3.4466e+006 1.0156e+005 6.9068e+004 2.4717e+004 4.0475e+001 1.1478e+002 5.3174e+000 1.2129e-001 5.3402e-003 4.0973e-003
           4 5.5697e-032 1.4653e-033 2.9558e-032 5.6431e-033 1.7722e-032 1.3868e-032 4.8728e-033 2.0431e-032 1.0361e-033 6.6574e-033 4.8074e-033 3.7733e-033 4.6846e-031 9.5283e-029 1.2662e-025 1.3256e-019 1.6332e-011 1.3868e+001 4.9757e+007
           5 2.7932e-019 4.1684e-021 1.5306e-019 1.9563e-020 1.0016e-019 5.5232e-020 3.7483e-020 9.4905e-020 4.0544e-022 4.7562e-020 2.6282e-020 1.1737e-023 3.8306e-021 6.4101e-022 2.7749e-023 3.3806e-018 3.2698e-010 9.7848e+001 5.8601e+007
           6 3.8423e-029 3.4211e-031 2.1436e-029 1.9746e-030 1.4765e-029 6.2763e-030 6.5086e-030 1.2042e-029 3.5811e-032 7.7490e-030 3.4909e-030 5.0789e-031 5.5000e-029 1.2087e-026 1.3443e-023 1.0410e-017 8.4648e-010 1.2106e+002 9.5056e+006
           7 6.7871e-028 5.8786e-031 3.8964e-028 1.2616e-029 2.9490e-028 6.1865e-029 1.7221e-028 1.5939e-028 2.3571e-029 1.6860e-028 4.0322e-029 3.5602e-029 4.4151e-027 7.2064e-025 6.5940e-022 3.7688e-016 2.0314e-008 4.9890e+002 2.9165e+007
           8 4.1644e-026 4.5540e-029 2.4161e-026 9.5220e-029 1.9451e-026 1.5924e-027 1.3644e-026 6.2597e-027 4.3282e-027 1.0246e-026 7.7639e-028 1.1137e-027 2.1680e-025 2.8079e-023 2.0961e-020 8.8000e-015 3.1520e-007 1.3775e+003 1.3367e+007
           9 4.5214e-024 3.9852e-026 2.6090e-024 6.8595e-027 2.1781e-024 3.4288e-026 1.7297e-024 3.4229e-025 8.4976e-025 9.0640e-025 1.7647e-032 9.3918e-028 8.4981e-024 8.2787e-022 4.9273e-019 1.5056e-013 3.5772e-006 2.9311e+003 2.4904e+007
          10 1.8342e-021 4.2546e-023 1.0375e-021 2.7368e-023 8.7860e-022 6.9332e-025 7.5707e-022 4.3979e-023 4.8602e-022 2.4204e-022 3.7179e-023 3.4390e-023 3.9784e-022 2.0545e-020 8.8101e-018 1.9454e-012 3.0775e-005 5.2856e+003 1.5275e+007
          11 2.7500e-010 8.7007e-012 1.5349e-010 6.8947e-012 1.2999e-010 1.2059e-012 1.1495e-010 2.7334e-012 8.0596e-011 2.7513e-011 1.1353e-011 1.0101e-011 5.9165e-012 1.3916e-011 8.0796e-013 5.2862e-012 9.8215e-005 8.7211e+003 2.2169e+007
          12 4.9688e-020 2.1674e-021 2.7182e-020 2.0252e-021 2.2902e-020 7.4760e-022 2.0746e-020 4.9827e-023 1.5905e-020 3.1719e-021 3.6928e-021 2.9165e-021 1.1220e-021 2.8072e-019 1.2934e-016 2.0531e-011 2.1649e-004 8.8608e+003 2.2912e+007
