   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11
           0 5.3434e+001 1.2452e+004 1.9266e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.1308e+001 1.1528e+002 3.8923e+003 9.5472e+003 2.1895e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.3262e+003 8.9599e+002 2.8739e+000 8.1467e+001 5.0164e+003 5.2820e+003 3.6625e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 4.7482e+004 5.4779e+002 2.3578e+004 6.9006e+002 9.8442e+002 1.3164e+003 4.2197e+003 3.1045e+003 3.6810e+002 4.7440e-004 0.0000e+000 0.0000e+000
           4 4.5535e+005 1.6230e+002 9.6804e+004 1.5790e+004 1.3920e+004 1.3054e+002 1.1056e+003 2.2694e+003 3.5746e+003 2.2233e+003 5.5713e+002 5.0197e+001
           5 1.8476e+006 6.7576e+003 3.1120e+004 6.4850e+004 8.4135e+003 1.9902e+004 1.6798e+002 6.4036e+002 9.2426e+002 1.8239e+003 2.3782e+003 1.7126e+003
           6 3.2944e+006 2.2342e+004 2.9036e+005 5.4399e+002 1.5875e+005 4.2055e+003 3.5248e+004 3.2580e+003 3.7222e+002 7.7722e+002 7.2866e+002 8.2131e+002
           7 2.1683e+006 2.2974e+004 2.1511e+006 6.1349e+005 1.3605e+003 1.8403e+005 3.9460e+001 3.7905e+004 1.1247e+004 1.0999e+002 4.4106e+002 4.9033e+002
           8 2.3186e+005 5.5802e+003 2.5815e+006 1.6835e+006 1.3584e+006 2.3781e+003 2.6000e+005 4.5261e+003 3.5118e+004 2.3884e+004 3.7953e+003 6.7293e+001
           9 3.6297e+004 1.9989e+001 4.6760e+005 7.3367e+005 3.3877e+006 2.0015e+006 2.1892e+003 3.0814e+005 2.3615e+004 1.9358e+004 3.0949e+004 1.3461e+004
          10 6.3434e+003 2.2512e+002 2.3340e+004 1.3946e+003 9.4063e+005 3.3386e+006 2.8652e+006 3.4520e+001 3.7059e+005 7.4216e+004 1.5773e+003 1.9448e+004
          11 1.3575e+004 5.4693e+001 7.8007e+003 1.8497e+004 1.3204e+004 3.7709e+005 3.8558e+006 3.3066e+006 1.5852e+004 3.8252e+005 1.6524e+005 1.4226e+004
          12 7.8676e+002 4.7591e+000 1.4410e+004 6.0812e+003 7.7794e+003 4.6865e+004 2.0256e+005 3.8905e+006 3.6411e+006 1.5138e+005 2.7153e+005 2.5231e+005
          13 2.1144e+003 4.6377e+001 1.6161e+003 9.7748e+001 1.7084e+004 3.7340e+003 4.0225e+004 1.1235e+005 4.1779e+006 3.3089e+006 6.1643e+005 3.6663e+004
          14 2.8907e+003 1.4726e+001 1.1189e+003 2.4145e+003 3.7699e+003 4.5139e+003 2.3285e+004 1.0809e+004 1.1788e+005 4.7129e+006 2.0574e+006 1.3979e+006
          15 6.2329e+002 6.9981e-001 2.8663e+003 1.5237e+003 1.6061e+002 8.1403e+003 3.4942e+002 3.2723e+004 9.1866e+002 2.7303e+005 5.2395e+006 3.0686e+005
          16 3.6224e+001 9.2905e+000 1.4634e+003 1.8289e+002 2.0957e+003 3.3031e+003 3.0633e+003 8.2195e+003 2.7642e+004 4.0538e+004 8.0849e+005 4.5058e+006
          17 5.6588e+002 8.9379e+000 1.4765e+002 6.4045e+001 2.1450e+003 2.4492e+002 5.1069e+003 1.9198e+002 1.4641e+004 2.0697e+004 2.1723e+005 2.0334e+006
          18 7.4019e+002 4.0915e+000 8.8110e+001 3.6206e+002 9.0713e+002 2.1350e+002 3.3800e+003 9.6077e+002 4.8578e+003 1.1390e+004 3.1113e+004 8.8653e+005
          19 4.6944e+002 9.3730e-001 4.2765e+002 4.1787e+002 1.2283e+002 7.9602e+002 1.1459e+003 2.4470e+003 6.4316e+002 8.1560e+003 3.6447e+003 1.5190e+005
          20 1.7591e+002 1.7304e-002 5.2878e+002 2.7141e+002 8.6930e+000 8.7386e+002 1.4917e+002 2.3699e+003 3.7171e+001 3.8449e+003 6.3309e+003 3.0069e+003
          21 3.5111e+001 1.6233e-001 4.0723e+002 1.2339e+002 1.0573e+002 6.2317e+002 2.4253e+000 1.5575e+003 4.4476e+002 1.2310e+003 4.2850e+003 5.9119e+003
          22 1.3739e+000 4.1079e-001 2.4086e+002 4.3070e+001 1.5079e+002 3.5049e+002 6.2491e+001 8.3135e+002 6.0359e+002 3.0303e+002 2.3514e+003 2.4521e+003
          23 8.9870e-001 3.8558e-001 1.1315e+002 1.2117e+001 1.1284e+002 1.5960e+002 7.6214e+001 3.6766e+002 4.4140e+002 5.7264e+001 1.1198e+003 1.2729e+003
          24 1.1696e+000 1.6826e-001 3.6353e+001 2.7510e+000 4.4876e+001 5.0511e+001 3.5486e+001 1.1491e+002 1.7428e+002 9.0110e+000 3.6704e+002 4.5227e+002
