   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36
           0 4.8318e+006 6.4316e+006 2.4135e+006 4.6899e+005 8.7016e+004 3.5438e+004 2.2632e+004 1.0146e+004 1.9399e+003 6.4150e+000 2.3037e+002 2.1203e+002 3.5735e+001 5.8244e+000 4.7801e+001 5.4361e+001 2.8392e+001 6.3299e+000 1.6162e-002 1.7738e+000 3.4874e+000 3.0507e+000 1.6692e+000 5.8428e-001 1.0380e-001 8.1791e-004 1.4172e-002 2.4809e-002 1.7582e-002 7.0303e-003 1.4385e-003 6.8575e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 3.5907e+005 7.4467e+005 1.9563e+006 4.5604e+006 1.7581e+006 1.3642e+005 3.1439e+003 1.6356e+003 1.0946e+004 3.3143e+004 2.4517e+004 5.9271e+003 1.1007e-002 1.9864e+003 2.8875e+003 1.5894e+003 3.1964e+002 2.2151e+000 1.7810e+002 3.0243e+002 2.4846e+002 1.2591e+002 3.6740e+001 2.9373e+000 1.4901e+000 7.4669e+000 9.8016e+000 7.9801e+000 4.7863e+000 2.2236e+000 8.0003e-001 2.1385e-001 3.8076e-002 3.2824e-003 6.9567e-006 9.1387e-005 3.9644e-005
           2 5.0401e+006 2.5400e+006 2.7217e+004 1.9863e+005 1.8626e+006 2.5246e+006 1.1820e+006 1.7868e+005 4.6933e-003 1.3289e+004 2.3807e+003 3.0515e+003 1.3259e+004 1.3273e+004 5.8311e+003 7.4178e+002 1.4132e+002 1.0846e+003 1.3774e+003 9.0866e+002 3.3787e+002 4.4560e+001 5.0882e+000 5.6941e+001 9.1108e+001 8.4235e+001 5.5827e+001 2.7920e+001 1.0222e+001 2.3197e+000 1.3065e-001 1.0501e-001 4.0710e-001 4.9244e-001 3.8276e-001 2.0156e-001 5.3808e-002
           3 8.0706e+003 1.7816e+006 4.4752e+005 3.2638e+004 1.2727e+005 1.0350e+006 2.0522e+006 1.6972e+006 6.8796e+005 1.1657e+005 1.0454e+003 5.5179e+003 2.4815e+003 3.6930e+002 5.5614e+003 8.9050e+003 6.7591e+003 2.7609e+003 3.9521e+002 3.8423e+001 4.7554e+002 7.4686e+002 6.4606e+002 3.7348e+002 1.4082e+002 2.4720e+001 1.1618e-001 1.4260e+001 3.0301e+001 3.5119e+001 3.0208e+001 2.1344e+001 1.2981e+001 6.9703e+000 3.3257e+000 1.3045e+000 3.0776e-001
           4 1.3855e+006 8.6446e+005 1.9010e+006 5.1715e+005 1.5758e+005 6.2044e+004 3.2039e+005 1.0735e+006 1.5340e+006 1.1464e+006 4.7676e+005 9.2606e+004 1.6086e+003 5.6255e+003 6.2358e+003 8.4713e+002 7.7333e+002 4.3537e+003 6.1432e+003 4.8419e+003 2.3763e+003 6.1133e+002 1.3889e+001 1.2429e+002 3.7338e+002 4.7489e+002 4.0955e+002 2.6888e+002 1.3715e+002 5.1576e+001 1.1486e+001 3.2755e-001 1.5906e+000 4.9674e+000 6.1295e+000 4.2799e+000 1.2907e+000
           5 1.5617e+005 2.2013e+005 3.2679e+005 1.7093e+006 2.8265e+005 8.5320e+004 5.8600e+004 1.7525e+005 6.2158e+005 1.1366e+006 1.1740e+006 7.5149e+005 2.9635e+005 5.9760e+004 1.5648e+003 3.3515e+003 5.2760e+003 1.7293e+003 7.9216e+000 1.5787e+003 3.6278e+003 4.0980e+003 3.0689e+003 1.6027e+003 5.2584e+002 5.7333e+001 1.7518e+001 1.3942e+002 2.4482e+002 2.7285e+002 2.3642e+002 1.7168e+002 1.0816e+002 6.0100e+001 2.9402e+001 1.1664e+001 2.7572e+000
           6 2.7270e+005 8.9106e+005 6.2259e+004 2.8779e+005 2.1428e+006 3.0130e+005 7.0307e+004 8.4276e+004 1.1503e+005 3.3768e+005 7.2112e+005 9.5439e+005 8.3165e+005 4.9153e+005 1.9146e+005 4.0916e+004 1.4622e+003 2.2155e+003 4.7503e+003 2.6673e+003 3.3337e+002 2.2018e+002 1.5073e+003 2.5972e+003 2.7440e+003 2.1227e+003 1.2554e+003 5.4834e+002 1.4780e+002 8.3920e+000 1.4928e+001 6.6397e+001 1.0574e+002 1.1440e+002 9.4830e+001 5.5157e+001 1.5578e+001
           7 3.6288e+005 1.2156e+005 5.6412e+005 1.0858e+004 1.3392e+005 2.3595e+006 5.1194e+005 1.8521e+004 8.0944e+004 7.5169e+004 2.0270e+005 4.6496e+005 7.1758e+005 7.5651e+005 5.6675e+005 3.0599e+005 1.1303e+005 2.2992e+004 5.9285e+002 1.8900e+003 4.0574e+003 2.8341e+003 7.8855e+002 1.1467e-001 5.1013e+002 1.4032e+003 1.9387e+003 1.9145e+003 1.5028e+003 9.7310e+002 5.2027e+002 2.2161e+002 6.7596e+001 1.0377e+001 1.6484e-003 1.6031e+000 9.1176e-001
           8 3.7359e+004 9.2754e+004 2.4076e+005 3.1711e+005 6.1129e+004 3.9609e+004 2.8506e+006 9.4079e+005 5.9591e+003 1.0414e+005 5.8046e+004 1.5133e+005 3.2208e+005 5.2940e+005 6.2378e+005 5.4382e+005 3.5962e+005 1.7794e+005 6.1542e+004 1.1576e+004 1.4645e+002 1.5644e+003 3.1593e+003 2.4708e+003 9.7866e+002 9.1386e+001 9.8793e+001 5.9532e+002 1.0903e+003 1.3177e+003 1.2546e+003 1.0091e+003 7.0913e+002 4.4185e+002 2.4225e+002 1.0572e+002 2.6217e+001
           9 3.5364e+004 3.0074e+005 8.4741e+002 4.0526e+005 1.2008e+005 1.2214e+005 2.4190e+004 3.3062e+006 1.9092e+006 1.5887e+005 2.0200e+005 3.0953e+004 1.3091e+005 2.2871e+005 3.9114e+005 4.8844e+005 4.7058e+005 3.5443e+005 2.0937e+005 9.4847e+004 2.9914e+004 4.6604e+003 1.1481e+000 1.4540e+003 2.5114e+003 2.0562e+003 9.9301e+002 2.1485e+002 1.3668e+000 1.8915e+002 4.9596e+002 7.1856e+002 7.8066e+002 6.9715e+002 5.1749e+002 2.8289e+002 7.7949e+001
          10 1.1703e+005 2.0113e+005 7.9043e+004 1.4461e+005 3.3187e+005 1.3235e+003 1.0884e+005 7.3334e+004 3.0361e+006 3.4834e+006 8.2973e+005 5.4748e+005 3.9686e+001 1.5319e+005 1.5594e+005 3.0508e+005 3.7512e+005 3.8330e+005 3.1106e+005 2.0319e+005 1.0719e+005 4.2951e+004 1.1351e+004 1.0814e+003 1.9836e+002 1.4578e+003 2.0014e+003 1.5814e+003 8.2734e+002 2.5128e+002 1.3705e+001 3.7963e+001 1.6966e+002 2.7876e+002 2.9458e+002 1.9761e+002 5.9162e+001
          11 9.9578e+004 5.1431e+004 1.4365e+005 8.2854e+003 2.4962e+005 1.1611e+005 4.3952e+004 3.2895e+004 3.9568e+005 1.4768e+006 4.4955e+006 2.3852e+006 1.6385e+006 1.4180e+005 3.2251e+005 6.7273e+004 2.8292e+005 2.7141e+005 3.0566e+005 2.4639e+005 1.7208e+005 9.7490e+004 4.4147e+004 1.4800e+004 2.7169e+003 1.7932e+001 5.7262e+002 1.3420e+003 1.4612e+003 1.0762e+003 5.7445e+002 2.0706e+002 3.3578e+001 6.3467e-001 2.2680e+001 3.0997e+001 1.1532e+001
          12 4.7486e+004 1.3060e+003 1.1656e+005 1.0862e+004 1.0715e+005 1.7879e+005 1.3485e+003 6.3908e+004 1.8560e+004 1.1357e+006 4.0793e+003 2.5315e+006 3.3029e+006 3.5956e+006 1.0353e+006 1.0401e+006 3.7132e+003 4.1249e+005 1.3713e+005 2.6644e+005 1.6695e+005 1.3353e+005 7.2916e+004 3.6027e+004 1.3048e+004 3.0527e+003 1.6612e+002 2.0500e+002 7.9990e+002 1.0664e+003 9.4509e+002 6.3523e+002 3.3425e+002 1.3520e+002 3.9268e+001 7.4005e+000 9.6299e-001
          13 1.5077e+004 5.7878e+003 6.5963e+004 3.7375e+004 2.9654e+004 1.4632e+005 3.4598e+004 3.2909e+004 1.3969e+004 2.1974e+005 8.3533e+005 1.3123e+006 4.5383e+003 8.7274e+005 3.2304e+006 2.1193e+006 2.5915e+006 4.0476e+005 1.0095e+006 9.5809e+002 3.6242e+005 5.7284e+004 1.1894e+005 3.7378e+004 2.6706e+004 7.7268e+003 2.2108e+003 1.2456e+002 1.1187e+002 4.9154e+002 7.1910e+002 6.7828e+002 4.9759e+002 3.0349e+002 1.5439e+002 6.0908e+001 1.4181e+001
          14 3.1725e+003 1.4330e+004 3.0491e+004 4.3079e+004 4.7005e+003 9.0841e+004 5.2868e+004 7.0372e+003 1.9938e+004 3.4436e+004 6.6309e+005 5.6103e+004 8.8970e+005 1.1400e+006 6.0442e+005 1.0271e+005 4.3201e+005 2.0381e+006 8.4371e+005 1.8995e+006 2.3823e+005 7.9728e+005 1.4846e+004 2.0979e+005 2.8179e+002 3.4134e+004 6.2678e+002 2.0246e+003 1.9816e-001 1.2667e+002 2.5402e+002 5.6728e+002 3.5191e+002 3.2928e+002 1.9733e+002 8.5165e+001 2.1199e+001
          15 3.7838e+002 1.2160e+004 1.1336e+004 2.8379e+004 2.3068e+002 4.2622e+004 3.8347e+004 4.7460e+002 1.4260e+004 7.1800e+003 2.7458e+005 2.2068e+004 6.8244e+005 2.3426e+005 2.7049e+003 6.6038e+005 5.3570e+005 6.4323e+005 6.8452e+002 3.9628e+003 4.8691e+005 1.3841e+005 7.0187e+005 1.6161e+005 3.6459e+005 6.7806e+004 9.0187e+004 1.2308e+004 5.8031e+003 8.0091e+001 1.8995e+003 1.8168e+003 6.7860e+003 2.7083e+003 4.0348e+003 3.2410e+002 1.0704e+000
