   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 2.3984e+007 5.2824e+005 1.4927e+003 1.2490e+000 1.2280e-002 2.4933e-002 1.6200e-002 2.5147e-003 9.4582e-006 1.5133e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 8.0294e+005 2.1949e+007 1.1355e+006 6.2953e+003 1.1395e+001 6.2725e-003 1.6500e-004 1.1356e-003 1.0209e-003 1.0374e-004 9.7070e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.7009e+004 1.7087e+006 1.9580e+007 1.8268e+006 1.8059e+004 6.5392e+001 1.9938e-001 6.2645e-005 1.1200e-002 4.8443e-003 6.2392e-004 9.9856e-006 6.1865e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.3037e+003 9.3904e+004 2.7258e+006 1.6793e+007 2.6039e+006 4.4913e+004 3.3593e+002 2.6451e+000 1.5421e-002 1.2349e-002 8.0971e-003 1.1017e-003 1.9209e-005 3.0654e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 6.8319e+001 6.4299e+003 2.2149e+005 3.8605e+006 1.3457e+007 3.4515e+006 1.0584e+005 1.6458e+003 2.7830e+001 4.5807e-001 3.7664e-003 1.6916e-003 2.1535e-003 1.1079e-004 1.8463e-006 6.4686e-006 0.0000e+000 0.0000e+000 0.0000e+000
