   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 2.1825e+007 7.5133e+007 1.0683e+008 8.1911e+007 3.6924e+007 9.9446e+006 1.5409e+006 1.2251e+005 3.6580e+003 5.4488e+000 4.3771e+000 3.0354e+000 1.5061e+000 5.0739e-002 5.0269e-001 1.6251e-001 3.0626e-003 4.1719e-002 8.9023e-003
           1 4.6309e+007 6.7443e+007 1.1383e+007 1.6181e+007 7.5015e+007 7.3663e+007 3.1827e+007 6.7339e+006 6.4175e+005 1.8670e+004 3.8854e-001 1.5216e+001 1.4233e+000 1.7551e+000 4.3172e-003 5.5396e-001 1.2674e-001 6.6485e-005 1.2489e-003
           2 5.8532e+007 2.6383e+007 8.2264e+006 4.6406e+007 6.4307e+006 2.4524e+007 7.8347e+007 5.7268e+007 1.6487e+007 1.8220e+006 4.4892e+004 2.1451e+002 4.3996e+001 1.9993e-001 1.9801e+000 2.5012e-004 4.4619e-001 2.1798e-001 2.0837e-002
           3 5.8032e+007 2.9000e+006 3.1214e+007 1.1942e+007 1.6741e+007 3.4137e+007 2.5687e+005 5.5143e+007 7.6170e+007 2.9877e+007 3.6616e+006 5.8173e+004 2.8300e+003 2.5087e+001 1.1712e+001 7.6988e+000 8.5249e-001 4.5402e-003 1.2283e-002
           4 5.0142e+007 1.2126e+006 3.0448e+007 5.9136e+005 3.0287e+007 1.5854e+005 3.3450e+007 9.4429e+006 2.5783e+007 8.3981e+007 4.4901e+007 5.6924e+006 2.6120e+004 1.2831e+004 1.7277e+002 4.5345e+000 2.4053e+001 1.2668e+001 1.4340e+000
           5 3.9838e+007 9.1495e+006 1.6038e+007 1.2584e+007 1.1919e+007 1.3931e+007 1.4081e+007 1.2940e+007 2.6296e+007 6.4023e+006 8.2757e+007 5.9630e+007 6.9364e+006 8.6253e+003 2.4181e+004 3.8565e+003 3.1109e+002 9.4332e+000 1.4956e-002
           6 3.0040e+007 1.7239e+007 4.2542e+006 2.0912e+007 2.4232e+005 2.1967e+007 1.4871e+005 2.4249e+007 5.1026e+005 3.2327e+007 9.7432e+004 7.8199e+007 7.2708e+007 6.1398e+006 3.0331e+005 5.6187e+003 1.0759e+004 3.6353e+003 3.7179e+002
           7 2.1937e+007 2.1852e+007 6.5527e+004 1.8677e+007 3.6356e+006 1.1859e+007 1.0415e+007 6.4188e+006 1.7288e+007 3.2672e+006 2.6577e+007 1.6222e+006 7.6516e+007 8.2471e+007 2.7518e+006 1.1844e+006 7.4140e+004 8.2920e+002 2.5986e+001
           8 1.5722e+007 2.2900e+007 1.3955e+006 1.1411e+007 1.0825e+007 1.9599e+006 1.6332e+007 2.8617e+005 1.5924e+007 5.2437e+006 1.1815e+007 1.6490e+007 4.4084e+006 8.3561e+007 8.3926e+007 1.6577e+004 1.2867e+006 5.0159e+005 5.0978e+004
           9 1.1159e+007 2.1522e+007 4.8614e+006 4.7932e+006 1.4073e+007 2.6500e+005 1.1507e+007 6.9080e+006 3.7197e+006 1.5065e+007 3.8496e+004 1.6899e+007 8.1679e+006 4.3407e+006 1.0562e+008 6.4917e+007 7.3085e+006 8.2339e+004 3.2389e+003
