   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23
           0 5.2737e+005 5.4983e+006 2.6896e+007 8.2577e+007 1.7770e+008 2.8464e+008 3.5048e+008 3.3768e+008 2.5607e+008 1.5237e+008 7.0144e+007 2.4280e+007 6.0031e+006 9.6387e+005 8.2072e+004 1.9302e+003 3.1152e+001 3.0099e+001 7.3971e+000 8.0241e-004 2.5361e+000 6.6690e-001 7.4568e-003 1.2617e-003
           1 2.8040e+006 2.3411e+007 8.6767e+007 1.8486e+008 2.4058e+008 1.7845e+008 4.9369e+007 3.0235e+006 1.0129e+008 2.3576e+008 2.7058e+008 1.9442e+008 9.2008e+007 2.7900e+007 4.8565e+006 3.5961e+005 2.5743e+003 5.7470e+002 1.5514e+001 9.2355e-001 4.3484e-001 2.4761e+000 1.0250e+000 7.8206e-002
           2 8.2745e+006 5.4780e+007 1.4924e+008 2.0372e+008 1.2364e+008 9.1517e+006 4.1962e+007 1.5418e+008 1.3135e+008 1.6350e+007 3.5196e+007 1.8498e+008 2.5535e+008 1.7667e+008 6.6257e+007 1.1953e+007 6.2889e+005 1.3049e+003 2.2014e+003 1.3746e+002 6.3649e-001 2.3256e+000 1.8494e+000 1.9333e-001
           3 1.7894e+007 9.2796e+007 1.7821e+008 1.3397e+008 1.3284e+007 3.9483e+007 1.3531e+008 7.1182e+007 1.2946e+006 1.0053e+008 1.3330e+008 1.9305e+007 4.3879e+007 2.1135e+008 2.3662e+008 1.0960e+008 1.8827e+007 4.1358e+005 5.4711e+004 5.2921e+002 1.0118e+003 2.5202e+002 4.2296e+001 2.5631e+000
           4 3.1642e+007 1.2658e+008 1.6102e+008 4.6310e+007 1.2496e+007 1.1203e+008 6.9449e+007 1.9545e+006 9.6887e+007 8.2387e+007 1.7403e+005 9.7871e+007 1.0659e+008 5.0856e+005 1.2447e+008 2.6063e+008 1.4482e+008 1.9915e+007 4.7158e+002 1.6563e+005 1.4081e+004 8.3574e+001 1.4803e+002 2.7485e+001
           5 4.8508e+007 1.4686e+008 1.1190e+008 2.0557e+006 6.8995e+007 9.2554e+007 1.2427e+006 7.1418e+007 7.7543e+007 3.6933e+005 8.9968e+007 5.9030e+007 1.0434e+007 1.2125e+008 3.6453e+007 5.7688e+007 2.6730e+008 1.6279e+008 1.1582e+007 1.2412e+006 2.7783e+004 6.3124e+004 2.1600e+004 1.7605e+003
           6 6.6793e+007 1.4936e+008 5.6607e+007 1.1282e+007 9.9582e+007 2.7445e+007 2.9617e+007 8.8701e+007 3.1469e+006 6.5721e+007 5.8580e+007 8.2629e+006 9.6969e+007 1.1941e+007 7.0022e+007 7.7863e+007 2.6203e+007 2.8207e+008 1.5197e+008 6.2827e+005 3.3103e+006 5.0527e+005 3.3087e+004 8.1800e+002
           7 8.4614e+007 1.3542e+008 1.6451e+007 4.6889e+007 7.9427e+007 4.2291e+004 7.6995e+007 3.0177e+007 2.7495e+007 7.4500e+007 7.5248e+004 7.8764e+007 1.8605e+007 5.0078e+007 5.6882e+007 2.2800e+007 9.3027e+007 2.0045e+007 3.1790e+008 9.5996e+007 8.5433e+006 3.1879e+005 7.5058e+005 8.7702e+004
           8 1.0027e+008 1.1011e+008 3.9471e+005 7.6600e+007 3.6056e+007 2.3413e+007 7.1729e+007 8.7036e+004 7.2224e+007 1.3945e+007 4.6517e+007 4.3057e+007 1.9746e+007 6.5770e+007 5.9397e+006 7.8442e+007 3.2262e+006 8.5544e+007 3.7863e+007 3.4994e+008 1.4578e+007 2.5506e+007 6.0416e+006 3.9119e+005
           9 1.1254e+008 7.9983e+007 5.8757e+006 8.3433e+007 5.1806e+006 5.8181e+007 3.0247e+007 2.7051e+007 5.4759e+007 6.3129e+006 6.6773e+007 2.3728e+004 6.7672e+007 1.9271e+006 6.6435e+007 2.7650e+006 7.1612e+007 3.9801e+003 6.2831e+007 1.0511e+008 2.8066e+008 2.7294e+007 2.0299e+005 2.5843e+005
          10 1.2078e+008 5.0953e+007 2.3928e+007 6.8358e+007 1.9644e+006 6.9396e+007 1.8032e+006 5.9483e+007 1.1818e+007 4.5665e+007 2.3547e+007 3.4352e+007 3.1086e+007 2.9959e+007 3.0571e+007 3.6312e+007 1.7979e+007 5.5998e+007 1.9448e+005 2.6167e+007 2.4561e+008 5.2723e+007 6.5360e+007 6.5751e+006
          11 1.2488e+008 2.7184e+007 4.4606e+007 4.2547e+007 1.9582e+007 5.2602e+007 7.0674e+006 5.7509e+007 1.6351e+006 5.8447e+007 1.5895e+005 5.7577e+007 5.2166e+004 5.6327e+007 1.2288e+006 5.1360e+007 1.1850e+007 2.8672e+007 4.4904e+007 1.4749e+005 2.8784e+005 2.7379e+008 4.7334e+007 1.6377e+006
          12 1.2513e+008 1.0779e+007 6.0499e+007 1.8294e+007 4.1930e+007 2.4751e+007 3.1433e+007 2.9378e+007 2.5389e+007 3.1182e+007 2.3510e+007 2.9074e+007 2.6785e+007 2.1110e+007 3.6857e+007 6.7164e+006 4.8718e+007 2.0935e+006 2.8880e+007 4.2740e+007 1.2347e+006 5.6481e+007 2.1338e+007 6.4660e+006
          13 1.2210e+008 2.0529e+006 6.7965e+007 3.4719e+006 5.5810e+007 4.5495e+006 5.0466e+007 4.7810e+006 4.8215e+007 3.6347e+006 4.8164e+007 1.2380e+006 4.8856e+007 2.3707e+005 4.4405e+007 9.7924e+006 2.2729e+007 3.6101e+007 1.8249e+005 2.1111e+007 5.3999e+007 1.4199e+007 3.9115e+007 5.5302e+006
          14 1.1650e+008 7.6177e+004 6.6717e+007 2.1106e+005 5.6212e+007 5.2215e+005 5.1281e+007 1.3824e+006 4.7242e+007 3.7445e+006 4.1479e+007 9.7158e+006 3.0723e+007 2.2389e+007 1.2620e+007 3.8935e+007 9.3905e+004 3.1062e+007 2.5348e+007 8.6335e+004 6.3915e+006 9.5973e+007 1.0264e+007 9.8518e+005
          15 1.0905e+008 3.2551e+006 5.8649e+007 6.3018e+006 4.5436e+007 1.0181e+007 3.6609e+007 1.5697e+007 2.7425e+007 2.3608e+007 1.6258e+007 3.3760e+007 4.3792e+006 4.1370e+007 8.4289e+005 3.1738e+007 2.0750e+007 2.6361e+006 3.0426e+007 2.0018e+007 2.4245e+005 4.6303e+006 8.8097e+007 6.2558e+006
          16 1.0043e+008 9.8045e+006 4.6582e+007 1.7486e+007 2.9434e+007 2.5333e+007 1.7354e+007 3.3339e+007 7.2173e+006 3.9992e+007 5.8970e+005 4.1168e+007 2.9637e+006 2.9527e+007 2.0152e+007 5.7879e+006 3.4951e+007 7.5269e+006 6.4496e+006 2.5391e+007 1.9282e+007 3.3872e+005 5.5189e+007 1.0261e+006
          17 9.1214e+007 1.8071e+007 3.3311e+007 2.9440e+007 1.4260e+007 3.7887e+007 3.6616e+006 4.2185e+007 1.2775e+004 3.9459e+007 5.5662e+006 2.6688e+007 2.1161e+007 6.9458e+006 3.5183e+007 2.2195e+006 1.8978e+007 2.6980e+007 2.0750e+006 6.9736e+006 1.7293e+007 2.9779e+007 1.6102e+007 1.8194e+005
          18 8.1863e+007 2.6705e+007 2.1041e+007 3.8942e+007 3.9680e+006 4.3175e+007 1.2552e+005 3.8654e+007 6.8923e+006 2.5200e+007 2.1677e+007 7.4846e+006 3.4646e+007 5.0098e+005 2.6559e+007 1.9312e+007 1.3244e+006 2.5148e+007 1.8063e+007 7.0103e+005 4.6680e+006 4.2665e+006 6.8796e+007 2.4933e+005
          19 7.2724e+007 3.4727e+007 1.1197e+007 4.4279e+007 5.4349e+004 4.0535e+007 5.6337e+006 2.6612e+007 2.0268e+007 8.9508e+006 3.3578e+007 7.0372e+003 3.0696e+007 1.2364e+007 8.0263e+006 3.0050e+007 4.6163e+006 7.9322e+006 2.3851e+007 1.2454e+007 8.1174e+005 3.1261e+006 1.0319e+007 2.6723e+006
          20 6.4044e+007 4.1510e+007 4.4432e+006 4.5105e+007 1.9095e+006 3.2147e+007 1.5805e+007 1.2884e+007 3.1174e+007 4.5228e+005 3.3266e+007 6.8642e+006 1.5563e+007 2.6491e+007 4.1902e+003 2.2591e+007 1.9190e+007 3.3110e+004 1.2423e+007 1.9674e+007 9.5383e+006 3.1149e+006 1.4310e+007 2.3215e+006
          21 5.5984e+007 4.6735e+007 8.4014e+005 4.2045e+007 7.6978e+006 2.1357e+007 2.5792e+007 3.1575e+006 3.4402e+007 2.3527e+006 2.2904e+007 1.9629e+007 2.7883e+006 2.9407e+007 7.1190e+006 7.5912e+006 2.5463e+007 7.9172e+006 1.1322e+006 1.2838e+007 1.4997e+007 6.5810e+006 2.3753e+007 2.3509e+006
          22 4.8631e+007 5.0310e+007 3.8468e+004 3.6241e+007 1.5218e+007 1.1276e+007 3.2159e+007 2.3829e+003 2.9716e+007 1.1159e+007 1.0047e+007 2.8323e+007 5.1364e+005 2.0467e+007 1.9396e+007 5.8494e+004 1.8019e+007 1.8863e+007 2.1968e+006 2.5670e+006 1.0068e+007 1.1367e+007 9.7726e+004 9.5089e+006
          23 4.2022e+007 5.2310e+007 1.4631e+006 2.8976e+007 2.2521e+007 4.0021e+006 3.3537e+007 2.9308e+006 2.0296e+007 2.1033e+007 1.5892e+006 2.8178e+007 7.6493e+006 8.0292e+006 2.5453e+007 4.3876e+006 5.9998e+006 2.0680e+007 1.1222e+007 4.5686e+005 2.3164e+006 5.2856e+006 1.7860e+007 3.4995e+006
          24 3.6154e+007 5.2910e+007 4.4604e+006 2.1408e+007 2.8236e+007 4.2048e+005 3.0353e+007 9.5763e+006 1.0316e+007 2.7253e+007 4.1096e+005 2.0651e+007 1.7615e+007 6.3061e+005 2.1644e+007 1.4252e+007 6.6924e+004 1.3037e+007 1.7308e+007 6.4475e+006 1.6075e+005 1.1301e+006 1.3756e+005 1.0827e+007
          25 3.0993e+007 5.2332e+007 8.4007e+006 1.4432e+007 3.1643e+007 3.8798e+005 2.4117e+007 1.7074e+007 3.0587e+006 2.7846e+007 5.3243e+006 1.0613e+007 2.3987e+007 1.4301e+006 1.2061e+007 2.0954e+007 3.1977e+006 3.7901e+006 1.5197e+007 1.2817e+007 4.1644e+006 3.7493e+005 2.2941e+006 7.7990e+006
          26 2.6493e+007 5.0822e+007 1.2741e+007 8.6342e+006 3.2596e+007 3.0995e+006 1.6689e+007 2.3079e+007 7.2253e+004 2.3466e+007 1.2906e+007 2.8685e+006 2.3917e+007 8.0667e+006 3.3691e+006 2.0288e+007 1.0978e+007 1.0345e+003 7.8846e+006 1.3705e+007 9.1752e+006 3.2689e+006 3.6214e+006 7.8830e+006
          27 2.2594e+007 4.8610e+007 1.7049e+007 4.3136e+006 3.1358e+007 7.4617e+006 9.7112e+006 2.6252e+007 1.2309e+006 1.6319e+007 1.9596e+007 5.7294e+003 1.8415e+007 1.5716e+007 4.4268e+003 1.3787e+007 1.7045e+007 2.9569e+006 1.5756e+006 9.2107e+006 1.0610e+007 6.6765e+006 6.3286e+005 1.2752e+007
          28 1.9234e+007 4.5906e+007 2.1017e+007 1.5353e+006 2.8430e+007 1.2389e+007 4.3202e+006 2.6283e+007 5.2998e+006 8.9334e+006 2.3072e+007 2.0087e+006 1.0659e+007 2.0314e+007 2.4444e+006 5.9657e+006 1.7776e+007 9.1463e+006 1.5244e+005 3.3918e+006 7.9228e+006 7.2374e+006 6.7350e+006 6.1552e+006
          29 1.6353e+007 4.2893e+007 2.4441e+007 1.9627e+005 2.4406e+007 1.6990e+007 1.0687e+006 2.3646e+007 1.0618e+007 3.2791e+006 2.2671e+007 7.0752e+006 3.9592e+006 2.0223e+007 8.2096e+006 8.9867e+005 1.3549e+007 1.4014e+007 3.3515e+006 1.8283e+005 3.5844e+006 5.3341e+006 1.9201e+006 1.4130e+007
          30 1.3890e+007 3.9716e+007 2.7212e+007 8.9126e+004 1.9859e+007 2.0650e+007 9.3681e+002 1.9249e+007 1.5651e+007 3.7023e+005 1.9088e+007 1.2815e+007 3.9895e+005 1.6179e+007 1.3950e+007 2.9334e+005 7.2746e+006 1.4937e+007 8.2389e+006 8.7206e+005 5.3325e+005 2.3838e+006 3.5213e+006 6.6936e+006
          31 1.1792e+007 3.6495e+007 2.9293e+007 9.5540e+005 1.5279e+007 2.3039e+007 8.0115e+005 1.4115e+007 1.9312e+007 2.8692e+005 1.3759e+007 1.7229e+007 4.5177e+005 1.0261e+007 1.7175e+007 3.4190e+006 2.1389e+006 1.2023e+007 1.1699e+007 4.1732e+006 1.9868e+005 3.6238e+005 3.3416e+005 1.1848e+007
          32 1.0009e+007 3.3319e+007 3.0699e+007 2.5256e+006 1.1038e+007 2.4071e+007 2.9545e+006 9.1464e+006 2.1069e+007 2.4364e+006 8.2273e+006 1.9207e+007 3.3105e+006 4.7063e+006 1.6998e+007 8.1687e+006 2.6435e+004 7.1977e+006 1.2134e+007 7.7497e+006 2.1305e+006 1.1980e+005 1.8337e+005 8.7370e+006
          33 8.4951e+006 3.0252e+007 3.1478e+007 4.5463e+006 7.3842e+006 2.3841e+007 5.8860e+006 5.0010e+006 2.0883e+007 5.8921e+006 3.7136e+006 1.8579e+007 7.5308e+006 1.0865e+006 1.3977e+007 1.2330e+007 1.1029e+006 2.7653e+006 9.7831e+006 9.7180e+006 4.8468e+006 1.3783e+006 4.1438e+005 8.7009e+006
          34 7.2126e+006 2.7341e+007 3.1702e+007 6.7964e+006 4.4571e+006 2.2561e+007 9.0620e+006 2.0531e+006 1.9071e+007 9.6939e+006 9.1466e+005 1.5881e+007 1.1648e+007 5.4421e+003 9.4897e+006 1.4452e+007 4.2689e+006 3.0719e+005 6.0550e+006 9.3979e+006 6.8669e+006 3.1898e+006 7.5058e+005 1.0945e+007
          35 6.1264e+006 2.4611e+007 3.1452e+007 9.0939e+006 2.3019e+006 2.0498e+007 1.2049e+007 4.1774e+005 1.6143e+007 1.3052e+007 1.9762e+002 1.2004e+007 1.4582e+007 1.2053e+006 5.0317e+006 1.4126e+007 7.9507e+006 2.6885e+005 2.5649e+006 7.2548e+006 7.3760e+006 4.6029e+006 2.2370e+006 6.5490e+006
          36 5.2072e+006 2.2080e+007 3.0810e+007 1.1299e+007 8.9485e+005 1.7934e+007 1.4541e+007 9.6726e+003 1.2662e+007 1.5446e+007 7.3255e+005 7.8837e+006 1.5803e+007 3.8932e+006 1.7329e+006 1.1808e+007 1.0791e+007 2.1348e+006 4.4116e+005 4.3660e+006 6.3873e+006 5.0776e+006 2.2827e+006 1.2051e+007
          37 4.4295e+006 1.9754e+007 2.9856e+007 1.3310e+007 1.6430e+005 1.5126e+007 1.6358e+007 6.1305e+005 9.1325e+006 1.6643e+007 2.6332e+006 4.2838e+006 1.5295e+007 7.1048e+006 1.4311e+005 8.4199e+006 1.2025e+007 4.8935e+006 6.4859e+004 1.8162e+006 4.4873e+006 4.5546e+006 2.8361e+006 5.7419e+006
          38 3.7713e+006 1.7630e+007 2.8663e+007 1.5060e+007 9.8151e+003 1.2294e+007 1.7432e+007 1.9468e+006 5.9504e+006 1.6644e+007 5.1416e+006 1.6875e+006 1.3408e+007 9.9899e+006 2.5853e+005 4.9465e+006 1.1540e+007 7.5105e+006 1.1680e+006 3.0789e+005 2.4365e+006 3.3656e+006 2.1317e+006 1.1704e+007
          39 3.2142e+006 1.5702e+007 2.7295e+007 1.6510e+007 3.1756e+005 9.6083e+006 1.7780e+007 3.7176e+006 3.3733e+006 1.5625e+007 7.7361e+006 2.8777e+005 1.0679e+007 1.1974e+007 1.6841e+006 2.1588e+006 9.7099e+006 9.2463e+006 3.1090e+006 4.6723e+004 8.5591e+005 1.9895e+006 1.6943e+006 5.9894e+006
          40 2.7421e+006 1.3960e+007 2.5808e+007 1.7641e+007 9.7172e+005 7.1896e+006 1.7481e+007 5.6561e+006 1.5274e+006 1.3856e+007 1.0007e+007 3.4577e+004 7.6737e+006 1.2802e+007 3.8388e+006 4.8298e+005 7.1568e+006 9.7751e+006 5.1702e+006 8.2799e+005 7.4640e+004 8.3739e+005 8.7957e+005 1.0426e+007
          41 2.3418e+006 1.2393e+007 2.4247e+007 1.8456e+007 1.8624e+006 5.1127e+006 1.6647e+007 7.5400e+006 4.2881e+005 1.1637e+007 1.1689e+007 7.1268e+005 4.8688e+006 1.2498e+007 6.1354e+006 2.6613e+003 4.5195e+006 9.1498e+006 6.7785e+006 2.2159e+006 1.1807e+005 1.5727e+005 3.7697e+005 6.9527e+006
          42 2.0018e+006 1.0985e+007 2.2650e+007 1.8965e+007 2.8905e+006 3.4128e+006 1.5411e+007 9.2029e+006 1.1524e+004 9.2517e+006 1.2657e+007 2.0221e+006 2.5960e+006 1.1278e+007 8.1025e+006 5.3924e+005 2.2995e+006 7.6766e+006 7.6124e+006 3.7281e+006 7.8716e+005 1.0726e+004 5.6024e+004 8.9717e+006
