   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34
           0 1.0912e+007 1.4561e+005 5.5605e+002 6.8667e-001 1.4928e-001 4.4460e-002 1.9283e-002 1.0653e-001 1.1419e-002 1.1252e-003 1.7077e-004 3.0978e-004 5.0955e-003 3.1640e-003 6.8364e-005 2.9841e-004 2.3967e-004 4.0166e-005 3.0686e-006 2.1072e-006 3.5102e-006 2.2370e-006 4.8579e-007 2.0329e-008 1.1239e-010 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.6122e+005 1.0159e+007 3.1422e+005 1.8335e+003 5.4083e+000 1.2385e-001 2.9713e-001 2.9511e-003 8.6215e-002 4.1255e-004 1.8787e-003 5.9143e-005 3.6747e-003 7.1935e-003 1.1813e-003 4.0658e-005 9.1137e-005 1.7983e-006 8.3600e-007 3.7924e-005 9.2011e-005 7.7876e-005 3.2783e-005 7.3879e-006 7.0665e-007 9.9411e-010 2.7801e-008 1.7556e-008 3.7748e-009 2.8015e-010 7.6473e-013 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.3704e+003 5.8261e+005 9.2754e+006 4.9733e+005 4.0123e+003 3.1044e+001 7.6154e-001 4.5876e-001 1.0076e-002 1.8365e-002 1.0467e-002 1.6555e-003 1.6284e-005 2.7269e-003 4.0705e-003 1.0295e-003 7.4267e-005 3.9555e-006 1.1853e-004 3.1796e-004 3.4685e-004 1.9225e-004 5.5778e-005 6.7442e-006 1.4822e-009 6.5839e-007 6.8835e-007 3.6029e-007 1.4366e-007 5.2046e-008 1.9038e-008 7.5220e-009 3.3344e-009 1.6165e-009 8.0810e-010
           3 2.2981e+001 1.3688e+004 9.6050e+005 8.2736e+006 6.7952e+005 6.8230e+003 1.0925e+002 6.7538e+000 7.8078e-001 4.7376e-003 3.3556e-002 3.4597e-003 1.4361e-002 1.9293e-003 3.3175e-004 2.9566e-005 5.1557e-004 9.7790e-005 1.3255e-004 2.7399e-004 3.9045e-005 3.8589e-005 1.5906e-004 1.6334e-004 9.6791e-005 4.2145e-005 1.5205e-005 4.9748e-006 1.5940e-006 5.2962e-007 1.8950e-007 7.4956e-008 3.3416e-008 1.6277e-008 8.1623e-009
           4 6.6655e-001 1.6716e+002 3.5681e+004 1.3811e+006 7.1513e+006 8.5047e+005 9.6158e+003 3.3991e+002 3.7295e+001 3.7454e+000 1.8159e-001 2.6210e-003 1.7465e-002 1.6769e-004 2.2337e-006 1.0031e-003 1.8523e-003 6.7502e-007 9.4908e-004 5.0016e-004 3.7314e-006 7.7249e-005 6.9611e-005 1.2258e-005 8.7985e-007 1.2806e-005 2.2080e-005 2.3684e-005 2.0280e-005 1.4846e-005 9.4832e-006 5.4732e-006 3.0580e-006 1.6970e-006 9.1558e-007
           5 1.0449e-002 2.9304e-001 7.2477e+002 7.5606e+004 1.8418e+006 5.9096e+006 9.9114e+005 1.1404e+004 1.1323e+003 1.9408e+002 2.1714e+001 8.3219e-001 2.6008e-002 2.7360e-002 5.7932e-003 1.0804e-002 6.1345e-004 4.4146e-003 7.4277e-004 1.7137e-004 9.4373e-005 1.6597e-006 4.1015e-005 2.2624e-004 3.0026e-004 1.7755e-004 5.3469e-005 6.0996e-006 9.8416e-008 2.0971e-006 2.6427e-006 1.9693e-006 1.2295e-006 7.1963e-007 3.9880e-007
           6 4.1133e-001 1.1904e+000 5.1202e-002 2.4971e+003 1.4361e+005 2.3293e+006 4.5701e+006 1.0671e+006 1.0091e+004 3.9864e+003 8.9712e+002 1.1744e+002 6.2498e+000 9.7952e-002 2.4196e-001 1.1289e-001 3.0701e-002 1.2432e-002 1.3125e-002 1.2574e-003 4.6070e-003 1.8741e-003 2.1400e-004 8.1132e-004 6.2154e-005 2.0662e-004 5.6173e-004 4.9346e-004 2.7079e-004 1.1589e-004 4.4487e-005 1.7262e-005 7.3781e-006 3.4643e-006 1.6943e-006
           7 8.3570e-002 1.5255e+000 3.5754e+000 1.7577e+001 7.3256e+003 2.5202e+005 2.8119e+006 3.1737e+006 1.0332e+006 4.2041e+003 1.4394e+004 4.1495e+003 6.5373e+002 4.6608e+001 8.0213e-001 5.4069e-001 2.1545e-001 5.4395e-002 8.2227e-003 2.2507e-003 2.4281e-003 2.1821e-003 7.0145e-004 2.0418e-003 1.5147e-004 4.0666e-004 9.1912e-004 6.0495e-004 2.1682e-004 4.8672e-005 6.7370e-006 4.3096e-007 2.2051e-009 6.4167e-008 7.4498e-008
           8 3.7781e-002 6.4342e-001 3.4177e+000 4.8655e+000 1.8590e+002 1.8658e+004 4.1545e+005 3.2317e+006 1.8015e+006 8.4245e+005 7.5588e+002 5.4121e+004 1.9636e+004 3.7203e+003 3.0920e+002 2.3711e+000 3.9944e+000 5.3795e-001 2.8054e-002 3.6781e-003 8.4029e-004 5.2892e-002 1.6676e-002 7.8868e-003 2.0513e-002 4.6816e-003 1.9604e-004 2.7393e-003 3.0189e-003 1.8586e-003 9.0172e-004 4.0970e-004 1.9405e-004 9.7129e-005 4.9331e-005
           9 2.0048e-008 2.0375e-001 9.7003e-001 4.1941e+000 2.8098e-001 9.2422e+002 4.3115e+004 6.5834e+005 3.4624e+006 6.2175e+005 4.7326e+005 5.1886e+004 2.1362e+005 9.7573e+004 2.2492e+004 2.1402e+003 1.8072e+001 7.3937e+000 3.5003e-001 6.4019e-002 8.0052e-001 1.4437e-002 2.8054e-001 2.9589e-002 1.1316e-002 1.3497e-002 1.5905e-003 5.7979e-005 3.4206e-004 2.0169e-004 6.8198e-005 1.9765e-005 6.1792e-006 2.2315e-006 9.0473e-007
          10 8.2226e-002 1.0127e-001 5.2592e-002 1.0077e+000 4.6171e+000 1.2481e+001 3.7610e+003 9.5079e+004 1.0153e+006 3.1935e+006 1.1951e+004 6.9261e+004 3.7779e+005 8.5135e+005 4.9324e+005 1.4088e+005 1.6575e+004 3.3421e+002 1.4732e+000 7.8264e+000 2.5080e-001 3.8703e+000 2.8278e-001 1.3407e-001 1.2724e-001 7.3285e-002 4.9122e-002 2.0070e-002 2.7063e-003 9.4783e-005 1.3092e-003 1.5823e-003 1.2015e-003 7.7258e-004 4.4921e-004
          11 8.0443e-002 2.1071e-002 1.1818e-002 9.7219e-002 3.0412e+000 2.0755e+000 2.3621e+002 1.3960e+004 2.1091e+005 1.5299e+006 1.9717e+006 2.6516e+005 7.6879e+004 1.3234e+006 2.7397e+006 2.0333e+006 7.2430e+005 1.0693e+005 3.8570e+003 1.4363e+001 1.4196e+001 7.1750e+000 2.9800e+000 1.9068e+000 6.5900e-001 8.5884e-002 7.6525e-002 3.2892e-001 3.3064e-001 1.9933e-001 9.6334e-002 4.3911e-002 2.0899e-002 1.0503e-002 5.3493e-003
          12 2.2783e-002 2.2237e-003 2.1258e-002 7.6078e-003 1.4464e+000 4.1080e+000 7.0901e+000 2.1394e+003 5.1310e+004 5.0320e+005 2.1248e+006 3.9221e+005 3.4953e+005 1.7271e+005 1.8102e+006 4.9568e+006 4.8468e+006 2.0942e+006 3.5043e+005 1.3497e+004 2.0394e+001 6.8783e+000 1.4471e+001 1.0204e-001 1.3483e+000 3.4353e+000 1.9640e+000 2.9819e-001 1.4470e-003 7.3912e-002 9.1139e-002 6.5432e-002 3.9801e-002 2.2929e-002 1.2592e-002
          13 2.8098e-004 4.3209e-002 5.1805e-003 4.4382e-003 5.5704e-001 3.3719e+000 1.2564e+000 2.6520e+002 1.2558e+004 1.6076e+005 1.1075e+006 1.8882e+006 5.4382e+004 4.6738e+003 9.2033e+003 7.6014e+005 5.0930e+006 7.3656e+006 3.9240e+006 7.0922e+005 2.3494e+004 1.5260e+000 3.4340e+000 1.8859e+001 1.8899e+000 6.8419e-001 5.4143e-001 3.3679e+000 3.4743e+000 1.9940e+000 9.0764e-001 3.9449e-001 1.8190e-001 8.9656e-002 4.5146e-002
          14 3.2935e-003 8.1768e-002 1.8046e-002 7.3124e-003 1.5961e-001 1.9890e+000 5.2695e+000 1.7995e+001 2.5436e+003 4.9381e+004 4.1394e+005 1.8089e+006 5.7762e+005 3.2934e+005 1.4680e+005 5.4914e+005 3.7243e+003 3.5562e+006 8.9766e+006 6.0389e+006 1.1579e+006 3.0775e+004 5.7929e+001 1.2690e+001 2.8560e+001 3.3139e+000 1.8281e+000 2.8765e-001 8.0601e-002 3.8639e-001 3.9328e-001 2.6526e-001 1.5732e-001 8.9608e-002 4.8946e-002
          15 3.5888e-003 7.7222e-002 1.2416e-001 4.8435e-003 3.0010e-002 1.0074e+000 6.0063e+000 1.6392e-001 4.0029e+002 1.3993e+004 1.4433e+005 9.2945e+005 1.7147e+006 4.3027e+003 6.4540e+004 9.2986e+004 1.1038e+006 5.6598e+005 1.5735e+006 9.4016e+006 8.2347e+006 1.6806e+006 3.5766e+004 2.3509e+002 2.6429e+000 3.8932e+001 2.3560e+001 1.6611e+001 6.2308e+000 1.0166e+000 3.7087e-002 1.2360e-002 3.3325e-002 3.0527e-002 2.0547e-002
          16 5.7988e-004 4.8852e-002 2.1693e-001 4.0281e-004 1.1363e-003 5.2219e-001 4.0982e+000 5.1552e+000 4.0032e+001 3.4484e+003 5.1357e+004 3.6634e+005 1.5669e+006 5.5718e+005 2.3901e+005 5.1893e+004 3.1664e+004 7.8662e+005 1.7967e+006 2.4812e+005 8.7117e+006 1.0392e+007 2.2784e+006 3.2360e+004 9.9625e+002 1.9973e+001 9.5853e+000 6.8451e+000 1.3412e+001 1.3761e+001 8.9998e+000 4.8804e+000 2.5675e+000 1.3671e+000 7.1931e-001
          17 8.5647e-005 2.5048e-002 1.9742e-001 1.2797e-003 2.1029e-003 3.0617e-001 1.9553e+000 7.5950e+000 3.8779e-001 7.1844e+002 1.7967e+004 1.3997e+005 8.5390e+005 1.4025e+006 1.0333e+003 8.3836e+004 1.3386e+005 4.6387e+005 1.2180e+005 2.5262e+006 7.5219e+004 7.1816e+006 1.2459e+007 2.8769e+006 2.1009e+004 1.7372e+003 9.0027e+001 3.3008e+001 7.3243e+000 4.9481e+000 4.6195e+000 3.3700e+000 2.1103e+000 1.2385e+000 6.8736e-001
          18 2.7129e-004 1.2993e-002 1.0905e-001 6.3937e-003 6.0013e-003 1.8828e-001 7.9644e-001 5.9948e+000 2.3615e+000 1.1989e+002 5.7937e+003 5.8032e+004 3.6764e+005 1.3719e+006 3.4926e+005 1.7751e+005 2.3295e+004 3.0722e+003 7.6623e+005 1.1472e+005 2.1558e+006 9.2758e+005 5.2432e+006 1.4324e+007 3.5111e+006 7.3675e+003 2.5923e+003 2.5365e+002 6.3323e+001 1.0640e+001 2.7271e+000 1.3552e+000 8.2493e-001 5.0040e-001 2.8615e-001
          19 1.6079e-005 8.4325e-003 3.5816e-002 1.1930e-002 5.1202e-003 1.0483e-001 3.7999e-001 3.4672e+000 4.7181e+000 1.2463e+001 1.6546e+003 2.5598e+004 1.5296e+005 8.6537e+005 9.3797e+005 1.4436e+004 5.0438e+004 1.1085e+005 1.8901e+005 4.0630e+005 8.6788e+005 1.0443e+006 2.2143e+006 3.2610e+006 1.6071e+007 4.1134e+006 1.6398e+002 2.0728e+003 6.0174e+002 2.2483e+002 6.4244e+001 1.8740e+001 6.6447e+000 2.8053e+000 1.2957e+000
          20 1.6129e-003 7.0597e-003 4.8966e-003 1.6106e-002 1.8880e-003 4.7652e-002 2.6151e-001 1.8047e+000 4.8013e+000 6.6690e-002 4.1249e+002 1.1232e+004 6.9817e+004 4.3999e+005 1.0841e+006 9.0582e+004 1.3038e+005 3.1768e+004 4.8599e+003 5.2709e+005 4.3674e+003 1.4824e+006 1.2929e+005 3.2060e+006 1.5824e+006 1.7538e+007 4.6273e+006 2.2572e+004 5.5725e+001 3.3769e+002 2.5663e+002 1.3035e+002 6.3514e+001 3.2084e+001 1.6358e+001
          21 5.9123e-003 6.5143e-003 7.1046e-005 1.8253e-002 8.7937e-005 1.6430e-002 2.2476e-001 9.9047e-001 3.9287e+000 1.0815e+000 8.8788e+001 4.6732e+003 3.5448e+004 2.0682e+005 8.5116e+005 3.6582e+005 6.2820e+004 4.9662e+003 7.2375e+004 1.5173e+005 3.2599e+005 3.2728e+005 1.1558e+006 1.2729e+005 3.3405e+006 4.6687e+005 1.8850e+007 5.0218e+006 1.0685e+005 4.5415e+003 3.0631e+002 7.8539e+000 1.2472e+000 3.5655e+000 3.0730e+000
          22 1.0766e-002 5.8301e-003 2.3214e-003 1.8332e-002 3.4923e-004 4.0015e-003 1.9518e-001 6.2077e-001 2.9453e+000 2.0678e+000 1.6602e+001 1.8687e+003 1.9380e+004 9.9998e+004 5.5192e+005 5.3852e+005 2.3431e+003 4.7558e+004 5.4788e+004 4.3719e+003 3.6606e+005 7.3814e+002 8.7828e+005 3.1002e+005 8.9233e+005 2.5626e+006 1.4799e+004 1.9967e+007 5.0301e+006 2.8968e+005 3.8102e+004 9.2182e+003 3.0450e+003 1.2336e+003 5.5536e+002
          23 1.3344e-002 4.6923e-003 3.6872e-003 1.6209e-002 1.2679e-003 5.3048e-004 1.5252e-001 4.1946e-001 2.0618e+000 2.0722e+000 2.5677e+000 7.2736e+002 1.0729e+004 5.0951e+004 3.2139e+005 5.2295e+005 1.5442e+004 6.0551e+004 1.5089e+004 1.1601e+004 1.9565e+005 1.0638e+005 3.0125e+005 6.5400e+005 1.9594e+004 1.4976e+006 1.3129e+006 1.1775e+005 2.1057e+007 4.5052e+006 5.4757e+005 1.2194e+005 4.1747e+004 1.7724e+004 8.2531e+003
          24 1.3107e-002 3.4662e-003 3.4630e-003 1.3035e-002 1.7773e-003 5.0713e-006 1.0914e-001 2.9173e-001 1.3970e+000 1.6808e+000 2.9797e-001 2.9495e+002 6.0558e+003 2.8008e+004 1.8299e+005 4.1491e+005 4.9562e+004 4.4404e+004 9.1121e+002 2.6030e+004 7.4611e+004 1.5956e+005 5.5704e+004 5.3468e+005 7.4083e+004 4.9228e+005 1.3007e+006 3.4609e+005 4.3757e+005 2.2218e+007 2.9309e+006 7.5865e+005 2.4616e+005 1.0207e+005 4.7100e+004
          25 1.1286e-002 2.4527e-003 2.6868e-003 9.9262e-003 1.7861e-003 4.7572e-005 7.4993e-002 2.0482e-001 9.4352e-001 1.2625e+000 1.2719e-002 1.3086e+002 3.5506e+003 1.6593e+004 1.0727e+005 3.0206e+005 6.7432e+004 2.6083e+004 5.6742e+002 2.5159e+004 2.4174e+004 1.3994e+005 2.8247e+003 3.3218e+005 1.7089e+005 1.1255e+005 8.1635e+005 6.0479e+005 1.0348e+004 5.0616e+005 2.3741e+007 5.6968e+005 5.1637e+005 2.5823e+005 1.2682e+005
          26 9.3138e-003 1.7564e-003 1.9935e-003 7.5588e-003 1.5918e-003 1.0897e-004 5.2396e-002 1.4839e-001 6.6009e-001 9.4862e-001 4.2003e-003 6.5350e+001 2.2251e+003 1.0676e+004 6.7250e+004 2.1916e+005 7.0370e+004 1.4415e+004 2.5580e+003 1.9600e+004 7.1024e+003 1.0608e+005 1.6826e+003 1.9525e+005 1.8993e+005 1.5172e+004 4.6031e+005 5.6233e+005 1.2581e+005 3.8989e+004 8.8907e+004 2.3936e+007 5.4102e+005 5.0662e+002 1.0983e+004
