   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44
           0 1.1432e+006 2.0828e+005 8.3621e+005 5.7008e+005 2.2497e+005 3.6796e+004 3.0230e+004 1.4204e+004 1.5197e+003 6.7960e+003 1.1920e+003 2.6376e+002 9.3526e+002 3.2570e+002 4.9600e-001 7.4797e+001 7.9616e+001 2.2067e+001 2.2205e-001 2.9383e+000 3.8344e+000 1.5532e+000 2.1463e-001 3.9284e-004 6.5976e-003 5.4818e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.3128e+007 1.6210e+007 5.2660e+006 2.3383e+006 4.5034e+005 1.5665e+005 6.0710e+004 1.3018e+004 1.2159e+003 9.9662e+001 1.1083e+002 1.5507e+002 8.1000e+001 1.1089e+001 5.5939e-001 4.4568e+000 2.5665e+000 2.6604e-001 8.4194e-002 3.2448e-001 2.1982e-001 5.6626e-002 2.6503e-003 1.1694e-003 1.7662e-003 3.6624e-004 1.5125e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.4579e+006 1.9981e+006 7.2786e+006 1.4856e+005 2.5036e+006 1.6530e+004 1.6586e+004 1.0194e+005 4.7576e+004 6.5613e+002 3.6789e+003 1.5913e+003 7.3984e+001 1.1056e+003 8.0900e+002 1.1693e+002 1.5439e+001 9.5760e+001 7.1119e+001 1.7144e+001 7.6015e-002 3.0929e+000 4.3529e+000 2.2012e+000 4.8836e-001 2.2787e-002 5.1075e-003 5.3622e-003 9.4693e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 7.1518e+006 1.5559e+005 5.5031e+006 1.2331e+007 1.1104e+006 2.8564e+006 4.7800e+005 4.2262e+004 3.6172e+004 4.8437e+004 2.1339e+004 1.5316e+003 5.1790e+002 8.6999e+002 8.3827e+001 1.0711e+002 2.9703e+002 1.7891e+002 3.0797e+001 8.1661e-001 1.5663e+001 1.6541e+001 7.1017e+000 1.1171e+000 1.8742e-003 2.4397e-001 2.3423e-001 8.1114e-002 9.6103e-003 7.1152e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 1.1670e+005 2.0896e+006 2.3416e+003 2.4953e+006 1.0618e+007 2.6639e+005 2.3083e+006 5.4698e+005 3.4860e+004 8.0639e+003 2.8648e+004 3.1330e+004 9.8157e+003 1.6297e+002 1.0256e+003 1.0896e+003 1.6706e+002 4.1482e+001 2.3692e+002 2.0868e+002 7.1366e+001 4.3229e+000 4.3491e+000 1.2891e+001 1.0325e+001 4.1283e+000 7.4378e-001 9.3149e-003 4.8481e-002 5.1916e-002 1.2197e-002 1.1951e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 6.0670e+005 2.2641e+006 1.1768e+006 1.1749e+005 2.6964e+006 1.1450e+007 3.9216e+005 2.1660e+006 7.9557e+005 1.2421e+005 1.0737e+004 1.2355e+004 2.2531e+004 1.6712e+004 4.3449e+003 3.2988e+001 6.0820e+002 6.9095e+002 1.7337e+002 1.5492e+000 9.5293e+001 1.2912e+002 7.1751e+001 1.7170e+001 2.5483e-001 2.5279e+000 4.9225e+000 3.6199e+000 1.4765e+000 3.2081e-001 2.1646e-002 7.8036e-004 1.6389e-003 2.1258e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 5.0097e+005 9.8139e+004 1.4322e+006 4.4684e+005 1.0524e+005 2.1078e+006 1.0375e+007 1.4906e+005 1.8733e+006 7.2102e+005 1.7650e+005 1.1521e+004 4.3534e+003 1.1391e+004 1.5410e+004 8.5912e+003 1.5630e+003 1.2475e+001 5.5563e+002 5.4298e+002 1.5842e+002 7.6271e-001 4.4872e+001 8.4001e+001 6.2373e+001 2.4232e+001 3.6453e+000 5.1820e-002 1.6348e+000 2.1569e+000 1.3737e+000 5.2325e-001 1.1332e-001 9.9941e-003 5.7267e-005 2.1929e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 3.5773e+004 3.0788e+005 4.8114e+005 1.1533e+006 1.7840e+005 1.5141e+005 2.4789e+006 8.8991e+006 4.2898e+004 1.9135e+006 5.4198e+005 2.2692e+005 1.5748e+004 3.8244e+003 5.7721e+003 1.1139e+004 9.1069e+003 3.4198e+003 2.9801e+002 1.1935e+002 4.5375e+002 3.4021e+002 9.1234e+001 3.8524e-001 2.6525e+001 5.2076e+001 4.2741e+001 2.0153e+001 4.9839e+000 2.1750e-001 3.2396e-001 9.0358e-001 8.0580e-001 4.1305e-001 1.2997e-001 2.1947e-002 1.1552e-003 5.0697e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 3.1109e+004 5.1367e+005 3.7491e+003 8.1093e+005 6.3441e+005 2.0503e+004 2.3592e+005 3.2654e+006 6.2229e+006 1.7727e+002 2.0851e+006 2.5165e+005 2.6510e+005 7.9469e+003 5.4159e+003 2.1721e+003 7.5830e+003 7.0198e+003 3.9864e+003 8.3401e+002 1.2480e+000 2.0815e+002 3.2121e+002 1.7955e+002 3.8054e+001 6.2828e-002 1.7983e+001 3.1473e+001 2.5840e+001 1.3151e+001 4.0271e+000 4.6559e-001 2.6551e-002 2.9921e-001 3.5806e-001 2.2197e-001 8.4663e-002 1.8437e-002 1.4826e-003 3.1587e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 6.9267e+004 2.2699e+005 9.4715e+004 2.4306e+005 6.3085e+005 1.9429e+005 3.7566e+003 4.6219e+005 4.1207e+006 2.4702e+006 3.8076e+003 2.0994e+006 1.8274e+004 3.3340e+005 3.0360e+003 1.6781e+004 2.9424e+001 8.4906e+003 3.1423e+003 3.9035e+003 6.3338e+002 5.7659e+001 1.0523e+002 1.9815e+002 1.7214e+002 6.1170e+001 5.5615e+000 2.8203e+000 1.5037e+001 1.8415e+001 1.3062e+001 6.2565e+000 1.8766e+000 2.3016e-001 5.2649e-003 1.0524e-001 1.3558e-001 8.8760e-002 3.5800e-002 8.4094e-003 7.9112e-004 1.0991e-006 0.0000e+000 0.0000e+000 0.0000e+000
