   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
           0 4.6626e+005 2.4857e+005 6.4863e+005 6.6480e+005 4.1562e+005 3.1928e+001 6.1782e+004 1.3969e+002 1.3858e+004 3.1574e+003 8.6723e+002 2.2029e+003 3.0668e+002 1.2719e+002 3.5425e+002 1.1371e+002 5.5111e-002 3.5758e+001 3.4055e+001 7.8218e+000 1.4849e-002 2.3896e+000 2.4835e+000 8.7151e-001 7.1823e-002 1.2912e-002 4.1596e-002 1.8586e-002 2.1265e-003 6.4029e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.1667e+007 1.6314e+007 6.6422e+006 2.7967e+006 7.0687e+005 2.6195e+005 8.0019e+004 1.5866e+004 2.9880e+003 1.0348e+003 5.2025e+002 1.7151e+002 1.8643e+001 1.2062e-001 1.2626e+000 3.6369e-002 4.7645e-001 8.2092e-001 3.7059e-001 2.9525e-002 1.7873e-002 5.2625e-002 3.0930e-002 5.5468e-003 1.0761e-005 1.2543e-003 1.1297e-003 3.5773e-004 3.8864e-005 3.1181e-007 1.2866e-009 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 3.8487e+006 1.6210e+006 4.5826e+006 5.4783e+004 2.7431e+006 1.0916e+004 1.0484e+005 1.7620e+005 1.2633e+004 5.7922e+003 2.3014e+003 1.2533e+003 3.8109e+003 1.1609e+003 7.4882e+000 4.1124e+002 2.9325e+002 2.7941e+001 1.8283e+001 5.6237e+001 3.3362e+001 5.2009e+000 3.2542e-001 3.4741e+000 3.3212e+000 1.2641e+000 1.4433e-001 8.6956e-003 6.4854e-002 4.6225e-002 1.2173e-002 9.0698e-004 9.0246e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 9.4774e+006 6.8282e+004 6.3104e+006 1.1282e+007 1.6649e+006 3.5913e+006 4.3743e+005 1.0314e+005 1.2332e+005 7.1112e+004 9.3750e+003 9.7830e+001 4.7261e+002 5.2859e+001 7.6190e+002 6.4775e+002 1.1550e+002 7.7826e+000 7.2922e+001 5.3782e+001 9.8218e+000 4.2269e-001 6.3282e+000 6.5584e+000 2.6316e+000 2.9224e-001 3.8889e-002 2.3524e-001 2.0168e-001 7.7236e-002 1.2945e-002 3.7175e-004 5.3846e-005 6.1214e-007 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.5780e+003 3.1218e+006 5.9663e+004 2.7081e+006 8.8503e+006 2.4543e+005 3.0215e+006 3.9866e+005 2.8977e+004 5.4289e+004 8.0661e+004 2.8923e+004 6.2930e+002 1.7358e+003 1.0009e+003 2.2011e+001 7.6307e+002 7.4934e+002 1.8857e+002 2.5335e-001 6.9269e+001 8.3137e+001 3.3015e+001 2.3286e+000 2.0843e+000 6.6881e+000 5.4373e+000 2.0682e+000 2.7828e-001 6.3622e-003 1.0968e-001 1.0695e-001 4.3661e-002 7.7550e-003 3.2293e-004 8.5777e-012 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.0165e+006 2.4178e+006 1.8995e+006 4.5524e+004 3.0381e+006 1.0593e+007 4.5491e+005 2.9264e+006 8.2252e+005 9.7948e+004 3.2586e+004 5.5231e+004 4.5100e+004 1.1574e+004 7.8800e+001 1.0883e+003 6.2820e+002 1.9508e-001 3.4549e+002 4.7103e+002 2.0006e+002 1.4159e+001 1.4339e+001 4.4663e+001 3.4611e+001 1.1228e+001 6.0581e-001 8.5222e-001 2.4938e+000 2.1333e+000 9.4939e-001 2.0809e-001 7.8994e-003 7.3827e-003 1.2888e-002 4.7433e-003 2.9271e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 4.2572e+005 5.3982e+002 1.6825e+006 9.9658e+005 3.1890e+004 2.1778e+006 1.0005e+007 1.8734e+005 2.4635e+006 8.7408e+005 1.3940e+005 1.8312e+004 2.8464e+004 4.0406e+004 2.2280e+004 3.3203e+003 1.3860e+002 1.1676e+003 4.9897e+002 2.8461e-002 2.3799e+002 3.6401e+002 1.9074e+002 2.9705e+001 2.1839e+000 2.5728e+001 3.0546e+001 1.6433e+001 3.9180e+000 5.3125e-002 6.3931e-001 1.2843e+000 1.0046e+000 4.5036e-001 1.1385e-001 1.0748e-002 8.5720e-005 9.5656e-004 1.0995e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.0635e+002 7.4190e+005 2.4892e+005 1.6945e+006 5.8828e+005 7.2902e+004 2.2448e+006 9.5708e+006 1.3120e+005 2.3435e+006 8.6584e+005 2.2231e+005 2.3925e+004 1.8123e+004 2.9168e+004 2.5305e+004 8.8230e+003 4.8909e+002 4.2878e+002 8.5358e+002 2.6361e+002 2.2175e+000 1.7122e+002 2.4959e+002 1.4415e+002 3.1791e+001 5.3048e-003 1.2244e+001 2.0347e+001 1.4728e+001 5.8145e+000 9.3657e-001 7.1671e-003 4.0146e-001 5.7929e-001 3.9968e-001 1.6715e-001 4.1332e-002 4.6143e-003 5.1215e-005 7.6275e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 1.0564e+005 5.0210e+005 1.0601e+005 6.5621e+005 1.2253e+006 2.4460e+005 1.0536e+005 2.4482e+006 8.2782e+006 3.0317e+004 2.3058e+006 6.6430e+005 2.7293e+005 2.3777e+004 1.2437e+004 1.7826e+004 2.1896e+004 1.1959e+004 2.3682e+003 1.6050e+000 6.1608e+002 5.7197e+002 1.1714e+002 9.3730e+000 1.3250e+002 1.7443e+002 1.0186e+002 2.6194e+001 3.4345e-001 5.5560e+000 1.2460e+001 1.1144e+001 5.8010e+000 1.7039e+000 1.5152e-001 3.7696e-002 2.0541e-001 2.2604e-001 1.3611e-001 5.0978e-002 1.1064e-002 1.0029e-003 8.6319e-006 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 7.4738e+004 3.7015e+004 4.2053e+005 1.4455e+004 8.2272e+005 7.6928e+005 7.4626e+004 1.6450e+005 3.1464e+006 5.9956e+006 2.0394e+002 2.4764e+006 3.4995e+005 3.1086e+005 1.3276e+004 1.2747e+004 1.0058e+004 1.7607e+004 1.1295e+004 3.7220e+003 1.6881e+002 2.5237e+002 5.6023e+002 2.8689e+002 2.2527e+001 2.9537e+001 1.1198e+002 1.1780e+002 6.2991e+001 1.5403e+001 1.6428e-001 3.5086e+000 8.0066e+000 7.6239e+000 4.4436e+000 1.6329e+000 2.9786e-001 1.4231e-003 5.4051e-002 9.8384e-002 7.6782e-002 3.6139e-002 1.0326e-002 1.4353e-003 3.2372e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
