   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
           0 9.6098e+006 1.0865e+006 2.2970e+004 3.9923e+001 2.6880e+001 3.5909e+001 8.9077e+000 6.1860e-001 2.7898e+000 8.5558e-002 5.7779e-001 1.4915e-001 2.3887e-002 5.7626e-002 8.4252e-003 1.9314e-004 7.7460e-004 8.4896e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.0769e+006 7.3844e+006 2.0237e+006 6.2020e+004 3.8471e+002 2.1070e+003 7.8288e+002 1.5845e+001 1.9330e+002 1.8904e+000 4.4738e+001 8.7632e+000 3.3384e+000 6.3375e+000 9.4544e-001 8.1934e-002 3.6085e-001 1.6872e-001 3.0281e-002 2.2373e-003 3.4206e-005 3.4754e-006 3.8183e-006 2.2750e-006 1.7094e-006 1.1235e-006 6.7006e-007
           2 1.1022e+005 1.8794e+006 5.3425e+006 2.5815e+006 5.0754e+004 3.0718e+004 2.0148e+004 7.2200e-001 3.8790e+003 1.4241e+000 9.9566e+002 1.1695e+002 1.1310e+002 1.5121e+002 1.5947e+001 6.4116e+000 1.7467e+001 9.1744e+000 2.0747e+000 1.7540e-001 3.2457e-004 1.5994e-002 1.2993e-002 8.8260e-003 7.7768e-003 5.9774e-003 4.0433e-003
           3 1.2807e+004 2.8491e+005 2.5707e+006 3.0822e+006 2.0908e+006 6.8253e+003 1.7676e+005 7.1658e+003 2.3576e+004 1.1287e+003 7.0132e+003 2.2144e+002 1.3078e+003 1.0295e+003 4.0148e+001 1.2021e+002 1.9410e+002 8.7790e+001 1.5851e+001 3.2640e-001 7.0210e-001 1.1217e+000 6.9503e-001 4.3839e-001 3.7152e-001 2.7887e-001 1.8607e-001
           4 1.3288e+003 5.5047e+004 4.1225e+005 3.6922e+006 7.8990e+005 8.9521e+005 1.3746e+005 1.2462e+005 1.8762e+004 1.5012e+004 9.9410e+003 3.6456e+002 3.9564e+003 1.1299e+003 3.9652e+001 5.7074e+002 4.3829e+002 1.1321e+002 3.8212e+000 6.5127e+000 1.4287e+001 1.0929e+001 5.5469e+000 3.2476e+000 2.6272e+000 1.9091e+000 1.2473e+000
           5 2.2662e+002 5.9152e+003 1.4429e+005 4.9939e+005 4.6173e+006 3.7427e+004 5.8533e+005 8.5945e+004 6.2879e+004 1.6461e+004 2.3560e+003 6.0447e+003 3.7668e+002 6.5206e+002 9.0723e+002 1.9705e+002 2.7490e+000 8.2810e+001 9.5662e+001 5.6654e+001 2.4290e+001 8.9272e+000 3.1678e+000 1.5619e+000 1.1178e+000 7.3920e-001 4.5238e-001
           6 4.2857e+001 6.2155e+002 3.5529e+004 1.2016e+005 1.3178e+006 2.9157e+006 2.4844e+003 4.8312e+005 1.4500e+005 5.8675e+004 3.8451e+004 6.0600e-001 9.5620e+003 4.7314e+003 1.7288e+001 1.1332e+003 1.3854e+003 5.5922e+002 7.4508e+001 9.0931e-001 2.3177e+001 2.5159e+001 1.4455e+001 8.9132e+000 7.4624e+000 5.5599e+000 3.6938e+000
           7 5.9943e-001 5.4971e+002 4.2000e+002 1.4265e+005 4.1395e+004 2.7020e+006 1.5739e+006 5.2743e+004 2.8674e+005 1.1979e+005 3.4619e+004 2.5441e+004 1.6991e+003 2.4966e+003 3.6942e+003 9.1393e+002 1.2106e+000 2.9813e+002 3.9827e+002 2.6026e+002 1.2118e+002 4.7441e+001 1.7494e+001 8.8030e+000 6.3970e+000 4.2823e+000 2.6437e+000
           8 5.5300e-001 2.4296e+002 8.4189e+001 4.3973e+004 2.6444e+004 4.6772e+005 2.3532e+006 8.3769e+005 8.1661e+004 2.1673e+005 1.6457e+005 2.7971e+004 3.0602e+004 8.5036e+003 3.0582e+002 4.2402e+003 3.4289e+003 9.9495e+002 4.7791e+001 5.0534e+001 1.3529e+002 1.1199e+002 5.9017e+001 3.5169e+001 2.8805e+001 2.1129e+001 1.3894e+001
           9 2.8036e-001 1.1692e+000 1.2933e+003 1.0271e+003 1.4779e+005 1.0452e+003 1.0510e+006 2.1878e+006 3.2408e+005 1.6860e+005 1.3704e+005 1.5508e+005 3.0714e+004 2.0310e+004 9.2192e+003 5.9505e+001 1.7052e+003 2.5104e+003 1.4972e+003 5.3967e+002 1.3380e+002 2.6494e+001 5.4304e+000 1.8183e+000 9.0611e-001 4.2066e-001 1.9021e-001
          10 2.0731e+000 8.1777e+001 2.7644e+003 1.1671e+004 1.1180e+005 1.5376e+000 1.6154e+005 1.5421e+006 1.3724e+006 8.6928e+004 1.6444e+005 6.8505e+004 1.9613e+005 2.5901e+004 1.1036e+004 1.2946e+004 2.4208e+003 3.1586e+000 7.3324e+002 1.1081e+003 8.3811e+002 4.4759e+002 1.9603e+002 1.0761e+002 8.3341e+001 5.8642e+001 3.7493e+001
          11 8.1429e-001 2.0418e+001 4.6620e+002 5.7305e+002 4.4206e+003 4.9521e+004 5.0523e+003 4.2992e+005 1.5327e+006 8.7215e+005 1.2629e+004 1.8478e+005 3.8007e+004 2.5248e+005 3.9810e+004 6.4008e+003 1.5694e+004 5.1186e+003 6.2502e+002 8.7254e+000 2.1860e+002 2.4268e+002 1.4094e+002 8.7333e+001 7.3363e+001 5.4796e+001 3.6466e+001
          12 4.5369e-002 1.4583e+001 3.4541e+002 6.4776e+003 2.3549e+004 1.1418e+005 1.1249e+003 3.3804e+004 8.5135e+005 1.3757e+006 4.1106e+005 5.9450e+003 1.8394e+005 6.4822e+003 3.2446e+005 7.5104e+004 3.2064e+002 1.3905e+004 5.4576e+003 1.7913e+003 4.5733e+002 8.9834e+001 1.7793e+001 5.7489e+000 2.7459e+000 1.2110e+000 5.1919e-001
          13 7.5107e-001 6.3702e+001 1.2795e+003 1.2771e+004 3.8501e+004 6.7480e+004 1.2455e+004 8.0578e+001 2.6369e+005 1.0587e+006 8.4581e+005 1.2098e+005 3.2446e+004 1.4207e+005 2.4599e+003 5.1044e+005 1.8161e+005 1.3275e+004 1.8051e+004 3.3385e+003 2.6266e+003 1.1874e+003 4.5381e+002 2.3204e+002 1.7075e+002 1.1554e+002 7.1917e+001
          14 1.4924e-001 1.0350e+001 1.8636e+002 1.4721e+003 3.2893e+003 2.8047e+003 5.3515e+003 2.4559e+001 1.1524e+004 1.1473e+005 1.7560e+005 7.4408e+004 1.8161e+003 1.3387e+004 1.8220e+004 7.6750e+003 2.7718e+005 4.2679e+005 7.3576e+005 2.3250e+006 5.9631e+006 4.3461e+006 6.4589e+004 1.4977e+002 2.8257e+003 4.9779e+003 4.3685e+003
          15 4.2016e-001 2.8819e+001 5.1394e+002 3.9860e+003 8.6037e+003 6.7674e+003 1.6071e+004 3.6138e+001 2.9359e+004 3.1664e+005 5.0797e+005 2.2785e+005 7.6992e+003 3.5276e+004 5.6680e+004 1.8579e+004 6.1056e+005 4.5762e+005 7.3054e+004 1.5639e+005 3.0979e+006 4.3482e+006 5.0241e-001 2.3201e+004 3.0598e+004 2.4870e+004 1.6357e+004
          16 5.4890e-002 3.6433e+000 6.2924e+001 4.5932e+002 8.7243e+002 4.9822e+002 2.5823e+003 1.1899e+000 2.8343e+003 3.9704e+004 7.3586e+004 3.8840e+004 2.6290e+003 3.6983e+003 9.4639e+003 8.7209e+002 2.8743e+004 1.6802e+004 4.4126e+005 1.5469e+006 4.7156e+005 8.1989e+006 6.3996e+006 1.4010e+006 5.0632e+005 1.8478e+005 7.0734e+004
          17 2.9304e-002 1.8993e+000 3.1937e+001 2.2159e+002 3.7191e+002 1.4753e+002 1.6212e+003 9.5868e+000 1.2138e+003 2.0981e+004 4.3242e+004 2.5472e+004 2.4443e+003 1.6385e+003 5.8278e+003 5.0672e+001 4.7569e+003 5.2969e+004 3.7929e+005 5.8822e+005 6.7586e+003 4.5888e+005 1.1050e+007 2.0377e+006 9.2178e+005 5.7021e+005 3.0070e+005
          18 9.2187e-003 5.9155e-001 9.8253e+000 6.6590e+001 1.0497e+002 3.3533e+001 5.4750e+002 5.5924e+000 3.4811e+002 6.6070e+003 1.4238e+004 8.7626e+003 9.4978e+002 4.7223e+002 1.9358e+003 4.8622e-002 7.3200e+002 2.3242e+004 1.2202e+005 1.2881e+005 2.1059e+004 5.6656e+004 3.0413e+005 6.3464e+006 3.5216e+006 2.7789e+005 4.9759e+005
