   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37
          10 1.4372e-025 1.3780e-012 5.0595e-010 2.7490e-016 3.7450e-008 1.7078e-006 2.9401e-007 5.2621e-005 6.2705e-004 1.6451e-003 1.7890e-002 1.3236e-001 7.6379e-001 4.5217e+000 2.8368e+001 1.4488e+002 7.0210e+002 2.9643e+003 1.1712e+004 4.0016e+004 1.1863e+005 3.0215e+005 6.4361e+005 1.1071e+006 1.4497e+006 1.2970e+006 5.9729e+005 2.1583e+004 2.5593e+005 6.7376e+005 2.9275e+005 2.8290e+004 4.4586e+005 1.3318e+005 1.7281e+005 2.1055e+005 6.3071e+004 1.8375e+005
          11 1.4493e-023 1.4376e-011 4.9222e-009 3.0511e-015 3.3951e-007 1.4206e-005 2.4440e-006 3.9687e-004 4.4655e-003 1.1158e-002 1.1208e-001 7.8071e-001 4.1950e+000 2.3134e+001 1.3213e+002 6.2282e+002 2.7315e+003 1.0525e+004 3.6998e+004 1.1192e+005 2.8989e+005 6.2984e+005 1.1100e+006 1.5002e+006 1.4030e+006 7.0269e+005 4.6350e+004 2.1473e+005 6.9391e+005 3.7352e+005 6.8808e+003 4.2385e+005 2.2544e+005 8.0707e+004 3.1053e+005 2.9847e+004 2.4554e+005 1.3371e+003
          12 2.4558e-011 6.6640e-008 4.3758e-008 2.1158e-009 3.0501e-006 6.2812e-005 1.3817e-005 1.8467e-003 1.9731e-002 4.7632e-002 4.5778e-001 3.0586e+000 1.5709e+001 8.2707e+001 4.4504e+002 1.9901e+003 8.1861e+003 2.9673e+004 9.6691e+004 2.6975e+005 6.3732e+005 1.2409e+006 1.9087e+006 2.1466e+006 1.5026e+006 3.8024e+005 4.2446e+004 7.4660e+005 8.7793e+005 9.8437e+004 2.8470e+005 6.2400e+005 1.5578e+004 4.2125e+005 1.2506e+005 3.0802e+005 6.3520e+004 1.9705e+004
          13 8.2355e-022 1.2243e-010 3.9248e-008 2.7461e-014 2.5275e-006 9.7211e-005 1.6690e-005 2.4673e-003 2.6206e-002 6.2387e-002 5.8039e-001 3.8050e+000 1.9052e+001 9.7896e+001 5.1025e+002 2.2177e+003 8.8154e+003 3.0905e+004 9.6677e+004 2.5803e+005 5.7928e+005 1.0605e+006 1.5077e+006 1.5164e+006 8.7213e+005 1.1292e+005 1.3657e+005 6.7771e+005 4.9941e+005 3.1705e+003 3.5576e+005 3.4886e+005 1.1553e+004 3.6092e+005 1.1758e+004 2.6368e+005 1.0871e+004 3.1057e+005
          14 9.8100e-022 8.9061e-010 2.6878e-007 2.1254e-013 1.6188e-005 5.7310e-004 9.8061e-005 1.3238e-002 1.3266e-001 3.0089e-001 2.5990e+000 1.6027e+001 7.4810e+001 3.5817e+002 1.7066e+003 6.8301e+003 2.4622e+004 7.8254e+004 2.1748e+005 5.0913e+005 9.7947e+005 1.4812e+006 1.6292e+006 1.0958e+006 2.4639e+005 5.0760e+004 6.0746e+005 6.4975e+005 5.6755e+004 2.3963e+005 4.7150e+005 1.1822e+004 3.1131e+005 1.3421e+005 1.6212e+005 9.2727e+004 1.6059e+005 1.0607e+005
          15 6.4970e-021 5.5280e-009 1.5798e-006 1.4006e-012 8.9175e-005 2.9118e-003 4.9585e-004 6.1344e-002 5.7994e-001 1.2535e+000 1.0082e+001 5.8456e+001 2.5454e+002 1.1357e+003 4.9565e+003 1.8245e+004 5.9672e+004 1.7130e+005 4.2183e+005 8.5952e+005 1.3959e+006 1.6925e+006 1.3394e+006 4.6523e+005 9.1224e+002 4.6062e+005 7.7001e+005 2.0049e+005 9.8067e+004 5.2864e+005 1.2034e+005 1.7034e+005 3.1038e+005 2.2627e+004 2.7024e+005 3.1580e+004 1.1765e+005 3.1292e+004
          16 8.5691e-020 3.0153e-008 8.2211e-006 8.1135e-012 4.3580e-004 1.3147e-002 2.2250e-003 2.5312e-001 2.2564e+000 4.6482e+000 3.4900e+001 1.9017e+002 7.7276e+002 3.2130e+003 1.2860e+004 4.3466e+004 1.2888e+005 3.3264e+005 7.2205e+005 1.2660e+006 1.6971e+006 1.5691e+006 7.6701e+005 4.2451e+004 2.6525e+005 8.0463e+005 4.2999e+005 5.2689e+003 4.6601e+005 3.2159e+005 3.0312e+004 4.0399e+005 2.7160e+004 2.6957e+005 4.1275e+004 2.1663e+005 5.3530e+003 1.1258e+005
          17 3.3375e-018 1.4396e-007 3.7899e-005 4.1091e-011 1.8910e-003 5.2822e-002 8.8717e-003 9.3155e-001 7.8295e+000 1.5377e+001 1.0808e+002 5.5325e+002 2.0993e+003 8.1339e+003 2.9893e+004 9.2626e+004 2.4867e+005 5.7418e+005 1.0907e+006 1.6203e+006 1.7342e+006 1.1172e+006 2.1883e+005 8.0204e+004 6.9907e+005 6.8433e+005 4.6561e+004 2.8206e+005 5.1811e+005 1.7052e+004 3.2081e+005 2.0970e+005 9.7710e+004 2.4337e+005 6.1906e+004 1.2815e+005 1.3594e+005 2.7020e+004
          18 4.9924e-006 2.0751e+000 2.6107e+000 2.3537e-003 2.0740e+000 2.3670e-001 6.0627e-003 4.3957e+000 2.1955e+001 4.2714e+001 2.6356e+002 1.4639e+003 4.8675e+003 1.8976e+004 6.4520e+004 1.9113e+005 4.7796e+005 1.0280e+006 1.7810e+006 2.3544e+006 2.1250e+006 9.9206e+005 3.9761e+004 4.1028e+005 1.1294e+006 5.6132e+005 1.3876e+004 6.6941e+005 4.3598e+005 4.4957e+004 5.6941e+005 5.1361e+004 3.5275e+005 1.1257e+005 2.6473e+005 2.4442e+004 2.1320e+005 1.2585e+005
          19 6.5863e-017 6.2735e-007 1.5723e-004 1.9504e-010 7.4166e-003 1.9216e-001 3.1985e-002 3.1110e+000 2.4644e+001 4.6148e+001 3.0441e+002 1.4631e+003 5.1849e+003 1.8715e+004 6.3182e+004 1.7905e+005 4.3410e+005 8.9068e+005 1.4645e+006 1.8009e+006 1.4552e+006 5.3436e+005 3.4451e+000 4.6563e+005 8.4890e+005 2.6103e+005 7.4900e+004 5.7082e+005 1.9434e+005 1.1859e+005 4.0562e+005 6.8631e+002 3.2242e+005 1.9018e+004 2.4690e+005 1.3339e+002 1.3320e+005 5.6459e+004
          20 3.0668e-017 2.3774e-006 5.9341e-004 7.9001e-010 2.6480e-002 6.3801e-001 1.0510e-001 9.5054e+000 7.0963e+001 1.2674e+002 7.8664e+002 3.5482e+003 1.1747e+004 3.9489e+004 1.2249e+005 3.1667e+005 6.9079e+005 1.2494e+006 1.7514e+006 1.7218e+006 9.4817e+005 1.0198e+005 1.9121e+005 8.2638e+005 5.8443e+005 3.7252e+003 4.1411e+005 4.6604e+005 4.9207e+001 4.0293e+005 1.4723e+005 1.5710e+005 2.2617e+005 8.0577e+004 1.5900e+005 1.2490e+005 7.4839e+003 9.8271e+004
          21 6.3848e-017 8.0901e-006 2.0399e-003 2.9377e-009 8.6424e-002 1.9406e+000 3.1593e-001 2.6669e+001 1.8759e+002 3.1958e+002 1.8708e+003 7.9144e+003 2.4479e+004 7.6575e+004 2.1808e+005 5.1260e+005 1.0008e+006 1.5782e+006 1.8440e+006 1.3682e+006 4.0586e+005 1.4096e+004 5.9292e+005 8.4759e+005 1.7546e+005 1.4628e+005 6.1059e+005 1.3207e+005 1.8395e+005 3.9629e+005 1.6528e+003 3.4991e+005 1.5299e+004 2.6480e+005 2.8501e+003 1.9698e+005 5.3341e+004 4.2774e+002
          22 1.5032e-016 2.4475e-005 6.4863e-003 1.0059e-008 2.6171e-001 5.4902e+000 8.8213e-001 6.9761e+001 4.6228e+002 7.5139e+002 4.1573e+003 1.6485e+004 4.7624e+004 1.3851e+005 3.6166e+005 7.6970e+005 1.3353e+006 1.8094e+006 1.7036e+006 8.5804e+005 5.7564e+004 2.6501e+005 8.8639e+005 5.3381e+005 1.7951e+002 4.8210e+005 4.4178e+005 4.4735e+003 4.4162e+005 1.3005e+005 1.8082e+005 2.3771e+005 7.5624e+004 1.9983e+005 9.3900e+004 6.4358e+004 1.4843e+005 2.7216e+004
          23 1.2736e-017 5.9969e-005 1.9063e-002 3.2047e-008 7.3287e-001 1.4403e+001 2.2811e+000 1.6965e+002 1.0589e+003 1.6424e+003 8.6061e+003 3.1964e+004 8.6211e+004 2.3281e+005 5.5622e+005 1.0663e+006 1.6278e+006 1.8571e+006 1.3344e+006 3.5872e+005 2.8317e+004 6.5137e+005 8.5524e+005 1.5193e+005 1.7676e+005 6.3438e+005 1.2073e+005 2.0563e+005 4.1114e+005 1.6708e+003 3.6731e+005 2.5862e+004 2.6786e+005 2.1384e+004 2.2692e+005 6.0452e+003 8.9069e+004 9.8066e+004
          24 1.7815e-003 2.6898e+005 1.2503e+005 6.7179e+000 1.8345e+004 1.5492e+003 2.1310e+002 1.0920e+004 3.6301e+004 2.5336e+002 5.7376e+003 5.0353e+004 2.9797e+005 1.8294e+005 1.3096e+006 1.1588e+006 2.7097e+006 1.7217e+006 1.4989e+006 6.8781e+004 1.9070e+005 1.0901e+006 8.1632e+005 3.8550e+003 4.4895e+005 7.2194e+005 4.1308e+002 4.6191e+005 2.8984e+005 1.3242e+005 4.0014e+005 2.0314e+004 3.4265e+005 1.7424e+004 2.3468e+005 1.0922e+005 1.6234e+004 9.1195e+004
          25 2.4657e-013 3.1041e-004 5.0206e-002 7.5379e-008 1.9255e+000 3.5462e+001 5.5270e+000 3.8796e+002 2.2812e+003 3.3762e+003 1.6782e+004 5.8325e+004 1.4674e+005 3.6727e+005 8.0029e+005 1.3724e+006 1.8195e+006 1.6951e+006 8.4211e+005 4.9949e+004 2.8430e+005 9.1153e+005 5.4065e+005 3.2152e+002 4.9812e+005 4.6050e+005 3.4092e+003 4.5388e+005 1.5261e+005 1.6643e+005 2.7847e+005 4.9230e+004 2.5511e+005 4.5714e+004 1.4936e+005 1.2365e+005 1.8403e+003 4.6917e+004
          26 2.8906e-013 4.3928e-004 1.3016e-001 2.2248e-007 4.7372e+000 8.2231e+001 1.2603e+001 8.3808e+002 4.6403e+003 6.5544e+003 3.0952e+004 1.0056e+005 2.3574e+005 5.4564e+005 1.0799e+006 1.6426e+006 1.8571e+006 1.3472e+006 3.7390e+005 2.5013e+004 6.5177e+005 8.8641e+005 1.7508e+005 1.6172e+005 6.5736e+005 1.5085e+005 1.8367e+005 4.5128e+005 3.2827e+002 3.7007e+005 5.9803e+004 2.4394e+005 7.1230e+004 2.0844e+005 1.1757e+004 1.8366e+005 5.0663e+004 2.0044e+003
          27 1.7103e-012 6.6624e-004 3.0915e-001 5.4756e-007 1.0960e+001 1.7960e+002 2.7034e+001 1.7091e+003 8.9106e+003 1.2011e+004 5.3947e+004 1.6363e+005 3.5687e+005 7.6161e+005 1.3614e+006 1.8159e+006 1.7053e+006 8.8689e+005 6.8712e+004 2.5269e+005 9.1232e+005 6.0149e+005 1.4984e+003 4.6827e+005 5.2143e+005 1.3295e+002 4.3773e+005 2.1581e+005 1.1827e+005 3.4135e+005 1.4178e+004 3.0787e+005 5.7163e+003 2.3287e+005 4.3338e+004 8.3082e+004 1.3424e+005 3.1039e+004
          28 1.6855e-011 4.6529e-004 6.8928e-001 1.2637e-006 2.4072e+001 3.7316e+002 5.5118e+001 3.3243e+003 1.6317e+004 2.0986e+004 8.9723e+004 2.5367e+005 5.1363e+005 1.0070e+006 1.6140e+006 1.8586e+006 1.3931e+006 4.3918e+005 9.1325e+003 5.9626e+005 9.3003e+005 2.4404e+005 1.0926e+005 6.6452e+005 2.2578e+005 1.2366e+005 4.9865e+005 1.7018e+004 3.3870e+005 1.3242e+005 1.8009e+005 1.6049e+005 1.3926e+005 9.0659e+004 1.7471e+005 3.5867e+002 1.0460e+005 7.7670e+004
          29 3.4835e-010 1.2504e-003 1.4442e+000 3.0379e-006 5.0294e+001 7.3698e+002 1.0682e+002 6.1672e+003 2.8491e+004 3.4956e+004 1.4234e+005 3.7446e+005 7.0210e+005 1.2586e+006 1.7920e+006 1.7440e+006 9.7748e+005 1.1812e+005 1.8236e+005 8.7856e+005 7.0453e+005 2.1576e+004 3.8972e+005 6.0546e+005 1.8071e+004 3.7801e+005 3.1825e+005 5.1278e+004 4.0110e+005 1.1836e+003 3.2517e+005 1.1115e+004 2.6383e+005 1.6260e+001 1.9457e+005 6.0878e+004 1.7386e+004 6.6806e+004
          30 3.8218e-001 5.0631e+006 4.3937e+004 5.5178e+001 4.4751e+005 5.6326e+005 1.8581e+003 2.0350e+005 6.3699e+000 1.3488e+005 1.7808e+002 2.5133e+004 2.7655e+003 1.7471e+005 2.4441e+005 4.6289e+005 2.8844e+005 2.7791e+005 2.7337e+005 1.5325e+005 1.6481e+005 7.9104e+004 1.2525e+004 5.3818e+003 1.4000e+003 2.0460e+004 1.2892e+004 1.0589e+004 1.9198e+004 1.0105e+004 9.7179e+002 6.1415e+002 1.6608e+003 2.7484e+002 4.7817e+002 9.7111e+002 2.7509e+002 9.8672e+000
          31 4.8120e-007 6.3715e+000 2.0377e+000 3.9684e-005 8.4464e+001 1.4535e+003 1.9552e+002 1.0809e+004 4.7479e+004 5.5757e+004 2.1549e+005 5.2601e+005 9.1079e+005 1.4852e+006 1.8519e+006 1.4791e+006 5.4717e+005 1.2068e+002 4.9023e+005 9.6290e+005 3.6433e+005 4.3380e+004 6.3170e+005 3.4877e+005 4.8722e+004 5.2273e+005 8.1057e+004 2.5637e+005 2.4710e+005 8.5569e+004 2.7087e+005 4.6285e+004 2.0930e+005 8.0040e+004 8.0483e+004 1.5701e+005 1.2130e+004 1.2165e+004
          32 8.7529e-009 5.3120e-002 4.8152e+000 2.1526e-006 1.8426e+002 2.5238e+003 3.4790e+002 1.8575e+004 7.6122e+004 8.4942e+004 3.1358e+005 7.0910e+005 1.1278e+006 1.6584e+006 1.7858e+006 1.1103e+006 2.0578e+005 9.5241e+004 7.9062e+005 8.2428e+005 8.7383e+004 2.6571e+005 6.7642e+005 8.9647e+004 2.6570e+005 4.4041e+005 2.7342e+003 4.1250e+005 5.1500e+004 2.6913e+005 9.4705e+004 2.0337e+005 5.8509e+004 2.0602e+005 5.0453e+002 1.4473e+005 8.7777e+004 4.6730e+003
          33 1.5773e-008 1.6243e-003 7.7844e+000 2.7947e-006 3.3415e+002 4.3738e+003 5.8952e+002 3.0414e+004 1.1730e+005 1.2468e+005 4.3805e+005 9.1437e+005 1.3298e+006 1.7473e+006 1.5848e+006 7.0708e+005 2.1819e+004 3.4425e+005 9.5811e+005 5.3155e+005 1.5003e+003 5.3515e+005 5.0446e+005 1.2338e+003 4.8144e+005 2.1264e+005 1.3218e+005 3.7172e+005 8.8162e+003 3.4436e+005 8.8202e+001 2.8332e+005 2.2278e+003 2.0901e+005 5.6424e+004 4.8210e+004 1.2745e+005 4.7533e+004
          34 6.0665e-008 1.5513e-001 1.0438e+001 1.5458e-006 5.8021e+002 7.2814e+003 9.5729e+002 4.7865e+004 1.7380e+005 1.7583e+005 5.8717e+005 1.1271e+006 1.4892e+006 1.7262e+006 1.2734e+006 3.4565e+005 2.4155e+004 6.4055e+005 9.2707e+005 2.2167e+005 1.2494e+005 6.8662e+005 2.3521e+005 1.2215e+005 5.3004e+005 2.8333e+004 3.3537e+005 1.8380e+005 1.4256e+005 2.3935e+005 7.8432e+004 1.9856e+005 9.5907e+004 9.2780e+004 1.6304e+005 2.3597e+002 7.8102e+004 7.5355e+004
          35 4.6798e-007 3.5475e+000 7.9211e+000 8.8920e-007 9.8856e+002 1.1711e+004 1.4962e+003 7.2786e+004 2.4926e+005 2.3961e+005 7.5896e+005 1.3340e+006 1.5881e+006 1.5958e+006 9.0574e+005 9.7104e+004 1.8815e+005 8.7261e+005 7.2190e+005 2.8356e+004 3.7008e+005 6.4171e+005 3.6529e+004 3.4766e+005 3.8759e+005 2.1683e+004 4.3395e+005 2.3717e+004 3.0866e+005 7.0509e+004 2.3011e+005 5.3190e+004 2.1728e+005 3.4779e+003 1.8284e+005 5.5744e+004 1.0873e+004 5.3622e+004
          36 3.2068e-005 2.9678e+002 8.0691e+001 8.0276e-004 2.1796e+003 1.8183e+004 2.1796e+003 1.0543e+005 3.5022e+005 3.1633e+005 9.4068e+005 1.5152e+006 1.6096e+006 1.3648e+006 5.3908e+005 1.0167e+003 4.5065e+005 9.5192e+005 4.3328e+005 2.0877e+004 5.9416e+005 4.3895e+005 1.5154e+004 5.1484e+005 1.6575e+005 1.7741e+005 3.5428e+005 2.1277e+004 3.4993e+005 2.8354e+002 2.9476e+005 1.7796e+003 2.2817e+005 3.8180e+004 9.7570e+004 1.3720e+005 9.9122e+003 1.0924e+004
          37 4.0722e-001 3.6472e+006 2.3893e+006 1.9544e+001 9.3195e+005 2.7338e+002 1.4913e+004 1.4166e+005 2.8971e+005 9.8158e+003 1.6349e+005 4.6881e+003 2.3435e+004 5.0360e+003 6.1524e+004 2.2599e+005 3.3152e+005 3.0838e+005 2.3593e+005 2.2320e+005 1.9777e+005 1.4556e+005 1.0277e+005 5.2298e+004 1.3497e+004 1.0027e+003 1.2185e+003 8.9816e+003 1.4777e+004 1.2931e+004 1.0002e+004 7.9436e+003 4.9165e+003 1.9440e+003 5.5125e+002 1.7633e+002 7.3833e+001 2.5177e+001
          38 1.2019e-005 8.2377e+001 1.5401e+002 2.3879e-003 1.7139e+003 2.7440e+004 3.4122e+003 1.5492e+005 4.5738e+005 3.9992e+005 1.1422e+006 1.6400e+006 1.5284e+006 1.0631e+006 2.4283e+005 6.1123e+004 6.9589e+005 8.8290e+005 1.5786e+005 1.7486e+005 7.0029e+005 1.8291e+005 1.5912e+005 5.2471e+005 1.5491e+004 3.6214e+005 1.6825e+005 1.6020e+005 2.4002e+005 8.2170e+004 2.1170e+005 8.4814e+004 1.2490e+005 1.4624e+005 1.0758e+004 1.4532e+005 6.8775e+004 2.7184e+003
          39 8.1889e-006 2.4631e+001 6.3025e+001 5.1024e-003 2.6409e+003 4.0181e+004 4.8011e+003 2.1362e+005 5.9582e+005 4.9257e+005 1.3225e+006 1.7005e+006 1.3668e+006 7.3165e+005 5.3823e+004 2.4068e+005 8.7253e+005 6.6376e+005 1.3081e+004 4.1010e+005 6.2323e+005 2.2033e+004 3.6963e+005 3.7227e+005 2.7806e+004 4.3952e+005 2.2901e+004 3.1531e+005 7.8598e+004 2.2732e+005 7.1137e+004 2.0753e+005 1.8533e+004 2.0463e+005 1.6290e+004 7.5714e+004 1.1345e+005 3.4700e+004
          40 1.5042e-005 6.4092e+000 3.2346e+000 1.7187e-002 3.4768e+003 5.7832e+004 6.6290e+003 2.8773e+005 7.5286e+005 5.8909e+005 1.4830e+006 1.6823e+006 1.1349e+006 4.2178e+005 9.0219e+002 4.7869e+005 9.1479e+005 3.9183e+005 2.8887e+004 6.1124e+005 4.2100e+005 2.0084e+004 5.1636e+005 1.6390e+005 1.7524e+005 3.6176e+005 1.6002e+004 3.6236e+005 3.2951e+002 3.0419e+005 2.4697e+002 2.4865e+005 1.1812e+004 1.5680e+005 9.8703e+004 8.4305e+003 9.4838e+004 6.5350e+004
          41 5.1252e-005 8.5850e+000 2.4293e+002 7.2908e-002 3.8590e+003 8.3482e+004 8.9589e+003 3.7705e+005 9.2356e+005 6.8481e+005 1.6064e+006 1.5725e+006 8.5591e+005 1.7715e+005 7.8443e+004 7.0279e+005 8.1056e+005 1.5430e+005 1.8423e+005 6.8778e+005 1.9083e+005 1.6427e+005 5.1651e+005 2.1292e+004 3.5079e+005 1.8905e+005 1.3651e+005 2.7159e+005 5.6701e+004 2.5194e+005 5.3393e+004 1.7443e+005 1.0019e+005 5.6300e+004 1.6620e+005 1.2468e+004 3.6413e+004 6.1291e+004
          42 4.9318e-004 8.3213e+002 9.1474e+003 6.0691e-001 1.9718e+003 1.3849e+005 1.2143e+004 4.7860e+005 1.1037e+006 7.8811e+005 1.6938e+006 1.3481e+006 5.6143e+005 3.2665e+004 2.5732e+005 8.5430e+005 5.7924e+005 2.1727e+004 4.2507e+005 5.9262e+005 3.6021e+004 3.8394e+005 3.6355e+005 1.3915e+004 4.4772e+005 3.7039e+004 2.8387e+005 1.1646e+005 1.8981e+005 1.2054e+005 1.7711e+005 5.5616e+004 1.8993e+005 6.1962e+002 1.5238e+005 7.7909e+004 4.9751e+002 2.8651e+004
          43 1.7716e-001 5.5219e+005 4.8257e+006 1.5088e+002 4.2770e+005 1.5018e+006 5.7063e+003 7.0603e+001 4.6241e+004 2.4255e+005 1.9593e+005 1.5530e+005 1.6085e+003 1.8172e+003 5.0112e+004 6.5725e+004 1.6630e+005 1.6028e+005 4.2256e+005 1.9739e+005 9.5921e+004 2.6764e+005 1.7113e+005 4.8207e+004 8.6307e+004 6.2694e+004 2.7930e+002 1.3965e+003 1.7908e+003 6.7612e+002 2.8175e+004 2.7044e+004 3.1792e+003 1.8146e+002 3.4559e+003 9.8628e+003 7.3151e+003 2.1016e+003
          44 4.4587e-003 1.6688e+004 1.3286e+005 2.8697e+000 3.4283e+004 2.5732e+004 1.2083e+004 6.1491e+005 1.2087e+006 6.8962e+005 1.4980e+006 1.3237e+006 3.2005e+005 5.3944e+003 4.2591e+005 8.0214e+005 4.5679e+005 3.9905e+004 4.3355e+005 5.6163e+005 2.1809e+004 4.0431e+005 2.6426e+005 1.7197e+005 3.3234e+005 2.0384e+002 3.7135e+005 1.3111e+004 2.9067e+005 1.4884e+004 2.3236e+005 2.0298e+003 2.1950e+005 3.7239e+004 6.9881e+004 1.2231e+005 1.6651e+004 3.5850e+003
