   v'->v''           0           1           2           3           4           5           6           7           8           9          10
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 7.7275e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 3.7958e-004 7.1614e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 1.8571e-003 1.6622e-003 1.2599e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 1.1298e-002 3.4329e-004 2.9861e-003 2.3096e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          12 5.3186e-003 6.5940e-003 6.2991e-004 3.6393e-004 1.4887e-005 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          13 1.9904e-002 6.4060e-003 9.0785e-003 6.4675e-003 9.6918e-004 8.6402e-008 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          14 5.0833e-002 5.4109e-002 9.4306e-004 6.1129e-003 2.5756e-003 1.3387e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          15 1.3271e-002 1.1777e-002 2.4964e-003 2.3271e-003 5.5209e-004 1.7135e-003 3.8890e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          16 5.9061e-004 1.6980e-002 7.5533e-003 4.1325e-003 1.5657e-002 1.2413e-003 3.2757e-003 9.2483e-005 0.0000e+000 0.0000e+000 0.0000e+000
          17 5.4759e-003 6.2934e-002 2.7371e-002 3.5610e-004 1.2701e-002 2.4725e-003 1.8370e-003 8.6540e-004 8.5233e-006 0.0000e+000 0.0000e+000
          18 2.3129e-003 4.9485e-002 1.1561e-002 8.1005e-004 4.5284e-005 2.1805e-004 1.5694e-003 1.6687e-006 1.0672e-004 0.0000e+000 0.0000e+000
          19 6.2447e-005 1.8703e-002 1.7866e-008 5.8108e-003 5.8274e-003 4.8338e-003 1.4039e-003 1.9535e-003 2.4730e-004 1.6445e-004 0.0000e+000
          20 1.7817e-004 4.3367e-003 4.9703e-003 1.0695e-002 5.8163e-003 1.0365e-002 2.9374e-006 1.4674e-003 1.0002e-003 1.8155e-006 1.1426e-007
          21 2.6790e-004 7.7106e-004 7.1354e-003 8.9791e-003 2.7345e-003 7.4513e-003 4.0552e-004 3.4017e-004 4.6123e-004 8.0813e-005 5.8691e-007
          22 1.5546e-004 1.4341e-004 4.5609e-003 4.8304e-003 1.0224e-003 3.5190e-003 3.8176e-004 5.5578e-005 1.1943e-004 7.5450e-005 7.9730e-006
          23 9.3866e-005 4.4735e-005 2.9429e-003 2.9076e-003 5.0676e-004 1.9667e-003 2.7359e-004 1.3272e-005 4.1411e-005 5.0875e-005 8.1853e-006
          24 7.6691e-005 2.0764e-005 2.5394e-003 2.3977e-003 3.6088e-004 1.5315e-003 2.4883e-004 3.9415e-006 1.9937e-005 4.3545e-005 8.2332e-006
          25 5.5789e-005 8.9241e-006 1.9341e-003 1.7673e-003 2.3652e-004 1.0778e-003 1.9525e-004 7.5176e-007 8.4509e-006 3.2330e-005 6.4749e-006
          26 3.6360e-005 3.7446e-006 1.3039e-003 1.1658e-003 1.4346e-004 6.8767e-004 1.3374e-004 6.1628e-008 3.3680e-006 2.1223e-005 4.2786e-006
