   v'->v''           0           1           2           3           4           5           6           7           8           9          10
           0 7.1189e+005 2.1006e+005 3.5917e+004 4.6018e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.7064e+006 3.2075e+005 2.1741e+005 4.1101e+004 1.0067e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 6.1825e+005 3.0486e+006 4.4510e+005 1.5084e+005 4.1941e+004 2.2978e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 2.4539e+002 4.9088e+005 2.5741e+006 5.5554e+005 1.2749e+005 4.6245e+004 4.5353e+003 8.4886e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 2.4254e+005 1.4735e+004 5.3002e+005 2.2735e+006 5.9554e+005 1.1919e+005 4.6574e+004 6.9452e+003 1.3306e+002 0.0000e+000 0.0000e+000
           5 4.1830e+005 3.1757e+005 2.6445e+001 7.4482e+005 1.8953e+006 6.4266e+005 1.1126e+005 4.1117e+004 8.8605e+003 5.6418e+002 4.0607e-002
