   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
          10 6.9451e-027 8.7016e-014 1.5404e-011 3.4542e-020 1.9049e-009 7.0380e-008 1.6144e-009 2.2097e-006 3.9159e-005 8.1886e-005 8.5962e-004 6.8233e-003 3.7297e-002 2.5970e-001 1.8689e+000 1.1204e+001 5.4859e+001 2.7261e+002 1.2690e+003 4.9641e+003 1.7751e+004 5.7034e+004 1.5780e+005 3.7394e+005 7.3834e+005 1.1702e+006 1.3989e+006 1.1097e+006 4.0398e+005 3.6589e+001 3.4440e+005 6.4481e+005 2.0342e+005 6.1272e+004 4.4709e+005 9.8650e+004 1.8941e+005 2.0267e+005 7.2801e+004 9.0536e+004
          11 8.2812e-016 1.8891e-012 4.0755e-011 6.4729e-014 7.2898e-009 2.5046e-007 6.1045e-009 7.6395e-006 1.3063e-004 2.6575e-004 2.7504e-003 2.1260e-002 1.1317e-001 7.6253e-001 5.2666e+000 3.0307e+001 1.4427e+002 6.8871e+002 3.0524e+003 1.1472e+004 3.9074e+004 1.1841e+005 3.0800e+005 6.7900e+005 1.2289e+006 1.7450e+006 1.7903e+006 1.0982e+006 1.9281e+005 9.8096e+004 7.3241e+005 6.9032e+005 3.8340e+004 3.2296e+005 5.1100e+005 2.2212e+002 4.3301e+005 5.0778e+004 1.9438e+005 2.1186e+005
          12 1.1276e-025 9.6434e-013 1.6337e-010 5.1093e-019 1.8456e-008 6.4148e-007 1.5396e-008 1.8554e-005 3.0441e-004 5.9901e-004 6.0863e-003 4.5540e-002 2.3462e-001 1.5183e+000 9.9745e+000 5.4616e+001 2.5087e+002 1.1398e+003 4.7596e+003 1.7001e+004 5.4478e+004 1.5353e+005 3.6916e+005 7.4149e+005 1.1971e+006 1.4635e+006 1.2008e+006 4.7183e+005 2.5452e+003 3.2254e+005 6.7911e+005 2.5770e+005 3.5699e+004 4.4485e+005 1.6608e+005 1.1103e+005 2.8986e+005 3.4410e+004 2.4250e+005 5.9566e+002
          13 3.7167e-025 8.7303e-012 1.4191e-009 6.0576e-018 1.4680e-007 4.8037e-006 1.2039e-007 1.2815e-004 1.9480e-003 3.6117e-003 3.5509e-002 2.5043e-001 1.2163e+000 7.3226e+000 4.4015e+001 2.2073e+002 9.4837e+002 3.9401e+003 1.4809e+004 4.8051e+004 1.3744e+005 3.3884e+005 7.0096e+005 1.1732e+006 1.5001e+006 1.3164e+006 5.9727e+005 2.1455e+004 2.5490e+005 6.9810e+005 3.5765e+005 6.2684e+003 4.1042e+005 2.6874e+005 3.6479e+004 3.5192e+005 3.5164e+003 2.6604e+005 7.3001e+003 2.9446e+005
          14 4.1745e-024 6.7748e-011 1.0597e-008 6.1983e-017 1.0059e-006 3.1012e-005 8.1002e-007 7.6379e-004 1.0765e-002 1.8825e-002 1.7904e-001 1.1899e+000 5.4475e+000 3.0537e+001 1.6830e+002 7.7465e+002 3.1042e+003 1.1789e+004 3.9953e+004 1.1713e+005 2.9746e+005 6.3787e+005 1.1192e+006 1.5207e+006 1.4568e+006 7.8548e+005 8.1785e+004 1.5963e+005 6.8585e+005 5.0044e+005 5.7885e+003 3.3113e+005 3.9449e+005 4.1220e+001 3.4149e+005 8.7976e+004 1.8957e+005 7.6380e+004 1.7297e+005 5.6535e+004
          15 9.2033e-023 4.4912e-010 6.7838e-008 5.4516e-016 5.9248e-006 1.7224e-004 4.6785e-006 3.9212e-003 5.1287e-002 8.4710e-002 7.7918e-001 4.8789e+000 2.1060e+001 1.1003e+002 5.5723e+002 2.3592e+003 8.7930e+003 3.0510e+004 9.3327e+004 2.4586e+005 5.5089e+005 1.0182e+006 1.4854e+006 1.5729e+006 1.0150e+006 2.1024e+005 5.9214e+004 6.0361e+005 6.5239e+005 7.2455e+004 2.0159e+005 4.9584e+005 4.4775e+004 2.3981e+005 2.4440e+005 5.2937e+004 2.4508e+005 4.5598e+004 1.1226e+005 5.9978e+004
          16 9.9999e-021 2.6269e-009 3.8505e-007 4.3722e-015 3.1016e-005 8.5096e-004 2.3988e-005 1.7928e-002 2.1779e-001 3.4016e-001 3.0251e+000 1.7844e+001 7.2621e+001 3.5391e+002 1.6502e+003 6.4362e+003 2.2248e+004 7.0454e+004 1.9437e+005 4.5727e+005 8.9628e+005 1.4074e+006 1.6560e+006 1.2709e+006 4.2542e+005 1.7916e+003 4.5257e+005 7.6961e+005 2.3129e+005 6.7105e+004 5.1775e+005 1.9082e+005 9.4518e+004 3.7788e+005 2.4432e+003 2.9232e+005 1.7088e+004 2.2397e+005 8.1246e+003 1.0593e+005
          17 5.5749e-010 5.7136e-005 7.8167e-005 1.2096e-007 3.2828e-004 1.3148e-003 3.5038e-005 4.1783e-002 4.6430e-001 7.1711e-001 6.2583e+000 3.6204e+001 1.4341e+002 6.8165e+002 3.0747e+003 1.1618e+004 3.8946e+004 1.1891e+005 3.1478e+005 7.0677e+005 1.3100e+006 1.9182e+006 2.0484e+006 1.3381e+006 2.8757e+005 6.9726e+004 7.7645e+005 8.6771e+005 1.0956e+005 2.4201e+005 6.6021e+005 8.2350e+004 2.7424e+005 3.7354e+005 2.7901e+004 3.7367e+005 4.3235e+003 2.6200e+005 7.4597e+004 4.6052e+004
          18 4.0822e-020 1.3544e-008 1.9293e-006 2.7618e-014 1.4381e-004 3.7276e-003 1.0880e-004 7.2783e-002 8.2205e-001 1.2159e+000 1.0452e+001 5.8075e+001 2.2288e+002 1.0142e+003 4.3619e+003 1.5694e+004 5.0182e+004 1.4482e+005 3.5967e+005 7.5035e+005 1.2723e+006 1.6618e+006 1.5026e+006 7.2048e+005 3.8759e+004 2.5227e+005 7.8529e+005 4.6523e+005 7.0193e+001 4.1467e+005 3.9523e+005 2.1474e+003 3.7944e+005 1.1601e+005 1.6236e+005 1.8418e+005 9.9145e+004 1.0063e+005 1.4860e+005 1.6166e+004
          19 5.9659e-020 6.2567e-008 8.7426e-006 1.7414e-013 6.0458e-004 1.4820e-002 4.4695e-004 2.6852e-001 2.8223e+000 3.9578e+000 3.2880e+001 1.7204e+002 6.2262e+002 2.6472e+003 1.0517e+004 3.4924e+004 1.0299e+005 2.7023e+005 6.0179e+005 1.1034e+006 1.5931e+006 1.6738e+006 1.0642e+006 2.0883e+005 7.3254e+004 6.6737e+005 7.0437e+005 7.6782e+004 2.1804e+005 5.4878e+005 6.4501e+004 2.2977e+005 3.2097e+005 1.5283e+004 3.2264e+005 6.0001e+002 2.5112e+005 5.8739e+003 1.2362e+005 8.0399e+004
          20 2.5734e-019 2.5911e-007 3.5804e-005 9.7509e-013 2.3047e-003 5.3499e-002 1.6631e-003 9.0092e-001 8.8219e+000 1.1746e+001 9.4284e+001 4.6455e+002 1.5856e+003 6.3043e+003 2.3165e+004 7.1019e+004 1.9262e+005 4.5811e+005 9.0984e+005 1.4497e+006 1.7433e+006 1.3961e+006 5.1521e+005 1.5279e+002 4.3156e+005 8.4047e+005 3.1327e+005 3.7649e+004 5.3525e+005 2.8603e+005 4.5413e+004 4.3080e+005 4.8406e+004 2.4232e+005 1.4023e+005 1.3960e+005 1.0639e+005 1.5521e+005 2.1443e+003 9.5826e+004
          21 1.8709e-018 9.6806e-007 1.3405e-004 4.9485e-012 8.0575e-003 1.7733e-001 5.6694e-003 2.7794e+000 2.5380e+001 3.2124e+001 2.4907e+002 1.1553e+003 3.7186e+003 1.3832e+004 4.7042e+004 1.3307e+005 3.3077e+005 7.1002e+005 1.2475e+006 1.7006e+006 1.6458e+006 9.0876e+005 1.0384e+005 1.6877e+005 7.8668e+005 6.2307e+005 1.9385e+004 3.3609e+005 5.2642e+005 1.7285e+004 3.2010e+005 2.6927e+005 4.8623e+004 3.3011e+005 7.4410e+002 2.6958e+005 3.0803e+003 1.7876e+005 7.4412e+004 7.9547e+002
          22 3.8893e-017 3.1993e-006 4.6358e-004 2.1834e-011 2.6061e-002 5.4466e-001 1.7867e-002 7.9587e+000 6.7849e+001 8.1744e+001 6.1208e+002 2.6723e+003 8.1107e+003 2.8237e+004 8.8922e+004 2.3183e+005 5.2621e+005 1.0139e+006 1.5594e+006 1.7792e+006 1.3112e+006 3.9899e+005 9.6317e+003 5.4820e+005 8.5037e+005 2.3060e+005 8.8442e+004 5.9135e+005 2.2457e+005 9.0555e+004 4.4887e+005 2.4860e+004 2.8488e+005 1.2733e+005 1.5518e+005 1.2523e+005 1.4702e+005 3.0048e+004 1.5449e+005 4.1666e+004
          23 4.0321e-004 3.6033e+004 2.9563e+004 1.2671e+000 1.1468e+004 1.2974e+003 3.2183e-001 2.1305e+002 4.2635e+003 7.7959e+002 4.8812e+001 5.6268e+003 3.0535e+004 1.4841e+004 2.2692e+005 2.5606e+005 9.3633e+005 1.2512e+006 2.2509e+006 2.0040e+006 1.4258e+006 2.5827e+005 1.0290e+005 8.3814e+005 9.8613e+005 9.8016e+004 2.5159e+005 7.6193e+005 1.1049e+005 2.6092e+005 4.8104e+005 1.1862e+003 4.3810e+005 4.4522e+004 2.9685e+005 5.2945e+004 2.5992e+005 2.6631e+002 1.5959e+005 9.5427e+004
          24 7.4938e-018 1.0825e-005 1.4620e-003 1.1495e-010 7.7998e-002 1.5488e+000 5.2017e-002 2.1135e+001 1.6839e+002 1.9334e+002 1.3977e+003 5.7420e+003 1.6430e+004 5.3541e+004 1.5610e+005 3.7437e+005 7.7245e+005 1.3262e+006 1.7591e+006 1.6255e+006 8.2361e+005 6.2240e+004 2.3279e+005 8.4659e+005 5.8089e+005 5.0891e+003 3.9987e+005 5.1523e+005 5.9323e+003 3.6429e+005 2.5403e+005 6.4692e+004 3.4376e+005 6.9923e+002 2.8809e+005 3.4815e-001 2.2047e+005 2.9666e+004 6.5704e+004 1.0685e+005
          25 8.6609e-017 2.9560e-005 4.3420e-003 4.4673e-010 2.1872e-001 4.1366e+000 1.4189e-001 5.2796e+001 3.9354e+002 4.3108e+002 3.0079e+003 1.1623e+004 3.1340e+004 9.5581e+004 2.5779e+005 5.6718e+005 1.0580e+006 1.6027e+006 1.7956e+006 1.2740e+006 3.5273e+005 2.0875e+004 6.0120e+005 8.6043e+005 2.0580e+005 1.1187e+005 6.1851e+005 2.1262e+005 1.0631e+005 4.6584e+005 2.4097e+004 2.9597e+005 1.4452e+005 1.4438e+005 1.6564e+005 1.1470e+005 8.5065e+004 1.6151e+005 9.1015e+002 4.7553e+004
          26 1.9062e-015 7.2694e-005 1.1984e-002 1.6871e-009 5.7391e-001 1.0354e+001 3.6192e-001 1.2382e+002 8.6444e+002 9.0437e+002 6.0891e+003 2.2120e+004 5.6186e+004 1.6030e+005 3.9943e+005 8.0341e+005 1.3459e+006 1.7756e+006 1.6301e+006 8.0736e+005 5.4340e+004 2.5060e+005 8.7285e+005 5.8950e+005 4.4308e+003 4.1486e+005 5.3468e+005 7.2538e+003 3.7204e+005 2.7828e+005 5.5129e+004 3.6894e+005 5.6117e+002 3.0068e+005 8.0831e+003 2.4255e+005 9.7704e+002 1.5929e+005 8.2723e+004 1.4409e+000
          27 3.8839e-014 1.4750e-004 3.0987e-002 6.0075e-009 1.4177e+000 2.4436e+001 8.6859e-001 2.7432e+002 1.7953e+003 1.7955e+003 1.1661e+004 3.9801e+004 9.5157e+004 2.5373e+005 5.8287e+005 1.0667e+006 1.5908e+006 1.7947e+006 1.2871e+006 3.6169e+005 1.8570e+004 5.9877e+005 8.8443e+005 2.2832e+005 1.0008e+005 6.3015e+005 2.4487e+005 8.8709e+004 4.8764e+005 4.2935e+004 2.7631e+005 1.9318e+005 1.0691e+005 2.2631e+005 6.4904e+004 1.6433e+005 1.0525e+005 3.5036e+004 1.4330e+005 4.8630e+004
          28 1.9778e-012 1.2622e-004 7.6332e-002 1.9776e-008 3.3216e+000 5.4772e+001 1.9764e+000 5.7850e+002 3.5523e+003 3.3990e+003 2.1286e+004 6.8212e+004 1.5336e+005 3.8170e+005 8.0609e+005 1.3343e+006 1.7514e+006 1.6463e+006 8.4954e+005 6.9970e+004 2.2432e+005 8.6953e+005 6.4306e+005 1.3703e+004 3.8406e+005 5.8109e+005 2.2029e+004 3.4257e+005 3.3759e+005 2.7061e+004 3.9403e+005 1.4601e+004 2.8941e+005 4.5263e+004 2.2658e+005 1.9199e+004 2.0432e+005 1.1719e+004 7.3301e+004 9.4688e+004
          29 1.6169e-001 3.8907e+006 6.1480e+005 7.6322e-001 1.7324e+004 3.0599e+005 4.2834e+003 3.1180e+005 1.0391e+005 7.5505e+004 2.3675e+004 2.5270e+001 4.2305e+004 1.8342e+005 4.1033e+004 9.5106e+005 4.1951e+004 8.1584e+005 7.3276e+004 2.2159e+005 3.3782e+005 5.4715e+000 1.3056e+005 6.1241e+003 7.3802e+004 6.5874e+003 1.3967e+004 1.1658e+005 9.1092e+001 4.8896e+002 5.2251e+004 3.0802e+003 2.6144e+004 2.5086e+001 1.8716e+004 8.1201e-001 2.0753e+004 8.8826e+003 7.3643e+002 5.5640e+003
          30 3.5350e-011 2.5898e-003 1.6045e-001 7.2975e-008 7.3407e+000 1.1659e+002 4.2447e+000 1.1569e+003 6.6786e+003 6.1180e+003 3.6922e+004 1.1099e+005 2.3439e+005 5.4359e+005 1.0513e+006 1.5621e+006 1.7774e+006 1.3381e+006 4.2092e+005 6.7830e+003 5.4934e+005 9.1738e+005 2.9660e+005 6.1781e+004 6.2095e+005 3.2033e+005 4.7980e+004 5.0163e+005 9.2724e+004 2.2185e+005 2.7176e+005 5.1444e+004 2.9387e+005 1.5146e+004 2.4202e+005 3.1643e+004 1.3698e+005 1.1532e+005 1.1408e+003 5.8147e+004
          31 2.2186e-011 1.6685e-003 3.5165e-001 2.0971e-007 1.5492e+001 2.3617e+002 8.6964e+000 2.2140e+003 1.2012e+004 1.0541e+004 6.1282e+004 1.7261e+005 3.4185e+005 7.3691e+005 1.2988e+006 1.7152e+006 1.6557e+006 9.3499e+005 1.1390e+005 1.6470e+005 8.3057e+005 7.2853e+005 4.6235e+004 3.0874e+005 6.3684e+005 6.6564e+004 2.7116e+005 4.1989e+005 1.9050e+003 3.9380e+005 6.5778e+004 2.3547e+005 1.2592e+005 1.5992e+005 9.8366e+004 1.6715e+005 1.7423e+004 1.6728e+005 4.3857e+004 3.5194e+003
          32 6.8344e-011 8.0713e-004 7.0015e-001 5.9507e-007 3.1238e+001 4.5844e+002 1.7019e+001 4.0646e+003 2.0749e+004 1.7449e+004 9.7671e+004 2.5742e+005 4.7722e+005 9.5333e+005 1.5216e+006 1.7631e+006 1.3993e+006 5.2494e+005 1.6407e+002 4.5626e+005 9.3880e+005 4.0978e+005 1.7711e+004 5.7149e+005 4.3311e+005 8.2298e+003 4.8070e+005 1.8696e+005 1.3437e+005 3.6163e+005 5.6182e+003 3.3524e+005 2.9912e+003 2.7383e+005 5.8925e+002 2.2095e+005 2.2985e+004 9.1067e+004 1.2246e+005 1.9438e+004
          33 4.0270e-010 1.1109e-003 1.2711e+000 1.5318e-006 6.0201e+001 8.5022e+002 3.1759e+001 7.1447e+003 3.4348e+004 2.7685e+004 1.4911e+005 3.6714e+005 6.3563e+005 1.1721e+006 1.6807e+006 1.6791e+006 1.0431e+006 1.9614e+005 8.9375e+004 7.4835e+005 8.2759e+005 1.2220e+005 1.9946e+005 6.7391e+005 1.6138e+005 1.6587e+005 4.9877e+005 1.4962e+004 3.4003e+005 1.6960e+005 1.3833e+005 2.4062e+005 6.3628e+004 2.1329e+005 6.9115e+004 1.2310e+005 1.3347e+005 5.7544e+003 1.1331e+005 7.4539e+004
          34 5.7365e-009 1.1703e-001 1.9590e+000 2.7222e-006 1.1298e+002 1.5124e+003 5.6797e+001 1.2097e+004 5.4815e+004 4.2336e+004 2.1919e+005 5.0334e+005 8.1139e+005 1.3743e+006 1.7518e+006 1.4722e+006 6.5738e+005 2.0305e+004 3.2718e+005 9.2045e+005 5.5819e+005 6.1712e+002 4.6399e+005 5.6063e+005 6.9084e+003 3.9860e+005 3.2276e+005 4.1511e+004 4.1948e+005 1.4751e+004 3.0666e+005 6.7698e+004 2.1990e+005 6.2786e+004 2.0118e+005 1.1896e+004 1.8832e+005 2.9345e+004 3.5488e+004 8.2966e+004
          35 1.9390e-001 4.7827e+006 4.5227e+005 1.7872e+001 1.1174e+006 3.3979e+005 2.8555e+003 1.3878e+003 1.3863e+005 1.4179e+004 1.7753e+005 7.7405e+004 6.9562e+002 2.5955e+004 1.5739e+004 1.4389e+005 3.3818e+005 3.4334e+005 2.7884e+005 2.7128e+005 2.0640e+005 1.7162e+005 1.3194e+005 5.7383e+004 1.9264e+004 2.5761e+003 3.1609e+003 1.2699e+004 1.4010e+004 1.6606e+004 1.6315e+004 8.3544e+003 2.9944e+003 1.6959e+003 8.9033e+002 5.1154e+001 1.5474e+002 2.8591e+002 1.4767e+002 5.3329e+001
          36 8.0613e-007 1.9271e+001 1.0566e+001 1.5684e-004 1.3722e+002 2.7389e+003 1.0029e+002 1.9753e+004 8.4025e+004 6.2705e+004 3.1222e+005 6.6363e+005 9.9407e+005 1.5381e+006 1.7188e+006 1.1691e+006 3.1858e+005 2.4548e+004 6.1357e+005 9.1105e+005 2.5395e+005 8.3497e+004 6.5323e+005 3.1239e+005 5.6339e+004 5.2745e+005 1.0115e+005 2.2314e+005 3.0854e+005 3.5484e+004 3.3666e+005 1.2994e+003 2.8804e+005 1.0207e+003 2.2962e+005 2.6162e+004 1.1819e+005 1.2000e+005 6.8595e+002 3.5541e+004
          37 4.6912e-008 5.4532e-001 6.0922e+000 7.0751e-005 3.0642e+002 4.3709e+003 1.6305e+002 3.1156e+004 1.2548e+005 8.9230e+004 4.2590e+005 8.4268e+005 1.1651e+006 1.6318e+006 1.5694e+006 8.1784e+005 8.5266e+004 1.8452e+005 8.4375e+005 7.2302e+005 4.5586e+004 3.0683e+005 6.5971e+005 8.3314e+004 2.5485e+005 4.6389e+005 1.6687e+002 3.9455e+005 1.1456e+005 1.9420e+005 2.0597e+005 9.6946e+004 1.9913e+005 8.6797e+004 1.2673e+005 1.3607e+005 1.8864e+004 1.5345e+005 4.9665e+004 4.1789e+002
          38 6.2308e-008 5.7025e-002 5.7777e+000 1.5820e-004 5.0140e+002 6.9931e+003 2.5995e+002 4.7489e+004 1.8068e+005 1.2305e+005 5.6272e+005 1.0292e+006 1.3077e+006 1.6416e+006 1.3229e+006 4.7531e+005 1.9641e+002 4.3513e+005 9.3420e+005 4.4234e+005 8.1804e+003 5.4278e+005 4.9260e+005 2.5860e+002 4.5786e+005 2.6400e+005 8.0110e+004 4.1810e+005 2.8918e+003 3.3504e+005 4.7608e+004 2.4423e+005 5.5018e+004 2.1304e+005 1.6526e+004 2.0332e+005 1.1559e+004 9.0780e+004 1.1169e+005 2.1763e+004
          39 1.7186e-007 4.7509e-001 2.0112e+000 4.1138e-004 7.8102e+002 1.0905e+004 4.0109e+002 7.0212e+004 2.5273e+005 1.6480e+005 7.2077e+005 1.2131e+006 1.4076e+006 1.5621e+006 1.0134e+006 2.0120e+005 6.3892e+004 6.9063e+005 8.6148e+005 1.7740e+005 1.3877e+005 6.7234e+005 2.4919e+005 9.4068e+004 5.3455e+005 6.8907e+004 2.6456e+005 2.8484e+005 5.3868e+004 3.3595e+005 3.8037e+003 2.9641e+005 1.0378e+003 2.4320e+005 1.6507e+004 1.5410e+005 9.5898e+004 1.3213e+004 1.0874e+005 6.6406e+004
          40 9.4702e-007 1.4101e+001 9.8399e+000 1.2597e-003 1.1787e+003 1.6691e+004 5.9595e+002 1.0019e+005 3.4331e+005 2.1415e+005 8.9289e+005 1.3746e+006 1.4461e+006 1.3922e+006 6.8133e+005 3.7439e+004 2.4117e+005 8.6925e+005 6.5358e+005 2.1134e+004 3.6326e+005 6.3532e+005 5.5990e+004 2.9281e+005 4.4282e+005 5.8713e+002 4.1226e+005 1.0219e+005 2.1081e+005 2.0373e+005 1.0043e+005 2.1015e+005 7.9030e+004 1.5201e+005 1.1567e+005 4.8875e+004 1.6816e+005 1.0339e+004 4.7941e+004 7.8008e+004
          41 5.2545e-005 1.4671e+003 3.1840e+003 1.3157e-002 2.2912e+003 2.9671e+004 8.0418e+002 1.2940e+005 4.6428e+005 2.7617e+005 1.0700e+006 1.4773e+006 1.4246e+006 1.1505e+006 3.7191e+005 3.9174e+003 4.6126e+005 9.3799e+005 3.7124e+005 1.5064e+004 5.8991e+005 4.4405e+005 1.4925e+003 4.8396e+005 2.4072e+005 8.4782e+004 4.2485e+005 2.6633e+003 3.4311e+005 5.1988e+004 2.3836e+005 7.2067e+004 2.0524e+005 3.4674e+004 2.0238e+005 3.1825e+001 1.4978e+005 7.8745e+004 1.8776e+003 4.5192e+004
