   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16
          31 1.3022e-002 2.3320e-001 1.9436e-001 2.5382e+001 1.7506e+002 1.5638e+002 5.6448e+002 5.1438e+001 1.7283e+002 2.3080e+003 1.7529e+004 1.9596e+004 3.0881e+003 1.2670e+005 2.0801e+005 2.5331e+005 4.3719e+005
          32 3.2899e-001 5.0450e+000 5.3091e-001 9.1380e+002 5.2164e+003 3.6099e+003 1.7614e+004 8.5204e+002 6.3646e+003 5.2091e+004 4.7328e+005 6.1601e+005 1.7450e+004 3.4900e+006 2.3232e+006 1.0900e+005 8.4202e+002
          33 3.1893e-002 3.7819e-001 1.9505e-001 1.3466e+002 6.2476e+002 3.0534e+002 2.2358e+003 3.4180e+001 9.2861e+002 4.3460e+003 5.0544e+004 7.7961e+004 3.2529e+002 3.5034e+005 2.5791e+004 3.1168e+005 4.2339e+005
          34 2.0841e-002 1.2306e-001 2.1500e+000 1.6879e+002 5.8753e+002 1.4661e+002 2.3133e+003 9.3262e-001 1.0854e+003 2.1572e+003 4.0260e+004 7.8972e+004 9.7598e+003 2.1553e+005 7.2869e+004 8.4726e+005 2.9915e+005
          35 2.8010e-002 3.1121e-002 1.1393e+001 4.1951e+002 1.1575e+003 1.2171e+002 4.9930e+003 1.0266e+002 2.4386e+003 2.1013e+003 6.9307e+004 1.6578e+005 5.0317e+004 2.5046e+005 5.1333e+005 1.3150e+006 1.2140e+004
          36 2.2045e-002 2.1460e-002 2.6377e+001 6.2857e+002 1.4142e+003 3.5794e+001 6.6828e+003 4.3552e+002 3.2455e+003 1.0567e+003 7.5560e+004 2.1564e+005 1.0649e+005 1.5955e+005 9.6834e+005 6.8885e+005 2.2885e+005
          37 8.8374e-003 2.3701e-001 3.5730e+001 6.0696e+002 1.0978e+003 1.0375e+000 5.7849e+003 8.2205e+002 2.6855e+003 1.4702e+002 5.2412e+004 1.8094e+005 1.2877e+005 4.3894e+004 8.8394e+005 4.7562e+004 5.3323e+005
          38 1.9257e-003 6.5272e-001 4.5506e+001 5.8573e+002 8.3410e+002 5.4960e+001 5.0182e+003 1.3076e+003 2.1264e+003 2.1950e+001 3.5766e+004 1.5213e+005 1.4496e+005 2.8583e+003 6.5543e+005 7.6066e+004 4.1245e+005
          39 2.9095e-006 1.2799e+000 5.7756e+001 5.9040e+002 6.4725e+002 1.8127e+002 4.5675e+003 1.9544e+003 1.6763e+003 3.4359e+002 2.5254e+004 1.3473e+005 1.6288e+005 4.9346e+003 4.2955e+005 3.6142e+005 1.3295e+005
          40 2.0755e-003 2.0626e+000 6.9297e+001 5.7999e+002 4.7218e+002 3.6389e+002 4.0607e+003 2.6753e+003 1.2060e+003 8.9585e+002 1.7076e+004 1.1732e+005 1.7392e+005 2.8910e+004 2.3165e+005 5.7699e+005 4.1866e+002
          41 7.5262e-003 2.8995e+000 7.7822e+001 5.4306e+002 3.0869e+002 5.7542e+002 3.4368e+003 3.3690e+003 7.4444e+002 1.4941e+003 1.0638e+004 9.8198e+004 1.7492e+005 6.0810e+004 9.3614e+004 5.9830e+005 7.9727e+004
          42 1.5466e-002 3.7181e+000 8.2981e+001 4.8752e+002 1.7363e+002 7.9190e+002 2.7751e+003 3.9905e+003 3.6351e+002 2.0068e+003 5.9888e+003 7.9496e+004 1.6820e+005 9.1360e+004 2.1810e+004 4.7437e+005 2.3426e+005
          43 2.4985e-002 4.4698e+000 8.4981e+001 4.2175e+002 7.6119e+001 9.9595e+002 2.1390e+003 4.5190e+003 1.0906e+002 2.3641e+003 2.9239e+003 6.2629e+004 1.5658e+005 1.1604e+005 2.1546e+002 3.0397e+005 3.2936e+005
          44 3.5153e-002 5.1001e+000 8.3824e+001 3.5044e+002 1.8545e+001 1.1708e+003 1.5585e+003 4.9234e+003 2.7350e+000 2.5317e+003 1.1108e+003 4.7942e+004 1.4167e+005 1.3298e+005 8.4377e+003 1.5641e+005 3.2442e+005
          45 4.5098e-002 5.5662e+000 7.9741e+001 2.7819e+002 6.2647e-005 1.3039e+003 1.0563e+003 5.1820e+003 5.0212e+001 2.5092e+003 2.3097e+002 3.5553e+004 1.2489e+005 1.4206e+005 3.0202e+004 5.9569e+004 2.5019e+005
          46 5.4129e-002 5.8474e+000 7.3264e+001 2.0948e+002 1.6762e+001 1.3887e+003 6.4866e+002 5.2906e+003 2.4294e+002 2.3235e+003 1.0372e-001 2.5458e+004 1.0759e+005 1.4431e+005 5.4955e+004 1.2119e+004 1.5635e+005
          47 6.1782e-002 5.9434e+000 6.5075e+001 1.4794e+002 6.3108e+001 1.4247e+003 3.4296e+002 5.2591e+003 5.6202e+002 2.0179e+003 1.7732e+002 1.7516e+004 9.0808e+004 1.4121e+005 7.7050e+004 1.3036e+000 7.7854e+004
          48 6.7698e-002 5.8589e+000 5.5787e+001 9.5885e+001 1.3218e+002 1.4132e+003 1.3807e+002 5.0978e+003 9.8135e+002 1.6384e+003 5.7177e+002 1.1470e+004 7.5133e+004 1.3411e+005 9.4029e+004 7.9555e+003 2.7842e+004
          49 7.1569e-002 5.6019e+000 4.5956e+001 5.4736e+001 2.1629e+002 1.3567e+003 2.7538e+001 4.8162e+003 1.4682e+003 1.2299e+003 1.0387e+003 7.0312e+003 6.0849e+004 1.2404e+005 1.0515e+005 2.4350e+004 4.6058e+003
          50 7.3342e-002 5.1998e+000 3.6204e+001 2.5258e+001 3.0780e+002 1.2624e+003 8.1001e-001 4.4380e+003 1.9886e+003 8.3691e+002 1.4763e+003 3.9339e+003 4.8211e+004 1.1211e+005 1.1079e+005 4.1947e+004 1.9688e+002
          51 7.3087e-002 4.6853e+000 2.7058e+001 7.3531e+000 3.9962e+002 1.1390e+003 4.3871e+001 3.9885e+003 2.5094e+003 4.9565e+002 1.8202e+003 1.9134e+003 3.7312e+004 9.9217e+004 1.1177e+005 5.7040e+004 6.1521e+003
          52 7.0995e-002 4.0951e+000 1.8939e+001 2.3901e-001 4.8569e+002 9.9602e+002 1.4086e+002 3.4945e+003 3.0009e+003 2.3309e+002 2.0375e+003 7.2494e+002 2.8146e+004 8.6116e+004 1.0905e+005 6.8229e+004 1.6108e+004
          53 6.7389e-002 3.4688e+000 1.2152e+001 2.6113e+000 5.6164e+002 8.4363e+002 2.7563e+002 2.9842e+003 3.4414e+003 6.5956e+001 2.1217e+003 1.4988e+002 2.0647e+004 7.3440e+004 1.0369e+005 7.5444e+004 2.6241e+004
          54 6.2527e-002 2.8372e+000 6.8538e+000 1.2829e+001 6.2367e+002 6.8972e+002 4.3250e+002 2.4779e+003 3.8100e+003 9.4758e-001 2.0803e+003 1.4237e-001 1.4654e+004 6.1539e+004 9.6423e+004 7.9091e+004 3.4686e+004
          55 5.6742e-002 2.2305e+000 3.1036e+000 2.9075e+001 6.6965e+002 5.4187e+002 5.9734e+002 1.9951e+003 4.0942e+003 3.6517e+001 1.9345e+003 1.2149e+002 1.0000e+004 5.0694e+004 8.7980e+004 7.9817e+004 4.0830e+004
          56 5.0333e-002 1.6720e+000 8.6142e-001 4.9497e+001 6.9834e+002 4.0589e+002 7.5793e+002 1.5504e+003 4.2856e+003 1.6434e+002 1.7101e+003 3.9234e+002 6.4950e+003 4.1038e+004 7.8896e+004 7.8236e+004 4.4696e+004
          57 4.3574e-002 1.1798e+000 1.6249e-002 7.2246e+001 7.0916e+002 2.8623e+002 9.0362e+002 1.1542e+003 4.3786e+003 3.7071e+002 1.4354e+003 7.2052e+002 3.9506e+003 3.2609e+004 6.9574e+004 7.4858e+004 4.6549e+004
          58 3.6796e-002 7.6876e-001 3.9894e-001 9.5753e+001 7.0376e+002 1.8643e+002 1.0279e+003 8.1567e+002 4.3811e+003 6.3915e+002 1.1402e+003 1.0418e+003 2.1942e+003 2.5438e+004 6.0452e+004 7.0258e+004 4.6819e+004
          59 3.0203e-002 4.4526e-001 1.8014e+000 1.1851e+002 6.8304e+002 1.0801e+002 1.1248e+003 5.3772e+002 4.2955e+003 9.5070e+002 8.4860e+002 1.3130e+003 1.0572e+003 1.9435e+004 5.1733e+004 6.4783e+004 4.5826e+004
          60 2.4024e-002 2.1225e-001 3.9941e+000 1.3939e+002 6.4945e+002 5.1587e+001 1.1921e+003 3.2158e+002 4.1343e+003 1.2867e+003 5.8225e+002 1.5111e+003 3.9412e+002 1.4519e+004 4.3643e+004 5.8821e+004 4.3915e+004
          61 1.8425e-002 6.7351e-002 6.7454e+000 1.5755e+002 6.0569e+002 1.6487e+001 1.2295e+003 1.6510e+002 3.9113e+003 1.6300e+003 3.5705e+002 1.6273e+003 7.7337e+001 1.0577e+004 3.6317e+004 5.2683e+004 4.1373e+004
          62 1.3524e-002 4.2987e-003 9.8462e+000 1.7257e+002 5.5481e+002 1.1137e+000 1.2393e+003 6.3717e+001 3.6432e+003 1.9673e+003 1.8333e+002 1.6650e+003 5.6980e-001 7.4860e+003 2.9837e+004 4.6636e+004 3.8449e+004
          63 9.3603e-003 1.4325e-002 1.3079e+001 1.8375e+002 4.9812e+002 3.2782e+000 1.2213e+003 1.1267e+001 3.3355e+003 2.2819e+003 6.6269e+001 1.6290e+003 7.9121e+001 5.1020e+003 2.4146e+004 4.0751e+004 3.5233e+004
          64 5.9838e-003 8.6861e-002 1.6272e+001 1.9108e+002 4.3855e+002 2.0381e+001 1.1796e+003 9.8582e-001 3.0048e+003 2.5645e+003 7.7715e+000 1.5331e+003 2.4724e+002 3.3171e+003 1.9254e+004 3.5199e+004 3.1898e+004
          65 3.3947e-003 2.1008e-001 1.9267e+001 1.9449e+002 3.7806e+002 4.9540e+001 1.1175e+003 2.5438e+001 2.6615e+003 2.8057e+003 6.0020e+000 1.3909e+003 4.5546e+002 2.0231e+003 1.5105e+004 3.0045e+004 2.8537e+004
          66 1.5721e-003 3.7211e-001 2.1967e+001 1.9439e+002 3.1897e+002 8.7890e+001 1.0403e+003 7.7160e+001 2.3193e+003 3.0030e+003 5.6529e+001 1.2187e+003 6.6900e+002 1.1265e+003 1.1653e+004 2.5371e+004 2.5266e+004
          67 4.6717e-004 5.6045e-001 2.4255e+001 1.9080e+002 2.6244e+002 1.3243e+002 9.5053e+002 1.4877e+002 1.9841e+003 3.1493e+003 1.5290e+002 1.0287e+003 8.6292e+002 5.4215e+002 8.8111e+003 2.1162e+004 2.2117e+004
          68 1.8423e-005 7.6410e-001 2.6095e+001 1.8432e+002 2.1013e+002 1.8054e+002 8.5345e+002 2.3355e+002 1.6660e+003 3.2467e+003 2.8750e+002 8.3490e+002 1.0229e+003 1.9921e+002 6.5176e+003 1.7449e+004 1.9167e+004
          69 1.4969e-004 9.7327e-001 2.7467e+001 1.7547e+002 1.6304e+002 2.2990e+002 7.5301e+002 3.2558e+002 1.3713e+003 3.2977e+003 4.5232e+002 6.4806e+002 1.1416e+003 3.6008e+001 4.6993e+003 1.4218e+004 1.6455e+004
          70 7.7787e-004 1.1779e+000 2.8334e+001 1.6452e+002 1.2163e+002 2.7815e+002 6.5166e+002 4.1927e+002 1.1026e+003 3.3007e+003 6.3854e+002 4.7595e+002 1.2148e+003 1.2438e+000 3.2801e+003 1.1428e+004 1.3979e+004
          71 1.8176e-003 1.3724e+000 2.8754e+001 1.5223e+002 8.6522e+001 3.2396e+002 5.5347e+002 5.1086e+002 8.6457e+002 3.2651e+003 8.3901e+002 3.2600e+002 1.2456e+003 5.3093e+001 2.2023e+003 9.0673e+003 1.1772e+004
          72 3.1808e-003 1.5487e+000 2.8708e+001 1.3881e+002 5.7654e+001 3.6546e+002 4.5976e+002 5.9615e+002 6.5698e+002 3.1898e+003 1.0451e+003 2.0198e+002 1.2355e+003 1.5802e+002 1.4023e+003 7.0810e+003 9.8089e+003
          73 4.7854e-003 1.7035e+000 2.8263e+001 1.2484e+002 3.5044e+001 4.0190e+002 3.7299e+002 6.7291e+002 4.8099e+002 3.0829e+003 1.2507e+003 1.0698e+002 1.1912e+003 2.9002e+002 8.3059e+002 5.4390e+003 8.0918e+003
          74 6.5539e-003 1.8338e+000 2.7467e+001 1.1070e+002 1.8420e+001 4.3259e+002 2.9445e+002 7.3932e+002 3.3579e+002 2.9494e+003 1.4502e+003 4.2111e+001 1.1186e+003 4.2964e+002 4.4137e+002 4.1000e+003 6.6053e+003
          75 8.4077e-003 1.9359e+000 2.6346e+001 9.6636e+001 7.3782e+000 4.5669e+002 2.2483e+002 7.9347e+002 2.1969e+002 2.7920e+003 1.6372e+003 7.2002e+000 1.0235e+003 5.6241e+002 1.9508e+002 3.0211e+003 5.3261e+003
          76 1.0288e-002 2.0108e+000 2.4982e+001 8.3060e+001 1.4474e+000 4.7444e+002 1.6497e+002 8.3545e+002 1.3109e+002 2.6185e+003 1.8090e+003 1.0810e+000 9.1360e+002 6.7926e+002 5.8796e+001 2.1693e+003 4.2426e+003
          77 1.2131e-002 2.0573e+000 2.3411e+001 7.0152e+001 5.8720e-002 4.8558e+002 1.1491e+002 8.6463e+002 6.7501e+001 2.4321e+003 1.9613e+003 2.1658e+001 7.9453e+002 7.7404e+002 4.2746e+000 1.5080e+003 3.3322e+003
          78 1.3889e-002 2.0770e+000 2.1695e+001 5.8133e+001 2.6062e+000 4.9046e+002 7.4590e+001 8.8148e+002 2.6349e+001 2.2379e+003 2.0922e+003 6.6191e+001 6.7233e+002 8.4405e+002 8.2505e+000 1.0063e+003 2.5769e+003
          79 1.5525e-002 2.0716e+000 1.9885e+001 4.7157e+001 8.4629e+000 4.8953e+002 4.3662e+001 8.8677e+002 4.8843e+000 2.0404e+003 2.2005e+003 1.3150e+002 5.5216e+002 8.8880e+002 5.1731e+001 6.3613e+002 1.9584e+003
          80 1.7011e-002 2.0439e+000 1.8034e+001 3.7334e+001 1.7012e+001 4.8343e+002 2.1564e+001 8.8170e+002 3.0070e-001 1.8440e+003 2.2863e+003 2.1420e+002 4.3841e+002 9.0961e+002 1.1960e+002 3.7270e+002 1.4590e+003
          81 1.8310e-002 1.9948e+000 1.6167e+001 2.8690e+001 2.7641e+001 4.7235e+002 7.5665e+000 8.6659e+002 9.8511e+000 1.6501e+003 2.3477e+003 3.1060e+002 3.3410e+002 9.0785e+002 1.9998e+002 1.9419e+002 1.0607e+003
          82 1.9420e-002 1.9288e+000 1.4335e+001 2.1276e+001 3.9800e+001 4.5734e+002 8.7884e-001 8.4341e+002 3.0910e+001 1.4630e+003 2.3872e+003 4.1737e+002 2.4214e+002 8.8712e+002 2.8405e+002 8.2572e+001 7.4911e+002
          83 2.0315e-002 1.8467e+000 1.2554e+001 1.5062e+001 5.2929e+001 4.3859e+002 6.2617e-001 8.1259e+002 6.0978e+001 1.2836e+003 2.4036e+003 5.3072e+002 1.6407e+002 8.4971e+002 3.6501e+002 2.2329e+001 5.0951e+002
          84 2.0987e-002 1.7517e+000 1.0854e+001 1.0022e+001 6.6531e+001 4.1682e+002 5.9027e+000 7.7547e+002 9.7714e+001 1.1139e+003 2.3982e+003 6.4725e+002 1.0106e+002 7.9900e+002 4.3817e+002 6.7965e-001 3.2992e+002
          85 2.1408e-002 1.6443e+000 9.2428e+000 6.0983e+000 8.0037e+001 3.9213e+002 1.5753e+001 7.3232e+002 1.3875e+002 9.5427e+002 2.3694e+003 7.6260e+002 5.3532e+001 7.3727e+002 4.9973e+002 6.9612e+000 1.9941e+002
          86 2.1509e-002 1.5232e+000 7.7230e+000 3.2241e+000 9.2657e+001 3.6417e+002 2.9054e+001 6.8246e+002 1.8122e+002 8.0413e+002 2.3116e+003 8.7025e+002 2.1426e+001 6.6595e+002 5.4583e+002 3.2097e+001 1.0877e+002
          87 2.1107e-002 1.3809e+000 6.2759e+000 1.3255e+000 1.0284e+002 3.3108e+002 4.4098e+001 6.2243e+002 2.2038e+002 6.6083e+002 2.2083e+003 9.5648e+002 4.1657e+000 5.8418e+002 5.6993e+002 6.7367e+001 5.0205e+001
