   v'->v''           0           1           2           3           4           5           6           7
           0 6.8607e+005 1.4297e+005 4.1658e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 3.5185e+006 3.5566e+005 1.4582e+005 7.1562e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 1.4809e+006 3.4868e+006 5.3615e+005 1.0210e+005 9.7428e+003 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.2124e+005 1.3268e+006 2.4382e+006 6.8812e+005 8.7395e+004 1.3089e+004 1.2526e+002 0.0000e+000
