   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
           0 6.2691e+007 2.2617e+008 3.4204e+008 2.8420e+008 1.4249e+008 4.4380e+007 8.4802e+006 9.3779e+005 5.2138e+004 9.6594e+002 5.2202e-001 7.1711e+000 7.3135e+000 2.4314e+000 3.4799e-001 1.0837e+000 2.7899e-001 1.2699e-001 3.5325e-001 1.7276e-001 3.9753e-002
           1 1.4170e+008 2.2677e+008 5.4727e+007 3.1101e+007 2.1784e+008 2.5370e+008 1.3081e+008 3.5153e+007 4.9003e+006 3.0823e+005 5.2602e+003 1.0925e+001 1.8094e+001 1.2921e+001 6.6781e+000 2.1518e-001 2.6460e+000 4.9925e-001 2.2822e-001 6.1219e-001 3.3079e-001
           2 1.8791e+008 1.0077e+008 1.6056e+007 1.5122e+008 4.0097e+007 4.5968e+007 2.3064e+008 2.1380e+008 8.1576e+007 1.4169e+007 9.7491e+005 1.2997e+004 1.5883e+002 1.8889e+001 3.7755e+000 5.9589e+000 5.5459e-003 1.9075e+000 2.2644e-001 1.0564e-001 2.0946e-001
           3 1.9293e+008 1.5141e+007 9.4178e+007 5.3992e+007 3.6528e+007 1.2545e+008 2.9969e+006 1.2518e+008 2.5198e+008 1.3975e+008 2.9915e+007 2.1516e+006 1.6050e+004 1.2341e+003 1.1800e+001 4.1476e-001 8.3930e+000 1.3725e-001 1.6560e+000 8.0828e-001 8.2419e-002
           4 1.7073e+008 1.9755e+006 1.0457e+008 9.3150e+004 1.0013e+008 6.1258e+006 9.2640e+007 6.0639e+007 3.2412e+007 2.3601e+008 1.9772e+008 5.1464e+007 3.6240e+006 4.9377e+003 4.8098e+003 4.2639e+001 3.7640e+000 8.7459e+000 6.4743e-001 6.2336e-002 8.5081e-002
           5 1.3765e+008 2.6968e+007 6.0135e+007 3.4542e+007 5.0245e+007 3.3107e+007 6.3848e+007 2.0196e+007 1.0841e+008 3.9635e+004 1.8421e+008 2.4640e+008 7.6390e+007 4.7366e+006 9.9784e+003 9.9583e+003 8.6849e+002 2.3283e+001 1.1696e+001 9.9702e+000 2.2985e+000
           6 1.0450e+008 5.6271e+007 1.7605e+007 6.8210e+007 3.0321e+006 7.2959e+007 6.0711e+005 8.1256e+007 1.6342e+006 9.9241e+007 1.8547e+007 1.2344e+008 2.8338e+008 1.0101e+008 4.5443e+006 1.6602e+005 6.1513e+003 3.7527e+003 8.2515e+002 7.1145e+001 8.5343e-001
           7 7.6319e+007 7.4503e+007 5.2289e+005 6.5341e+007 8.8745e+006 4.6764e+007 2.6144e+007 3.4292e+007 4.1591e+007 3.2743e+007 5.5507e+007 5.4309e+007 7.3452e+007 3.1293e+008 1.2052e+008 2.5206e+006 6.4807e+005 6.0044e+003 3.3377e+003 2.8516e+003 9.7633e+002
           8 5.4394e+007 7.9759e+007 4.4837e+006 4.1056e+007 3.4644e+007 9.8547e+006 5.4233e+007 4.0277e+004 6.0362e+007 4.6036e+006 6.3631e+007 1.6143e+007 8.0467e+007 4.1672e+007 3.4351e+008 1.2833e+008 1.2020e+005 1.1968e+006 1.6836e+005 9.6832e+003 5.9644e+001
           9 3.8214e+007 7.5650e+007 1.7443e+007 1.7031e+007 4.8568e+007 3.7429e+005 4.3066e+007 1.7908e+007 2.1467e+007 4.3559e+007 4.5392e+006 6.5428e+007 3.7877e+005 8.7758e+007 2.6665e+007 3.8456e+008 1.1458e+008 2.9058e+006 6.0768e+005 5.0029e+005 1.5285e+005
          10 2.6649e+007 6.6511e+007 3.0320e+007 3.3408e+006 4.4908e+007 1.1832e+007 1.7258e+007 3.8915e+007 9.5895e+004 4.4230e+007 1.2119e+007 2.6977e+007 4.4091e+007 4.6123e+006 7.9655e+007 2.5527e+007 4.4106e+008 6.9477e+007 1.6695e+007 6.1734e+005 9.6952e+003
          11 1.8541e+007 5.5630e+007 3.8927e+007 3.0400e+004 3.1718e+007 2.5971e+007 1.8920e+006 3.7795e+007 9.7725e+006 1.6722e+007 3.6744e+007 3.0390e+004 4.3341e+007 1.9388e+007 1.6148e+007 6.2861e+007 4.2941e+007 4.9430e+008 1.0773e+007 2.4360e+007 7.3649e+006
          12 1.2914e+007 4.4972e+007 4.2507e+007 3.0681e+006 1.7737e+007 3.2733e+007 1.0737e+006 2.2976e+007 2.4885e+007 7.7180e+005 3.3741e+007 1.3159e+007 1.0277e+007 4.1363e+007 4.3056e+006 2.5161e+007 4.1410e+007 1.0014e+008 4.6952e+008 2.1264e+007 1.0051e+006
          13 9.0225e+006 3.5491e+007 4.1949e+007 8.3330e+006 7.5718e+006 3.1347e+007 7.6963e+006 8.7196e+006 2.9444e+007 3.1784e+006 1.5802e+007 2.7644e+007 2.6033e+005 2.4718e+007 2.7255e+007 1.3155e+004 2.8218e+007 1.7349e+007 2.3778e+008 2.4292e+008 1.0234e+008
          14 6.3247e+006 2.7499e+007 3.8588e+007 1.3087e+007 2.0709e+006 2.5197e+007 1.4499e+007 1.3461e+006 2.4057e+007 1.1957e+007 2.9858e+006 2.6197e+007 9.4665e+006 4.9253e+006 2.8866e+007 1.2596e+007 1.4919e+006 2.8244e+007 3.2724e+003 4.2133e+008 5.5346e+005
          15 4.4384e+006 2.0947e+007 3.3603e+007 1.6010e+007 1.3621e+005 1.7815e+007 1.8002e+007 8.8344e+004 1.5234e+007 1.7513e+007 4.6458e+004 1.6018e+007 1.7860e+007 1.0122e+005 1.5079e+007 2.1991e+007 3.5540e+006 3.3049e+006 3.4496e+007 5.6841e+007 2.5795e+008
          16 3.0974e+006 1.5622e+007 2.7818e+007 1.6734e+007 1.7668e+005 1.1359e+007 1.7871e+007 1.7171e+006 7.7691e+006 1.7667e+007 2.4206e+006 6.7619e+006 1.8344e+007 4.0237e+006 3.9968e+006 1.8386e+007 1.1525e+007 3.4356e+005 2.6211e+006 7.9289e+007 2.1949e+008
          17 2.1142e+006 1.1235e+007 2.1672e+007 1.5360e+007 8.4682e+005 6.6090e+006 1.5153e+007 3.4983e+006 3.1943e+006 1.4268e+007 5.0882e+006 1.8259e+006 1.3776e+007 7.7306e+006 2.0069e+005 1.0335e+007 1.3256e+007 3.8837e+006 5.9343e+004 1.2802e+005 2.8985e+008
          18 1.3470e+006 7.4415e+006 1.5211e+007 1.2064e+007 1.2634e+006 3.4736e+006 1.0958e+007 3.9830e+006 1.0346e+006 9.5832e+006 5.6577e+006 2.1746e+005 8.2798e+006 7.8929e+006 2.3972e+005 4.3489e+006 9.8009e+006 5.5874e+006 5.8919e+005 6.6270e+005 7.0766e+007
