   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.2048e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 2.3897e+002 4.3557e+003 1.4482e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 7.5272e+001 4.9669e+002 5.3545e+003 1.5031e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 4.4901e+002 3.5916e+003 5.2004e+003 1.7725e+003 7.0793e+002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 2.9001e+002 3.0833e+003 7.7492e+003 3.8819e+003 6.7620e+003 3.4439e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 9.3693e+002 1.0284e+004 2.3028e+004 7.8484e+003 2.2563e+001 1.7374e+004 1.7924e+004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.0647e+001 1.8305e+001 3.0116e+002 2.2034e+003 2.4663e+003 3.9367e+003 8.3846e+004 5.2423e+004 6.9578e+001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 8.1070e+002 1.1673e+004 3.8752e+004 2.3263e+004 8.2073e+001 9.1418e+003 3.9532e+004 2.4224e+005 4.6400e+004 8.7961e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.2446e+003 1.5481e+004 4.1951e+004 1.5511e+004 3.0665e+003 4.0426e+003 1.3933e+004 1.4053e+005 3.3030e+005 1.7383e+004 2.3436e+004 1.2531e+003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
          10 3.6089e+001 3.8574e+002 8.7656e+002 1.6668e+002 1.8753e+002 4.2538e+001 4.1794e+002 1.1438e+002 3.1428e+003 2.1767e+004 4.4736e+003 1.0619e+002 6.3495e+002 5.3934e+000 0.0000e+000 0.0000e+000 0.0000e+000
          11 2.1729e+002 2.2060e+003 4.7064e+003 6.4230e+002 1.3391e+003 1.7821e+002 2.1985e+003 6.0590e+001 3.9332e+004 1.4070e+005 6.9384e+003 8.2675e+003 1.1646e+003 4.6296e+002 1.2280e-001 0.0000e+000 0.0000e+000
          12 8.3739e+001 8.1407e+002 1.6426e+003 1.5648e+002 5.8574e+002 4.8306e+001 7.5870e+002 3.8378e+002 2.1272e+004 5.2700e+004 1.1178e+002 5.6863e+003 8.4844e+002 3.9974e+001 1.1574e+002 9.0062e-001 0.0000e+000
