   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19
           0 8.8413e+005 9.6633e+005 9.1657e+004 8.7710e+002 9.3550e+003 3.7718e+003 3.9685e+002 1.5856e-001 5.6864e+000 2.7434e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 2.4055e+006 7.1607e+005 6.9233e+005 7.1352e+004 4.9052e+001 5.4753e+003 3.0987e+003 5.9046e+002 2.5589e+001 1.8687e+000 1.6047e+000 8.0103e-004 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 8.2060e+005 1.6813e+006 3.4521e+005 5.6827e+005 1.0268e+005 3.9248e+003 1.4602e+003 2.7161e+003 1.2451e+003 2.7533e+002 2.5850e+001 1.6775e-001 2.0713e-001 1.0745e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 1.4554e+004 6.8902e+005 1.2617e+006 2.6214e+005 5.4540e+005 1.2709e+005 1.0790e+004 2.6759e+002 2.4828e+003 1.9174e+003 7.5093e+002 1.8132e+002 2.5986e+001 1.5384e+000 6.8273e-004 4.3747e-002 1.4220e-002 1.9766e-003 2.6323e-004 5.4824e-005
           4 1.4869e+005 5.9007e+004 8.3263e+005 1.0942e+006 2.0407e+005 4.7775e+005 1.2593e+005 1.6202e+004 3.4823e+001 1.4901e+003 1.8579e+003 1.0758e+003 4.2553e+002 1.2883e+002 3.1720e+001 6.7208e+000 1.3360e+000 2.7715e-001 6.6444e-002 1.9894e-002
           5 2.7794e+005 2.9400e+004 2.3385e+005 8.9873e+005 8.5836e+005 1.3646e+005 4.0257e+005 1.1967e+005 2.2760e+004 1.1617e+003 3.4615e+002 1.1558e+003 1.0379e+003 6.1343e+002 2.9417e+002 1.2648e+002 5.1123e+001 1.8863e+001 6.2289e+000 2.1295e+000
           6 1.6292e+005 1.2240e+005 6.9039e+003 3.6697e+005 8.0550e+005 6.3302e+005 8.9256e+004 3.5098e+005 1.1489e+005 3.0439e+004 4.0089e+003 2.5999e+001 3.8291e+002 6.8100e+002 5.8827e+002 3.8240e+002 2.0806e+002 9.2248e+001 3.3166e+001 1.1709e+001
           7 2.7660e+004 1.1621e+005 3.4225e+004 5.4545e+004 4.2055e+005 6.8237e+005 4.7207e+005 6.0303e+004 3.1771e+005 1.0720e+005 3.7026e+004 7.8100e+003 8.1704e+002 3.5217e+000 2.1207e+002 3.0542e+002 2.4119e+002 1.2870e+002 4.9987e+001 1.8148e+001
           8 3.9766e+003 5.2733e+004 9.3882e+004 3.3582e+003 1.1900e+005 4.4694e+005 5.7136e+005 3.5737e+005 3.8556e+004 2.9386e+005 9.2609e+004 4.1023e+004 1.1569e+004 2.5111e+003 3.2158e+002 3.0392e+000 2.0431e+001 2.7038e+001 1.3691e+001 5.4144e+000
           9 4.8491e+004 8.1886e+003 9.8615e+004 5.4462e+004 6.8750e+003 1.9486e+005 4.4849e+005 4.6102e+005 2.6718e+005 1.9200e+004 2.8085e+005 7.0408e+004 4.2727e+004 1.4654e+004 4.6821e+003 1.3881e+003 3.8243e+002 1.0112e+002 2.7481e+001 8.6504e+000
