   v'->v''           0           1           2           3           4           5           6
           0 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           2 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           3 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           4 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           5 1.6238e-002 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           6 1.0361e-001 4.3161e-003 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           7 1.0460e-001 2.8273e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           8 5.7704e-002 4.1801e-001 3.5679e-001 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           9 1.4152e-002 3.4801e-001 9.0882e-001 1.8900e-001 0.0000e+000 0.0000e+000 0.0000e+000
          10 2.7675e-003 1.3958e-001 8.9814e-001 1.1390e+000 8.4942e-003 0.0000e+000 0.0000e+000
          11 2.0786e-003 3.8457e-002 5.1619e-001 1.4580e+000 8.2149e-001 0.0000e+000 0.0000e+000
          12 2.1150e-003 2.6886e-002 2.4732e-001 1.1090e+000 1.6624e+000 1.8458e-001 0.0000e+000
          13 1.2258e-003 3.2409e-002 1.3352e-001 6.8774e-001 1.5553e+000 9.2190e-001 0.0000e+000
