   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56
           0 3.0700e+005 1.2106e+005 2.5846e+004 2.6107e+003 3.2350e+001 8.0709e+002 9.6008e+002 6.2701e+002 3.1924e+002 1.4997e+002 6.9884e+001 3.1953e+001 1.3609e+001 5.1369e+000 1.6734e+000 4.7735e-001 1.3180e-001 4.4337e-002 2.2128e-002 1.4202e-002 8.3463e-003 3.2625e-003 4.4832e-004 6.3109e-005 5.8414e-004 6.9889e-004 3.2830e-004 2.3221e-005 6.4236e-005 2.7874e-004 3.9357e-004 3.2469e-004 1.6816e-004 4.5080e-005 9.1298e-007 1.0671e-005 3.1321e-005 3.8571e-005 3.1221e-005 1.8422e-005 7.9408e-006 2.2750e-006 2.9067e-007 2.7859e-009 1.0420e-007 1.3641e-007 8.7106e-008 3.3442e-008 7.2247e-009 5.8926e-010 9.2753e-013 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000 0.0000e+000
           1 1.1786e+006 1.0525e+000 6.9387e+004 3.8847e+004 1.1631e+004 1.6758e+003 8.2053e+001 1.5129e+003 2.2040e+003 1.6015e+003 7.9446e+002 3.3692e+002 1.5564e+002 8.8295e+001 5.4342e+001 2.9404e+001 1.1897e+001 3.0985e+000 3.8888e-001 6.3988e-003 4.9807e-004 8.9647e-003 5.9506e-002 1.0308e-001 9.0791e-002 4.4393e-002 8.7376e-003 1.2442e-004 6.4204e-003 1.1577e-002 1.0066e-002 5.0912e-003 1.1828e-003 8.1350e-008 6.0005e-004 1.4236e-003 1.6318e-003 1.2457e-003 6.6604e-004 2.2510e-004 2.6393e-005 6.1620e-006 5.4747e-005 9.5612e-005 1.0299e-004 8.4158e-005 5.6077e-005 3.1345e-005 1.4804e-005 5.8583e-006 1.8934e-006 4.7305e-007 8.0534e-008 6.1192e-009 3.7094e-011 6.9219e-010 4.5554e-010
           2 1.9652e+006 1.2361e+006 2.1521e+005 1.7985e+004 3.5438e+004 1.0059e+004 2.8198e+003 8.9996e+002 2.8192e+000 1.3613e+003 3.2798e+003 3.1642e+003 1.7223e+003 6.1380e+002 1.8050e+002 7.4054e+001 5.9957e+001 6.1337e+001 5.0824e+001 2.8682e+001 9.4902e+000 1.0631e+000 1.0495e-001 7.7277e-001 6.4515e-001 1.4843e-001 9.7580e-003 2.1314e-001 3.8925e-001 3.5311e-001 1.8775e-001 4.7272e-002 1.5375e-004 1.9514e-002 4.9516e-002 5.7748e-002 4.3949e-002 2.2934e-002 7.2219e-003 6.0285e-004 4.6594e-004 2.5589e-003 4.0395e-003 4.0838e-003 3.1211e-003 1.8906e-003 8.9881e-004 3.0875e-004 5.5938e-005 1.7861e-008 2.1009e-005 5.0404e-005 6.3299e-005 5.8679e-005 4.3251e-005 2.3806e-005 9.6155e-006
           3 2.0189e+006 5.3217e+006 3.8349e+005 8.7468e+005 1.6053e+004 5.4976e+004 2.4577e+004 6.6837e+002 7.5875e+001 4.8215e+001 5.4034e+001 3.7756e+002 2.5690e+003 4.2534e+003 3.4599e+003 1.6139e+003 4.2911e+002 5.9586e+001 7.2134e+000 1.0248e+001 3.2525e+001 5.5896e+001 5.4551e+001 3.1724e+001 9.5443e+000 4.5782e-001 1.0103e+000 3.1164e+000 3.0067e+000 1.4503e+000 2.4006e-001 2.7109e-002 3.8335e-001 6.9000e-001 6.8271e-001 4.4930e-001 1.9067e-001 3.6073e-002 5.7603e-004 3.2385e-002 7.3309e-002 9.1310e-002 8.2622e-002 5.8798e-002 3.3290e-002 1.4317e-002 3.9284e-003 2.7002e-004 2.9751e-004 1.5041e-003 2.4958e-003 2.8266e-003 2.5836e-003 2.0199e-003 1.3498e-003 7.0443e-004 2.7800e-004
           4 1.1405e+006 7.3422e+006 5.9581e+006 1.4550e+005 1.0741e+006 3.7085e+005 6.0778e+003 7.5340e+004 1.8972e+004 1.7384e+002 3.1032e+003 8.5877e+002 9.5606e+000 4.6845e+001 9.9348e+002 3.0488e+003 4.0161e+003 2.9788e+003 1.3149e+003 3.1012e+002 2.1977e+001 8.0453e-001 6.3933e-001 4.2397e+000 2.5828e+001 4.5568e+001 4.4371e+001 2.6845e+001 9.0795e+000 7.2015e-001 6.8649e-001 3.2387e+000 4.3087e+000 3.2996e+000 1.5456e+000 3.2410e-001 1.7759e-003 2.4419e-001 5.6552e-001 6.8563e-001 5.8148e-001 3.6817e-001 1.6794e-001 4.4578e-002 1.4062e-003 9.3607e-003 3.5136e-002 5.6435e-002 6.4646e-002 6.0699e-002 4.9576e-002 3.6331e-002 2.4327e-002 1.4988e-002 8.3563e-003 3.8633e-003 1.4360e-003
           5 1.8652e+005 3.5071e+006 1.0863e+007 3.3105e+006 1.3879e+006 3.9168e+005 7.8368e+005 7.6519e+004 3.6280e+004 6.1941e+004 1.0012e+004 1.0904e+003 5.3831e+003 2.5764e+003 3.7595e+002 1.0007e+002 5.3204e+002 1.8853e+003 3.1924e+003 3.1700e+003 2.0267e+003 8.2985e+002 1.8665e+002 1.0232e+001 2.8530e+000 4.2898e+000 1.0870e-002 8.5591e+000 2.5552e+001 3.4634e+001 2.9440e+001 1.6510e+001 5.3361e+000 3.8703e-001 4.8473e-001 2.2856e+000 3.3561e+000 3.0746e+000 1.9929e+000 8.8708e-001 2.0708e-001 8.0401e-004 8.7442e-002 2.5336e-001 3.6189e-001 3.7202e-001 3.0638e-001 2.0939e-001 1.1861e-001 5.3451e-002 1.6890e-002 2.2774e-003 1.5265e-004 2.4721e-003 4.2106e-003 3.4397e-003 1.6406e-003
           6 4.3477e+003 2.4514e+005 5.3270e+006 1.2084e+007 1.2184e+006 2.5612e+006 9.0168e+003 7.9764e+005 3.3554e+005 4.2405e+002 6.0013e+004 4.2010e+004 2.9045e+003 3.2345e+003 7.2191e+003 3.6064e+003 7.3939e+002 1.6279e+002 3.6960e+002 1.2741e+003 2.4853e+003 2.9774e+003 2.3968e+003 1.3262e+003 4.7542e+002 8.5003e+001 8.3967e-001 7.6744e+000 8.0396e+000 6.9172e-001 3.1152e+000 1.5289e+001 2.5821e+001 2.7001e+001 1.9867e+001 1.0216e+001 3.0785e+000 1.6736e-001 4.3421e-001 1.8663e+000 2.9232e+000 3.0376e+000 2.3967e+000 1.4776e+000 6.8342e-001 1.9836e-001 1.3106e-002 2.0504e-002 1.0318e-001 1.8049e-001 2.1744e-001 2.1221e-001 1.7874e-001 1.3303e-001 8.6167e-002 4.4135e-002 1.7265e-002
           7 1.0383e+004 3.5693e+004 3.6977e+005 7.5950e+006 1.2204e+007 1.4691e+005 2.9997e+006 1.8251e+005 4.8786e+005 5.7698e+005 7.5674e+004 1.7251e+004 6.0576e+004 2.3872e+004 2.0538e+002 5.4468e+003 8.2473e+003 4.2916e+003 1.1348e+003 2.6702e+002 2.9412e+002 8.4960e+002 1.8100e+003 2.5063e+003 2.4010e+003 1.6534e+003 8.1142e+002 2.5916e+002 3.7249e+001 9.8579e-002 1.0112e+001 1.0758e+001 2.8864e+000 2.7213e-001 6.6706e+000 1.6021e+001 2.1173e+001 1.9637e+001 1.3583e+001 6.8236e+000 2.0951e+000 1.4088e-001 2.3809e-001 1.1909e+000 2.0598e+000 2.4155e+000 2.2512e+000 1.7697e+000 1.2012e+000 7.0586e-001 3.5340e-001 1.4422e-001 4.3194e-002 6.9739e-003 5.1613e-005 5.7668e-004 5.8061e-004
           8 4.8785e+003 4.2481e+002 9.2323e+003 6.3347e+005 9.5399e+006 1.1433e+007 3.9665e+004 2.7370e+006 6.7904e+005 1.6811e+005 6.3492e+005 2.3543e+005 1.4772e+003 4.3392e+004 4.6950e+004 9.9430e+003 4.6226e+002 7.4536e+003 8.5972e+003 4.4505e+003 1.3103e+003 3.2567e+002 2.5800e+002 6.3015e+002 1.3716e+003 2.0539e+003 2.2020e+003 1.7667e+003 1.0725e+003 4.7465e+002 1.3287e+002 1.2609e+001 2.1786e+000 1.3436e+001 1.3252e+001 5.0183e+000 7.6382e-002 2.6252e+000 9.3500e+000 1.4972e+001 1.6481e+001 1.3987e+001 9.4225e+000 4.9010e+000 1.7308e+000 2.3346e-001 4.5603e-002 5.4766e-001 1.1891e+000 1.6371e+000 1.7807e+000 1.6575e+000 1.3691e+000 1.0148e+000 6.6001e-001 3.4014e-001 1.3359e-001
           9 1.1866e+003 2.1360e+004 1.4711e+004 1.4876e+003 8.9169e+005 1.1295e+007 1.0579e+007 3.9583e+005 2.1452e+006 1.1785e+006 1.0892e+004 5.2486e+005 3.8455e+005 4.6481e+004 1.2654e+004 5.0656e+004 2.8352e+004 2.4856e+003 2.3482e+003 8.8157e+003 8.4437e+003 4.2669e+003 1.3549e+003 3.7750e+002 2.5091e+002 4.8755e+002 1.0234e+003 1.6183e+003 1.9061e+003 1.7247e+003 1.2183e+003 6.6466e+002 2.6419e+002 6.3025e+001 3.0711e+000 4.2101e+000 1.3710e+001 1.3689e+001 6.9380e+000 1.1278e+000 3.2239e-001 3.7888e+000 8.4393e+000 1.1517e+001 1.1902e+001 1.0013e+001 7.0223e+000 4.0705e+000 1.8544e+000 5.6743e-001 5.6718e-002 2.5338e-002 1.8517e-001 3.3185e-001 3.5781e-001 2.4569e-001 1.0986e-001
