# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  9.87931E+00    1.09720E-01  -2.44590E-01   1.72550E+00  -3.40080E+00   2.73820E+00
   1 <-  4  1.01697E+01    2.52170E-01  -1.27290E+00   9.21620E+00  -1.78350E+01   1.44840E+01
   2 <-  4  1.04450E+01    8.24990E-02  -1.35510E-01   9.90000E-01  -1.91390E+00   1.54900E+00
   3 <-  4  1.07054E+01    1.37680E-01  -3.70290E-01   2.90870E+00  -5.32290E+00   4.43730E+00
   4 <-  4  1.09513E+01    6.85040E-02  -8.97130E-02   6.90520E-01  -1.23640E+00   1.00040E+00
   5 <-  4  1.11832E+01    2.29140E-02  -9.80780E-03   6.70370E-02  -1.29620E-01   1.01200E-01
   6 <-  4  1.14009E+01    7.84050E-02  -1.13590E-01   8.12660E-01  -1.48650E+00   1.15070E+00
   7 <-  4  1.16048E+01    9.07660E-02  -1.50760E-01   1.10360E+00  -1.97660E+00   1.52210E+00
   8 <-  4  1.17946E+01    8.32190E-02  -1.25090E-01   9.07680E-01  -1.60490E+00   1.20820E+00
   9 <-  4  1.19702E+01    7.13880E-07   2.83600E-02  -1.44030E-01   5.69260E-01  -3.48730E-01
  10 <-  4  1.21311E+01    3.66230E-02  -2.36100E-02   1.83040E-01  -3.04520E-01   2.22740E-01
  11 <-  4  1.22767E+01    1.47470E-02  -3.70990E-03   3.53770E-02  -5.20050E-02   3.68810E-02
  12 <-  4  1.24063E+01   -1.44100E-07   6.48550E-05   9.26050E-04   2.95760E-04  -1.05360E-03
  13 <-  4  1.25187E+01    8.27290E-03  -1.27160E-03   7.81340E-03  -1.63900E-02   1.29070E-02
  14 <-  4  1.26125E+01    1.52400E-02  -4.15450E-03   2.64550E-02  -5.07550E-02   3.83590E-02
  15 <-  4  1.26863E+01    1.77720E-02  -5.57830E-03   3.61090E-02  -6.73150E-02   5.01390E-02
  16 <-  4  1.27384E+01    1.66660E-02  -4.87380E-03   3.18090E-02  -5.84950E-02   4.32680E-02
  17 <-  4  1.27691E+01    1.27400E-02  -2.83830E-03   1.86070E-02  -3.39890E-02   2.50650E-02
  18 <-  4  1.27827E+01    8.11970E-03  -1.15150E-03   7.56460E-03  -1.37790E-02   1.01500E-02
  19 <-  4  1.27877E+01    4.93450E-03  -4.25050E-04   2.79480E-03  -5.08580E-03   3.74520E-03
  20 <-  4  1.27895E+01    2.82300E-03  -1.39090E-04   9.14830E-04  -1.66410E-03   1.22530E-03
  21 <-  4  1.27900E+01    1.47660E-03  -3.80510E-05   2.50300E-04  -4.55260E-04   3.35200E-04
  DE <-  4  1.27902E+01    7.30810E-05   3.23260E-01  -2.07210E+00   7.61980E+00  -5.96360E+00
