# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  1.19962E+01    1.80200E-07   5.01930E-03  -3.56210E-02   1.02190E-01   7.51600E-03
   1 <-  4  1.22865E+01    1.00920E-01  -1.92060E-01   1.18330E+00  -2.47280E+00   1.96060E+00
   2 <-  4  1.25565E+01    2.01020E-02  -7.52350E-03   4.64000E-02  -9.58600E-02   7.55780E-02
   3 <-  4  1.28096E+01    5.44930E-02  -5.38600E-02   3.24280E-01  -6.58170E-01   5.08400E-01
   4 <-  4  1.30473E+01    2.61450E-02  -1.18960E-02   7.18860E-02  -1.38010E-01   1.02660E-01
   5 <-  4  1.32699E+01    6.14970E-03  -6.14300E-04   3.44680E-03  -8.08540E-03   6.75810E-03
   6 <-  4  1.34776E+01    2.16260E-02  -8.54970E-03   5.07530E-02  -1.05780E-01   8.21810E-02
   7 <-  4  1.36705E+01    2.61590E-02  -1.21250E-02   7.10630E-02  -1.40880E-01   1.04140E-01
   8 <-  4  1.38486E+01    2.24290E-02  -8.80220E-03   5.19040E-02  -9.94320E-02   7.10130E-02
   9 <-  4  1.40113E+01    1.51670E-02  -4.05910E-03   2.49170E-02  -4.62270E-02   3.23030E-02
  10 <-  4  1.41579E+01    9.37220E-03  -1.59410E-03   1.02950E-02  -1.84580E-02   1.24110E-02
  11 <-  4  1.42868E+01    4.52770E-03  -4.19660E-04   3.10340E-03  -5.30630E-03   3.39070E-03
  12 <-  4  1.43956E+01   -9.35880E-07  -3.95270E-05   5.57350E-04  -8.42360E-04   4.60870E-04
  13 <-  4  1.44819E+01   -2.08060E-08  -1.17550E-05   1.39180E-04  -1.73410E-04   4.82570E-05
  14 <-  4  1.45477E+01    1.03200E-03  -2.05320E-05   1.21690E-04  -2.17120E-04   1.18800E-04
  15 <-  4  1.45990E+01    1.17880E-03  -1.92370E-05   9.14110E-05  -1.77670E-04   1.21250E-04
  16 <-  4  1.46380E+01    1.67070E-03  -3.63380E-05   1.64680E-04  -3.07160E-04   2.07900E-04
  17 <-  4  1.46643E+01    1.58780E-03  -3.32620E-05   1.51860E-04  -2.77990E-04   1.85210E-04
  18 <-  4  1.46770E+01    9.76980E-04  -1.26560E-05   5.81050E-05  -1.05810E-04   7.02410E-05
  19 <-  4  1.46796E+01    2.71700E-04  -9.79760E-07   4.50350E-06  -8.19300E-06   5.43540E-06
  DE <-  4  1.46798E+01   -6.97290E-06   1.77450E-02  -1.37100E-01   3.72240E-01  -2.58240E-01
