# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  1.20466E+01    2.86210E-02  -1.42000E-02   9.24290E-02  -1.61670E-01   1.16550E-01
   1 <-  4  1.23212E+01    5.70710E-02  -5.70900E-02   3.77600E-01  -6.75550E-01   4.90050E-01
   2 <-  4  1.25816E+01    9.02290E-03  -1.59430E-03   9.92740E-03  -2.16060E-02   1.71430E-02
   3 <-  4  1.28223E+01    3.47280E-02  -2.09060E-02   1.34340E-01  -2.39940E-01   1.73160E-01
   4 <-  4  1.30506E+01    2.27060E-02  -8.62400E-03   5.82810E-02  -9.71790E-02   6.83620E-02
   5 <-  4  1.32653E+01    3.81160E-03  -2.20420E-04   2.00990E-03  -2.67760E-03   1.55560E-03
   6 <-  4  1.34656E+01    9.66360E-03  -1.57550E-03   9.68570E-03  -1.74250E-02   1.29270E-02
   7 <-  4  1.36515E+01    1.69490E-02  -4.76680E-03   2.98680E-02  -5.19570E-02   3.75680E-02
   8 <-  4  1.38238E+01    1.88050E-02  -5.86490E-03   3.66600E-02  -6.39420E-02   4.61530E-02
   9 <-  4  1.39817E+01    1.41400E-02  -3.37880E-03   2.28870E-02  -3.96920E-02   3.06070E-02
  10 <-  4  1.41257E+01    1.47000E-02  -3.63440E-03   2.20880E-02  -3.99760E-02   2.91370E-02
  11 <-  4  1.42551E+01    1.18190E-02  -2.36430E-03   1.39570E-02  -2.58940E-02   1.88090E-02
  12 <-  4  1.43695E+01    8.63020E-03  -1.27080E-03   7.34490E-03  -1.39660E-02   1.01640E-02
  13 <-  4  1.44682E+01    5.42050E-03  -5.09870E-04   2.93210E-03  -5.75120E-03   4.26640E-03
  14 <-  4  1.45500E+01    3.03450E-03  -1.64300E-04   9.45910E-04  -1.94790E-03   1.47860E-03
  15 <-  4  1.46133E+01    8.84550E-04  -1.58820E-05   1.07280E-04  -2.75010E-04   2.50820E-04
  16 <-  4  1.46561E+01    9.21950E-04  -1.19700E-05   5.78120E-05  -1.12130E-04   7.53760E-05
  17 <-  4  1.46767E+01    5.08810E-04  -3.50290E-06   1.68570E-05  -2.93450E-05   1.66410E-05
  18 <-  4  1.46797E+01    1.19030E-04  -1.91030E-07   9.30850E-07  -1.60610E-06   8.93830E-07
  DE <-  4  1.46798E+01    1.06460E-07   1.55340E-02  -1.33560E-01   3.92960E-01  -2.79040E-01
